Name,Description,C1a,C1b,C1c,C9a,C9b,C9c
AC015818.4,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL718P,na,0.00,0.00,0.00,0.00,0.00,0.00
MYH4,na,0.00,0.00,0.00,0.00,0.00,0.02
MIR4653,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4283-1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3183,na,0.00,0.00,0.00,0.00,0.00,0.00
AC131274.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC110603.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC104982.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL560P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AL445686.2,na,1.99,1.23,0.70,0.83,0.28,0.65
SDHCP1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC084346.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005433.1,na,0.28,0.00,0.23,0.00,0.00,0.00
AC036222.1,na,0.00,0.00,0.00,0.00,0.00,0.00
RF00285,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC138207.4,na,0.07,0.06,0.11,0.00,0.15,0.21
AC025211.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3648-2,na,0.00,0.00,0.00,0.00,0.00,30.02
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC091170.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4520-1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,1.36,0.75,0.38,0.74,0.35,1.07
MIR4794,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC096708.2,na,0.00,0.00,0.28,0.00,0.26,0.32
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4656,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005062.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5682,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4714,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4705,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5008,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL697P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC061975.4,na,0.00,0.00,0.00,0.00,0.29,0.00
AC090283.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
BX640514.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005544.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4298,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4650-2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090616.4,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3124,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL731P,na,0.00,16.82,0.00,0.00,0.00,4.90
,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001180.3,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3678,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5692A2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006270.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AP000915.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011474.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL596P,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005154.5,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4778,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006270.2,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL25P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR378B,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5706,na,0.00,0.00,0.00,0.00,0.00,0.00
SUZ12P1,na,4.31,2.56,4.23,1.23,1.53,3.94
MIR548AR,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL405P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AL359922.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008026.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC132872.2,na,0.00,0.00,0.00,0.00,0.03,0.19
SNORD95,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4257,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL793P,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015674.1,na,3.39,13.13,67.39,60.23,15.48,141.29
MIR3162,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC138761.2,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4633,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090897.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR23C,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC137723.1,na,0.00,0.00,0.00,0.00,0.00,0.00
SNX19P3,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4529,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4296,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL15P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR1254-2,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC00526,na,0.82,0.75,1.24,0.78,1.03,1.54
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010761.1,na,0.30,0.55,0.49,0.54,0.23,1.55
AC009630.3,na,8.93,10.56,12.66,9.44,7.12,2.28
MIR5692B,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL326P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4487,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4449,na,0.00,0.00,0.00,0.00,0.00,0.00
AC117569.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MAPT-AS1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL131P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC103808.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AP000897.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC003687.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3159,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3173,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005726.3,na,1.71,0.00,0.00,0.97,0.42,0.47
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4685,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL290P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5588,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL592P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4755,na,0.00,0.00,0.00,0.00,0.00,0.00
AC233702.4,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL732P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5591,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022903.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4796,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
PRKCA-AS1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4271,na,0.00,0.00,0.00,0.00,0.00,0.00
AC100844.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001020.2,na,0.07,0.06,0.00,0.06,0.11,0.22
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3152,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC024614.1,na,0.00,0.00,0.00,0.00,0.00,0.00
KRT18P8,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC104564.4,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5194,na,0.00,0.00,0.00,0.00,0.00,0.00
PPIAP54,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3171,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4798,na,0.00,0.00,0.00,0.00,0.00,0.00
AC064805.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC107926.1,na,0.15,0.00,0.00,0.00,0.00,0.00
MIR3200,na,0.00,0.00,0.00,0.00,0.00,0.00
AC126365.2,na,0.00,0.00,0.00,0.00,0.00,0.00
KRT8P34,na,0.00,0.00,0.00,0.00,0.00,0.00
AC020558.1,na,0.00,0.00,0.00,0.00,0.52,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC138696.1,na,1.53,1.67,1.76,1.74,2.28,0.24
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
SEPT4-AS1,na,0.00,0.12,0.41,0.35,0.00,0.00
AC098850.1,na,0.00,0.44,0.00,0.21,0.35,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4285,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL204P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3140,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4773-1,na,0.00,0.00,0.00,0.00,0.00,0.00
PRPF19P1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015688.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC123786.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007922.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC067819.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4255,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01912,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC018521.4,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4752,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090337.1,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL217P,na,0.00,0.00,0.00,0.00,0.00,0.00
L3MBTL4-AS1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4504,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005117.1,na,0.00,0.07,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3117,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3670-2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3129,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005725.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022596.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4638,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4718,na,0.00,0.00,0.00,0.00,0.00,0.00
AC069061.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC145207.7,na,0.00,0.00,0.00,0.00,0.00,0.00
BDP1P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4511,na,0.00,0.00,0.00,0.00,0.00,0.00
AC093484.2,na,0.00,0.00,0.04,0.04,0.00,0.11
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4505,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
DPRXP4,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3689C,na,0.00,0.00,0.00,0.00,0.00,0.00
TTC39C-AS1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3924,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC032019.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC110921.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3131,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3198-1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3141,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4295,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4772,na,0.00,0.00,0.00,0.00,0.00,0.00
AC098850.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL237P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC145207.8,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC016876.2,na,3.44,3.48,4.56,3.13,4.13,4.38
MIR4420,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
PPIAP14,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4537,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005722.3,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3148,na,0.00,0.00,0.00,0.00,0.00,0.00
AC021382.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC004147.3,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4637,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4771-1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5009,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4294,na,0.00,0.00,0.00,0.00,0.00,0.00
ERVFRD-3,na,0.00,0.00,0.00,0.00,0.00,0.07
MIR5191,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR378C,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC068025.1,na,0.00,0.00,0.00,0.00,0.00,0.00
RF00017,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4441,na,0.00,0.00,0.00,0.00,0.00,0.00
AC138761.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC132938.2,na,0.00,0.00,0.19,0.00,0.00,0.23
AC113554.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR1273C,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3154,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5571,na,0.00,0.00,0.00,0.00,0.00,0.00
AC091588.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC087749.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL468P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR1273F,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
VN1R71P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL404P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001180.4,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC119868.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4310,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011933.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5696,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
DSG2-AS1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC097641.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL45P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3613,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC068112.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC087499.6,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005209.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL690P,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005901.2,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR1273D,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC026271.3,na,1.57,1.12,1.21,1.33,0.90,0.83
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
NOS2P4,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006141.1,na,0.00,0.00,0.00,0.00,0.04,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3921,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3616,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5701-3,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4494,na,0.00,0.00,0.00,0.00,0.00,0.00
PRELID3BP3,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL525P,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022069.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015845.1,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL230P,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC018521.5,na,1.42,3.13,1.50,3.65,2.05,8.03
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4540,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090772.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR378F,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC131055.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3138,na,0.00,0.00,0.00,0.00,0.00,0.00
AC115989.2,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL190P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4265,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC100830.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
SNORD3C,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4474,na,0.00,0.00,0.00,0.00,0.00,0.00
SH3GL1P2,na,0.00,0.00,0.00,0.00,0.00,0.24
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3181,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
PRR29-AS1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC138761.4,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
ALOX12P1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4730,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL440P,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001033.1,na,6.50,4.28,2.94,8.32,11.52,9.94
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5094,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090844.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC131274.3,na,0.00,0.00,0.00,0.00,0.00,0.00
PRR13P4,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4789,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4431,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RN7SL630P,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4436B1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015818.5,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015563.2,na,1.19,4.68,0.00,0.81,1.40,0.41
MIR5691,na,0.00,0.00,0.00,0.00,0.00,0.00
AC124804.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5092,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005549.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
SNORD92,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RF00157,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR5089,na,0.00,0.00,0.00,0.00,0.00,0.00
AC068512.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4780,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR548W,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4327,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011825.4,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC087301.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR3160-1,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005901.3,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
