"","condition","cycle","region","log2fc.mean.norm","obs.mut.mean","sim.mut.mean","combined_pvalue","combined_pvalue_adjusted","go.id"
"1532","enu",6,"release of cytochrome c from mitochondria",-0.887642206026027,0.977777777777778,1.72222222222222,0.710555347940497,0.999999999999971,"GO:0001836"
"1533","enu",6,"renal system development",-0.115490731850292,7.40555555555556,8.43333333333333,0.151029736350493,0.915728152485787,"GO:0072001"
"1534","enu",6,"respiratory system development",-0.30816887503693,4.51111111111111,5.98333333333333,0.354619233380842,0.999999999999971,"GO:0060541"
"1535","enu",6,"respiratory tube development",0.183423204132628,4.95,5.25555555555556,0.912936708089435,0.999999999999971,"GO:0030323"
"1536","enu",6,"response to UV",0.0556395828333847,4.81666666666667,5.46111111111111,0.997722539581091,0.999999999999971,"GO:0009411"
"1537","enu",6,"response to acid chemical",-0.20698784482115,3.02222222222222,3.43888888888889,0.646432220266455,0.999999999999971,"GO:0001101"
"1538","enu",6,"response to amino acid",0.0174991522753976,2.88333333333333,3.17777777777778,0.994373978881726,0.999999999999971,"GO:0043200"
"1539","enu",6,"response to amino acid starvation",0.598662883550691,1.95555555555556,1.72222222222222,0.944729547011771,0.999999999999971,"GO:1990928"
"1540","enu",6,"response to arsenic-containing substance",-0.484687887166128,0.644444444444444,1.05555555555556,0.997849579014087,0.999999999999971,"GO:0046685"
"1541","enu",6,"response to endoplasmic reticulum stress",-0.62187003057732,5.67777777777778,8.37777777777778,0.00724241027795042,0.192648113393481,"GO:0034976"
"1542","enu",6,"response to fluid shear stress",0.242925819337393,1.36666666666667,1.3,0.99417865117363,0.999999999999971,"GO:0034405"
"1543","enu",6,"response to insulin",-0.295094815273798,5.87222222222222,7.46111111111111,0.418069912348576,0.999999999999971,"GO:0032868"
"1544","enu",6,"response to ionizing radiation",-0.131966332371926,4.56111111111111,5.08333333333333,0.553661399485416,0.999999999999971,"GO:0010212"
"1545","enu",6,"response to oxidative stress",-0.235555082472667,10.6555555555556,12.9833333333333,0.219294322083306,0.999999999999971,"GO:0006979"
"1546","enu",6,"response to oxygen levels",-0.270266753460332,7.48888888888889,9.36666666666667,0.348883567820398,0.999999999999971,"GO:0070482"
"1547","enu",6,"response to reactive oxygen species",-0.0861288881095616,5.88333333333333,6.09444444444444,0.151473829734491,0.915728152485787,"GO:0000302"
"1548","enu",6,"response to sterol depletion",0.15581501768059,0.394444444444444,0.466666666666667,0.997720290513254,0.999999999999971,"GO:0006991"
"1549","enu",6,"response to topologically incorrect protein",-0.171148679113311,4.25555555555556,5.39444444444444,0.793875176321922,0.999999999999971,"GO:0035966"
"1550","enu",6,"response to transforming growth factor beta",-0.734392631607532,5.27222222222222,8.03888888888889,0.0112199907828114,0.223838816117088,"GO:0071559"
"1551","enu",6,"response to virus",-0.366362510400252,8.34444444444444,11.2833333333333,0.00945232940615392,0.19903700281773,"GO:0009615"
"1552","enu",6,"rhythmic process",-0.251384053141909,7.32777777777778,8.17777777777778,0.023680911526204,0.393695154123141,"GO:0048511"
"1553","enu",6,"ribonucleoprotein complex assembly",-0.373767429242193,5.25,6.72777777777778,0.191062722249622,0.987252208392001,"GO:0022618"
"1554","enu",6,"ribonucleoprotein complex subunit organization",-0.271719057700998,5.52777777777778,7.50555555555556,0.136382766170094,0.850261307841681,"GO:0071826"
"1555","enu",6,"ribonucleotide metabolic process",0.118562758008068,11.6833333333333,13.0611111111111,0.644113440724317,0.999999999999971,"GO:0009259"
"1556","enu",6,"ribose phosphate metabolic process",-0.340261643748225,10.8777777777778,13.7611111111111,0.300479831296584,0.999999999999971,"GO:0019693"
"1557","enu",6,"ribosomal subunit export from nucleus",0.119412526518866,0.288888888888889,0.222222222222222,0.999971496834809,0.999999999999971,"GO:0000054"
"1558","enu",6,"ribosome assembly",-0.0711405240747723,1.77222222222222,1.76666666666667,0.33448385347065,0.999999999999971,"GO:0042255"
"1559","enu",6,"ribosome biogenesis",-0.349424414321897,8.07222222222222,10.8277777777778,0.00947795251512998,0.19903700281773,"GO:0042254"
"1560","enu",6,"ribosome localization",0.520389511343938,0.3,0.0555555555555556,0.999480047913122,0.999999999999971,"GO:0033750"
"1561","enu",6,"roof of mouth development",-0.815508681869003,1.63888888888889,2.68888888888889,0.0730730961250287,0.551785409591351,"GO:0060021"
"1562","enu",6,"semaphorin-plexin signaling pathway involved in neuron projection guidance",0.838868965421738,0.505555555555556,0.244444444444444,0.986803066984154,0.999999999999971,"GO:1902285"
"1563","enu",6,"seminiferous tubule development",-0.0466020097937735,0.338888888888889,0.355555555555556,0.999830309509127,0.999999999999971,"GO:0072520"
"1564","enu",6,"signal peptide processing",-0.22511359160535,0,0.0555555555555556,0.999999999999971,0.999999999999971,"GO:0006465"
"1565","enu",6,"signal transduction in response to DNA damage",-0.0263052467157085,5.08333333333333,6.06666666666667,0.847588569477611,0.999999999999971,"GO:0042770"
"1566","enu",6,"sister chromatid segregation",-0.384222511227542,6.61666666666667,8.9,0.157423443840042,0.937491852122044,"GO:0000819"
"1567","enu",6,"small molecule catabolic process",-0.0312156160706764,8.90555555555556,10.2833333333333,0.874842301251039,0.999999999999971,"GO:0044282"
"1568","enu",6,"smoothened signaling pathway involved in dorsal/ventral neural tube patterning",0.240254199815802,0.261111111111111,0.122222222222222,0.999909908334453,0.999999999999971,"GO:0060831"
"1569","enu",6,"sphingomyelin biosynthetic process",0.27979896933591,0.233333333333333,0.0555555555555556,0.998098854847347,0.999999999999971,"GO:0006686"
"1570","enu",6,"spindle localization",-0.288398264932285,0.972222222222222,1.72222222222222,0.752661997419449,0.999999999999971,"GO:0051653"
"1571","enu",6,"stem cell differentiation",-0.259872390075351,4.65,6.68333333333333,0.037640542351258,0.458303057360046,"GO:0048863"
"1572","enu",6,"stem cell population maintenance",0.0291210872089765,5.1,5.63888888888889,0.882985221889945,0.999999999999971,"GO:0019827"
"1573","enu",6,"sterol biosynthetic process",0.123472600258556,1.44444444444444,1.6,0.943030412969377,0.999999999999971,"GO:0016126"
"1574","enu",6,"stress granule assembly",-0.478615640177371,0.438888888888889,0.833333333333333,0.998915455605163,0.999999999999971,"GO:0034063"
"1575","enu",6,"substantia nigra development",-0.529957037963144,0.822222222222222,1.41111111111111,0.916371741827831,0.999999999999971,"GO:0021762"
"1576","enu",6,"substrate adhesion-dependent cell spreading",-0.349492528721691,2.39444444444444,2.76666666666667,0.585828667727808,0.999999999999971,"GO:0034446"
"1577","enu",6,"sulfur compound metabolic process",-0.296748674159124,6.61111111111111,8.48888888888889,0.0688387877776548,0.551785409591351,"GO:0006790"
"1578","enu",6,"suppression of viral release by host",0.218329281994849,0.344444444444444,0.166666666666667,0.999993000800991,0.999999999999971,"GO:0044790"
"1579","enu",6,"synaptic vesicle lumen acidification",0.86433223692478,0.911111111111111,0.177777777777778,0.313461227111003,0.999999999999971,"GO:0097401"
"1580","enu",6,"telomerase RNA localization to Cajal body",-0.392435807885174,0.494444444444444,0.627777777777778,0.999902500183963,0.999999999999971,"GO:0090671"
"1581","enu",6,"telomere maintenance",-0.220055716212456,4.28888888888889,5.31111111111111,0.293469466832902,0.999999999999971,"GO:0000723"
"1582","enu",6,"telomere organization",-0.73101882650333,3.77777777777778,5.98333333333333,0.00105627496689834,0.0842907423584879,"GO:0032200"
"1583","enu",6,"toxin transport",-0.187470482234183,0.727777777777778,1.11111111111111,0.984527151469311,0.999999999999971,"GO:1901998"
"1584","enu",6,"trabecula morphogenesis",0.178527962919882,0.983333333333333,1.23333333333333,0.99638340653969,0.999999999999971,"GO:0061383"
"1585","enu",6,"tube closure",-0.491752385383833,2.23333333333333,2.88888888888889,0.948474783730068,0.999999999999971,"GO:0060606"
"1586","enu",6,"ubiquinone biosynthetic process",0.235277565006096,0.472222222222222,0.344444444444444,0.997329683892341,0.999999999999971,"GO:0006744"
"1587","enu",6,"ubiquinone metabolic process",0.480443361431558,0.422222222222222,0.466666666666667,0.997464677121016,0.999999999999971,"GO:0006743"
"1588","enu",6,"vacuolar acidification",-1.17491778353166,0.411111111111111,1,0.936938197146316,0.999999999999971,"GO:0007035"
"1589","enu",6,"vacuolar transport",-0.180137350120905,4.42222222222222,5.47777777777778,0.109870797822335,0.769095584756343,"GO:0007034"
"1590","enu",6,"vacuole organization",-0.216011686762057,5.41666666666667,6.77777777777778,0.0665672754227763,0.551785409591351,"GO:0007033"
"1591","enu",6,"vasculogenesis",-0.410162484058268,1.89444444444444,2.32777777777778,0.852405304824077,0.999999999999971,"GO:0001570"
"1592","enu",6,"vesicle localization",-0.347577455332801,5.16666666666667,6.68333333333333,0.32388799365896,0.999999999999971,"GO:0051648"
"1593","enu",6,"vesicle organization",-0.10016201212162,9.16666666666667,11.5555555555556,0.116136579915499,0.798939575625589,"GO:0016050"
"1594","enu",6,"viral process",-0.267015379969155,9.72777777777778,12.8388888888889,0.00172057074287695,0.0915278392132848,"GO:0016032"
"1595","enu",6,"viral release from host cell",-0.0938119748314183,0.916666666666667,0.916666666666667,0.832655985790339,0.999999999999971,"GO:0019076"
"1596","enu",6,"water-soluble vitamin metabolic process",-0.223171857930986,1.27222222222222,1.6,0.991965588294583,0.999999999999971,"GO:0006767"
"1597","enu",9,"ATP metabolic process",0.190858261782567,7.375,7.42083333333333,0.63478420690576,1,"GO:0046034"
"1598","enu",9,"COPII vesicle coating",0.737150003239071,1.15416666666667,0.754166666666667,0.997916782927307,1,"GO:0048208"
"1599","enu",9,"DNA conformation change",-0.6715754054512,2.1875,3.33333333333333,0.714597669025167,1,"GO:0071103"
"1600","enu",9,"DNA replication",-0.439562393801567,8.44583333333333,10.6,0.0749971712168642,0.355433607073053,"GO:0006260"
"1601","enu",9,"DNA-templated transcription elongation",-0.171344764789313,4.08333333333333,4.72916666666667,0.860984541894149,1,"GO:0006354"
"1602","enu",9,"G0 to G1 transition",0.288824033470063,1.0625,1.3,0.96246260140079,1,"GO:0045023"
"1603","enu",9,"GPI anchor biosynthetic process",0.121840932765762,0.741666666666667,0.916666666666667,0.998746615464746,1,"GO:0006506"
"1604","enu",9,"Golgi organization",-0.499185136011043,3.76666666666667,5.39583333333333,0.136866092865149,0.501005239020131,"GO:0007030"
"1605","enu",9,"Golgi to plasma membrane protein transport",-0.734282856511136,0.95,1.33333333333333,0.986016161149464,1,"GO:0043001"
"1606","enu",9,"Golgi vesicle transport",-0.580917557006569,7.93333333333333,11.4541666666667,0.0014940014000019,0.0352596499678704,"GO:0048193"
"1607","enu",9,"NADP metabolic process",0.77513429537748,1.54583333333333,1.38333333333333,0.874431890594583,1,"GO:0006739"
"1608","enu",9,"NADPH regeneration",0.141320624737549,0.458333333333333,0.558333333333333,0.999747524633578,1,"GO:0006740"
"1609","enu",9,"RNA localization",-0.178579956766124,6.22083333333333,6.99583333333333,0.239818037576089,0.704928352849096,"GO:0006403"
"1610","enu",9,"RNA transport",-0.0135054276117823,4.6375,5.71666666666667,0.26273946181609,0.738260882145211,"GO:0050658"
"1611","enu",9,"Schwann cell differentiation",-0.308182838904478,0.833333333333333,1.20833333333333,0.994672235539157,1,"GO:0014037"
"1612","enu",9,"U2-type prespliceosome assembly",0.1431557186503,0.7375,0.920833333333333,0.99998878436332,1,"GO:1903241"
"1613","enu",9,"UV-damage excision repair",-0.0620850098647863,0.145833333333333,0.125,0.999999972024623,1,"GO:0070914"
"1614","enu",9,"Wnt signaling pathway",-0.533626143353764,9.72083333333333,14.3416666666667,1.66798656993907e-05,0.00133105328281138,"GO:0016055"
"1615","enu",9,"actin filament organization",-0.486594395517362,10.275,13.7458333333333,0.00217986195818599,0.0444111561261149,"GO:0007015"
"1616","enu",9,"alcohol biosynthetic process",0.140882425840266,3.9375,4.14166666666667,0.930176173746277,1,"GO:0046165"
"1617","enu",9,"amino sugar biosynthetic process",0.0794963422499743,0.208333333333333,0.0833333333333333,0.996544053550307,1,"GO:0046349"
"1618","enu",9,"aminoglycan biosynthetic process",-0.345247354117501,1.55,2.08333333333333,0.120892530492511,0.474040795863047,"GO:0006023"
"1619","enu",9,"apoptotic mitochondrial changes",-0.700519211216924,2.31666666666667,3.63333333333333,0.114979371015953,0.463947973231735,"GO:0008637"
"1620","enu",9,"appendage development",-0.537173470430822,3.94583333333333,5.23333333333333,0.52060880003109,1,"GO:0048736"
"1621","enu",9,"aromatic compound catabolic process",-0.365608739968228,11.4666666666667,15.2583333333333,0.000826262807666309,0.0253599123276044,"GO:0019439"
"1622","enu",9,"autophagosome maturation",-0.235335808752225,1.85833333333333,1.86666666666667,0.980857034608466,1,"GO:0097352"
"1623","enu",9,"autophagy of mitochondrion",0.0209460661302305,2.92083333333333,3.52916666666667,0.847927164186884,1,"GO:0000422"
"1624","enu",9,"axon extension",-0.470214711676191,2.51666666666667,3.4375,0.409786324457297,1,"GO:0048675"
"1625","enu",9,"basement membrane organization",0.266954296131352,1.11666666666667,1.1125,0.999673583239088,1,"GO:0071711"
"1626","enu",9,"biological process involved in interaction with host",-0.301678643949547,4.7875,6.18333333333333,0.526391749058959,1,"GO:0051701"
"1627","enu",9,"body morphogenesis",-0.0706848447400065,1.72083333333333,1.59166666666667,0.994519106723381,1,"GO:0010171"
"1628","enu",9,"bone development",0.0377727805073204,6.74166666666667,7.13333333333333,0.898206951232365,1,"GO:0060348"
"1629","enu",9,"branched-chain amino acid metabolic process",-0.157556657239487,0.616666666666667,0.7625,0.999871488334321,1,"GO:0009081"
"1630","enu",9,"carbohydrate derivative catabolic process",-0.0435621296133142,4.61666666666667,5.15833333333333,0.827489242714178,1,"GO:1901136"
"1631","enu",9,"carbohydrate derivative transport",0.108264252254346,2.29583333333333,2.32083333333333,0.864505389470991,1,"GO:1901264"
"1632","enu",9,"cell cycle G1/S phase transition",-0.0667290801657984,7.94166666666667,8.99166666666667,0.863012203061175,1,"GO:0044843"
"1633","enu",9,"cell cycle G2/M phase transition",0.0769097881303501,5.3375,5.59583333333333,0.285933323615488,0.781420521387533,"GO:0044839"
"1634","enu",9,"cell cycle checkpoint signaling",-0.244946525600583,5.9875,7.09166666666667,0.163660849038028,0.553395582764178,"GO:0000075"
"1635","enu",9,"cell growth",-0.48772331748343,9.9125,14.775,3.68783310653827e-06,0.000735722704754385,"GO:0016049"
"1636","enu",9,"cell migration involved in heart development",0.107819436626678,0.929166666666667,0.558333333333333,0.984523888622752,1,"GO:0060973"
"1637","enu",9,"cell redox homeostasis",0.234847216029702,1.44166666666667,1.29166666666667,0.97245888681039,1,"GO:0045454"
"1638","enu",9,"cell-cell signaling by wnt",-0.315965653116699,10.5125,14.4166666666667,0.00209649855311714,0.0444111561261149,"GO:0198738"
"1639","enu",9,"cell-substrate adhesion",-0.28122214503547,8.03333333333333,10.4,0.121183361348448,0.474040795863047,"GO:0031589"
"1640","enu",9,"cell-substrate junction assembly",0.130418910448175,3.35416666666667,3.36666666666667,0.804728940242942,1,"GO:0007044"
"1641","enu",9,"cell-substrate junction organization",-0.452819384452425,2.40833333333333,3.40833333333333,0.581749691126451,1,"GO:0150115"
"1642","enu",9,"cellular carbohydrate metabolic process",-0.425035200227514,6.32916666666667,8.73333333333333,0.00692566273627176,0.0837375585385585,"GO:0044262"
"1643","enu",9,"cellular component disassembly",-0.189719156768049,12.5583333333333,16.1666666666667,0.00534164131427343,0.0761183887283964,"GO:0022411"
"1644","enu",9,"cellular lipid catabolic process",-0.317643784203885,4.80416666666667,6.45416666666667,0.0662926640884891,0.322570402089112,"GO:0044242"
"1645","enu",9,"cellular metabolic compound salvage",0.0505317429588186,0.9,0.916666666666667,0.999964084873614,1,"GO:0043094"
"1646","enu",9,"cellular nitrogen compound catabolic process",-0.184961156513172,12.8833333333333,15.3416666666667,0.133924863560944,0.501005239020131,"GO:0044270"
"1647","enu",9,"cellular pigment accumulation",0.555185131157954,0.308333333333333,0.125,0.999899324920138,1,"GO:0043482"
"1648","enu",9,"cellular pigmentation",-0.39654151996364,1.75,2.1875,0.729411841077643,1,"GO:0033059"
"1649","enu",9,"cellular respiration",0.00106044281355581,8.09166666666667,8.70833333333333,0.739011930321683,1,"GO:0045333"
"1650","enu",9,"cellular response to UV",-0.0740322157276381,3.0875,3.4375,0.956729194665349,1,"GO:0034644"
"1651","enu",9,"cellular response to acid chemical",-0.272738840218689,2.41666666666667,3.04166666666667,0.120824231111227,0.474040795863047,"GO:0071229"
"1652","enu",9,"cellular response to arsenic-containing substance",0.23297670587825,0.716666666666667,0.65,0.999860395886758,1,"GO:0071243"
"1653","enu",9,"cellular response to chemical stress",-0.0992821029370757,8.80416666666667,10.8458333333333,0.115114910651483,0.463947973231735,"GO:0062197"
"1654","enu",9,"cellular response to dsRNA",-0.173559503837094,0.6125,0.7,0.965303293963009,1,"GO:0071359"
"1655","enu",9,"cellular response to external stimulus",-0.420862674228705,8.4125,10.8375,0.0951716964520635,0.412755509612754,"GO:0071496"
"1656","enu",9,"cellular response to extracellular stimulus",-0.340253925552846,5.97916666666667,8.07083333333333,0.108431170705391,0.455410916962643,"GO:0031668"
"1657","enu",9,"cellular response to fluid shear stress",-0.414634164919115,0.370833333333333,0.558333333333333,0.999384813077221,1,"GO:0071498"
"1658","enu",9,"cellular response to heat",-0.195318145345227,1.775,2.16666666666667,0.979814041891061,1,"GO:0034605"
"1659","enu",9,"cellular response to insulin stimulus",-0.0877926675619124,5.9,6.5,0.469981657960347,1,"GO:0032869"
"1660","enu",9,"cellular response to ketone",-0.378381017418104,2.60833333333333,3.29166666666667,0.737680389796663,1,"GO:1901655"
"1661","enu",9,"cellular response to oxygen levels",-0.617647060932263,3.175,5.21666666666667,0.0138735528102295,0.117777607899608,"GO:0071453"
"1662","enu",9,"cellular response to sterol depletion",0.149930052316892,0.525,0.333333333333333,0.998853726068585,1,"GO:0071501"
"1663","enu",9,"cellular response to topologically incorrect protein",-0.450773891006688,3.55833333333333,4.3375,0.554286025009514,1,"GO:0035967"
"1664","enu",9,"cellular response to transforming growth factor beta stimulus",-0.441987339677072,5.96666666666667,8.44166666666667,0.000740505686307364,0.0246218140697198,"GO:0071560"
"1665","enu",9,"cellular senescence",0.0372788655596076,2.85833333333333,3.36666666666667,0.738132682790261,1,"GO:0090398"
"1666","enu",9,"centromere complex assembly",0.0400152929864273,1.15833333333333,1.10416666666667,0.974335940272146,1,"GO:0034508"
"1667","enu",9,"centrosome localization",-0.366262571859716,0.9125,1.10416666666667,0.989710013743796,1,"GO:0051642"
"1668","enu",9,"chaperone-mediated autophagy",0.460428272818285,0.341666666666667,0.341666666666667,0.99741727918321,1,"GO:0061684"
"1669","enu",9,"chondrocyte differentiation",-0.414137465666002,2.78333333333333,3.85,0.0142204367501467,0.118207380485594,"GO:0002062"
"1670","enu",9,"chromatin remodeling",0.0381899659379573,10.275,12.4833333333333,0.18879960956493,0.604380706895906,"GO:0006338"
"1671","enu",9,"chromosome localization",-0.293091499941671,2.40416666666667,3.3125,0.897018994554766,1,"GO:0050000"
"1672","enu",9,"chromosome segregation",-0.239070963000872,12.3833333333333,15.3583333333333,0.0248441560536115,0.17390909237528,"GO:0007059"
"1673","enu",9,"cilium assembly",-0.182793740937959,9.18333333333333,11.2208333333333,0.369736475750015,0.963104461135022,"GO:0060271"
"1674","enu",9,"cilium organization",-0.657029958941097,8.3,11.95,1.24334820429524e-05,0.0012402398337845,"GO:0044782"
"1675","enu",9,"circadian regulation of gene expression",-0.566608174362863,1.50833333333333,2.33333333333333,0.0872771291653212,0.396737313247785,"GO:0032922"
"1676","enu",9,"clathrin-dependent endocytosis",0.0943896457133762,0.879166666666667,1.27083333333333,0.996658522604741,1,"GO:0072583"
"1677","enu",9,"collagen fibril organization",-0.00815730145215225,1.88333333333333,2.27083333333333,0.940013828651554,1,"GO:0030199"
"1678","enu",9,"connective tissue development",-0.135373122329211,6.7125,8.74583333333333,0.0899732238058304,0.396737313247785,"GO:0061448"
"1679","enu",9,"cortical cytoskeleton organization",-0.211363865439336,1.34166666666667,1.50833333333333,0.999994966033738,1,"GO:0030865"
"1680","enu",9,"cytoplasmic translation",-0.167136715462709,4.88333333333333,6.2125,0.033316889598203,0.20572483580049,"GO:0002181"
"1681","enu",9,"defense response to virus",-0.203214491258242,7.3,9.04166666666667,0.565710012940269,1,"GO:0051607"
"1682","enu",9,"dephosphorylation",-0.473160306240419,7.4875,10.2541666666667,0.0057319306425563,0.0762346775459988,"GO:0016311"
"1683","enu",9,"developmental growth involved in morphogenesis",-0.357820384033903,4.70833333333333,6.14166666666667,0.428665655877929,1,"GO:0060560"
"1684","enu",9,"dicarboxylic acid metabolic process",-0.326084221193431,2.10416666666667,2.63333333333333,0.993537228057838,1,"GO:0043648"
"1685","enu",9,"double-strand break repair",-0.0629597684401825,10.4125,11.3,0.621450316025628,1,"GO:0006302"
"1686","enu",9,"embryonic body morphogenesis",-0.184727625840778,0.225,0.308333333333333,1,1,"GO:0010172"
"1687","enu",9,"embryonic organ development",-0.220316540841509,9.56666666666667,13.0125,0.0126537142587931,0.112674744740423,"GO:0048568"
"1688","enu",9,"epigenetic regulation of gene expression",-0.293125129952112,4.42916666666667,5.79166666666667,0.409087858824025,1,"GO:0040029"
"1689","enu",9,"erythrocyte differentiation",0.0264286720064223,3.49166666666667,4.07916666666667,0.549216195915886,1,"GO:0030218"
"1690","enu",9,"establishment of mitotic spindle localization",-0.250627381155407,1.2125,1.39583333333333,0.947823100952739,1,"GO:0040001"
"1691","enu",9,"establishment of organelle localization",-0.165034897939442,12.525,14.7666666666667,0.175527902192135,0.578806884088116,"GO:0051656"
"1692","enu",9,"establishment of protein localization to membrane",-0.198959357430708,6.975,9.44583333333333,0.00569260766453024,0.0762346775459988,"GO:0090150"
"1693","enu",9,"establishment of protein localization to organelle",-0.327376684582072,12.4458333333333,15.7333333333333,0.0324493044828252,0.20551226172456,"GO:0072594"
"1694","enu",9,"establishment or maintenance of cell polarity",-0.44582245441683,5.39583333333333,7.40833333333333,0.190296591267053,0.604380706895906,"GO:0007163"
"1695","enu",9,"establishment or maintenance of epithelial cell apical/basal polarity",-0.42134395340945,1.09583333333333,1.52916666666667,0.997361705248976,1,"GO:0045197"
"1696","enu",9,"ether lipid biosynthetic process",0.239085292070042,0.266666666666667,0.0833333333333333,0.999995447038259,1,"GO:0008611"
"1697","enu",9,"exit from host cell",0.200965954985552,1.19166666666667,0.908333333333333,0.999313258149039,1,"GO:0035891"
"1698","enu",9,"exosomal secretion",-0.055098188032991,0.341666666666667,0.516666666666667,0.999917271694841,1,"GO:1990182"
"1699","enu",9,"extracellular matrix assembly",-0.14790921367613,0.916666666666667,1.14583333333333,0.997852883214404,1,"GO:0085029"
"1700","enu",9,"extracellular vesicle biogenesis",0.98599457434338,1.00416666666667,0.670833333333333,0.918959916511262,1,"GO:0140112"
"1701","enu",9,"face development",-0.061676200380634,1.38333333333333,1.55,0.886799618616833,1,"GO:0060324"
"1702","enu",9,"fat cell differentiation",-0.293842942576898,5.57083333333333,7.26666666666667,0.100474544418635,0.426482374713141,"GO:0045444"
"1703","enu",9,"fatty acid beta-oxidation",-0.0121411977841145,2.34166666666667,2.57083333333333,0.96609927565327,1,"GO:0006635"
"1704","enu",9,"fibroblast migration",-0.434110057742099,1.69583333333333,2,0.928086409087075,1,"GO:0010761"
"1705","enu",9,"fibroblast proliferation",-0.2875798944963,2.80416666666667,3.54166666666667,0.451317809323353,1,"GO:0048144"
"1706","enu",9,"folic acid metabolic process",-0.394168458150646,0.229166666666667,0.383333333333333,0.997607617762729,1,"GO:0046655"
"1707","enu",9,"glial cell apoptotic process",0.300498434160422,0.6125,0.425,0.988695160632866,1,"GO:0034349"
"1708","enu",9,"glycerol ether biosynthetic process",0.346231506131421,0.441666666666667,0.125,0.986108740764212,1,"GO:0046504"
"1709","enu",9,"glycosyl compound biosynthetic process",0.659811780836238,0.733333333333333,0.558333333333333,0.999791414220737,1,"GO:1901659"
"1710","enu",9,"glycosyl compound metabolic process",-0.194584258386008,2.3875,2.5375,0.607601295458833,1,"GO:1901657"
"1711","enu",9,"glycosylation",-0.36849664236878,5.9625,7.51666666666667,0.0362986541057978,0.212987691003137,"GO:0070085"
"1712","enu",9,"heart valve development",-0.535404291697609,1.5,2.50833333333333,0.590977676607081,1,"GO:0003170"
"1713","enu",9,"heme metabolic process",0.000948358868179757,1.10833333333333,1.20833333333333,0.997140826714891,1,"GO:0042168"
"1714","enu",9,"heterochromatin formation",-0.449197610895707,1.83333333333333,2.90416666666667,0.279281418778923,0.773842264533267,"GO:0031507"
"1715","enu",9,"heterocycle catabolic process",-0.340334999428487,11.7375,15.2583333333333,0.00447359220071173,0.0686524341570761,"GO:0046700"
"1716","enu",9,"histone modification",-0.183288038330992,12.9708333333333,16.3708333333333,0.00897957043589501,0.0968337460519489,"GO:0016570"
"1717","enu",9,"immune system development",-0.272855523405727,4.75416666666667,5.94583333333333,0.242043068522121,0.704928352849096,"GO:0002520"
"1718","enu",9,"in utero embryonic development",-0.415791246825383,10.1958333333333,13.4791666666667,0.0227432727309715,0.162045818208172,"GO:0001701"
"1719","enu",9,"inner cell mass cell proliferation",0.561538206234418,0.504166666666667,0.258333333333333,0.999788755283867,1,"GO:0001833"
"1720","enu",9,"inositol phosphate catabolic process",0.545889694380687,0.754166666666667,0.6,0.999832876841225,1,"GO:0071545"
"1721","enu",9,"interferon-beta production",0.0513847213734897,1.4875,1.825,0.996088868880701,1,"GO:0032608"
"1722","enu",9,"intermembrane lipid transfer",0.0317290277864414,1.6625,1.41666666666667,0.25854886547407,0.7368642666011,"GO:0120009"
"1723","enu",9,"intracellular lipid transport",-0.361943944844218,0.9,1.52916666666667,0.969349322924283,1,"GO:0032365"
"1724","enu",9,"intraciliary transport",0.330920295295412,1.6375,1.65,0.75761788317226,1,"GO:0042073"
"1725","enu",9,"iron ion homeostasis",0.0331937109318579,2.8625,2.5,0.902140143323849,1,"GO:0055072"
"1726","enu",9,"iron-sulfur cluster assembly",-0.332636995036905,0.770833333333333,1.02083333333333,0.999738275312403,1,"GO:0016226"
"1727","enu",9,"kinetochore organization",-0.294467148260982,0.358333333333333,0.670833333333333,0.999916497945668,1,"GO:0051383"
"1728","enu",9,"lamellipodium assembly",-0.715260219721483,1.5875,2.39583333333333,0.564090288318925,1,"GO:0030032"
"1729","enu",9,"lamellipodium morphogenesis",0.624891947511218,0.5875,0.291666666666667,0.999647084510225,1,"GO:0072673"
"1730","enu",9,"lamellipodium organization",-0.0840854438456809,2.53333333333333,3.05833333333333,0.763641402314553,1,"GO:0097581"
"1731","enu",9,"limb development",-0.258252367400319,4.52916666666667,5.5375,0.0642096667351017,0.316292062065501,"GO:0060173"
"1732","enu",9,"lipoprotein catabolic process",0.439623086272237,0.404166666666667,0.291666666666667,0.999996739182926,1,"GO:0042159"
"1733","enu",9,"lipoprotein metabolic process",-0.839624978906673,2.575,4.49166666666667,0.0137085227883213,0.117777607899608,"GO:0042157"
"1734","enu",9,"lysosomal lumen acidification",0.151688387267649,0.666666666666667,0.65,0.998969642399726,1,"GO:0007042"
"1735","enu",9,"lysosomal protein catabolic process",-0.0717060976478555,0.516666666666667,0.608333333333333,0.999950817993288,1,"GO:1905146"
"1736","enu",9,"mRNA export from nucleus",-0.278731464789958,1.8625,2.16666666666667,0.390066821144824,0.997670907928107,"GO:0006406"
"1737","enu",9,"macroautophagy",-0.448883488656218,8.91666666666667,12.0583333333333,0.00444834462933526,0.0686524341570761,"GO:0016236"
"1738","enu",9,"macromolecule deacylation",-0.498374302102017,3.16666666666667,4.5625,0.173666893108005,0.577442419584115,"GO:0098732"
"1739","enu",9,"macromolecule glycosylation",-0.771015918916294,4.96666666666667,7.20416666666667,0.0169541762016838,0.132641496166114,"GO:0043413"
"1740","enu",9,"magnesium ion transmembrane transport",0.244973391306743,0.5625,0.416666666666667,0.994569479298669,1,"GO:1903830"
