"region","control","enu","group_diff","group","p_value","significant_p_adjusted","significant_p_adjusted_both_groups","GO.ID"
"platelet dense granule organization",0,-0.0487468750600963,-0.0487468750600963,"observed",0.836203120062231,NA,NA,"GO:0060155"
"platelet-derived growth factor receptor signaling pathway",0,-0.307577036952626,-0.307577036952626,"observed",0.210043827105967,NA,NA,"GO:0048008"
"pore complex assembly",0,0.166666666666667,0.166666666666667,"observed",0.305984498818101,NA,NA,"GO:0046931"
"positive regulation by host of viral process",0.176106944524573,-0.25,-0.426106944524574,"observed",0.117013613024533,NA,NA,"GO:0044794"
"positive regulation of amide metabolic process",0.222222222222222,-0.883815679078433,-1.10603790130066,"observed",0.000971893916236688,"***",NA,"GO:0034250"
"positive regulation of cartilage development",0.222222222222222,-0.180291561023573,-0.402513783245796,"observed",0.255145983725523,NA,NA,"GO:0061036"
"positive regulation of cell projection organization",-0.777777777777778,-0.284547398600466,0.493230379177312,"observed",0.0185995735290476,"*",NA,"GO:0031346"
"positive regulation of epithelial cell migration",0.545210066178724,-0.0814587020657439,-0.626668768244468,"observed",0.0766357918308527,NA,NA,"GO:0010634"
"positive regulation of establishment of protein localization",0.0188805557158133,-0.492240882967377,-0.51112143868319,"observed",0.261468713574507,NA,NA,"GO:1904951"
"positive regulation of growth",0.352213889049146,-0.595365656359598,-0.947579545408744,"observed",0.00183246779942522,"**",NA,"GO:0045927"
"positive regulation of kinase activity",0.0247102690373833,-0.23374426075265,-0.258454529790033,"observed",0.402117946153993,NA,NA,"GO:0033674"
"positive regulation of mitochondrial fission",0,0.173067966420903,0.173067966420903,"observed",0.454738414468725,NA,NA,"GO:0090141"
"positive regulation of mitotic cell cycle",0.111111111111111,-0.66260705958058,-0.773718170691692,"observed",0.023169703251492,"*",NA,"GO:0045931"
"positive regulation of neuron migration",0,0,0,"observed",1,NA,NA,"GO:2001224"
"positive regulation of protein autophosphorylation",0.222222222222222,-0.117919791606571,-0.340142013828793,"observed",0.337210311250905,NA,NA,"GO:0031954"
"positive regulation of protein localization",-0.425563888728632,-0.511460992796541,-0.0858971040679095,"observed",0.779138346561088,NA,NA,"GO:1903829"
"positive regulation of viral process",0.111111111111111,-0.259252609365729,-0.37036372047684,"observed",0.208460206091784,NA,NA,"GO:0048524"
"postsynapse organization",0.111111111111111,-0.409199948448805,-0.520311059559916,"observed",0.0915470069580147,NA,NA,"GO:0099173"
"presynaptic endocytosis",0.176106944524573,-0.388881355522901,-0.564988300047474,"observed",0.0737910354609312,NA,NA,"GO:0140238"
"proteasome-mediated ubiquitin-dependent protein catabolic process",-0.712781944364316,-0.437036423070472,0.275745521293844,"observed",0.290799958210609,NA,NA,"GO:0043161"
"protein folding",0,-0.200168235330921,-0.200168235330921,"observed",0.235520253344175,NA,NA,"GO:0006457"
"protein glycosylation",0.222222222222222,-0.331319829110501,-0.553542051332723,"observed",0.0377192510866769,"*",NA,"GO:0006486"
"protein localization to nucleus",0.111111111111111,-0.476896344170864,-0.588007455281975,"observed",0.152516828687204,NA,NA,"GO:0034504"
"protein localization to plasma membrane",-0.490559722142094,-0.188317807717994,0.3022419144241,"observed",0.248393640626112,NA,NA,"GO:0072659"
"protein maturation",-0.186452433901404,-0.501088771486741,-0.314636337585336,"observed",0.356717472541077,NA,NA,"GO:0051604"
"protein neddylation",0,-0.0925859426990623,-0.0925859426990623,"observed",0.625768010946521,NA,NA,"GO:0045116"
"protein polyubiquitination",0.287218055635684,-0.301529510501845,-0.588747566137529,"observed",0.0202249125010865,"*",NA,"GO:0000209"
"protein targeting",-0.333333333333333,-0.453798917966988,-0.120465584633655,"observed",0.577016689123245,NA,NA,"GO:0006605"
"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",0,0.25,0.25,"observed",0.0818642311656944,NA,NA,"GO:0043328"
"protein-DNA complex assembly",0.222222222222222,0.0525452945858381,-0.169676927636384,"observed",0.498840154001035,NA,NA,"GO:0065004"
"protein-DNA complex subunit organization",0.222222222222222,-0.0030741541363532,-0.225296376358575,"observed",0.361363374111869,NA,NA,"GO:0071824"
"protein-containing complex localization",0.176106944524573,-0.286059334197693,-0.462166278722267,"observed",0.115528724037359,NA,NA,"GO:0031503"
"proton transmembrane transport",0.111111111111111,-0.393761679897451,-0.504872791008562,"observed",0.0377433806329708,"*",NA,"GO:1902600"
"pteridine-containing compound metabolic process",0,-0.0487468750600963,-0.0487468750600963,"observed",0.857914647919455,NA,NA,"GO:0042558"
"pyruvate metabolic process",0,-0.415771047097166,-0.415771047097166,"observed",0.0477053421189701,"*",NA,"GO:0006090"
"quinone biosynthetic process",0.111111111111111,-0.0833333333333333,-0.194444444444444,"observed",0.180749758401168,NA,NA,"GO:1901663"
"rRNA metabolic process",0.222222222222222,-0.0398508870855035,-0.262073109307726,"observed",0.136382282727155,NA,NA,"GO:0016072"
"receptor metabolic process",0.398329166746796,-0.524398479102321,-0.922727645849117,"observed",0.00875236667063845,"**",NA,"GO:0043112"
"regulation of ATP metabolic process",0,-0.00437228499117784,-0.00437228499117784,"observed",0.986115970409046,NA,NA,"GO:1903578"
"regulation of DNA repair",0.444444444444444,-0.426947025712352,-0.871391470156796,"observed",0.030576851018481,"*",NA,"GO:0006282"
"regulation of DNA replication",0,-0.956474586111085,-0.956474586111085,"observed",0.00679861998971034,"**",NA,"GO:0006275"
"regulation of G0 to G1 transition",0.111111111111111,-0.174961306129243,-0.286072417240354,"observed",0.25822633628368,NA,NA,"GO:0070316"
"regulation of GTPase activity",-0.15722638880876,-0.273551685967479,-0.116325297158718,"observed",0.724122149522647,NA,NA,"GO:0043087"
"regulation of Golgi organization",0,-0.11791979160657,-0.11791979160657,"observed",0.520967202042236,NA,NA,"GO:1903358"
"regulation of actin filament organization",0,-0.390782415318777,-0.390782415318777,"observed",0.174707372706353,NA,NA,"GO:0110053"
"regulation of actin filament-based process",-0.398329166746795,-0.384160170246454,0.0141689965003406,"observed",0.942759633010203,NA,NA,"GO:0032970"
"regulation of anatomical structure size",-0.15722638880876,-0.373797926908635,-0.216571538099874,"observed",0.530262414877144,NA,NA,"GO:0090066"
"regulation of apoptotic signaling pathway",-0.268337499919872,-0.310543473660816,-0.0422059737409441,"observed",0.908584424449246,NA,NA,"GO:2001233"
"regulation of autophagy",-0.222222222222222,-0.173865910229312,0.0483563119929098,"observed",0.861964041235952,NA,NA,"GO:0010506"
"regulation of axonogenesis",0.268337499919872,-0.294771203818453,-0.563108703738324,"observed",0.0726685278969718,NA,NA,"GO:0050770"
"regulation of binding",0.129991666826924,-0.31406795203731,-0.444059618864233,"observed",0.145050299622708,NA,NA,"GO:0051098"
"regulation of carbohydrate metabolic process",0.287218055635684,-0.0466846531987892,-0.333902708834474,"observed",0.195726083299461,NA,NA,"GO:0006109"
"regulation of cell cycle phase transition",-0.444444444444444,-0.42849029239522,0.0159541520492243,"observed",0.948254580338645,NA,NA,"GO:1901987"
"regulation of cell growth",-0.19751195318484,-0.24373125217401,-0.0462192989891708,"observed",0.884576481038104,NA,NA,"GO:0001558"
"regulation of cell morphogenesis",-0.0922305553952987,-0.288289371942345,-0.196058816547046,"observed",0.505154553635017,NA,NA,"GO:0022604"
"regulation of cell projection assembly",0.222222222222222,-0.308311017067625,-0.530533239289847,"observed",0.0231052998879674,"*",NA,"GO:0060491"
"regulation of cell-substrate adhesion",0.398329166746796,-0.114107879453439,-0.512437046200234,"observed",0.16038774342597,NA,NA,"GO:0010810"
"regulation of cell-substrate junction assembly",0.111111111111111,-0.235439735837906,-0.346550846949017,"observed",0.161968631575651,NA,NA,"GO:0090109"
"regulation of cell-substrate junction organization",0.111111111111111,-0.240992835257096,-0.352103946368207,"observed",0.157676812763469,NA,NA,"GO:0150116"
"regulation of cellular component size",-0.249456944204059,-0.41925054502322,-0.169793600819161,"observed",0.558619032980891,NA,NA,"GO:0032535"
"regulation of cellular response to oxidative stress",0.111111111111111,-1.00301446771279,-1.1141255788239,"observed",0.00441580137442836,"**",NA,"GO:1900407"
"regulation of chromatin organization",0,-0.36791979160657,-0.36791979160657,"observed",0.242610551807026,NA,NA,"GO:1902275"
"regulation of chromosome organization",0.333333333333333,-0.421979935512761,-0.755313268846095,"observed",0.00265842732153879,"**",NA,"GO:0033044"
"regulation of chromosome segregation",0.222222222222222,-0.390152003331145,-0.612374225553367,"observed",0.0271208834691058,"*",NA,"GO:0051983"
"regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.222222222222222,-0.138168830242574,-0.360391052464796,"observed",0.131137738476101,NA,NA,"GO:0043281"
"regulation of cytokinesis",0,-0.199759632606798,-0.199759632606798,"observed",0.441147366919002,NA,NA,"GO:0032465"
"regulation of defense response to virus",0.111111111111111,0.0321075129903993,-0.0790035981207118,"observed",0.695031969657929,NA,NA,"GO:0050688"
"regulation of dephosphorylation",0.333333333333333,-0.179676600159773,-0.513009933493107,"observed",0.0318230886527786,"*",NA,"GO:0035303"
"regulation of developmental growth",0.417209722462608,-0.209661883620105,-0.626871606082713,"observed",0.0467990752998628,"*",NA,"GO:0048638"
"regulation of embryonic development",0.111111111111111,-0.264160416786859,-0.37527152789797,"observed",0.185654422657686,NA,NA,"GO:0045995"
"regulation of endocytosis",0.463325000160257,-0.431794472458105,-0.895119472618362,"observed",0.00562238480686554,"**",NA,"GO:0030100"
"regulation of extracellular matrix organization",0.222222222222222,-0.0801693458167487,-0.302391568038971,"observed",0.345433028603717,NA,NA,"GO:1903053"
"regulation of fibroblast migration",0.176106944524573,-0.175919276032396,-0.352026220556969,"observed",0.282222089645362,NA,NA,"GO:0010762"
"regulation of fibroblast proliferation",0,-0.359595796854692,-0.359595796854692,"observed",0.129342703110235,NA,NA,"GO:0048145"
"regulation of focal adhesion assembly",0.111111111111111,-0.235439735837906,-0.346550846949017,"observed",0.161968631575651,NA,NA,"GO:0051893"
"regulation of gene silencing by RNA",0.333333333333333,-0.00925260936572901,-0.342585942699062,"observed",0.279171862553726,NA,NA,"GO:0060966"
"regulation of generation of precursor metabolites and energy",0,-0.379913941015685,-0.379913941015685,"observed",0.131981642740374,NA,NA,"GO:0043467"
"regulation of intracellular protein transport",0.444444444444444,-0.424093169606322,-0.868537614050766,"observed",0.028887715834525,"*",NA,"GO:0033157"
"regulation of intracellular steroid hormone receptor signaling pathway",0,-0.273812873527823,-0.273812873527823,"observed",0.268075638853025,NA,NA,"GO:0033143"
"regulation of intracellular transport",0.287218055635684,-0.257661742173337,-0.544879797809021,"observed",0.176721863325319,NA,NA,"GO:0032386"
"regulation of membrane permeability",0,-0.42253244399095,-0.42253244399095,"observed",0.232448475731564,NA,NA,"GO:0090559"
"regulation of microtubule cytoskeleton organization",0.111111111111111,-0.608882295729407,-0.719993406840518,"observed",0.0102222354026427,"*",NA,"GO:0070507"
"regulation of microtubule depolymerization",0,-0.479573958513623,-0.479573958513623,"observed",0.0218928129728945,"*",NA,"GO:0031114"
"regulation of microtubule polymerization",0.111111111111111,-0.505865777324284,-0.616976888435395,"observed",0.00587965856063814,"**",NA,"GO:0031113"
"regulation of microtubule-based process",0.222222222222222,-0.430222886853829,-0.652445109076051,"observed",0.0035853838231704,"**",NA,"GO:0032886"
"regulation of mitochondrial membrane permeability",0,-0.408907549634044,-0.408907549634044,"observed",0.204790543410352,NA,NA,"GO:0046902"
"regulation of mitochondrial membrane potential",0,0.199359785231564,0.199359785231564,"observed",0.407405506323858,NA,NA,"GO:0051881"
"regulation of ncRNA transcription",0.111111111111111,0.13208020839343,0.0209690972823185,"observed",0.939632449492857,NA,NA,"GO:0140747"
"regulation of nervous system development",-0.444444444444444,-0.429638005504719,0.0148064389397254,"observed",0.960003746440752,NA,NA,"GO:0051960"
"regulation of neurogenesis",-0.379448611030983,-0.448851939563237,-0.0694033285322547,"observed",0.824015741560412,NA,NA,"GO:0050767"
"regulation of neuron apoptotic process",0,0.0437586533601606,0.0437586533601606,"observed",0.773490597265266,NA,NA,"GO:0043523"
"regulation of neuron death",-0.379448611030983,-0.0675971035841688,0.311851507446814,"observed",0.223144860061992,NA,NA,"GO:1901214"
"regulation of neuron projection development",-0.574436111271368,-0.24339844387503,0.331037667396339,"observed",0.213489535125481,NA,NA,"GO:0010975"
"regulation of oxidative stress-induced cell death",0.111111111111111,-0.95765442469414,-1.06876553580525,"observed",0.00397691535396472,"**",NA,"GO:1903201"
"regulation of protein catabolic process",-0.712781944364316,-0.376571769660257,0.336210174704059,"observed",0.171537936247089,NA,NA,"GO:0042176"
"regulation of protein dephosphorylation",0.222222222222222,-0.328961048342155,-0.551183270564377,"observed",0.069290149884192,NA,NA,"GO:0035304"
"regulation of protein modification by small protein conjugation or removal",0,-0.629378418585731,-0.629378418585731,"observed",0.00354520518250714,"**",NA,"GO:1903320"
"regulation of protein stability",0.444444444444444,-0.165055556313607,-0.609500000758051,"observed",0.0122642853657865,"*",NA,"GO:0031647"
"regulation of protein-containing complex assembly",-0.268337499919872,-0.340480241865036,-0.0721427419451646,"observed",0.803446459238973,NA,NA,"GO:0043254"
"regulation of response to DNA damage stimulus",0.222222222222222,-0.622643463349185,-0.844865685571407,"observed",0.0281857304630353,"*",NA,"GO:2001020"
"regulation of response to oxidative stress",0.111111111111111,-0.993734375300482,-1.10484548641159,"observed",0.00480771597834049,"**",NA,"GO:1902882"
"regulation of stem cell differentiation",0.287218055635684,-0.469113051673301,-0.756331107308985,"observed",0.0118575895534105,"*",NA,"GO:2000736"
"regulation of stem cell population maintenance",0.111111111111111,-0.106188236958004,-0.217299348069115,"observed",0.355689994906156,NA,NA,"GO:2000036"
"regulation of sulfur metabolic process",0,0.26416041678686,0.26416041678686,"observed",0.108402067444816,NA,NA,"GO:0042762"
"regulation of supramolecular fiber organization",-0.444444444444444,-0.428789329809814,0.0156551146346301,"observed",0.944878090905259,NA,NA,"GO:1902903"
"regulation of translational fidelity",0,0.0833333333333333,0.0833333333333333,"observed",0.674237238166226,NA,NA,"GO:0006450"
"regulation of type I interferon-mediated signaling pathway",0,-0.404535264642865,-0.404535264642865,"observed",0.142150602070664,NA,NA,"GO:0060338"
"regulation of ubiquitin-protein transferase activity",0,-0.44349400790728,-0.44349400790728,"observed",0.0486163617362568,"*",NA,"GO:0051438"
"regulation of vacuole organization",0.111111111111111,0.408907549634044,0.297796438522932,"observed",0.298971476319961,NA,NA,"GO:0044088"
"release of cytochrome c from mitochondria",0,-0.209547764402479,-0.209547764402479,"observed",0.400304414292255,NA,NA,"GO:0001836"
"respiratory system development",0.146880899431929,-0.548667436626249,-0.695548336058178,"observed",0.101578584756977,NA,NA,"GO:0060541"
"response to UV",0.222222222222222,-0.61535367685359,-0.837575899075812,"observed",0.00632154253617983,"**",NA,"GO:0009411"
"response to amino acid",0.111111111111111,-0.55464013543096,-0.665751246542071,"observed",0.0135569639842136,"*",NA,"GO:0043200"
"response to amino acid starvation",0,-0.360160674573947,-0.360160674573947,"observed",0.255453822903552,NA,NA,"GO:1990928"
"response to arsenic-containing substance",0.287218055635684,-0.32066640887958,-0.607884464515264,"observed",0.0774088245305451,NA,NA,"GO:0046685"
"response to endoplasmic reticulum stress",0,-0.45704410203511,-0.45704410203511,"observed",0.058270212895824,NA,NA,"GO:0034976"
"response to epidermal growth factor",0,-0.465413541726763,-0.465413541726763,"observed",0.0486751762615557,"*",NA,"GO:0070849"
"response to fluid shear stress",0.111111111111111,-0.139839325426053,-0.250950436537164,"observed",0.183010557401569,NA,NA,"GO:0034405"
"response to hydrogen peroxide",0.333333333333333,-0.249970644710698,-0.583303978044031,"observed",0.0406561311355285,"*",NA,"GO:0042542"
"response to insulin",0.176106944524573,-0.434076368197532,-0.610183312722105,"observed",0.0349964760239079,"*",NA,"GO:0032868"
"response to ionizing radiation",0.111111111111111,-0.333664075183579,-0.44477518629469,"observed",0.082092178510148,NA,NA,"GO:0010212"
"response to leukemia inhibitory factor",0.111111111111111,-0.0892388608933043,-0.200349972004415,"observed",0.466186307712588,NA,NA,"GO:1990823"
"response to oxidative stress",-0.379448611030983,-0.573364727656261,-0.193916116625278,"observed",0.454826853612817,NA,NA,"GO:0006979"
"response to oxygen levels",-0.555555555555556,-0.558920145809625,-0.00336459025406977,"observed",0.989857337287521,NA,NA,"GO:0070482"
"response to topologically incorrect protein",0.111111111111111,-0.414088284724579,-0.52519939583569,"observed",0.0431174427167363,"*",NA,"GO:0035966"
"ribonucleoprotein complex assembly",0.398329166746796,-0.65365673317356,-1.05198589992036,"observed",0.000968455857256703,"***",NA,"GO:0022618"
"ribonucleoprotein complex biogenesis",-0.268337499919872,-0.34619463038252,-0.0778571304626489,"observed",0.786979851818081,NA,NA,"GO:0022613"
"ribonucleoprotein complex subunit organization",0.509440277857907,-0.680827083453526,-1.19026736131143,"observed",0.000433511033555288,"***","***","GO:0071826"
"ribonucleotide biosynthetic process",0.509440277857907,-0.377890062189861,-0.887330340047768,"observed",0.0137047703762082,"*",NA,"GO:0009260"
"ribose phosphate biosynthetic process",0.509440277857907,-0.368657542152735,-0.878097820010642,"observed",0.0145939951439391,"*",NA,"GO:0046390"
"ribosomal subunit export from nucleus",0,0.333333333333333,0.333333333333333,"observed",0.166086813518296,NA,NA,"GO:0000054"
"ribosome assembly",0,-0.289494265694368,-0.289494265694368,"observed",0.25843961648386,NA,NA,"GO:0042255"
"ribosome localization",0,0.333333333333333,0.333333333333333,"observed",0.166086813518296,NA,NA,"GO:0033750"
"roof of mouth development",0,-0.336105204510978,-0.336105204510978,"observed",0.145340305482632,NA,NA,"GO:0060021"
"ruffle assembly",0.111111111111111,-0.160800889342384,-0.271912000453495,"observed",0.438143562694447,NA,NA,"GO:0097178"
"ruffle organization",0.111111111111111,-0.0293062865234512,-0.140417397634562,"observed",0.520500045008282,NA,NA,"GO:0031529"
"seminiferous tubule development",0.111111111111111,0.215413541726763,0.104302430615652,"observed",0.612860314949266,NA,NA,"GO:0072520"
"signal release from synapse",0.287218055635684,-0.0741430743012563,-0.361361129936941,"observed",0.249193983805809,NA,NA,"GO:0099643"
"sister chromatid segregation",0.222222222222222,-0.297485669731902,-0.519707891954125,"observed",0.0382835736497796,"*",NA,"GO:0000819"
"small GTPase mediated signal transduction",-0.492551045252902,-0.22807386763034,0.264477177622561,"observed",0.380732086407484,NA,NA,"GO:0007264"
"small molecule catabolic process",-0.222222222222222,-0.586357515771735,-0.364135293549513,"observed",0.182836499128877,NA,NA,"GO:0044282"
"spindle localization",0.111111111111111,-0.270426041486378,-0.38153715259749,"observed",0.175600975565022,NA,NA,"GO:0051653"
"stem cell differentiation",0.398329166746795,-0.219797112093132,-0.618126278839927,"observed",0.0823814006391679,NA,NA,"GO:0048863"
"stem cell population maintenance",0.398329166746796,-0.484650229803857,-0.882979396550653,"observed",0.00352948022448465,"**",NA,"GO:0019827"
"substantia nigra development",0.176106944524573,-0.0789610483421557,-0.255067992866729,"observed",0.366688755572178,NA,NA,"GO:0021762"
"substrate adhesion-dependent cell spreading",0.333333333333333,0.236515359486188,-0.0968179738471457,"observed",0.664483774065245,NA,NA,"GO:0034446"
"sulfur amino acid biosynthetic process",0,0,0,"observed",1,NA,NA,"GO:0000097"
"sulfur amino acid metabolic process",0.111111111111111,-0.180827083453526,-0.291938194564637,"observed",0.219853745548487,NA,NA,"GO:0000096"
"sulfur compound metabolic process",0.352213889049146,-0.29862836880433,-0.650842257853476,"observed",0.037682467485362,"*",NA,"GO:0006790"
"suppression of viral release by host",0,-0.0833333333333333,-0.0833333333333333,"observed",0.586299306920674,NA,NA,"GO:0044790"
"telomerase RNA localization to Cajal body",0,0.0487468750600967,0.0487468750600967,"observed",0.81537377821159,NA,NA,"GO:0090671"
"telomere maintenance",0.333333333333333,-0.354315625104906,-0.687648958438239,"observed",0.00543992434784093,"**",NA,"GO:0000723"
"telomere organization",0.333333333333333,-0.167498674047718,-0.500832007381052,"observed",0.04644414203407,"*",NA,"GO:0032200"
"trabecula morphogenesis",0.222222222222222,-0.347493750120192,-0.569715972342415,"observed",0.075379035589316,NA,NA,"GO:0061383"
"tube closure",0.369103121654151,-0.314428267226641,-0.683531388880792,"observed",0.0420447065705239,"*",NA,"GO:0060606"
"ubiquinone biosynthetic process",0.111111111111111,-0.0833333333333333,-0.194444444444444,"observed",0.180749758401168,NA,NA,"GO:0006744"
"ubiquinone metabolic process",0.111111111111111,0.0141604167868593,-0.0969506943242518,"observed",0.547878486237653,NA,NA,"GO:0006743"
"ubiquitin recycling",0,-0.0833333333333333,-0.0833333333333333,"observed",0.338800696196202,NA,NA,"GO:0010992"
"vacuolar transport",0.333333333333333,-0.449239620717071,-0.782572954050404,"observed",0.00598888186605648,"**",NA,"GO:0007034"
"vacuole organization",0.333333333333333,-0.181896230124989,-0.515229563458323,"observed",0.0448038079671318,"*",NA,"GO:0007033"
"vesicle localization",0.111111111111111,-0.0891009280578432,-0.200212039168954,"observed",0.28510270105858,NA,NA,"GO:0051648"
"vesicle organization",0.0649958334134622,-0.200841010375561,-0.265836843789024,"observed",0.448867859624109,NA,NA,"GO:0016050"
"viral gene expression",0.333333333333333,-0.323680876592369,-0.657014209925703,"observed",0.0224424619033052,"*",NA,"GO:0019080"
"viral release from host cell",0.176106944524573,-0.0141604167868593,-0.190267361311433,"observed",0.465398802685828,NA,NA,"GO:0019076"
