"region","condition.x","median_log2fc","median.obs.mut","condition.y","pvalue","pvalue_symbol","GO.ID","genes","gene_length","pvalue.adjust"
"double-strand break repair","control",0,1,"control",0.992708479994759,NA,"GO:0006302","5893/23028/5965/3980/84954/5980/25900/54799/8193/5536/672/2067/1663/4361/11284/10039/55775/1161/57492/5888/10721/54969/6602/7158/64710/5423/54556/9319/23503/7515/4171/6605/60/4175/4292/51548/55063/7520/1653/55183/6595/55218/6604/79728/8438/51720/2521/78990/8318/4436/8317/9274/6598/24144/11144/4174/7528/9985/23613/55257/25939/79913/23347/5932/5422/4683/51366/4173/51588/29086/6119/9275/23064/54780/79991/5889/9400/6603/7468/51111/27339/605/2305/10635/8914/1108/51567/254394/4172/9025/11044/10902/10111/93973/4968/57599/10213/6421/10459/8289/6118/64858/55719/80314/54537/27434/7291/78996/9643/7913/55317/84515/7517/92797/8089/79000/6597/25913/54617/10038/55274/353497/51659/548593/6117/63979/84787/84250/56154/5977/56907/84893/51444/2073/26122/3364/83990/86/54840/10097/22891/1763/50485/83666/55345/79035/6601/675/5371/55135/7157/23126/65123/142/2177/253714/113130/84296/58493/286257/85456/472/1111/5531/8091/7518/64421/9320/146956/64210/56776/119392/286053/9577/2140/126549/11077/56893/4796/9401/51149/79677/56916/6944/113510/84142/151987/151636/64769/55193/165918/84126/3148/25836/115004/5885/23514/7415/7486/29117/27343/254225/4176/9665/54386/84717/55611/84309/55159/2237/7336/197370/200558/6419/4255/157570/149840/80198/10524/22992/6599/64859/126074/80311/3981/545/2072/116028/8607/375757/7156/64110/7334/55929/348654/51341/80010/317761/284071/2187/29072/79008/5890/9112/10856/57634/56941/11200/10519/56160/3297/5892/55010/79184/10933/51547/79840/57697/3014/84464/196528/3146/8295/2547/7516/25788/641/197342/7405/22909/23137/9937/84501/8110/125150/2074/9907/642636/158880/5591/493861/51750",282,1
"establishment of protein localization to organelle","control",0,1,"control",0.997399140518252,NA,"GO:0072594","4074/3920/5898/55750/27072/7095/23649/637/84220/727851/10953/11231/23633/4285/8504/999/9765/3309/7175/26262/55187/9709/57602/10758/29927/23534/8943/3843/9697/55176/1994/23471/8692/55746/602/4734/1459/6720/5743/7251/617/3998/29090/27092/7879/25930/51548/5289/5663/3320/3842/10890/3301/51194/55696/54469/10075/581/57506/84572/55072/10762/23511/3717/51100/55506/26517/89781/56993/25793/706/25813/26520/6729/4792/6789/55612/128866/55916/8266/2254/3839/10204/9688/83752/65057/22879/51172/7249/8766/80208/6788/54332/64089/51366/665/55011/6449/10469/9141/92609/27113/7040/30000/59284/5296/2931/9512/2737/10952/5599/51684/10531/4591/3837/4927/5193/29098/7323/80273/55294/8882/3312/9049/4928/57122/79158/4121/1432/51715/1871/5191/55374/9631/9555/3836/1894/868/51555/6747/28972/10254/27429/10575/22930/1386/7341/58480/9927/9670/9789/7128/25782/6950/29103/51569/51307/1191/23435/1408/9409/130916/140690/1434/8239/5190/1026/9972/652/23163/79902/5469/9349/140823/8678/10245/22863/8021/1678/5189/5880/25913/6608/10651/54832/60559/84268/10452/10155/93974/1736/26061/84313/26515/5901/5562/23480/23558/27183/29107/8546/10526/9695/6272/10440/26519/948/29969/55122/10574/183/9648/55198/51028/4836/8027/26953/84709/6653/3973/53371/950/5530/144165/5830/9818/79035/675/79720/6727/5371/55275/9520/55135/7157/93343/207/10055/90580/5195/10456/6726/51542/3329/58477/5295/908/7013/90678/4851/196294/51501/10525/22948/26521/152485/9531/6728/5903/3621/9868/284/55027/5018/137492/10694/3098/9131/9530/23355/6396/26060/9478/5192/130617/65018/84134/11267/3099/808/118424/55823/4000/51160/8878/222229/5824/5194/79568/129401/7855/7203/131474/285521/80149/8314/5580/84315/25836/134266/5828/23514/79778/51271/158234/23203/64112/51762/9221/10576/4088/6730/55048/54899/6774/11142/56947/10073/983/3308/5569/8841/4580/22885/9804/3728/152877/133022/6731/55486/1649/9776/401505/155382/112869/29928/10425/55929/90637/3059/23513/3838/83882/6734/729540/10856/754/5587/3009/56478/1812/83943/26985/729857/5071/9146/7332/10134/3916/51079/3840/11261/400966/120892/9679/9883/30849/79711/54543/4763/387990/3841/2316/54557/23230/59286/439/6262/55705/57154/6721/503542/84455/100652748/3305/7917/5514/64901/10527/131118/23636/728489/54741/51024/54492/100188893/11331/55670/51025/5534/9179/51608/29082",403,1
"mesenchymal cell differentiation","control",0,1,"control",0.99394588893952,NA,"GO:0048762","6405/51384/30812/56920/80199/7869/3479/25937/23187/6591/3082/55734/9820/4254/2296/6317/2263/6093/55593/7049/4040/2255/6949/998/10979/23332/10371/10512/2260/1906/4208/54437/2932/6910/1947/57556/7042/57715/25805/8829/5594/6663/10521/3091/655/182/81610/4092/28984/5595/6422/7040/3249/7472/2146/7046/80709/2022/657/1655/1277/4192/23603/2651/653/9037/83989/5515/7474/3280/57669/90/57142/84695/2335/6772/2043/4139/55223/10459/59349/8828/6943/7043/4488/157506/7291/152007/6615/652/6662/3553/84172/650/6495/6608/80237/8854/3169/10439/3911/10155/4017/9475/6926/23493/10505/10253/1910/3569/153090/2295/6386/80031/8482/51176/7041/4089/10500/8751/130497/54756/90102/6423/64839/4851/6934/8091/27250/9231/1909/1601/223117/7074/3084/55698/51094/9965/10630/553115/2487/4487/84541/7048/23122/26508/23272/10252/5308/9464/10370/23462/5979/161742/9221/26585/4088/10501/54949/1499/114990/3516/2637/2668/8313/753/54910/1942/5747/200558/202018/9723/1000/3037/4902/596/5728/6201/1605/4087/205717/2303/6664/8092/2131/359845/9241/80139/139285/10509/283149/23275/10507/399473/6275/64218/3066/2316/309/147906/3182/200734/2475/65979/4855/2013/5534/348262/10016",209,1
"methylation","control",0,1,"control",0.999683604583719,NA,"GO:0032259","4800/55471/23028/55904/54623/51603/672/56981/51230/51106/5926/54888/4234/259282/51742/58508/639/6894/93166/4802/60487/79091/24140/114049/53615/3028/54456/1207/11176/8468/8028/55183/79977/546/2122/27292/339175/1789/51605/1312/23411/9739/4507/27037/6598/6634/9463/10419/79609/22938/63935/79133/64863/8731/6839/10664/79918/65990/2935/84148/55011/84444/55621/2091/9545/79872/2146/1787/117246/2145/7468/51111/11108/84274/4839/29915/5252/51409/55683/150572/63892/23463/26038/79084/55870/7799/4548/6018/5929/387338/51611/4297/196483/26147/1788/25940/3070/284058/5110/2107/4801/81627/54482/29960/23091/25895/79828/4552/3007/27232/6633/6628/3276/10436/57570/84190/79066/9070/2593/84705/55695/10155/1786/23378/51805/54496/23743/10400/84787/694/84332/4221/8932/25917/143689/90853/25821/10322/83852/51531/4609/23070/7172/96764/91801/23168/80745/80204/29081/11107/254013/6636/54934/23067/80349/4089/5409/63977/10498/63976/22823/51093/9869/56950/142/79823/6637/151194/64332/9718/93587/57721/80854/635/91272/9589/79624/56257/7403/8473/54904/28989/9219/221143/3176/134145/26040/79723/56978/8467/30827/152992/56254/138199/29104/22976/26053/54069/94104/7832/10785/3275/26097/4000/127253/113802/64783/64216/84661/55677/90780/80335/90826/154743/25962/55798/221656/158234/118881/64324/64745/56339/115708/4837/6632/54815/8085/1499/55209/29063/648/3008/115294/9836/4204/8623/196074/83640/56980/2353/6419/4255/143241/8493/55006/283742/55729/92342/55178/55352/3054/4615/51504/54931/51574/5870/7298/4524/55929/55152/11180/57673/23512/63899/79730/201164/55783/124512/79813/29072/6635/54880/84193/55039/387893/3009/7469/10196/64754/25840/54093/85002/114826/144233/359787/200424/10445/3006/79979/54737/11091/54554/51108/63925/23054/9646/55170/51490/399818/55251/57683/7936/10919/51451/131965/57412/751071/155400/221078/11185/57604/91893/9757",313,1
"negative regulation of growth","control",0,1,"control",0.407070552804685,NA,"GO:0045926","6405/3475/51265/54879/3720/9043/56920/672/7869/56981/2273/999/65078/55841/23105/131566/9150/56848/9423/57609/8692/2261/51447/2023/10371/10512/79960/4133/6595/3776/54437/9706/6910/393/79594/57556/7042/10013/57715/7093/23411/8829/10668/5641/3091/623/7528/57446/6789/5931/58189/6422/6788/7040/5802/5518/2931/7473/10743/84687/1410/65981/1027/51147/5467/9037/5515/23286/8614/604/7474/27086/57142/3488/5997/5999/6794/6696/53335/8835/3624/1031/1026/583/4495/4502/652/6597/6049/1032/2258/23677/684/9518/83667/55558/5538/23111/694/84722/85004/91/10505/183/5270/3300/4856/9856/80031/87178/8482/84260/94/5925/5371/85407/29948/7157/4089/10500/11221/8751/9686/55840/9353/6423/2719/1029/5795/9538/80014/60485/2697/1601/3621/223117/9868/1525/201163/978/57805/51094/2539/374946/2487/4487/27302/80128/7048/6259/10370/734/1020/2395/26585/4088/5245/29946/10501/2786/84289/55602/54910/154/4493/9723/203245/596/5728/10201/11007/51379/8408/58529/9792/9241/64061/6586/10509/5600/5727/51079/5465/4501/1630/10507/123879/64218/147906/5167/4494/659/3304/3303/10399/4496/6494/4722/55384/1654/407975",201,1
"negative regulation of phosphorus metabolic process","control",0,1,"control",0.321371416369099,NA,"GO:0010563","79007/5577/25998/9043/51085/9961/9052/25937/3082/578/84062/5291/6317/3843/5525/5590/6093/8692/9759/22933/4040/8440/28951/7251/54431/51548/2192/57103/634/5663/2932/10464/2950/3301/10959/23645/581/51637/2280/8655/11213/7023/7042/23411/25/4616/1399/9647/113791/25793/706/5155/6547/623/51527/23394/655/57761/9770/51654/26051/4092/5611/50855/7249/29108/1445/6422/3551/8725/58509/7040/54922/5518/23770/2931/199731/857/2887/3315/51422/2022/7016/6456/20/6461/1855/22943/28964/80279/84687/1845/5573/7531/83891/26973/867/10114/23603/10019/80824/1027/5777/11329/56940/3156/5144/5515/9555/8850/5576/2771/10641/868/1981/5341/54206/11315/1647/5997/5511/7128/9270/5524/57718/2281/1843/84930/23435/9479/1408/3624/1031/5585/4035/56937/1026/652/3553/650/84063/65266/22863/5787/51657/135/79706/10776/1032/84962/58533/1028/348/341/376497/4298/64793/9113/9467/84313/84152/3958/5468/51763/84327/2048/23075/4221/9475/23175/324/79899/5570/64780/183/116496/11137/10253/153090/55755/8870/6653/4091/11117/374462/1848/6895/5925/7453/4916/8826/5170/9611/93649/409/7157/207/261726/2029/11221/142/805/58190/10217/9711/9353/1609/6622/6423/91272/3486/2041/54892/9258/1030/1029/203228/56288/5795/26524/27250/5305/5800/4249/23171/3087/3192/79888/154043/55022/55364/7070/84959/284/79705/7345/27342/201163/64092/64798/114/2776/135228/9530/4690/7498/84919/978/57732/808/103/221908/4041/8613/55450/4921/142679/152559/5783/80149/5580/10252/1849/836/10935/161742/1353/6609/54386/5347/79837/7529/26585/138429/90007/55872/54541/624/124790/6774/753/11142/10636/260434/7532/2167/5569/9655/5728/5621/5859/143941/54625/10221/57493/80851/22843/10106/5771/2810/26471/79643/23141/140775/3725/2629/5339/6879/91663/122809/5062/4869/100287171/23705/6546/9241/55243/9021/10519/27124/8651/5071/64754/7026/4908/8660/64853/4771/10614/5465/11261/81848/10507/5575/120892/5478/388324/5770/9858/4763/84619/171392/104/5154/5167/100506658/140885/200734/801/22876/1756/26146/6992/10399/84335/5987/10527/407019/23636/11116/51024/55861/89/5591/4067",365,1
"neuron projection extension","control",0.584962500721156,1,"control",0.967393115677703,NA,"GO:1990138","6405/3475/51265/5048/6792/9043/56920/7869/22902/7414/999/65078/23327/26999/9423/57609/5590/6857/7224/9175/10371/10512/4133/1906/1785/22999/23011/3320/54437/2932/9706/2017/6790/9962/393/79594/4897/57556/10013/57715/3326/25/8829/23394/51760/80208/5802/1954/59284/3984/6456/1855/6387/5532/7473/8437/8936/6722/7422/9037/7474/5361/150465/3676/57142/2335/6794/8828/53335/7852/8239/23767/23769/23499/6049/440275/348/23025/10439/55558/4131/6860/9201/10505/2016/9373/9856/56924/80031/8482/144165/84298/8826/114804/10500/127833/151835/2803/66000/9353/203228/3688/1909/223117/55364/118813/26053/374946/27185/80128/6259/1020/81565/81628/10501/1499/54910/25942/214/9723/3913/65059/8636/29882/9699/8408/1002/4692/6586/10509/5071/57698/51393/10507/123904/64218/54413/50618/10479/57154/3897/2664/659/780/84258/8904/11344",147,1
"nuclear transport","control",0,1,"control",0.906454038349821,NA,"GO:0051169","5976/5310/26993/23649/84220/727851/23633/23279/8498/54888/999/55341/7175/84321/10758/4659/9877/55781/55706/23534/3843/1994/6672/8692/55746/602/4734/23293/5566/5743/55421/79023/51548/9984/10411/5663/3320/55437/2932/7514/3842/91746/81929/51194/55696/57506/54890/10762/8086/23511/3717/5902/129138/84271/8563/5905/27351/5494/8106/4792/6789/8480/55612/55916/2010/2254/3839/10204/9688/8312/7249/7329/80208/6788/51366/7040/30000/5296/2737/84445/51684/22794/3837/4927/7531/29098/6830/29118/10553/8882/4928/55110/80824/1027/57122/11052/1432/6428/23195/60468/51715/1871/3313/55374/9631/3836/1894/868/22916/51277/6209/1386/7341/11315/9887/9670/2733/55051/348995/56943/51569/51307/23435/1408/10657/84248/3181/10212/1434/57510/1026/6310/9972/652/79902/3553/57187/5469/9349/79639/55795/8021/6608/84268/23039/10155/79228/23225/5901/29107/64328/10526/8536/948/29969/55122/3178/84946/183/1660/55198/23325/11097/7295/4686/10541/26953/8870/51496/580/6741/53371/5530/144165/84934/9818/146059/8125/5371/7157/9775/207/5433/5295/4851/51501/26019/9531/5784/127933/3087/5903/25909/3621/284/55027/23165/6396/23049/11269/26060/9478/126549/8888/26097/4000/8878/10482/4116/129401/55677/80145/80149/5580/6059/1020/51808/65083/9147/7248/10023/3429/9221/4088/26263/6774/10768/11142/55308/23214/10636/51068/10073/983/11214/5569/8841/10892/3267/3728/5936/152877/51319/2810/55929/23212/811/5781/3059/4869/23401/29072/5571/3838/729540/2621/754/4600/10189/5587/11260/56478/1812/729857/5501/3840/11261/51547/400966/120892/9679/9883/79711/4763/3841/2316/161424/6815/55153/7919/55705/57154/23381/503542/84455/54535/5514/64901/84324/10527/23636/11331/643136/5534/3692/92335",296,1
"nucleocytoplasmic transport","control",0,1,"control",0.906454038349821,NA,"GO:0006913","5976/5310/26993/23649/84220/727851/23633/23279/8498/54888/999/55341/7175/84321/10758/4659/9877/55781/55706/23534/3843/1994/6672/8692/55746/602/4734/23293/5566/5743/55421/79023/51548/9984/10411/5663/3320/55437/2932/7514/3842/91746/81929/51194/55696/57506/54890/10762/8086/23511/3717/5902/129138/84271/8563/5905/27351/5494/8106/4792/6789/8480/55612/55916/2010/2254/3839/10204/9688/8312/7249/7329/80208/6788/51366/7040/30000/5296/2737/84445/51684/22794/3837/4927/7531/29098/6830/29118/10553/8882/4928/55110/80824/1027/57122/11052/1432/6428/23195/60468/51715/1871/3313/55374/9631/3836/1894/868/22916/51277/6209/1386/7341/11315/9887/9670/2733/55051/348995/56943/51569/51307/23435/1408/10657/84248/3181/10212/1434/57510/1026/6310/9972/652/79902/3553/57187/5469/9349/79639/55795/8021/6608/84268/23039/10155/79228/23225/5901/29107/64328/10526/8536/948/29969/55122/3178/84946/183/1660/55198/23325/11097/7295/4686/10541/26953/8870/51496/580/6741/53371/5530/144165/84934/9818/146059/8125/5371/7157/9775/207/5433/5295/4851/51501/26019/9531/5784/127933/3087/5903/25909/3621/284/55027/23165/6396/23049/11269/26060/9478/126549/8888/26097/4000/8878/10482/4116/129401/55677/80145/80149/5580/6059/1020/51808/65083/9147/7248/10023/3429/9221/4088/26263/6774/10768/11142/55308/23214/10636/51068/10073/983/11214/5569/8841/10892/3267/3728/5936/152877/51319/2810/55929/23212/811/5781/3059/4869/23401/29072/5571/3838/729540/2621/754/4600/10189/5587/11260/56478/1812/729857/5501/3840/11261/51547/400966/120892/9679/9883/79711/4763/3841/2316/161424/6815/55153/7919/55705/57154/23381/503542/84455/54535/5514/64901/84324/10527/23636/11331/643136/5534/3692/92335",296,1
"positive regulation of growth","control",0,1,"control",0.901033319595401,NA,"GO:0045927","5048/6792/2137/3479/22902/23327/1535/8531/9423/2263/387/6857/7049/998/7224/51009/9175/32/1906/22999/4208/9962/84678/6910/6548/79594/825/7430/7042/8829/84861/9647/23394/1457/22850/4092/5716/2254/51760/6422/3574/1954/59284/54555/57817/3249/136319/7472/221927/3984/7046/6387/657/7473/6198/8153/7466/8882/1982/2735/8437/5467/1432/6722/10591/7422/9037/2690/1839/1981/29842/2335/6195/1385/22954/79109/57678/27230/5357/6909/51193/7852/5393/583/8195/23499/7429/6608/54617/6665/10038/23025/23404/23180/4131/3021/6860/51761/4803/23493/3142/4686/9373/5292/6386/10413/5607/102/8482/2247/5830/585/2627/57521/114804/2064/207/1382/127833/151835/2803/6423/1956/4851/9472/6868/118813/29104/6832/4323/221481/57731/58191/27185/3020/27302/7048/25836/253260/2395/5479/3481/84717/64223/3516/84879/55602/23414/55031/983/4534/3643/55636/84525/23566/84275/596/6777/2810/8877/29882/9699/627/10409/6197/54512/1002/9798/23236/1946/3009/1435/5454/10519/5071/55615/7003/57698/51616/51393/10507/116224/375790/7784/440093/2844/1735/50618/28514/57154/2475/3897/2664/659/84258/11116/1654/407975/11344/89",200,1
"positive regulation of kinase activity","control",0,1,"control",0.99340730569724,NA,"GO:0033674","572/57679/84254/1856/5310/920/4057/3479/972/4331/4361/5606/2324/4254/7984/23118/493/4058/2065/7075/2263/387/5590/2261/998/2011/10979/9175/1739/9618/5609/2260/57103/1906/7520/1136/5663/3320/4208/55437/1741/10464/22924/4216/50507/57091/22974/5027/10961/114882/55012/7301/63967/7042/990/3326/23411/3717/25/29775/5155/10454/9894/958/23394/1917/994/9770/5716/81617/2321/28984/55697/8312/1445/57214/4683/8797/55011/7040/5294/4233/2146/51422/6505/22943/219771/23531/5608/9094/374/55294/9693/595/55626/975/10645/51561/1027/4739/7164/23328/896/7422/2690/1839/10111/5515/2246/5159/11235/7474/1894/93/55704/2043/11315/5906/6794/6543/9928/5311/894/9270/7010/8600/1958/1191/8795/29990/5208/6385/1026/2069/3553/65266/22863/5605/7186/84219/3791/84962/376497/51429/4294/83667/1742/25778/8536/10451/84722/5156/51347/6885/116986/183/51719/79866/10006/7295/153090/7099/5607/7057/54956/2247/8654/1062/1950/7786/3480/4916/8826/5170/10040/23533/79092/57521/2064/207/1969/3491/8543/10899/805/54465/5899/6622/56034/1956/2041/7436/4915/8525/5058/6188/9344/8091/114609/7424/3606/101/6868/2180/143384/5903/284/114/8817/3084/7804/146433/3815/65018/1636/808/84221/7410/3570/2264/51149/1857/4921/142679/7855/134/152110/7048/6259/5580/133619/7098/1020/5979/4665/26585/5245/51704/558/5871/8754/8313/2915/5604/3667/4920/1942/154/5747/6091/94056/7564/11214/80310/3643/5621/10892/10125/4296/1605/1600/90441/10333/3265/8322/7189/8851/56892/8325/2081/9500/205428/5571/1436/2621/9802/152/3654/5587/1435/10519/8651/4919/4908/80829/120892/5649/3123/5478/5770/2050/2547/30849/6714/4217/5154/10920/801/2475/1616/177/780/27040/2013/283/4515/11331/1654/54106/4282/6997/4067/3690/92335",314,1
"regulation of GTPase activity","control",0,1,"control",0.978069897939352,NA,"GO:0043087","57679/26073/23129/1856/10344/9912/5048/79090/6792/23637/10928/65078/116984/395/7984/25771/65125/55633/55854/23216/25791/10565/4649/7813/4943/10235/10681/9448/23161/10979/8301/9462/8786/5362/5909/7107/10411/2932/10959/55616/23348/51291/3655/11069/55357/84144/1399/83874/23616/27352/5905/6655/958/2245/8874/7249/29108/6422/9639/79735/85360/208/54922/23094/10156/11033/858/4233/2146/54662/57589/9827/2889/22841/23232/51195/8787/6347/23158/9693/23603/8437/23329/4739/9750/11149/5924/604/7474/1894/868/5361/26084/10297/22930/6654/2043/55103/5906/85440/57568/5999/3925/25782/9270/64411/64786/4952/64333/57580/8195/128637/154796/5300/1123/58504/84962/23677/57572/51429/4301/27237/55558/9779/23108/57533/92154/54885/116988/51520/1965/10451/116986/55619/10154/9882/23143/10253/9771/274/153090/84253/132864/5962/8412/9411/83478/5910/121512/79774/8477/585/4916/8826/9905/54828/409/2064/7409/6647/115704/1969/128272/6004/23179/8394/8502/2044/93627/10788/5921/51256/107080638/4594/26230/2041/139818/203228/4915/9712/6251/6001/3688/8853/25780/50807/7070/152273/201163/5922/7074/116987/57822/50848/51735/201176/29/2909/23076/5900/7410/26086/1857/9938/5364/10252/2150/55255/253260/26130/94134/123016/7248/143872/81565/10982/129049/10999/1398/23102/125058/64223/10636/26000/5747/3987/57148/100271927/1901/115727/10125/729092/10276/253959/3265/140775/391/259173/112574/55920/55785/23526/23513/2149/56963/122553/2049/9628/6000/202243/128239/55803/1946/5592/4908/22821/116985/613/10507/375790/119016/57186/120892/23654/4763/23061/8831/50861/26037/6281/5365/2475/9824/11153/221002/7052/414189/642517/10399/11138/57139/163486/6494/402/30851/9236",286,1
"regulation of actin filament organization","control",0,1,"control",0.998163726172218,NA,"GO:0110053","55971/10344/85477/6050/9168/822/395/2006/7984/51474/26999/10787/22998/1496/10565/387/6093/5217/57704/998/8440/9948/10979/23332/55160/119/1739/5063/88/832/10411/55604/54434/2017/118/55616/79822/5829/6548/64857/25/8829/387680/9647/23616/11078/9463/28984/11151/23406/29108/10391/7082/6422/9639/23370/5296/136319/4233/3984/7046/23189/7016/6387/5216/57482/10094/8936/9037/6711/55704/5341/7840/829/5999/3925/1490/9270/54942/7043/51019/10174/5290/11113/6385/7408/8195/11034/3397/7429/84952/29767/51429/9535/9026/9113/8500/85415/23647/51763/10810/23075/9475/80206/10677/29109/23325/50853/5879/274/7111/81873/9873/5962/51332/10152/29766/55435/8477/7168/585/85464/10456/375/23671/90102/9353/5295/5921/23500/93663/2041/203228/2934/120/5058/90952/10435/5756/2241/2059/130271/51571/389/123720/9530/673/4690/114822/11013/10163/286527/50848/146206/2909/57731/50944/126820/10092/29765/56203/25802/10109/23122/5580/27236/2150/253260/10395/9897/1073/382/123016/7248/79933/4088/148170/64223/9788/1901/5581/5734/11346/171024/253725/57175/54961/6712/22843/10458/2314/2885/91663/3059/5062/100287171/55243/71/5071/4771/116985/90668/256949/51466/961/2316/2764/6840/6709/6281/81553/89848/1902/2475/830/5987/7114/57026/348110/11344/342184/85358/55845",223,1
"regulation of actin filament-based process","control",0,1,"control",0.996208119475319,NA,"GO:0032970","55971/10344/9912/85477/477/6050/9168/27067/822/1829/2824/395/2006/7984/51474/29085/26999/5318/10787/22998/1265/1496/10565/387/6093/5217/57704/998/8440/9948/10979/23332/55160/6717/9620/119/6624/1739/5063/88/832/1906/10411/55604/54434/2017/118/55616/79822/5829/6548/64857/1832/25/8829/387680/9647/23616/11078/9463/4627/28984/11151/23406/29108/10391/7082/6422/9639/23370/5296/136319/857/4233/3984/7046/23189/7016/6387/59/5216/51225/29098/57482/683/4192/10094/397/4739/8936/9037/5144/5159/1894/7134/6711/55704/5341/7341/7840/829/5999/3925/7139/1490/9270/54942/7043/23433/7010/51019/10174/5290/11113/4035/3759/6385/7408/8195/11034/3397/7429/10142/84952/29767/2258/684/51429/54795/9535/9026/9113/8500/85415/23647/51763/10810/23075/4853/9475/1824/80206/5156/10677/29109/23325/50853/5879/274/7111/81873/9873/5962/51332/10152/29766/55435/122786/8477/7168/585/4916/8826/55114/91807/85464/54828/396/4089/128272/27/10456/375/23671/90102/9353/2044/817/287/5295/10788/5921/5066/23500/93663/58527/2041/203228/2934/120/5058/90952/10435/9344/85458/775/5756/2241/2059/130271/51571/389/123720/9530/673/57822/4690/114822/11013/10163/286527/50848/6781/146206/2909/57731/57551/50944/10630/126820/10092/200539/29765/27302/56203/25802/10109/134/23122/5580/27236/2150/253260/10395/1020/6522/9897/1073/382/123016/7248/83700/79933/4088/1398/148170/1613/64223/5881/9723/11214/9788/1901/5581/5734/11346/171024/253725/57175/54961/3728/6712/488/3265/22843/10458/8851/391/2314/2885/91663/3059/5062/100287171/2242/1436/55243/128239/6331/71/1946/5142/8558/5071/4908/4771/116985/90668/256949/51466/961/2316/2764/284266/6840/5154/6709/6281/81553/89848/23607/1902/6262/2475/830/5987/7114/10850/57026/348110/11344/342184/85358/55845/3690",315,1
"regulation of anatomical structure size","control",0,1,"control",0.359423535138651,NA,"GO:0090066","2729/6405/57679/23028/55971/10344/6915/3475/85477/51265/5048/6792/56920/1185/5286/7869/22902/477/1373/9821/2730/9168/999/65078/822/2006/51474/23105/2296/26999/9474/6916/10787/6558/9423/57609/10565/387/6093/5217/57704/490/8440/9948/7224/5743/9175/8301/1207/6557/10371/10512/119/1739/5063/88/832/4133/1906/55604/1785/23011/3320/54437/2932/9706/54434/2017/23645/4313/118/79822/5027/393/64857/4897/57556/7430/10013/57715/25/8829/23616/11078/79890/394/23394/6640/11151/23406/29108/8766/3783/92960/5802/1954/5296/79036/136319/857/8985/3984/23189/6387/7473/5216/8153/9368/57482/1182/6649/59341/10094/2784/5467/6722/7422/9037/4883/10723/7474/150465/6711/57142/2335/51652/5341/829/5997/10000/1889/2166/1385/6696/9270/54942/5357/59342/5290/11113/6560/57403/583/7408/8195/11034/50809/10365/23499/7429/6049/135/9732/29767/2258/348/51429/54795/10439/9026/55558/9113/4131/8799/2643/8864/23108/23111/4922/51520/23075/10451/10542/4803/9475/80206/3351/10677/2647/10505/27345/183/50853/1910/5879/274/56262/7111/81873/9856/9873/5962/80031/51332/29766/8482/5910/9990/585/85464/57521/7409/6647/23038/1382/10500/23557/10456/5868/2803/185/9353/5921/23500/93663/56996/4478/80005/2934/3363/120/133/90952/10435/5756/2132/2241/2059/1909/130271/114908/51571/223117/118813/64798/3778/9530/4690/11013/286527/23400/1636/146206/2909/875/102724560/7410/57731/1173/374946/10092/27185/29765/56203/25802/80128/10109/134/6259/5580/79714/2150/253260/2852/1020/9897/538/1073/382/196740/7248/118426/5979/143872/119032/8800/148170/10501/83547/64223/624/3575/54910/5865/154/25942/5028/9723/136/80131/5581/171023/23566/5728/146/361/5499/253725/5916/54961/6712/112/5029/10458/340481/29882/2303/627/196527/8408/2314/2885/1002/3352/91663/3059/5021/2149/9798/2131/2055/6546/55243/128239/6900/152/1946/8398/51334/1812/10509/5592/256949/57698/1630/51393/10507/389541/1201/120892/257313/282991/64218/51466/54785/65267/3269/11194/6840/6709/81553/89848/57154/2475/830/3897/2664/659/84335/1874/7114/3672/84561/2876/358/57026/11344/342184/85358/729991/55845",371,1
