"","condition","cycle","region","log2fc.mean.x","log2fc.sd","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.sum","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met","jitter_alpha","log2fc.mean.y","log2fc.norm","log2fc.norm.sd"
"1651","enu","9","chaperone-mediated autophagy",-0.105973263868857,0.296860859000113,2.7,0.45,0.304594448041618,0.676876551203595,3.7,0.616666666666667,0.89285633851351,0.999973554527113,NA,"GO:0061684",180,"FALSE",0.6,-0.66705924418905,0.561085980320194,0.320610000578514
"1652","enu","9","chondrocyte differentiation",-0.344788504583999,0.386902317677595,25.4666666666667,4.24444444444444,2.38343045645153,0.561541207017376,31.5666666666667,5.26111111111111,0.0320472159347377,0.157862211826671,NA,"GO:0002062",43,"FALSE",0.6,-0.219050209646793,-0.125738294937206,0.320610000578514
"1653","enu","9","chromatin remodeling",-0.209355544836898,0.126073141686488,80.7666666666667,13.4611111111111,5.54077478203051,0.411613479473995,100.6,16.7666666666667,0.109790973780505,0.324598520240141,NA,"GO:0006338",85,"FALSE",0.6,-0.318596277707541,0.109240732870642,0.320610000578514
"1654","enu","9","chromosome localization",-0.301914686281157,0.189915569447682,21.1166666666667,3.51944444444444,1.8988422398535,0.539528971071239,27.0833333333333,4.51388888888889,0.840985505828253,0.999973554527113,NA,"GO:0050000",54,"FALSE",0.6,-0.249631014628655,-0.0522836716525019,0.320610000578514
"1655","enu","9","chromosome segregation",-0.230509346702856,0.166565905012748,98.7,16.45,7.16856563988455,0.43577906625438,123.1,20.5166666666667,0.0813764742458805,0.276886326840497,NA,"GO:0007059",74,"TRUE",0.8,-0.152307034093815,-0.0782023126090411,0.320610000578514
"1656","enu","9","cilium assembly",-0.247499369766549,0.258091412048693,68.9,11.4833333333333,4.24937903960358,0.370047521591023,91.05,15.175,0.0392328779274744,0.177885435148435,NA,"GO:0060271",71,"FALSE",0.6,-0.12740507701025,-0.120094292756298,0.320610000578514
"1657","enu","9","cilium organization",-0.508828408754993,0.393916490026105,69.2,11.5333333333333,6.11918658356194,0.530565310713463,97.8,16.3,0.000264439272219711,0.0135374466921302,"*","GO:0044782",26,"TRUE",0.8,-0.152990695756597,-0.355837712998396,0.320610000578514
"1658","enu","9","circadian regulation of gene expression",-0.488245490715734,0.490776114386918,12.5333333333333,2.08888888888889,1.2403703150747,0.593794299769805,18.3333333333333,3.05555555555556,0.192430859010849,0.49217892785467,NA,"GO:0032922",27,"FALSE",0.6,-0.237885530719215,-0.25035995999652,0.320610000578514
"1659","enu","9","clathrin-dependent endocytosis",-0.253558888824786,0.219208189102383,8.51666666666667,1.41944444444444,0.960348123608579,0.676566192757512,11.0833333333333,1.84722222222222,0.911962163315342,0.999973554527113,NA,"GO:0072583",66,"FALSE",0.6,-0.583491162401718,0.329932273576932,0.320610000578514
"1660","enu","9","collagen fibril organization",-0.307395138882135,0.228260283949247,14.5333333333333,2.42222222222222,1.27569879180291,0.526664638817716,18.0833333333333,3.01388888888889,0.296909804332962,0.678176772872406,NA,"GO:0030199",54,"FALSE",0.6,-0.424779616886014,0.11738447800388,0.320610000578514
"1661","enu","9","connective tissue development",-0.220814123882899,0.218302966110765,57.6833333333333,9.61388888888889,4.84779923340555,0.50424955909448,69.65,11.6083333333333,0.367247527378773,0.728801638494994,NA,"GO:0061448",81,"FALSE",0.6,-0.27756144983588,0.0567473259529811,0.320610000578514
"1662","enu","9","COPII vesicle coating",0.184832169286401,0.191148675369367,7.95,1.325,0.586301969977929,0.442492052813531,6.51666666666667,1.08611111111111,0.911466839439123,0.999973554527113,NA,"GO:0048208",99,"FALSE",0.6,-0.35313151984233,0.537963689128731,0.320610000578514
"1663","enu","9","cortical cytoskeleton organization",-0.198638365326048,0.242621744406806,10.3666666666667,1.72777777777778,0.843383836871621,0.488132124234378,12.8666666666667,2.14444444444444,0.967305754395122,0.999973554527113,NA,"GO:0030865",93,"FALSE",0.6,-0.135748998632096,-0.0628893666939524,0.320610000578514
"1664","enu","9","cytoplasmic translation",-0.385249119114633,0.262295601841769,36.0333333333333,6.00555555555556,1.89389858541894,0.315357766304726,50.0166666666667,8.33611111111111,0.00529749242282745,0.0586955728830801,NA,"GO:0002181",38,"FALSE",0.6,-0.257863046639432,-0.127386072475201,0.320610000578514
"1665","enu","9","defense response to virus",-0.245797497434022,0.14573390995999,57.3666666666667,9.56111111111111,3.81315947544621,0.398819701092572,74,12.3333333333333,0.20428385505595,0.512636843819648,NA,"GO:0051607",71,"FALSE",0.6,-0.154683771050662,-0.09111372638336,0.320610000578514
"1666","enu","9","dephosphorylation",-0.369455409277007,0.188454102428155,62.45,10.4083333333333,5.49629926000719,0.528067182706855,83.6,13.9333333333333,0.00536725064891908,0.0586955728830801,NA,"GO:0016311",42,"TRUE",0.8,-0.125187067286699,-0.244268341990308,0.320610000578514
"1667","enu","9","developmental growth involved in morphogenesis",-0.338093812023064,0.224924062976763,39.5,6.58333333333333,3.50673954296897,0.532669297666173,50.8166666666667,8.46944444444444,0.0647746298770905,0.241542778700552,NA,"GO:0060560",47,"FALSE",0.6,-0.194137512573974,-0.14395629944909,0.320610000578514
"1668","enu","9","dicarboxylic acid metabolic process",-0.2925704709276,0.201779320275273,16.4166666666667,2.73611111111111,1.34826706333503,0.492767657665596,22.3666666666667,3.72777777777778,0.83056577039989,0.999973554527113,NA,"GO:0043648",55,"FALSE",0.6,-0.0440173704659581,-0.248553100461642,0.320610000578514
"1669","enu","9","DNA conformation change",-0.434354871256747,0.168932415350207,18.9166666666667,3.15277777777778,1.71627557573131,0.544369345606408,26.8333333333333,4.47222222222222,0.416772365847446,0.773451971968051,NA,"GO:0071103",33,"FALSE",0.6,-0.0359507280594122,-0.398404143197335,0.320610000578514
"1670","enu","9","DNA replication",-0.320151557548994,0.285288067050779,67.2833333333333,11.2138888888889,5.19914968118897,0.463634848954181,85.9,14.3166666666667,0.0763062246120706,0.27428994252447,NA,"GO:0006260",48,"TRUE",0.8,-0.0845164413536043,-0.23563511619539,0.320610000578514
"1671","enu","9","DNA-templated transcription elongation",-0.129894502869929,0.1164985172282,35.1666666666667,5.86111111111111,2.97473932876043,0.507538463674766,39.25,6.54166666666667,0.665350853448011,0.999973554527113,NA,"GO:0006354",156,"FALSE",0.6,-0.141050628963598,0.0111561260936691,0.320610000578514
"1672","enu","9","double-strand break repair",-0.123000431410922,0.242673600277827,78.3166666666667,13.0527777777778,5.24320106494186,0.401692356539491,91.3666666666667,15.2277777777778,0.0976866950309132,0.305544309914259,NA,"GO:0006302",156,"FALSE",0.6,-0.106963201878087,-0.0160372295328352,0.320610000578514
"1673","enu","9","embryonic body morphogenesis",-0.117502083293269,0.22701617046211,1.9,0.316666666666667,0.198606254796883,0.627177646726999,3.06666666666667,0.511111111111111,0.999973554527113,0.999973554527113,NA,"GO:0010172",163,"FALSE",0.6,-0.141293038800141,0.0237909555068722,0.320610000578514
"1674","enu","9","embryonic organ development",-0.388931960925807,0.171034695122385,74.9333333333333,12.4888888888889,5.65416922541496,0.452735970006536,103.716666666667,17.2861111111111,0.00326211239160661,0.0482067720092977,"*","GO:0048568",38,"TRUE",0.8,-0.289933187463562,-0.0989987734622451,0.320610000578514
"1675","enu","9","epigenetic regulation of gene expression",-0.260190534298243,0.217658631033035,37.7166666666667,6.28611111111111,3.26071595182998,0.518717517745822,47.8333333333333,7.97222222222222,0.409923574390595,0.767885005548579,NA,"GO:0040029",63,"FALSE",0.6,-0.178479225567272,-0.0817113087309704,0.320610000578514
"1676","enu","9","erythrocyte differentiation",-0.188128470309126,0.227005106976433,29.3,4.88333333333333,2.42246431002261,0.496067776796439,34.3166666666667,5.71944444444444,0.309266997231407,0.691824726631349,NA,"GO:0030218",99,"FALSE",0.6,-0.304151158904955,0.116022688595829,0.320610000578514
"1677","enu","9","establishment of mitotic spindle localization",-0.212568479958301,0.202024550171214,10.0166666666667,1.66944444444444,1.00611555922693,0.602664894046081,11.5833333333333,1.93055555555556,0.705962003076445,0.999973554527113,NA,"GO:0040001",82,"FALSE",0.6,-0.152250042799927,-0.0603184371583736,0.320610000578514
"1678","enu","9","establishment of organelle localization",-0.235427684605201,0.21262148621937,95.7666666666667,15.9611111111111,6.29410364871288,0.394339943184239,121.233333333333,20.2055555555556,0.00978269743030638,0.0735790679977556,NA,"GO:0051656",74,"TRUE",0.8,-0.145549034015237,-0.0898786505899644,0.320610000578514
"1679","enu","9","establishment of protein localization to membrane",-0.316987677636372,0.193214047518877,59.5666666666667,9.92777777777778,4.86508726273991,0.490047961551865,77.45,12.9083333333333,0.0486580186515418,0.202234890020471,NA,"GO:0090150",49,"TRUE",0.8,-0.276989253492302,-0.0399984241440706,0.320610000578514
"1680","enu","9","establishment of protein localization to organelle",-0.271842008275291,0.096382059920366,100.95,16.825,7.99154935610806,0.474980645236734,127.6,21.2666666666667,0.00794044305060134,0.0689870098039891,NA,"GO:0072594",61,"TRUE",0.8,-0.139333045668951,-0.132508962606341,0.320610000578514
"1681","enu","9","establishment or maintenance of cell polarity",-0.376124510299746,0.0927401306614318,45.75,7.625,3.87002368640469,0.507544090020287,61.4666666666667,10.2444444444444,0.0980192272406644,0.305544309914259,NA,"GO:0007163",39,"TRUE",0.8,-0.185548032821371,-0.190576477478375,0.320610000578514
"1682","enu","9","establishment or maintenance of epithelial cell apical/basal polarity",-0.27050812336113,0.24260076662816,9.38333333333333,1.56388888888889,0.954545654962301,0.610366671023851,12.7833333333333,2.13055555555556,0.929876488102614,0.999973554527113,NA,"GO:0045197",61,"FALSE",0.6,-0.147122563260706,-0.123385560100424,0.320610000578514
"1683","enu","9","ether lipid biosynthetic process",0.13208020839343,0.322652517264494,2.9,0.483333333333333,0.449073119510249,0.929116798986723,2.33333333333333,0.388888888888889,0.944599750829684,0.999973554527113,NA,"GO:0008611",137,"FALSE",0.6,-0.0105308417634091,0.142611050156839,0.320610000578514
"1684","enu","9","exit from host cell",0.132848400512551,0.395588588056726,9.26666666666667,1.54444444444444,0.640023147729541,0.414403476947185,7.46666666666667,1.24444444444444,0.561729227955766,0.929999842134235,NA,"GO:0035891",137,"FALSE",0.6,-0.256534676437981,0.389383076950532,0.320610000578514
"1685","enu","9","exosomal secretion",-0.155555555555556,0.172987155862847,3.2,0.533333333333333,0.408248290463863,0.765465544619743,4.56666666666667,0.761111111111111,0.926329586075951,0.999973554527113,NA,"GO:1990182",122,"FALSE",0.6,-0.246782594271594,0.0912270387160386,0.320610000578514
"1686","enu","9","extracellular matrix assembly",-0.217527900178076,0.273896397399674,7.83333333333333,1.30555555555556,0.82607954060575,0.632741775783128,9.58333333333333,1.59722222222222,0.893758552707399,0.999973554527113,NA,"GO:0085029",82,"FALSE",0.6,-0.262188976453911,0.044661076275835,0.320610000578514
"1687","enu","9","extracellular vesicle biogenesis",0.0419349901889502,0.356565406843477,5.85,0.975,0.234224488709253,0.240230244830003,5.18333333333333,0.863888888888889,0.79482004408585,0.999973554527113,NA,"GO:0140112",347,"FALSE",0.6,-0.707547061187267,0.749482051376217,0.320610000578514
"1688","enu","9","face development",0.0123596852848529,0.331918260016431,13.0333333333333,2.17222222222222,1.3408814127144,0.617285560840388,12.7,2.11666666666667,0.970668014916392,0.999973554527113,NA,"GO:0060324",526,"FALSE",0.6,-0.223728106852431,0.236087792137284,0.320610000578514
"1689","enu","9","fat cell differentiation",-0.389102053491123,0.234578994421976,44.2833333333333,7.38055555555556,3.37030194273231,0.456646104397302,60.4,10.0666666666667,0.057633347818949,0.223259279415152,NA,"GO:0045444",38,"TRUE",0.8,-0.213069757302302,-0.176032296188821,0.320610000578514
"1690","enu","9","fatty acid beta-oxidation",-0.193962631206335,0.221806569824944,17.7,2.95,1.26381257400859,0.428411042036811,21.6166666666667,3.60277777777778,0.772347840802904,0.999973554527113,NA,"GO:0006635",93,"FALSE",0.6,-0.203357424342163,0.00939479313582736,0.320610000578514
"1691","enu","9","fibroblast migration",-0.234934392665184,0.33196496329946,13.2833333333333,2.21388888888889,1.23695040171233,0.558722891614102,16.3333333333333,2.72222222222222,0.758772600307503,0.999973554527113,NA,"GO:0010761",74,"FALSE",0.6,0.020692310908303,-0.255626703573487,0.320610000578514
"1692","enu","9","fibroblast proliferation",-0.279667162670864,0.3344389016076,22.8833333333333,3.81388888888889,1.87321519991302,0.491156206823516,29.3333333333333,4.88888888888889,0.558113250103852,0.927863278297654,NA,"GO:0048144",61,"FALSE",0.6,-0.196813999808154,-0.0828531628627099,0.320610000578514
"1693","enu","9","folic acid metabolic process",-0.18569340279781,0.362249568948351,2.25,0.375,0.332290033956281,0.88610675721675,3.86666666666667,0.644444444444444,0.935308503520367,0.999973554527113,NA,"GO:0046655",99,"FALSE",0.6,-0.0434706790995265,-0.142222723698283,0.320610000578514
"1694","enu","9","G0 to G1 transition",-0.207186860142266,0.327199317251681,9.25,1.54166666666667,0.855943274340589,0.555206448220923,11.3666666666667,1.89444444444444,0.761797592172589,0.999973554527113,NA,"GO:0045023",85,"FALSE",0.6,-0.419676448550528,0.212489588408262,0.320610000578514
"1695","enu","9","glial cell apoptotic process",0.133813715387955,0.417044509996969,4.78333333333333,0.797222222222222,0.554818956123594,0.695940154022626,3.86666666666667,0.644444444444444,0.685889666339782,0.999973554527113,NA,"GO:0034349",137,"FALSE",0.6,-0.193588553562131,0.327402268950086,0.320610000578514
"1696","enu","9","glycerol ether biosynthetic process",0.220133680655716,0.298495617179117,4.26666666666667,0.711111111111111,0.622420603296041,0.875278973385057,2.33333333333333,0.388888888888889,0.959377965759793,0.999973554527113,NA,"GO:0046504",81,"FALSE",0.6,-0.0124293006956847,0.232562981351401,0.320610000578514
"1697","enu","9","glycosyl compound biosynthetic process",0.121306683131219,0.322801378636027,6.26666666666667,1.04444444444444,0.583730023847275,0.558890448364413,5.56666666666667,0.927777777777778,0.866941375772974,0.999973554527113,NA,"GO:1901659",156,"FALSE",0.6,-0.492213887737374,0.613520570868593,0.320610000578514
"1698","enu","9","glycosyl compound metabolic process",-0.231822780566637,0.234533986254259,16.8833333333333,2.81388888888889,1.18698575610038,0.42183106830813,20.3166666666667,3.38611111111111,0.594038801172309,0.955731780918352,NA,"GO:1901657",74,"FALSE",0.6,-0.192102584511195,-0.0397201960554419,0.320610000578514
"1699","enu","9","glycosylation",-0.363261218279298,0.14409456914892,46.6833333333333,7.78055555555556,3.11020572143221,0.399740828174079,62.7333333333333,10.4555555555556,0.0385644431908044,0.177885435148435,NA,"GO:0070085",42,"TRUE",0.8,-0.101236819200291,-0.262024399079006,0.320610000578514
"1700","enu","9","Golgi organization",-0.416847272600612,0.149092793752567,31.7333333333333,5.28888888888889,2.53873692713231,0.480013284541823,44.0833333333333,7.34722222222222,0.0976388451742243,0.305544309914259,NA,"GO:0007030",34,"FALSE",0.6,-0.215670477690091,-0.201176794910521,0.320610000578514
"1701","enu","9","Golgi to plasma membrane protein transport",-0.275367953499869,0.260002820017262,8.8,1.46666666666667,0.889444270941756,0.606439275642106,11.5,1.91666666666667,0.931341918847626,0.999973554527113,NA,"GO:0043001",61,"FALSE",0.6,0.159696041411612,-0.435063994911481,0.320610000578514
"1702","enu","9","Golgi vesicle transport",-0.436909701727285,0.139414548430142,66.9,11.15,5.79995210708196,0.520175076868337,92.8166666666667,15.4694444444444,0.000961134283570798,0.0191746289572374,"*","GO:0048193",33,"TRUE",0.8,-0.140450757399087,-0.296458944328198,0.320610000578514
"1703","enu","9","GPI anchor biosynthetic process",-0.148444186657357,0.386641669272431,7.46666666666667,1.24444444444444,1.05022043541485,0.843927135601221,8,1.33333333333333,0.803646541203589,0.999973554527113,NA,"GO:0006506",129,"FALSE",0.6,-0.391852525624805,0.243408338967448,0.320610000578514
"1704","enu","9","heart valve development",-0.443145382086673,0.356665341784264,15.8333333333333,2.63888888888889,1.95339211136442,0.74023280009599,21.2,3.53333333333333,0.153564341697698,0.419672413269736,NA,"GO:0003170",32,"FALSE",0.6,-0.230409366921681,-0.212736015164992,0.320610000578514
"1705","enu","9","heme metabolic process",-0.106723214411096,0.186269683004541,8.76666666666667,1.46111111111111,0.748455199183749,0.512250706665684,9.83333333333333,1.63888888888889,0.812770476001497,0.999973554527113,NA,"GO:0042168",180,"FALSE",0.6,-0.184811679751544,0.0780884653404472,0.320610000578514
