"","condition","cycle","region","log2fc.mean","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met"
"44","control","1","cell-substrate junction assembly",-0.17259814804131,2.55555555555556,0.851851851851852,0.27962349760262,0.328253671098728,0.888888888888889,0.998656595430319,1,NA,"GO:0007044",105,"FALSE"
"45","control","1","cell-substrate junction organization",-0.345860070452889,2.11111111111111,0.703703703703704,0.548098095812916,0.778876241418355,0.925925925925926,0.993025157622577,1,NA,"GO:0150115",43,"FALSE"
"46","control","1","cellular carbohydrate metabolic process",-0.350934425645558,5.22222222222222,1.74074074074074,0.420659877466687,0.241655674289373,2.22222222222222,0.840178608050811,1,NA,"GO:0044262",42,"FALSE"
"47","control","1","cellular component disassembly",-0.215978959186619,11.4444444444444,3.81481481481481,1.03239702701973,0.270628346888667,4.14814814814815,0.850846742964386,1,NA,"GO:0022411",82,"FALSE"
"48","control","1","cellular lipid catabolic process",-0.220765048874086,4.77777777777778,1.59259259259259,0.449050209369709,0.281961759371678,1.7037037037037,0.993961770633761,1,NA,"GO:0044242",81,"FALSE"
"49","control","1","cellular metabolic compound salvage",0.444444444444444,1.33333333333333,0.444444444444444,0.293972367896066,0.661437827766148,0,0.981441914121651,1,NA,"GO:0043094",32,"FALSE"
"50","control","1","cellular nitrogen compound catabolic process",-0.276436757369467,11.6666666666667,3.88888888888889,0.777777777777778,0.2,4.11111111111111,0.225618955726295,1,NA,"GO:0044270",61,"FALSE"
"51","control","1","cellular pigment accumulation",0.037037037037037,0.111111111111111,0.037037037037037,0.0641500299099584,1.73205080756888,0,0.999999999976957,1,NA,"GO:0043482",385,"FALSE"
"52","control","1","cellular pigmentation",0.278139814975072,2.11111111111111,0.703703703703704,0.169725025739105,0.24118819447136,0.333333333333333,0.998355185387712,1,NA,"GO:0033059",61,"FALSE"
"53","control","1","cellular respiration",-0.316504400752647,5.66666666666667,1.88888888888889,0.444444444444445,0.235294117647059,2.2962962962963,0.973303256018404,1,NA,"GO:0045333",49,"FALSE"
"54","control","1","cellular response to UV",-0.336118055422008,2.11111111111111,0.703703703703704,0.27962349760262,0.397359707119513,0.925925925925926,0.999541458015956,1,NA,"GO:0034644",47,"FALSE"
"55","control","1","cellular response to acid chemical",-0.0621508113004681,2.55555555555556,0.851851851851852,0.0641500299099584,0.0753065568508207,0.740740740740741,0.998099564035018,1,NA,"GO:0071229",265,"FALSE"
"56","control","1","cellular response to arsenic-containing substance",0.24388750002671,0.777777777777778,0.259259259259259,0.128300059819917,0.494871659305394,0,0.998093090526176,1,NA,"GO:0071243",71,"FALSE"
"57","control","1","cellular response to chemical stress",-0.387259602975376,6.66666666666667,2.22222222222222,0.400616808384888,0.180277563773199,2.96296296296296,0.921060692600252,1,NA,"GO:0062197",38,"FALSE"
"58","control","1","cellular response to dsRNA",0.265552777831197,0.888888888888889,0.296296296296296,0.169725025739105,0.57282196186948,0,0.998737285393707,1,NA,"GO:0071359",63,"FALSE"
