"","condition","cycle","region","log2fc.mean","log2fc.sd","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.sum","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met"
"1780","enu","9","negative regulation of cell projection organization",-0.220585138243254,0.187144308293227,36.8666666666667,6.14444444444444,2.20117813572305,0.358238756265957,47.1666666666667,7.86111111111111,0.133359066646936,0.382660673677799,NA,"GO:0031345",81,"FALSE"
"1781","enu","9","negative regulation of defense response to virus",-0.00603397819982453,0.458332257611357,9.96666666666667,1.66111111111111,1.03288520749009,0.62180380384019,9.58333333333333,1.59722222222222,0.969343101035899,0.999973554527113,NA,"GO:0050687",632,"FALSE"
"1782","enu","9","negative regulation of growth",-0.269453120603848,0.158173206064947,47.6333333333333,7.93888888888889,4.2679902460925,0.537605489360847,59.65,9.94166666666667,0.787628604711161,0.999973554527113,NA,"GO:0045926",63,"FALSE"
"1783","enu","9","negative regulation of mitotic nuclear division",-0.28671836687277,0.246316184543022,12.1333333333333,2.02222222222222,0.841075149678914,0.415916282808254,16,2.66666666666667,0.512576842908347,0.885360001387145,NA,"GO:0045839",57,"FALSE"
"1784","enu","9","negative regulation of phosphorus metabolic process",-0.256051160352965,0.184244561157996,90.2,15.0333333333333,6.73316831480957,0.447882593002854,115.333333333333,19.2222222222222,0.0037910783345841,0.0504213418499685,NA,"GO:0010563",66,"TRUE"
"1785","enu","9","negative regulation of protein phosphorylation",-0.378726963517815,0.149071598632001,64.3166666666667,10.7194444444444,5.24786111633076,0.489564654542387,89.6833333333333,14.9472222222222,0.00835055052542885,0.0689870098039891,NA,"GO:0001933",39,"TRUE"
"1786","enu","9","negative regulation of transferase activity",-0.310515865491901,0.280311960635063,57.4,9.56666666666667,4.64279609239471,0.485309696069133,75.7833333333333,12.6305555555556,0.0391974497481938,0.177885435148435,NA,"GO:0051348",49,"TRUE"
"1787","enu","9","neural tube development",-0.27321465517547,0.233406122728503,34.15,5.69166666666667,2.44503465097009,0.429581490653604,43.6166666666667,7.26944444444444,0.222506231207953,0.534819194288995,NA,"GO:0021915",61,"FALSE"
"1788","enu","9","neuron apoptotic process",-0.379462823753723,0.267615940274263,46.2666666666667,7.71111111111111,3.9107638734746,0.507159580133594,62.3166666666667,10.3861111111111,0.0242510950000498,0.138231241500284,NA,"GO:0051402",39,"TRUE"
"1789","enu","9","neuron death",-0.291447086546073,0.12484107597924,67.8333333333333,11.3055555555556,4.71453622871347,0.41701057551274,88.4,14.7333333333333,0.0211628749669683,0.125555068305655,NA,"GO:0070997",55,"TRUE"
"1790","enu","9","neuron projection organization",-0.0123834579662946,0.26042311875947,21.8,3.63333333333333,1.59721980676146,0.439601781677466,21,3.5,0.544711567113388,0.9183298087439,NA,"GO:0106027",526,"FALSE"
"1791","enu","9","neurotrophin signaling pathway",-0.182351736291401,0.486851154133415,6.1,1.01666666666667,0.669576980886689,0.658600309068874,7.58333333333333,1.26388888888889,0.56767567763769,0.932333536314064,NA,"GO:0038179",99,"FALSE"
"1792","enu","9","non-membrane-bounded organelle assembly",-0.313913973691675,0.2347470803782,84.3166666666667,14.0527777777778,6.64555337271695,0.472899627234256,109.55,18.2583333333333,0.012213623632935,0.0825972174498487,NA,"GO:0140694",49,"TRUE"
"1793","enu","9","nonribosomal peptide biosynthetic process",0.256410380315591,0.349402806250471,6.35,1.05833333333333,0.624833311105183,0.590393679784425,4.53333333333333,0.755555555555556,0.897845246942455,0.999973554527113,NA,"GO:0019184",66,"FALSE"
"1794","enu","9","nuclear chromosome segregation",-0.324977852186329,0.171007956850828,75.9,12.65,6.34975940051625,0.501957264862944,97.6333333333333,16.2722222222222,0.00740518790498678,0.0689870098039891,NA,"GO:0098813",48,"TRUE"
"1795","enu","9","nuclear envelope organization",-0.174902509266691,0.401749807331804,12.8,2.13333333333333,0.545690184791497,0.255792274121014,15.7666666666667,2.62777777777778,0.423569033746644,0.775247910389501,NA,"GO:0006998",105,"FALSE"
"1796","enu","9","nuclear transport",-0.434572524024535,0.225690311325715,70.9833333333333,11.8305555555556,6.74380717289464,0.570033008274729,96.0333333333333,16.0055555555556,0.00171424433663248,0.0297384126224504,"*","GO:0051169",33,"TRUE"
"1797","enu","9","nuclear-transcribed mRNA catabolic process",-0.18732556733324,0.282062918329466,34.0166666666667,5.66944444444444,2.87441620481769,0.507001388404884,38.95,6.49166666666667,0.646528262072858,0.996002998328456,NA,"GO:0000956",99,"FALSE"
"1798","enu","9","nucleic acid transport",-0.187275264071031,0.273733459418513,37.9666666666667,6.32777777777778,2.09182712974585,0.330578475289071,46.95,7.825,0.384024803916044,0.740221723490345,NA,"GO:0050657",99,"FALSE"
"1799","enu","9","nucleocytoplasmic transport",-0.294211085793413,0.185987354285271,73.1,12.1833333333333,5.64382651910721,0.463241574755722,93.7833333333333,15.6305555555556,0.0166363396223344,0.107062895311474,NA,"GO:0006913",55,"TRUE"
"1800","enu","9","nucleotide catabolic process",-0.23825516037147,0.323580944619948,14.9166666666667,2.48611111111111,1.39085971281821,0.559451951524641,19,3.16666666666667,0.545474096923069,0.9183298087439,NA,"GO:0009166",74,"FALSE"
"1801","enu","9","nucleus organization",-0.27832702891418,0.240768437209444,30.6833333333333,5.11388888888889,3.08293540975816,0.602855376161292,37,6.16666666666667,0.377059875764843,0.734279504737769,NA,"GO:0006997",61,"FALSE"
"1802","enu","9","oligosaccharide-lipid intermediate biosynthetic process",-0.227151215307826,0.406690147762031,4.31666666666667,0.719444444444444,0.374227599591874,0.520161914490636,6.21666666666667,1.03611111111111,0.985988462777901,0.999973554527113,NA,"GO:0006490",81,"FALSE"
"1803","enu","9","one-carbon metabolic process",-0.129030902717682,0.53497476741657,4.2,0.7,0.480740170061865,0.68677167151695,5.11666666666667,0.852777777777778,0.962195218987164,0.999973554527113,NA,"GO:0006730",156,"FALSE"
"1804","enu","9","organelle fission",-0.262499672241079,0.0918463617035529,103.95,17.325,7.60755289900183,0.439108392438778,132.283333333333,22.0472222222222,0.0217125306092486,0.125555068305655,NA,"GO:0048285",63,"TRUE"
"1805","enu","9","organelle fusion",-0.391349339551355,0.2592260296194,30.1,5.01666666666667,2.23296016782904,0.445108339102135,42.2666666666667,7.04444444444444,0.0818861818726281,0.276886326840497,NA,"GO:0048284",38,"FALSE"
"1806","enu","9","organelle inheritance",0.0499999999999999,0.473100145128173,3.6,0.6,0.249443825784929,0.415739709641549,3.9,0.65,0.929043059863249,0.999973554527113,NA,"GO:0048308",347,"FALSE"
"1807","enu","9","organelle localization by membrane tethering",-0.150669154190445,0.153747458170665,20.1,3.35,1.67182534973005,0.499052343203,22.65,3.775,0.902637961522986,0.999973554527113,NA,"GO:0140056",122,"FALSE"
"1808","enu","9","organophosphate catabolic process",-0.163657355065676,0.267083804718557,34.65,5.775,2.37191319871158,0.410720900209798,41.0333333333333,6.83888888888889,0.421674041764356,0.775247910389501,NA,"GO:0046434",112,"FALSE"
"1809","enu","9","organophosphate ester transport",-0.253885338709019,0.247765582428755,29.2833333333333,4.88055555555556,1.49593585225907,0.306509337969986,35.8833333333333,5.98055555555556,0.0559384358839174,0.218817999192971,NA,"GO:0015748",66,"FALSE"
"1810","enu","9","ossification",-0.354936957736576,0.152103893199846,75.3,12.55,5.26323728010306,0.419381456581917,100.466666666667,16.7444444444444,0.000481821461144194,0.0137463715251648,"*","GO:0001503",42,"TRUE"
"1811","enu","9","osteoblast differentiation",-0.380236954026615,0.337523289246032,44.5,7.41666666666667,3.86688217790222,0.521377372301422,60.1666666666667,10.0277777777778,0.317821046459485,0.692954084903468,NA,"GO:0001649",38,"TRUE"
"1812","enu","9","oxidative phosphorylation",-0.165988066565158,0.199943458040733,36.6666666666667,6.11111111111111,2.21024550337404,0.361676536915753,44.0166666666667,7.33611111111111,0.323178134891602,0.70080475990081,NA,"GO:0006119",112,"FALSE"
"1813","enu","9","pentose-phosphate shunt",-0.183639758677465,0.359661660315619,4.16666666666667,0.694444444444444,0.40023141454062,0.576333236938492,5.51666666666667,0.919444444444444,0.713914862317355,0.999973554527113,NA,"GO:0006098",99,"FALSE"
"1814","enu","9","peptidyl-lysine modification",-0.208393513427838,0.127415890218882,88.2,14.7,6.15467302137165,0.418685239549092,109.216666666667,18.2027777777778,0.149882205020646,0.412434481401639,NA,"GO:0018205",85,"TRUE"
"1815","enu","9","pericardium development",0.126315798681224,0.529980621943668,4.93333333333333,0.822222222222222,0.531942631270481,0.646957254247882,4.2,0.7,0.921412847085607,0.999973554527113,NA,"GO:0060039",156,"FALSE"
"1816","enu","9","peroxisome organization",0.135466567352373,0.424121564882549,9.86666666666667,1.64444444444444,0.422514518707368,0.256934504619345,8.41666666666667,1.40277777777778,0.400197008156727,0.753200972898745,NA,"GO:0007031",137,"FALSE"
"1817","enu","9","phospholipid biosynthetic process",-0.462992256399548,0.254070285293921,50.5333333333333,8.42222222222222,3.98171747793262,0.47276328893659,71.8,11.9666666666667,0.00669472241984663,0.0667798561379701,NA,"GO:0008654",28,"TRUE"
"1818","enu","9","pigment accumulation",0.204774444508547,0.414123368256003,2.85,0.475,0.383514449966795,0.807398842035358,2,0.333333333333333,0.780074183330261,0.999973554527113,NA,"GO:0043476",85,"FALSE"
"1819","enu","9","pigmentation",-0.295504024706502,0.214186955885781,21.25,3.54166666666667,1.46415504643463,0.41340848369919,28,4.66666666666667,0.348226259135214,0.716197306159538,NA,"GO:0043473",55,"FALSE"
"1820","enu","9","pinocytosis",0.00382204856103091,0.395441827274292,5.75,0.958333333333333,0.379143772202578,0.395628284037472,5.96666666666667,0.994444444444444,0.791011295576911,0.999973554527113,NA,"GO:0006907",632,"FALSE"
"1821","enu","9","placenta development",-0.234441524914796,0.202650630575385,29.3333333333333,4.88888888888889,2.11520071720725,0.432654692156029,37.2,6.2,0.427638924396391,0.77912297184548,NA,"GO:0001890",74,"FALSE"
"1822","enu","9","plasma membrane tubulation",0.0968045139089209,0.376099213364693,6.65,1.10833333333333,0.486912038599718,0.439319132571174,5.68333333333333,0.947222222222222,0.750278784396406,0.999973554527113,NA,"GO:0097320",193,"FALSE"
"1823","enu","9","platelet-derived growth factor receptor signaling pathway",-0.37957022157223,0.211653647387446,12.65,2.10833333333333,1.44275007460675,0.684308335781857,17.1333333333333,2.85555555555556,0.768930920162059,0.999973554527113,NA,"GO:0048008",39,"FALSE"
"1824","enu","9","polyamine biosynthetic process",0.0523600694644765,0.280892481608736,3.28333333333333,0.547222222222222,0.380119376960371,0.694634394445348,3.33333333333333,0.555555555555556,0.987929929620717,0.999973554527113,NA,"GO:0006596",306,"FALSE"
"1825","enu","9","polyamine metabolic process",0.081507951503072,0.415964768996889,4.85,0.808333333333333,0.269516027146604,0.33342188925353,4.23333333333333,0.705555555555556,0.820950277127907,0.999973554527113,NA,"GO:0006595",220,"FALSE"
"1826","enu","9","polyol metabolic process",-0.146643959128566,0.145887861811905,25.3,4.21666666666667,1.98983528073166,0.471897695035176,28.3666666666667,4.72777777777778,0.784712401154379,0.999973554527113,NA,"GO:0019751",129,"FALSE"
"1827","enu","9","positive regulation by host of viral process",0.0273600694644767,0.314616446589693,3.53333333333333,0.588888888888889,0.263874268600843,0.44808838064294,3.73333333333333,0.622222222222222,0.904362587937504,0.999973554527113,NA,"GO:0044794",451,"FALSE"
"1828","enu","9","positive regulation of GTPase activity",-0.349093586171207,0.361048550754301,48.4666666666667,8.07777777777778,4.2019395874163,0.520185093352775,62.35,10.3916666666667,0.073800220775253,0.267693528084781,NA,"GO:0043547",43,"TRUE"
"1829","enu","9","positive regulation of amide metabolic process",-0.446068846052726,0.238629901154505,33.9666666666667,5.66111111111111,2.89139848260062,0.510747523913751,47.95,7.99166666666667,0.0339029907006733,0.162947513261153,NA,"GO:0034250",32,"TRUE"
"1830","enu","9","positive regulation of axonogenesis",-0.342560185297459,0.283449218142789,16.7166666666667,2.78611111111111,1.50666728121915,0.540777887576165,22.5666666666667,3.76111111111111,0.628047359611111,0.97887068939388,NA,"GO:0050772",43,"FALSE"
"1831","enu","9","positive regulation of cell projection organization",-0.20618670849063,0.0778722915786124,76.3666666666667,12.7277777777778,5.5120238939438,0.433070406333428,92.75,15.4583333333333,0.21128676536863,0.52039147766718,NA,"GO:0031346",85,"FALSE"
"1832","enu","9","positive regulation of cellular component biogenesis",-0.343218281792684,0.0802189780286057,96.7666666666667,16.1277777777778,6.88736094166269,0.427049593351458,129.683333333333,21.6138888888889,0.000516780884404692,0.0137463715251648,"*","GO:0044089",43,"TRUE"
"1833","enu","9","positive regulation of epithelial to mesenchymal transition",-0.299604392601081,0.307420817094138,11,1.83333333333333,1.40633487398193,0.76709174944469,13.1833333333333,2.19722222222222,0.737955794469468,0.999973554527113,NA,"GO:0010718",55,"FALSE"
"1834","enu","9","positive regulation of establishment of protein localization",-0.370000100638221,0.243466839216523,66.15,11.025,5.82650791164351,0.528481443232972,86.0333333333333,14.3388888888889,0.0551214713169717,0.217757099559126,NA,"GO:1904951",39,"TRUE"
"1835","enu","9","positive regulation of kinase activity",-0.370448409288069,0.150662182220815,73.9666666666667,12.3277777777778,5.38765736214283,0.437033945554624,100.3,16.7166666666667,0.00736671436152694,0.0689870098039891,NA,"GO:0033674",39,"TRUE"
"1836","enu","9","positive regulation of microtubule polymerization",-0.0103015113693152,0.303926306010875,7.3,1.21666666666667,0.716085035298028,0.588563042710708,7.58333333333333,1.26388888888889,0.974249667033282,0.999973554527113,NA,"GO:0031116",526,"FALSE"
"1837","enu","9","positive regulation of nervous system development",-0.192385570619915,0.202777685942868,52.3833333333333,8.73055555555556,3.46699384139867,0.397110334999529,63.3,10.55,0.171079971064949,0.455072723032764,NA,"GO:0051962",93,"FALSE"
"1838","enu","9","positive regulation of neurogenesis",-0.21512736917767,0.171223430082095,46.5,7.75,3.25363045091343,0.419823283988829,57.4166666666667,9.56944444444444,0.184231684350886,0.477174328789229,NA,"GO:0050769",82,"FALSE"
"1839","enu","9","positive regulation of neuron migration",-0.116248958353365,0.153113800235974,3.2,0.533333333333333,0.459468291736341,0.861503047005639,4.56666666666667,0.761111111111111,0.998919964250945,0.999973554527113,NA,"GO:2001224",163,"FALSE"
"1840","enu","9","positive regulation of protein localization",-0.318793021130569,0.0982466626275675,91.0333333333333,15.1722222222222,6.7526263751938,0.445065085146424,120.716666666667,20.1194444444444,0.00810238441170095,0.0689870098039891,NA,"GO:1903829",49,"TRUE"
"1841","enu","9","positive regulation of stem cell population maintenance",-0.109381478040826,0.17288770866734,12.1333333333333,2.02222222222222,1.02016701610116,0.504478194775298,12.8166666666667,2.13611111111111,0.790849133038789,0.999973554527113,NA,"GO:1902459",180,"FALSE"
"1842","enu","9","positive regulation of viral process",-0.269316607031136,0.224112039174412,12.7833333333333,2.13055555555556,1.06980874026189,0.502126657750042,15.8333333333333,2.63888888888889,0.867712825316699,0.999973554527113,NA,"GO:0048524",63,"FALSE"
"1843","enu","9","postsynapse organization",-0.368551045505808,0.356872039946806,35.4166666666667,5.90277777777778,3.60031505823012,0.609935727511925,45.4166666666667,7.56944444444444,0.416280812827365,0.773451971968051,NA,"GO:0099173",42,"FALSE"
"1844","enu","9","proteasome-mediated ubiquitin-dependent protein catabolic process",-0.309216238431301,0.0864486579437068,100.316666666667,16.7194444444444,7.87796093659511,0.471185568561927,130.666666666667,21.7777777777778,0.00437615034476714,0.0545651246113153,NA,"GO:0043161",54,"TRUE"
"1845","enu","9","protein autophosphorylation",-0.414294124518602,0.249275123612976,42.8333333333333,7.13888888888889,3.61235021475965,0.506010146814581,58,9.66666666666667,0.0516498621191461,0.208164595813528,NA,"GO:0046777",34,"TRUE"
"1846","enu","9","protein folding",-0.279084728935071,0.14522514544517,46.1333333333333,7.68888888888889,3.85553954527576,0.501443004443379,59.4,9.9,0.135786157266955,0.384245934393722,NA,"GO:0006457",61,"FALSE"
"1847","enu","9","protein glycosylation",-0.216505707069494,0.168559592272764,48.7333333333333,8.12222222222222,4.11591311141777,0.50674716830041,57.7833333333333,9.63055555555556,0.310367483877222,0.691824726631349,NA,"GO:0006486",82,"FALSE"
"1848","enu","9","protein lipidation",-0.437357770770966,0.233383365873828,18.8166666666667,3.13611111111111,1.75310570977041,0.559006249351062,26.5,4.41666666666667,0.252251130022276,0.595551484490461,NA,"GO:0006497",33,"FALSE"
"1849","enu","9","protein localization to nucleus",-0.343610309442303,0.118915891425455,63.5,10.5833333333333,4.7349175752535,0.447393786638126,86.9333333333333,14.4888888888889,0.0429633749240831,0.186330289072926,NA,"GO:0034504",43,"TRUE"
"1850","enu","9","protein neddylation",-0.417436025342339,0.226017171832033,4.98333333333333,0.830555555555556,0.734122050605473,0.883892769959767,8.33333333333333,1.38888888888889,0.691026515008095,0.999973554527113,NA,"GO:0045116",34,"FALSE"
"1851","enu","9","protein polyubiquitination",-0.376207639830649,0.20882080649751,52.8333333333333,8.80555555555556,3.7924144561753,0.430684291553031,72.3,12.05,0.00794326988110027,0.0689870098039891,NA,"GO:0000209",39,"TRUE"
"1852","enu","9","protein targeting",-0.285914579109276,0.137862120243107,76.6666666666667,12.7777777777778,6.02556282909799,0.47156578662506,99.5666666666667,16.5944444444444,0.0101424780448034,0.0735790679977556,NA,"GO:0006605",57,"TRUE"
"1853","enu","9","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",0.127360069464477,0.193943924759049,4.26666666666667,0.711111111111111,0.457853283956367,0.643856180563641,3.53333333333333,0.588888888888889,0.957711174237179,0.999973554527113,NA,"GO:0043328",156,"FALSE"
"1854","enu","9","protein-DNA complex subunit organization",-0.27660842787085,0.327775229548207,49.6333333333333,8.27222222222222,4.46842834247701,0.540172667324286,60.6166666666667,10.1027777777778,0.0944695742642997,0.30321834275835,NA,"GO:0071824",61,"FALSE"
"1855","enu","9","protein-containing complex localization",-0.247699160207739,0.202632094505725,39.05,6.50833333333333,2.87544682518117,0.441810011551524,48.75,8.125,0.315973105695123,0.692954084903468,NA,"GO:0031503",71,"FALSE"
"1856","enu","9","proton motive force-driven ATP synthesis",0.00841496448086535,0.258517326417117,22.7166666666667,3.78611111111111,1.62311143817692,0.428701480369545,22.9,3.81666666666667,0.685958646665857,0.999973554527113,NA,"GO:0015986",632,"FALSE"
"1857","enu","9","proton transmembrane transport",-0.417681612768269,0.180365529370859,24.6,4.1,1.7486502731472,0.426500066621268,36.4333333333333,6.07222222222222,0.234789051672744,0.560963063577394,NA,"GO:1902600",34,"FALSE"
"1858","enu","9","pteridine-containing compound metabolic process",-0.098635592090927,0.194307227447026,7.83333333333333,1.30555555555556,0.499073215143905,0.38226884564214,8.41666666666667,1.40277777777778,0.967520344145599,0.999973554527113,NA,"GO:0042558",193,"FALSE"
"1859","enu","9","quinone biosynthetic process",0.0487468750600963,0.405102433463863,4.33333333333333,0.722222222222222,0.417221852344858,0.577691795554418,4.23333333333333,0.705555555555556,0.988174903032065,0.999973554527113,NA,"GO:1901663",347,"FALSE"
"1860","enu","9","rRNA metabolic process",-0.309450499690614,0.249624646605288,64.4833333333333,10.7472222222222,5.31737630234505,0.49476750293208,80.8333333333333,13.4722222222222,0.0262500493068172,0.141817878307803,NA,"GO:0016072",54,"TRUE"
"1861","enu","9","receptor metabolic process",-0.307501526585021,0.277982937451366,14.7833333333333,2.46388888888889,1.38605822655739,0.562548998377293,19.8,3.3,0.549583335981953,0.92136029855798,NA,"GO:0043112",54,"FALSE"
"1862","enu","9","regulation of ATP metabolic process",-0.490609518897463,0.320425696093704,13.0166666666667,2.16944444444444,1.55743438123468,0.717895489429558,18.3333333333333,3.05555555555556,0.0998937793670221,0.308438455062981,NA,"GO:1903578",27,"FALSE"
"1863","enu","9","regulation of ATP-dependent activity",-0.0574895695159736,0.320986152489165,16.5166666666667,2.75277777777778,1.33460009268972,0.484819408040665,17.2333333333333,2.87222222222222,0.607531468385897,0.961924824944337,NA,"GO:0043462",306,"FALSE"
"1864","enu","9","regulation of DNA repair",-0.393226962429624,0.215386358490631,47.6833333333333,7.94722222222222,3.70660696394765,0.466402833632,65.7833333333333,10.9638888888889,0.0419273639240245,0.185877980063175,NA,"GO:0006282",38,"TRUE"
"1865","enu","9","regulation of DNA replication",-0.39725613888029,0.258946220861847,29.75,4.95833333333333,2.1754629137011,0.438748822931315,41.2833333333333,6.88055555555556,0.173512047546142,0.458485476628548,NA,"GO:0006275",38,"FALSE"
"1866","enu","9","regulation of G0 to G1 transition",0.161385310819063,0.273212910014254,11.4833333333333,1.91388888888889,0.794454156894787,0.415099414342705,10.25,1.70833333333333,0.993713015075726,0.999973554527113,NA,"GO:0070316",112,"FALSE"
"1867","enu","9","regulation of GTPase activity",-0.474535509967927,0.326631915622519,61.35,10.225,5.47604632315445,0.535554652631242,86.5666666666667,14.4277777777778,0.00051301914372852,0.0137463715251648,"*","GO:0043087",28,"TRUE"
"1868","enu","9","regulation of Golgi organization",-0.123266493005475,0.385266810162519,2.86666666666667,0.477777777777778,0.2993820796735,0.62661365513058,4.03333333333333,0.672222222222222,0.963134404088273,0.999973554527113,NA,"GO:1903358",156,"FALSE"
"1869","enu","9","regulation of actin filament organization",-0.188894284194205,0.106779076641984,57,9.5,4.18462795372672,0.440487153023866,68.3666666666667,11.3944444444444,0.390640652848621,0.74576851907464,NA,"GO:0110053",99,"FALSE"
"1870","enu","9","regulation of actin filament-based process",-0.346061738747647,0.180300768959644,68.9333333333333,11.4888888888889,4.8633169598384,0.423306118361176,95.6666666666667,15.9444444444444,0.00465600655963517,0.0562953520392253,NA,"GO:0032970",43,"TRUE"
"1871","enu","9","regulation of anatomical structure size",-0.347342885136328,0.142720323561066,85.3833333333333,14.2305555555556,6.16838189359132,0.433460371206885,115.183333333333,19.1972222222222,0.000730196530017272,0.0158129026281687,"*","GO:0090066",43,"TRUE"
"1872","enu","9","regulation of apoptotic signaling pathway",-0.317403003094368,0.216948085830073,79.5333333333333,13.2555555555556,6.49381472091941,0.489893818007332,102.116666666667,17.0194444444444,0.00422991515307132,0.0544431014863051,NA,"GO:2001233",49,"TRUE"
"1873","enu","9","regulation of autophagosome maturation",0.108751041646634,0.342355411207705,4.93333333333333,0.822222222222222,0.268051957373663,0.326009137346347,4.45,0.741666666666667,0.921468854966079,0.999973554527113,NA,"GO:1901096",180,"FALSE"
"1874","enu","9","regulation of autophagy",-0.308076806754618,0.101317360341441,75.8833333333333,12.6472222222222,6.15061348942496,0.486321295012736,98.6833333333333,16.4472222222222,0.0493993715682937,0.202266430809722,NA,"GO:0010506",54,"TRUE"
"1875","enu","9","regulation of binding",-0.513788277443271,0.262188706227483,66.4833333333333,11.0805555555556,6.34271600312487,0.572418591407609,96.0333333333333,16.0055555555556,0.000358671396284129,0.0135374466921302,"*","GO:0051098",26,"TRUE"
"1876","enu","9","regulation of carbohydrate metabolic process",-0.305317415521282,0.431800857864012,35.7166666666667,5.95277777777778,3.09157307435455,0.519349653181353,42.8666666666667,7.14444444444444,0.287972014709143,0.664166669762706,NA,"GO:0006109",54,"FALSE"
"1877","enu","9","regulation of cell cycle phase transition",-0.360443599001329,0.259428439922677,91.5666666666667,15.2611111111111,6.53521798213909,0.428226879062627,126.016666666667,21.0027777777778,0.000407141253898653,0.0135374466921302,"*","GO:1901987",42,"TRUE"
"1878","enu","9","regulation of cell division",-0.361136305443468,0.0840232441741627,31.0666666666667,5.17777777777778,2.23026322977223,0.430737533646998,43.7666666666667,7.29444444444444,0.297445953014213,0.678176772872406,NA,"GO:0051302",42,"FALSE"
"1879","enu","9","regulation of cell growth",-0.391283569018808,0.194177261135879,77.8666666666667,12.9777777777778,6.86154069730267,0.528714608525034,104.283333333333,17.3805555555556,0.00075299536324613,0.0158129026281687,"*","GO:0001558",38,"TRUE"
"1880","enu","9","regulation of cell morphogenesis",-0.350181502826778,0.262089703993338,49.75,8.29166666666667,4.20375163131432,0.506985121364541,64.3333333333333,10.7222222222222,0.0255380359842792,0.141817878307803,NA,"GO:0022604",42,"TRUE"
"1881","enu","9","regulation of cell-substrate adhesion",-0.454035799557683,0.19536361912887,39.7833333333333,6.63055555555556,3.43155968210548,0.517537279245066,54.5166666666667,9.08611111111111,0.077028356194941,0.274413518944477,NA,"GO:0010810",31,"TRUE"
"1882","enu","9","regulation of cell-substrate junction assembly",-0.356858536734032,0.50036498152711,11.7666666666667,1.96111111111111,0.518723504454998,0.264504903121529,17.3333333333333,2.88888888888889,0.168823148503102,0.452083464783476,NA,"GO:0090109",42,"FALSE"
"1883","enu","9","regulation of cell-substrate junction organization",-0.221528447445124,0.494867879792732,14.85,2.475,0.907606743033567,0.366709795165078,18.55,3.09166666666667,0.360265819816751,0.728801638494994,NA,"GO:0150116",81,"FALSE"
"1884","enu","9","regulation of cellular component size",-0.362575968787376,0.207957197580375,70.15,11.6916666666667,5.55721502993081,0.475314186451673,92.4666666666667,15.4111111111111,0.00818339297251143,0.0689870098039891,NA,"GO:0032535",42,"TRUE"
"1885","enu","9","regulation of chromosome organization",-0.20934557218978,0.157202636660835,62.3166666666667,10.3861111111111,4.2665418818558,0.41079301349775,75.9166666666667,12.6527777777778,0.0798622297991714,0.276204607743036,NA,"GO:0033044",85,"FALSE"
"1886","enu","9","regulation of chromosome segregation",-0.33363195759217,0.258225501163112,29.2166666666667,4.86944444444444,2.04858804130137,0.420702621145745,38.2166666666667,6.36944444444444,0.0525445360826724,0.209652698969863,NA,"GO:0051983",47,"FALSE"
"1887","enu","9","regulation of circadian rhythm",-0.307187508391697,0.156523428650881,22.1166666666667,3.68611111111111,1.42323640055047,0.386107840390481,27.75,4.625,0.155554294007962,0.422218798021611,NA,"GO:0042752",54,"FALSE"
"1888","enu","9","regulation of cysteine-type endopeptidase activity involved in apoptotic process",-0.432959413043257,0.153700635692767,34.3333333333333,5.72222222222222,2.43736348145711,0.425947016176971,51.3166666666667,8.55277777777778,0.0285465716535974,0.146026693458787,NA,"GO:0043281",33,"TRUE"
"1889","enu","9","regulation of cytokinesis",-0.190635353323536,0.144511274669754,21.05,3.50833333333333,1.62937445392737,0.464429773090937,24.05,4.00833333333333,0.815249634842572,0.999973554527113,NA,"GO:0032465",93,"FALSE"
"1890","enu","9","regulation of embryonic development",-0.37260678498244,0.121407505316784,18.9833333333333,3.16388888888889,1.83879237746065,0.581181085062191,25.7666666666667,4.29444444444444,0.634246577642898,0.980869707284948,NA,"GO:0045995",39,"FALSE"
"1891","enu","9","regulation of establishment of cell polarity",0.117667671842032,0.257152197356189,7.63333333333333,1.27222222222222,0.579431394334774,0.455448257555718,6.8,1.13333333333333,0.913377905475051,0.999973554527113,NA,"GO:2000114",163,"FALSE"
"1892","enu","9","regulation of extracellular matrix organization",-0.253154828142976,0.414375029774547,13.0666666666667,2.17777777777778,1.46084703993063,0.670797110172227,15.0666666666667,2.51111111111111,0.746403145199446,0.999973554527113,NA,"GO:1903053",66,"FALSE"
"1893","enu","9","regulation of fibroblast migration",-0.345836548194505,0.433676015920261,8.15,1.35833333333333,1.12909747635495,0.831237405905483,11.0333333333333,1.83888888888889,0.736863101171184,0.999973554527113,NA,"GO:0010762",43,"FALSE"
"1894","enu","9","regulation of fibroblast proliferation",-0.142021062908961,0.350039204655571,19.2833333333333,3.21388888888889,1.2600889151461,0.392076066942607,24.0833333333333,4.01388888888889,0.88837120398871,0.999973554527113,NA,"GO:0048145",129,"FALSE"
"1895","enu","9","regulation of focal adhesion assembly",-0.380575777513758,0.358392769369002,12.7833333333333,2.13055555555556,1.29659454241,0.608571102043809,17.4333333333333,2.90555555555556,0.380233130707689,0.736470966759069,NA,"GO:0051893",38,"FALSE"
