"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"Lysine degradation","Lysine degradation","C1_05_24",0,0,0,1,1,3.10578243610757e-46
"Viral life cycle - HIV-1","Viral life cycle - HIV-1","C1_05_24",0,0,0,1,1,1.68855503094512e-47
"Longevity regulating pathway","Longevity regulating pathway","C1_05_24",0,0,0,1,1,7.49406546260311e-42
"Insulin resistance","Insulin resistance","C1_05_24",1,0,1,0.280373831775701,1,2.00797956898707e-40
"Inositol phosphate metabolism","Inositol phosphate metabolism","C1_05_24",1,0,1,0.154205607476636,1,4.2219571968723e-45
"Platinum drug resistance","Platinum drug resistance","C1_05_24",0,0,0,1,1,2.0621945939288e-44
"Bacterial invasion of epithelial cells","Bacterial invasion of epithelial cells","C1_05_24",0,0,0,1,1,3.27810534349795e-42
"Hepatocellular carcinoma","Hepatocellular carcinoma","C1_05_24",0,0,0,1,1,9.79302713831791e-37
"Insulin signaling pathway","Insulin signaling pathway","C1_05_24",0,0,0,1,1,4.51087830302414e-41
"Human cytomegalovirus infection","Human cytomegalovirus infection","C1_05_24",0,0,0,1,1,2.51323447546477e-34
"Human papillomavirus infection","Human papillomavirus infection","C1_05_24",0,1,-1,0.526869158878505,1,3.08873902614526e-28
"Proteoglycans in cancer","Proteoglycans in cancer","C1_05_24",2,0,1.58496250072116,0.223130841121495,1,1.96740298203042e-34
"TGF-beta signaling pathway","TGF-beta signaling pathway","C1_05_24",0,0,0,1,1,7.94413014068483e-39
"RNA polymerase","RNA polymerase","C1_05_24",0,0,0,1,1,1.8610553726289e-49
"FoxO signaling pathway","FoxO signaling pathway","C1_05_24",0,0,0,1,1,8.02662211900248e-41
"AGE-RAGE signaling pathway in diabetic complications","AGE-RAGE signaling pathway in diabetic complications","C1_05_24",0,0,0,1,1,2.12201357628061e-42
"Hepatitis B","Hepatitis B","C1_05_24",0,0,0,1,1,3.86551742747284e-40
"Longevity regulating pathway - multiple species","Longevity regulating pathway - multiple species","C1_05_24",0,0,0,1,1,4.01476074555831e-45
"Yersinia infection","Yersinia infection","C1_05_24",1,0,1,0.287383177570093,1,4.4767368865352e-40
"N-Glycan biosynthesis","N-Glycan biosynthesis","C1_05_24",0,0,0,1,1,1.11410918810974e-46
"Non-small cell lung cancer","Non-small cell lung cancer","C1_05_24",0,0,0,1,1,4.11969599472336e-46
"Rap1 signaling pathway","Rap1 signaling pathway","C1_05_24",3,0,2,0.0700934579439252,1,1.24777647143363e-34
"Choline metabolism in cancer","Choline metabolism in cancer","C1_05_24",1,0,1,0.207943925233645,1,9.35886639267744e-44
"TNF signaling pathway","TNF signaling pathway","C1_05_24",1,0,1,0.315420560747664,1,1.85530780615674e-39
"Glioma","Glioma","C1_05_24",0,0,0,1,1,6.23686605276624e-44
"Human immunodeficiency virus 1 infection","Human immunodeficiency virus 1 infection","C1_05_24",0,0,0,1,1,1.04206409281565e-37
"Apoptosis","Apoptosis","C1_05_24",0,0,0,1,1,1.12002713504772e-39
"AMPK signaling pathway","AMPK signaling pathway","C1_05_24",0,0,0,1,1,5.39620186512574e-42
"Fatty acid metabolism","Fatty acid metabolism","C1_05_24",1,0,1,0.0934579439252336,1,1.18039849282302e-47
"DNA replication","DNA replication","C1_05_24",0,0,0,1,1,1.81737203781883e-48
"Pathogenic Escherichia coli infection","Pathogenic Escherichia coli infection","C1_05_24",0,0,0,1,1,1.20492001411593e-35
"PD-L1 expression and PD-1 checkpoint pathway in cancer","PD-L1 expression and PD-1 checkpoint pathway in cancer","C1_05_24",0,0,0,1,1,2.52210401967896e-43
"Hippo signaling pathway","Hippo signaling pathway","C1_05_24",0,0,0,1,1,1.27474311740175e-36
"Valine, leucine and isoleucine degradation","Valine, leucine and isoleucine degradation","C1_05_24",0,0,0,1,1,6.71335518840285e-49
"Peroxisome","Peroxisome","C1_05_24",1,0,1,0.144859813084112,1,9.45878870000157e-46
"Homologous recombination","Homologous recombination","C1_05_24",0,0,0,1,1,2.74364062854206e-48
"Bladder cancer","Bladder cancer","C1_05_24",0,0,0,1,1,1.13559307041763e-45
"Fluid shear stress and atherosclerosis","Fluid shear stress and atherosclerosis","C1_05_24",0,0,0,1,1,9.60104545726935e-40
"SNARE interactions in vesicular transport","SNARE interactions in vesicular transport","C1_05_24",0,0,0,1,1,1.81737203781883e-48
"Autophagy - other","Autophagy - other","C1_05_24",0,0,0,1,1,1.11141087112069e-49
"Proteasome","Proteasome","C1_05_24",0,0,0,1,1,1.32335334054852e-47
"Protein export","Protein export","C1_05_24",1,0,1,0.0467289719626168,1,6.30157620025028e-50
"Thyroid hormone signaling pathway","Thyroid hormone signaling pathway","C1_05_24",0,0,0,1,1,5.13236169646414e-40
"Amino sugar and nucleotide sugar metabolism","Amino sugar and nucleotide sugar metabolism","C1_05_24",0,0,0,1,1,9.63995887241013e-47
"Nucleotide metabolism","Nucleotide metabolism","C1_05_24",0,0,0,1,1,1.660907054546e-44
"ErbB signaling pathway","ErbB signaling pathway","C1_05_24",0,0,0,1,1,8.10258678599101e-45
"Thyroid cancer","Thyroid cancer","C1_05_24",0,0,0,1,1,2.56657734622178e-48
"Various types of N-glycan biosynthesis","Various types of N-glycan biosynthesis","C1_05_24",0,0,0,1,1,5.9371312485598e-48
"Spinocerebellar ataxia","Spinocerebellar ataxia","C1_05_24",0,0,0,1,1,7.03177406434156e-41
"Basal transcription factors","Basal transcription factors","C1_05_24",0,0,0,1,1,2.56657734622178e-48
"Regulation of actin cytoskeleton","Regulation of actin cytoskeleton","C1_05_24",4,1,1.32192809488736,0.014018691588785,1,6.57622165854608e-33
"Melanoma","Melanoma","C1_05_24",2,0,1.58496250072116,0.0560747663551402,1,5.00809581982503e-44
"Tight junction","Tight junction","C1_05_24",0,0,0,1,1,2.58310984892417e-37
"Apoptosis - multiple species","Apoptosis - multiple species","C1_05_24",0,0,0,1,1,3.84270869365087e-48
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","C1_05_24",0,0,0,1,1,4.81581114072824e-51
"Biosynthesis of nucleotide sugars","Biosynthesis of nucleotide sugars","C1_05_24",0,0,0,1,1,1.35476582940303e-47
"Epithelial cell signaling in Helicobacter pylori infection","Epithelial cell signaling in Helicobacter pylori infection","C1_05_24",0,0,0,1,1,3.03988786105675e-45
"Epstein-Barr virus infection","Epstein-Barr virus infection","C1_05_24",0,0,0,1,1,9.42069663114894e-44
"Selenocompound metabolism","Selenocompound metabolism","C1_05_24",0,0,0,1,1,1.57662399367812e-49
"Other types of O-glycan biosynthesis","Other types of O-glycan biosynthesis","C1_05_24",0,0,0,1,1,7.1682307284825e-47
"Notch signaling pathway","Notch signaling pathway","C1_05_24",0,0,0,1,1,2.05644975546052e-46
"Fc gamma R-mediated phagocytosis","Fc gamma R-mediated phagocytosis","C1_05_24",1,0,1,0.219626168224299,1,1.00442123872483e-42
"Citrate cycle (TCA cycle)","Citrate cycle (TCA cycle)","C1_05_24",0,0,0,1,1,1.21342212777846e-50
"Apelin signaling pathway","Apelin signaling pathway","C1_05_24",0,0,0,1,1,1.80217363243041e-36
"Mismatch repair","Mismatch repair","C1_05_24",0,0,0,1,1,8.32336704328679e-51
"Carbon metabolism","Carbon metabolism","C1_05_24",0,0,0,1,1,4.22480359615986e-44
"Hedgehog signaling pathway","Hedgehog signaling pathway","C1_05_24",0,0,0,1,1,1.44697892087309e-44
"Chagas disease","Chagas disease","C1_05_24",0,0,0,1,1,4.20744403561866e-42
"Growth hormone synthesis, secretion and action","Growth hormone synthesis, secretion and action","C1_05_24",0,0,0,1,1,4.19238925527225e-43
"Kaposi sarcoma-associated herpesvirus infection","Kaposi sarcoma-associated herpesvirus infection","C1_05_24",2,0,1.58496250072116,0.133177570093458,1,9.99255705523996e-38
"Hippo signaling pathway - multiple species","Hippo signaling pathway - multiple species","C1_05_24",1,0,1,0.127336448598131,1,2.29123707893342e-46
"VEGF signaling pathway","VEGF signaling pathway","C1_05_24",0,0,0,1,1,4.82464758171933e-46
"Gap junction","Gap junction","C1_05_24",0,0,0,1,1,9.70566431796317e-42
"Vasopressin-regulated water reabsorption","Vasopressin-regulated water reabsorption","C1_05_24",0,0,0,1,1,1.86312410021822e-46
"Progesterone-mediated oocyte maturation","Progesterone-mediated oocyte maturation","C1_05_24",0,0,0,1,1,1.17674895337626e-43
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","C1_05_24",0,0,0,1,1,9.62383967896902e-50
"T cell receptor signaling pathway","T cell receptor signaling pathway","C1_05_24",0,0,0,1,1,4.81454032322026e-43
"Oocyte meiosis","Oocyte meiosis","C1_05_24",0,0,0,1,1,1.03252177815165e-42
"Phospholipase D signaling pathway","Phospholipase D signaling pathway","C1_05_24",1,0,1,0.338785046728972,1,5.92249912532771e-39
"Acute myeloid leukemia","Acute myeloid leukemia","C1_05_24",0,0,0,1,1,3.43835059725703e-45
"One carbon pool by folate","One carbon pool by folate","C1_05_24",0,0,0,1,1,3.72623439363942e-50
"Propanoate metabolism","Propanoate metabolism","C1_05_24",0,0,0,1,1,6.57227491043529e-50
"Wnt signaling pathway","Wnt signaling pathway","C1_05_24",0,0,0,1,1,1.05829869983503e-36
"Breast cancer","Breast cancer","C1_05_24",2,0,1.58496250072116,0.114485981308411,1,3.50470085013014e-39
"Adipocytokine signaling pathway","Adipocytokine signaling pathway","C1_05_24",1,0,1,0.167056074766355,1,8.67081061757474e-45
"Central carbon metabolism in cancer","Central carbon metabolism in cancer","C1_05_24",0,0,0,1,1,2.70196108238138e-44
"Glyoxylate and dicarboxylate metabolism","Glyoxylate and dicarboxylate metabolism","C1_05_24",0,0,0,1,1,5.38615938202946e-49
"Relaxin signaling pathway","Relaxin signaling pathway","C1_05_24",0,0,0,1,1,6.38250461320736e-40
"Ferroptosis","Ferroptosis","C1_05_24",1,0,1,0.0911214953271028,1,1.26035307340382e-48
"Sphingolipid metabolism","Sphingolipid metabolism","C1_05_24",1,0,1,0.0911214953271028,1,4.83237126802027e-48
"Toxoplasmosis","Toxoplasmosis","C1_05_24",0,0,0,1,1,4.81311164065321e-45
"Ras signaling pathway","Ras signaling pathway","C1_05_24",3,0,2,0.0712616822429906,1,2.22162814302174e-36
"Pyrimidine metabolism","Pyrimidine metabolism","C1_05_24",0,0,0,1,1,2.44977212881368e-47
"GnRH signaling pathway","GnRH signaling pathway","C1_05_24",0,0,0,1,1,4.27405795908932e-42
"Coronavirus disease - COVID-19","Coronavirus disease - COVID-19","C1_05_24",0,0,0,1,1,2.45235629172756e-38
"Mannose type O-glycan biosynthesis","Mannose type O-glycan biosynthesis","C1_05_24",0,0,0,1,1,3.72623439363942e-50
"Terpenoid backbone biosynthesis","Terpenoid backbone biosynthesis","C1_05_24",0,0,0,1,1,5.2674976087497e-51
"Cysteine and methionine metabolism","Cysteine and methionine metabolism","C1_05_24",0,0,0,1,1,1.34401620962261e-47
"Circadian rhythm","Circadian rhythm","C1_05_24",0,0,0,1,1,2.10850905299023e-48
"Fatty acid elongation","Fatty acid elongation","C1_05_24",0,0,0,1,1,9.31837861155895e-50
"Biosynthesis of unsaturated fatty acids","Biosynthesis of unsaturated fatty acids","C1_05_24",0,0,0,1,1,1.11835791299651e-48
"Inflammatory mediator regulation of TRP channels","Inflammatory mediator regulation of TRP channels","C1_05_24",0,0,0,1,1,1.29976236538059e-40
"Parathyroid hormone synthesis, secretion and action","Parathyroid hormone synthesis, secretion and action","C1_05_24",0,0,0,1,1,1.16572690161938e-39
"Sulfur metabolism","Sulfur metabolism","C1_05_24",0,0,0,1,1,5.60385741136168e-51
"Vibrio cholerae infection","Vibrio cholerae infection","C1_05_24",0,0,0,1,1,1.1649421821042e-46
"Signaling pathways regulating pluripotency of stem cells","Signaling pathways regulating pluripotency of stem cells","C1_05_24",2,0,1.58496250072116,0.134345794392523,1,3.80658043272731e-38
"HIF-1 signaling pathway","HIF-1 signaling pathway","C1_05_24",0,0,0,1,1,2.74508723463748e-41
"Purine metabolism","Purine metabolism","C1_05_24",0,0,0,1,1,7.77254785886279e-43
"Fatty acid degradation","Fatty acid degradation","C1_05_24",1,0,1,0.0630841121495327,1,4.38504423479434e-49
"Glutathione metabolism","Glutathione metabolism","C1_05_24",0,0,0,1,1,2.3830269033958e-48
"Transcriptional misregulation in cancer","Transcriptional misregulation in cancer","C1_05_24",0,0,0,1,1,2.6810356186756e-35
"2-Oxocarboxylic acid metabolism","2-Oxocarboxylic acid metabolism","C1_05_24",0,0,0,1,1,2.1466182621095e-50
"Adrenergic signaling in cardiomyocytes","Adrenergic signaling in cardiomyocytes","C1_05_24",0,0,0,1,1,2.40525541734793e-39
"Gastric cancer","Gastric cancer","C1_05_24",2,0,1.58496250072116,0.129672897196262,1,5.52105892453837e-39
"Long-term potentiation","Long-term potentiation","C1_05_24",0,0,0,1,1,7.32635838019898e-46
"Motor proteins","Motor proteins","C1_05_24",0,0,0,1,1,1.13424217611816e-37
"Biosynthesis of amino acids","Biosynthesis of amino acids","C1_05_24",0,0,0,1,1,2.52505163024099e-46
"Other glycan degradation","Other glycan degradation","C1_05_24",0,0,0,1,1,6.86911998897268e-51
"Non-homologous end-joining","Non-homologous end-joining","C1_05_24",0,0,0,1,1,6.77387003625917e-51
"Glycerophospholipid metabolism","Glycerophospholipid metabolism","C1_05_24",0,0,0,1,1,3.62005728332473e-45
"C-type lectin receptor signaling pathway","C-type lectin receptor signaling pathway","C1_05_24",0,0,0,1,1,4.73101859807362e-43
"Lipid and atherosclerosis","Lipid and atherosclerosis","C1_05_24",0,0,0,1,1,8.71833409225696e-38
"Hepatitis C","Hepatitis C","C1_05_24",0,0,0,1,1,2.00797956898707e-40
"PI3K-Akt signaling pathway","PI3K-Akt signaling pathway","C1_05_24",3,1,1,0.525700934579439,1,1.18303937103378e-27
"Long-term depression","Long-term depression","C1_05_24",0,0,0,1,1,4.25512170245763e-47
"Arrhythmogenic right ventricular cardiomyopathy","Arrhythmogenic right ventricular cardiomyopathy","C1_05_24",0,0,0,1,1,6.94451166315731e-41
"Necroptosis","Necroptosis","C1_05_24",0,0,0,1,1,1.80018873998496e-43
"Retrograde endocannabinoid signaling","Retrograde endocannabinoid signaling","C1_05_24",2,0,1.58496250072116,0.0514018691588785,1,3.93855259969099e-42
"Pantothenate and CoA biosynthesis","Pantothenate and CoA biosynthesis","C1_05_24",0,0,0,1,1,6.86911998897268e-51
"Cushing syndrome","Cushing syndrome","C1_05_24",0,0,0,1,1,7.56180355616567e-38
"Fructose and mannose metabolism","Fructose and mannose metabolism","C1_05_24",0,0,0,1,1,1.81737203781883e-48
"Platelet activation","Platelet activation","C1_05_24",0,0,0,1,1,3.97642389357996e-39
"Efferocytosis","Efferocytosis","C1_05_24",0,0,0,1,1,1.3055316961428e-37
"Antifolate resistance","Antifolate resistance","C1_05_24",0,0,0,1,1,9.45772950760152e-48
"Alcoholism","Alcoholism","C1_05_24",0,0,0,1,1,6.12752102471041e-41
"Melanogenesis","Melanogenesis","C1_05_24",0,0,0,1,1,8.32451314784608e-42
"Prolactin signaling pathway","Prolactin signaling pathway","C1_05_24",0,0,0,1,1,9.87934770527834e-47
"Glycerolipid metabolism","Glycerolipid metabolism","C1_05_24",0,0,0,1,1,2.26971793243353e-46
"Dopaminergic synapse","Dopaminergic synapse","C1_05_24",0,0,0,1,1,1.21860920972046e-41
"Glycosphingolipid biosynthesis - ganglio series","Glycosphingolipid biosynthesis - ganglio series","C1_05_24",0,0,0,1,1,6.42087538524188e-51
"Mucin type O-glycan biosynthesis","Mucin type O-glycan biosynthesis","C1_05_24",0,0,0,1,1,5.0019628678365e-49
"Lipoic acid metabolism","Lipoic acid metabolism","C1_05_24",0,0,0,1,1,6.90254604047074e-51
"NF-kappa B signaling pathway","NF-kappa B signaling pathway","C1_05_24",0,0,0,1,1,2.63022447731547e-42
"Oxytocin signaling pathway","Oxytocin signaling pathway","C1_05_24",0,0,0,1,1,2.04933185437808e-38
"Basal cell carcinoma","Basal cell carcinoma","C1_05_24",0,0,0,1,1,5.90397205621077e-45
"Legionellosis","Legionellosis","C1_05_24",0,0,0,1,1,2.36258926153496e-47
"Measles","Measles","C1_05_24",0,0,0,1,1,2.83137036821739e-44
"Biosynthesis of cofactors","Biosynthesis of cofactors","C1_05_24",0,0,0,1,1,4.32628964817973e-42
"Glycosaminoglycan biosynthesis - keratan sulfate","Glycosaminoglycan biosynthesis - keratan sulfate","C1_05_24",0,0,0,1,1,1.59879547304547e-50
"Alanine, aspartate and glutamate metabolism","Alanine, aspartate and glutamate metabolism","C1_05_24",0,0,0,1,1,5.33112526764012e-50
"Fatty acid biosynthesis","Fatty acid biosynthesis","C1_05_24",1,0,1,0.0163551401869159,1,2.53477179197881e-51
"Hypertrophic cardiomyopathy","Hypertrophic cardiomyopathy","C1_05_24",0,0,0,1,1,1.85662644981393e-39
"Glucagon signaling pathway","Glucagon signaling pathway","C1_05_24",0,0,0,1,1,1.81915353385188e-43
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","C1_05_24",0,0,0,1,1,5.20855043452679e-48
"Steroid biosynthesis","Steroid biosynthesis","C1_05_24",0,0,0,1,1,1.36977050779093e-50
"cGMP-PKG signaling pathway","cGMP-PKG signaling pathway","C1_05_24",0,0,0,1,1,7.56180355616567e-38
"Phagosome","Phagosome","C1_05_24",0,0,0,1,1,1.42887392026091e-47
"Arginine and proline metabolism","Arginine and proline metabolism","C1_05_24",0,0,0,1,1,1.22643735302249e-47
"Pyruvate metabolism","Pyruvate metabolism","C1_05_24",0,0,0,1,1,1.31338734056013e-48
"Type II diabetes mellitus","Type II diabetes mellitus","C1_05_24",0,0,0,1,1,2.08738832974583e-46
"Dilated cardiomyopathy","Dilated cardiomyopathy","C1_05_24",0,0,0,1,1,1.98229844572401e-38
"Alcoholic liver disease","Alcoholic liver disease","C1_05_24",0,0,0,1,1,2.26301436699252e-41
"Leukocyte transendothelial migration","Leukocyte transendothelial migration","C1_05_24",0,0,0,1,1,1.10770450693252e-42
"Glycosaminoglycan degradation","Glycosaminoglycan degradation","C1_05_24",0,0,0,1,1,1.01976796459289e-50
"Endocrine and other factor-regulated calcium reabsorption","Endocrine and other factor-regulated calcium reabsorption","C1_05_24",0,0,0,1,1,1.97639183268615e-44
"Ubiquinone and other terpenoid-quinone biosynthesis","Ubiquinone and other terpenoid-quinone biosynthesis","C1_05_24",0,0,0,1,1,7.06455393014961e-51
"Fc epsilon RI signaling pathway","Fc epsilon RI signaling pathway","C1_05_24",0,0,0,1,1,4.49693346975998e-47
"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism","C1_05_24",0,0,0,1,1,1.06979266162595e-47
"Pertussis","Pertussis","C1_05_24",0,0,0,1,1,9.45878870000157e-46
"Aldosterone synthesis and secretion","Aldosterone synthesis and secretion","C1_05_24",0,0,0,1,1,1.02211728277825e-41
"Regulation of lipolysis in adipocytes","Regulation of lipolysis in adipocytes","C1_05_24",0,0,0,1,1,4.01476074555831e-45
"Cholinergic synapse","Cholinergic synapse","C1_05_24",0,0,0,1,1,1.27889746883375e-41
"Osteoclast differentiation","Osteoclast differentiation","C1_05_24",1,0,1,0.286214953271028,1,1.0978501288703e-40
"Pentose phosphate pathway","Pentose phosphate pathway","C1_05_24",0,0,0,1,1,5.33112526764012e-50
"beta-Alanine metabolism","beta-Alanine metabolism","C1_05_24",0,0,0,1,1,3.99416878376461e-49
"PPAR signaling pathway","PPAR signaling pathway","C1_05_24",1,0,1,0.125,1,9.16762954660327e-47
"Folate biosynthesis","Folate biosynthesis","C1_05_24",0,0,0,1,1,5.60385741136168e-51
"Influenza A","Influenza A","C1_05_24",0,0,0,1,1,3.67653008743816e-44
"Th17 cell differentiation","Th17 cell differentiation","C1_05_24",0,0,0,1,1,1.69082557776615e-45
"Cardiac muscle contraction","Cardiac muscle contraction","C1_05_24",0,0,0,1,1,3.12270540108294e-45
"Nicotinate and nicotinamide metabolism","Nicotinate and nicotinamide metabolism","C1_05_24",0,0,0,1,1,8.93699400187274e-49
"Aldosterone-regulated sodium reabsorption","Aldosterone-regulated sodium reabsorption","C1_05_24",0,0,0,1,1,3.42264039378057e-49
"Neutrophil extracellular trap formation","Neutrophil extracellular trap formation","C1_05_24",0,0,0,1,1,1.47606868355771e-41
"Th1 and Th2 cell differentiation","Th1 and Th2 cell differentiation","C1_05_24",0,0,0,1,1,8.57174230275221e-48
"NOD-like receptor signaling pathway","NOD-like receptor signaling pathway","C1_05_24",0,0,0,1,1,2.88120970578114e-39
"Cortisol synthesis and secretion","Cortisol synthesis and secretion","C1_05_24",0,0,0,1,1,2.90632000865444e-43
"GnRH secretion","GnRH secretion","C1_05_24",0,0,0,1,1,4.1691719114525e-46
"Vascular smooth muscle contraction","Vascular smooth muscle contraction","C1_05_24",0,0,0,1,1,3.02014500293813e-40
"Estrogen signaling pathway","Estrogen signaling pathway","C1_05_24",0,0,0,1,1,2.57764809179979e-40
"RIG-I-like receptor signaling pathway","RIG-I-like receptor signaling pathway","C1_05_24",0,0,0,1,1,1.51437579272159e-47
"Amoebiasis","Amoebiasis","C1_05_24",0,0,0,1,1,1.32028568445461e-40
"ECM-receptor interaction","ECM-receptor interaction","C1_05_24",0,0,0,1,1,8.29553146762996e-39
"Renin secretion","Renin secretion","C1_05_24",0,0,0,1,1,2.70196108238138e-44
"Collecting duct acid secretion","Collecting duct acid secretion","C1_05_24",0,0,0,1,1,1.29484265795083e-49
"Viral myocarditis","Viral myocarditis","C1_05_24",0,0,0,1,1,1.31155453287453e-48
"B cell receptor signaling pathway","B cell receptor signaling pathway","C1_05_24",0,0,0,1,1,6.61869224016061e-46
"Glutamatergic synapse","Glutamatergic synapse","C1_05_24",0,0,0,1,1,1.99845953540597e-42
"Cytosolic DNA-sensing pathway","Cytosolic DNA-sensing pathway","C1_05_24",0,0,0,1,1,2.43099220937718e-45
