"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"nuclear envelope organization17","nuclear envelope organization","MMEB9_C3",0,0,0,1,1,1.80297233073699e-49
"cellular response to environmental stimulus17","cellular response to environmental stimulus","MMEB9_C3",0,0,0,1,1,4.02767019368375e-36
"membrane fission17","membrane fission","MMEB9_C3",0,0,0,1,1,1.62206258388619e-52
"membrane biogenesis17","membrane biogenesis","MMEB9_C3",0,0,0,1,1,9.99909394812132e-49
"regulation of mitochondrial membrane permeability17","regulation of mitochondrial membrane permeability","MMEB9_C3",0,0,0,1,1,4.91705913596735e-50
"autophagosome maturation17","autophagosome maturation","MMEB9_C3",0,0,0,1,1,3.21429299145924e-50
"neuron death17","neuron death","MMEB9_C3",0,0.5,-0.584962500721156,0.229,1,6.270903920453e-36
"fibroblast proliferation17","fibroblast proliferation","MMEB9_C3",0,0,0,1,1,8.96338212258465e-46
"cilium organization17","cilium organization","MMEB9_C3",0,0,0,1,1,4.39048264052803e-38
"sulfur compound metabolic process17","sulfur compound metabolic process","MMEB9_C3",0,0,0,1,1,1.84777468371353e-38
"positive regulation of amide metabolic process17","positive regulation of amide metabolic process","MMEB9_C3",0,0,0,1,1,5.21766189853029e-44
"cortical cytoskeleton organization17","cortical cytoskeleton organization","MMEB9_C3",0,0,0,1,1,2.15923543033841e-50
"regulation of generation of precursor metabolites and energy17","regulation of generation of precursor metabolites and energy","MMEB9_C3",0,0,0,1,1,2.49215604139283e-44
"stem cell differentiation17","stem cell differentiation","MMEB9_C3",1,0,1,0.454,1,2.47973562469596e-38
"nucleus organization17","nucleus organization","MMEB9_C3",0,0,0,1,1,6.29501419991877e-45
"miRNA processing17","miRNA processing","MMEB9_C3",0,0,0,1,1,2.53504724725489e-50
"intraciliary transport17","intraciliary transport","MMEB9_C3",0,0,0,1,1,5.44175370442951e-53
"cellular response to oxygen levels17","cellular response to oxygen levels","MMEB9_C3",0,0,0,1,1,1.45333461434905e-42
"membrane assembly17","membrane assembly","MMEB9_C3",0,0,0,1,1,6.20375575158266e-49
"nucleosome organization17","nucleosome organization","MMEB9_C3",0,0,0,1,1,3.06055786684382e-50
"iron-sulfur cluster assembly17","iron-sulfur cluster assembly","MMEB9_C3",0,0,0,1,1,9.994915076984e-53
"metallo-sulfur cluster assembly17","metallo-sulfur cluster assembly","MMEB9_C3",0,0,0,1,1,9.994915076984e-53
"Golgi to plasma membrane protein transport17","Golgi to plasma membrane protein transport","MMEB9_C3",0,0,0,1,1,3.43474600363821e-51
"regulation of fibroblast proliferation17","regulation of fibroblast proliferation","MMEB9_C3",0,0,0,1,1,3.90058601491105e-46
"peroxisome organization17","peroxisome organization","MMEB9_C3",0,0,0,1,1,3.36413862179225e-51
"regulation of stem cell differentiation17","regulation of stem cell differentiation","MMEB9_C3",0,0,0,1,1,1.36808055351926e-47
"substrate adhesion-dependent cell spreading17","substrate adhesion-dependent cell spreading","MMEB9_C3",0,0,0,1,1,2.55474631782181e-44
"presynaptic endocytosis17","presynaptic endocytosis","MMEB9_C3",0,0,0,1,1,1.49276858460077e-48
"cellular response to epidermal growth factor stimulus17","cellular response to epidermal growth factor stimulus","MMEB9_C3",0,0,0,1,1,1.44904705662679e-49
"intracellular lipid transport17","intracellular lipid transport","MMEB9_C3",0,0,0,1,1,9.55893220719599e-51
"neuron apoptotic process17","neuron apoptotic process","MMEB9_C3",0,0,0,1,1,3.70798092504583e-40
"regulation of nervous system development17","regulation of nervous system development","MMEB9_C3",1,1,0,1,1,2.48572325928815e-32
"response to hydrogen peroxide17","response to hydrogen peroxide","MMEB9_C3",0,0,0,1,1,2.97896193093746e-46
"cellular senescence17","cellular senescence","MMEB9_C3",0,0,0,1,1,1.9282447230655e-46
"fatty acid beta-oxidation17","fatty acid beta-oxidation","MMEB9_C3",0,0,0,1,1,5.42444492524324e-51
"maintenance of protein location17","maintenance of protein location","MMEB9_C3",0,0,0,1,1,1.2622927822694e-47
"regulation of microtubule polymerization17","regulation of microtubule polymerization","MMEB9_C3",0,0,0,1,1,5.62711672704343e-50
"regulation of embryonic development17","regulation of embryonic development","MMEB9_C3",0,0,0,1,1,1.83416764151794e-47
"regulation of ubiquitin-protein transferase activity17","regulation of ubiquitin-protein transferase activity","MMEB9_C3",0,0,0,1,1,5.31384787964944e-51
"regulation of developmental growth17","regulation of developmental growth","MMEB9_C3",1,1,0,1,1,1.21172170208023e-36
"maintenance of protein location in cell17","maintenance of protein location in cell","MMEB9_C3",0,0,0,1,1,2.09812850430302e-49
"positive regulation of mitotic cell cycle17","positive regulation of mitotic cell cycle","MMEB9_C3",0,0,0,1,1,3.97609502101819e-45
"response to epidermal growth factor17","response to epidermal growth factor","MMEB9_C3",0,0,0,1,1,1.64840152990015e-49
"heterochromatin formation17","heterochromatin formation","MMEB9_C3",0,0,0,1,1,3.34111029187731e-46
"regulation of cell-substrate junction organization17","regulation of cell-substrate junction organization","MMEB9_C3",0,0,0,1,1,3.36483225962853e-46
"alpha-amino acid biosynthetic process17","alpha-amino acid biosynthetic process","MMEB9_C3",0,0,0,1,1,1.1266178788878e-49
"establishment of tissue polarity17","establishment of tissue polarity","MMEB9_C3",0,0,0,1,1,1.31704942438996e-47
"nucleotide catabolic process17","nucleotide catabolic process","MMEB9_C3",0,0,0,1,1,2.23311881765579e-49
"regulation of extracellular matrix organization17","regulation of extracellular matrix organization","MMEB9_C3",0,0,0,1,1,6.06524292886336e-46
"positive regulation of viral process17","positive regulation of viral process","MMEB9_C3",0,0,0,1,1,2.99720278677374e-49
"cell-substrate adhesion17","cell-substrate adhesion","MMEB9_C3",0,1,-1,0.545,1,1.49023258022245e-33
"clathrin-dependent endocytosis17","clathrin-dependent endocytosis","MMEB9_C3",0,0,0,1,1,1.16195517986942e-50
"response to oxygen levels17","response to oxygen levels","MMEB9_C3",1,1,0,1,1,2.9774054062335e-35
"lamellipodium organization17","lamellipodium organization","MMEB9_C3",0,0,0,1,1,2.88245635770447e-45
"postsynapse organization17","postsynapse organization","MMEB9_C3",0,0,0,1,1,4.50882101959171e-41
"placenta development17","placenta development","MMEB9_C3",0,0,0,1,1,5.7723141300024e-42
"protein maturation17","protein maturation","MMEB9_C3",0,0,0,1,1,1.680063315058e-36
"regulation of fibroblast migration17","regulation of fibroblast migration","MMEB9_C3",0,0,0,1,1,2.75933666830934e-50
"G0 to G1 transition17","G0 to G1 transition","MMEB9_C3",0,0,0,1,1,3.36027404900638e-51
"negative regulation of growth17","negative regulation of growth","MMEB9_C3",1,0,1,0.46,1,1.68267879053765e-37
"regulation of intracellular steroid hormone receptor signaling pathway17","regulation of intracellular steroid hormone receptor signaling pathway","MMEB9_C3",0,0,0,1,1,5.51461299840878e-49
"regulation of cysteine-type endopeptidase activity involved in apoptotic process17","regulation of cysteine-type endopeptidase activity involved in apoptotic process","MMEB9_C3",0,0,0,1,1,8.22205496045402e-42
"pteridine-containing compound metabolic process17","pteridine-containing compound metabolic process","MMEB9_C3",0,0,0,1,1,7.0290352551957e-53
"response to arsenic-containing substance17","response to arsenic-containing substance","MMEB9_C3",0,0,0,1,1,1.88046995102228e-52
"regulation of stem cell population maintenance17","regulation of stem cell population maintenance","MMEB9_C3",0,0,0,1,1,5.86317359266065e-49
"chondrocyte differentiation17","chondrocyte differentiation","MMEB9_C3",0,0,0,1,1,4.05588274754204e-44
"regulation of G0 to G1 transition17","regulation of G0 to G1 transition","MMEB9_C3",0,0,0,1,1,3.00528092579899e-51
"regulation of focal adhesion assembly17","regulation of focal adhesion assembly","MMEB9_C3",0,0,0,1,1,1.84940611812799e-46
"regulation of cell-substrate junction assembly17","regulation of cell-substrate junction assembly","MMEB9_C3",0,0,0,1,1,1.84940611812799e-46
"regulation of mitochondrial membrane potential17","regulation of mitochondrial membrane potential","MMEB9_C3",0,0,0,1,1,3.53847183528769e-50
"regulation of membrane permeability17","regulation of membrane permeability","MMEB9_C3",0,0,0,1,1,3.82749313934536e-48
"mitochondrial genome maintenance17","mitochondrial genome maintenance","MMEB9_C3",0,0,0,1,1,3.18474736973335e-52
"regulation of microtubule depolymerization17","regulation of microtubule depolymerization","MMEB9_C3",0,0,0,1,1,1.50946118713677e-50
"Wnt signaling pathway, planar cell polarity pathway17","Wnt signaling pathway, planar cell polarity pathway","MMEB9_C3",0,0,0,1,1,6.51496198007196e-49
"response to insulin17","response to insulin","MMEB9_C3",0,0,0,1,1,7.3294962424466e-39
"kinetochore organization17","kinetochore organization","MMEB9_C3",0,0,0,1,1,1.65809249046954e-53
"lung morphogenesis17","lung morphogenesis","MMEB9_C3",0,0,0,1,1,5.77712380356829e-49
"regulation of chromatin organization17","regulation of chromatin organization","MMEB9_C3",0,0,0,1,1,2.41894592746383e-52
"release of cytochrome c from mitochondria17","release of cytochrome c from mitochondria","MMEB9_C3",0,0,0,1,1,1.79917968152116e-49
"regulation of neuron death17","regulation of neuron death","MMEB9_C3",0,0,0,1,1,3.54872750757357e-37
"oligosaccharide-lipid intermediate biosynthetic process17","oligosaccharide-lipid intermediate biosynthetic process","MMEB9_C3",0,0,0,1,1,2.03875153734587e-53
"lysosomal lumen acidification17","lysosomal lumen acidification","MMEB9_C3",0,0,0,1,1,1.71245645133296e-53
"P-body assembly17","P-body assembly","MMEB9_C3",0,0,0,1,1,1.75161919210292e-53
"mitochondrion morphogenesis17","mitochondrion morphogenesis","MMEB9_C3",0,0,0,1,1,2.76405378747633e-53
"positive regulation of mitochondrial fission17","positive regulation of mitochondrial fission","MMEB9_C3",0,0,0,1,1,5.44175370442951e-53
"kidney development17","kidney development","MMEB9_C3",0,1,-1,0.578,1,6.09754061070408e-35
"regulation of anatomical structure size17","regulation of anatomical structure size","MMEB9_C3",2,1,0.584962500721156,0.711,1,7.82190600252361e-31
"respiratory system development17","respiratory system development","MMEB9_C3",0,0,0,1,1,2.98705364163903e-39
"regulation of cell-substrate adhesion17","regulation of cell-substrate adhesion","MMEB9_C3",0,0,0,1,1,5.04462029022127e-38
"protein neddylation17","protein neddylation","MMEB9_C3",0,0,0,1,1,9.1082410611569e-53
"nucleosome assembly17","nucleosome assembly","MMEB9_C3",0,0,0,1,1,9.81569904725915e-52
"platelet-derived growth factor receptor signaling pathway17","platelet-derived growth factor receptor signaling pathway","MMEB9_C3",0,0,0,1,1,2.56618097215878e-48
"connective tissue development17","connective tissue development","MMEB9_C3",0,0,0,1,1,1.41791732282513e-36
"circadian regulation of gene expression17","circadian regulation of gene expression","MMEB9_C3",0,0,0,1,1,1.49144044434273e-49
"organophosphate catabolic process17","organophosphate catabolic process","MMEB9_C3",1,0,1,0.22,1,1.86804702340433e-45
"positive regulation by host of viral process17","positive regulation by host of viral process","MMEB9_C3",0,0,0,1,1,3.51664544608597e-53
"pore complex assembly17","pore complex assembly","MMEB9_C3",0,0,0,1,1,2.1251362419621e-52
"cellular response to arsenic-containing substance17","cellular response to arsenic-containing substance","MMEB9_C3",0,0,0,1,1,2.03875153734587e-53
"glycosyl compound biosynthetic process17","glycosyl compound biosynthetic process","MMEB9_C3",0,0,0,1,1,6.87980044279923e-53
"multicellular organism growth17","multicellular organism growth","MMEB9_C3",0,0,0,1,1,1.03621079161745e-42
"COPII vesicle coating17","COPII vesicle coating","MMEB9_C3",0,0,0,1,1,1.02890470232313e-53
"ossification17","ossification","MMEB9_C3",0,1,-1,0.501,1,8.57537709021141e-31
"cardiac chamber development17","cardiac chamber development","MMEB9_C3",0,0,0,1,1,1.12113549027444e-40
"myeloid cell homeostasis17","myeloid cell homeostasis","MMEB9_C3",1,0,1,0.308,1,1.96281756434129e-42
"positive regulation of growth17","positive regulation of growth","MMEB9_C3",0,0,0,1,1,2.21212246655455e-39
"ubiquinone metabolic process17","ubiquinone metabolic process","MMEB9_C3",0,0,0,1,1,1.61181353556525e-53
"inositol phosphate catabolic process17","inositol phosphate catabolic process","MMEB9_C3",0,0,0,1,1,3.60303317219865e-53
"telomerase RNA localization to Cajal body17","telomerase RNA localization to Cajal body","MMEB9_C3",0,0,0,1,1,9.994915076984e-53
"endoplasmic reticulum calcium ion homeostasis17","endoplasmic reticulum calcium ion homeostasis","MMEB9_C3",0,0,0,1,1,6.87980044279923e-53
"centrosome localization17","centrosome localization","MMEB9_C3",0,0,0,1,1,4.01154507314053e-51
"microtubule organizing center localization17","microtubule organizing center localization","MMEB9_C3",0,0,0,1,1,4.01154507314053e-51
"cellular carbohydrate metabolic process17","cellular carbohydrate metabolic process","MMEB9_C3",0,0,0,1,1,2.95525837735682e-39
"muscle cell differentiation17","muscle cell differentiation","MMEB9_C3",0,1,-1,0.54,1,1.49786319405875e-33
"regulation of dephosphorylation17","regulation of dephosphorylation","MMEB9_C3",0,0,0,1,1,8.29487015171594e-45
"glycosaminoglycan biosynthetic process17","glycosaminoglycan biosynthetic process","MMEB9_C3",0,0,0,1,1,1.16428514114322e-47
"osteoblast differentiation17","osteoblast differentiation","MMEB9_C3",0,0,0,1,1,2.98281219657999e-36
"regulation of gene silencing by RNA17","regulation of gene silencing by RNA","MMEB9_C3",0,0,0,1,1,4.52692540770106e-50
"lamellipodium morphogenesis17","lamellipodium morphogenesis","MMEB9_C3",0,0,0,1,1,9.84074449259931e-52
"positive regulation of neuron migration17","positive regulation of neuron migration","MMEB9_C3",0,0,0,1,1,2.76405378747633e-53
"GPI anchor biosynthetic process17","GPI anchor biosynthetic process","MMEB9_C3",0,0,0,1,1,2.6027398228719e-53
"pigmentation17","pigmentation","MMEB9_C3",0,0,0,1,1,3.19421783579734e-45
"establishment or maintenance of epithelial cell apical/basal polarity17","establishment or maintenance of epithelial cell apical/basal polarity","MMEB9_C3",0,0,0,1,1,5.82784683481474e-50
"neuron projection organization17","neuron projection organization","MMEB9_C3",0,0,0,1,1,1.88758026574601e-47
"cerebellum development17","cerebellum development","MMEB9_C3",1,0,1,0.165,1,1.12413637567988e-47
"appendage development17","appendage development","MMEB9_C3",0,0,0,1,1,1.96269205103141e-40
"limb development17","limb development","MMEB9_C3",0,0,0,1,1,1.96269205103141e-40
"hematopoietic progenitor cell differentiation17","hematopoietic progenitor cell differentiation","MMEB9_C3",0,0,0,1,1,6.72876394506354e-45
"positive regulation of epithelial cell migration17","positive regulation of epithelial cell migration","MMEB9_C3",0,0,0,1,1,1.02479987228996e-40
"regulation of neuron apoptotic process17","regulation of neuron apoptotic process","MMEB9_C3",0,0,0,1,1,1.82498756699118e-41
"regulation of endocytosis17","regulation of endocytosis","MMEB9_C3",0,0,0,1,1,1.4322669813234e-41
"face development17","face development","MMEB9_C3",0,0,0,1,1,2.28056672235454e-49
"monosaccharide metabolic process17","monosaccharide metabolic process","MMEB9_C3",1,0,1,0.351,1,5.61667490504001e-41
"cellular metabolic compound salvage17","cellular metabolic compound salvage","MMEB9_C3",0,0,0,1,1,1.45502632126628e-52
"nuclear migration17","nuclear migration","MMEB9_C3",0,0,0,1,1,1.53298333755281e-52
"platelet dense granule organization17","platelet dense granule organization","MMEB9_C3",0,0,0,1,1,1.24741527620416e-52
"cell communication by electrical coupling involved in cardiac conduction17","cell communication by electrical coupling involved in cardiac conduction","MMEB9_C3",0,0,0,1,1,3.86762362695429e-51
"regulation of ncRNA transcription17","regulation of ncRNA transcription","MMEB9_C3",0,0,0,1,1,4.45341156903315e-53
"fat cell differentiation17","fat cell differentiation","MMEB9_C3",0,0,0,1,1,4.32361199502005e-41
"sulfur amino acid biosynthetic process17","sulfur amino acid biosynthetic process","MMEB9_C3",0,0,0,1,1,1.23415142355449e-53
"regulation of translational fidelity17","regulation of translational fidelity","MMEB9_C3",0,0,0,1,1,2.89091950619502e-53
"ubiquinone biosynthetic process17","ubiquinone biosynthetic process","MMEB9_C3",0,0,0,1,1,7.30986064786942e-54
"establishment of epithelial cell apical/basal polarity17","establishment of epithelial cell apical/basal polarity","MMEB9_C3",0,0,0,1,1,1.7337128147691e-52
"quinone biosynthetic process17","quinone biosynthetic process","MMEB9_C3",0,0,0,1,1,7.30986064786942e-54
"regulation of Golgi organization17","regulation of Golgi organization","MMEB9_C3",0,0,0,1,1,7.30986064786942e-54
"mucopolysaccharide metabolic process17","mucopolysaccharide metabolic process","MMEB9_C3",0,0,0,1,1,8.30671073467557e-47
"regulation of protein dephosphorylation17","regulation of protein dephosphorylation","MMEB9_C3",0,0,0,1,1,2.10489297758526e-47
"regulation of cytokinesis17","regulation of cytokinesis","MMEB9_C3",0,0,0,1,1,1.55487815861266e-47
"regulation of response to oxidative stress17","regulation of response to oxidative stress","MMEB9_C3",0,0,0,1,1,4.97338889387352e-49
"microtubule depolymerization17","microtubule depolymerization","MMEB9_C3",0,0,0,1,1,5.03084110031027e-49
"cerebral cortex development17","cerebral cortex development","MMEB9_C3",0,0,0,1,1,3.48203426817805e-44
"ruffle organization17","ruffle organization","MMEB9_C3",0,0,0,1,1,3.18728944616793e-49
"microvillus assembly17","microvillus assembly","MMEB9_C3",0,0,0,1,1,5.44175370442951e-53
"suppression of viral release by host17","suppression of viral release by host","MMEB9_C3",0,0,0,1,1,1.75161919210292e-53
"chaperone-mediated autophagy17","chaperone-mediated autophagy","MMEB9_C3",0,0,0,1,1,1.0219994478136e-53
"anoikis17","anoikis","MMEB9_C3",0,0,0,1,1,3.21429299145924e-50
"proton transmembrane transport17","proton transmembrane transport","MMEB9_C3",0,0,0,1,1,1.42624216292636e-47
"establishment of mitotic spindle localization17","establishment of mitotic spindle localization","MMEB9_C3",0,0,0,1,1,1.83051264889936e-51
"cellular response to acid chemical17","cellular response to acid chemical","MMEB9_C3",0,0,0,1,1,5.43377203147859e-46
"response to leukemia inhibitory factor17","response to leukemia inhibitory factor","MMEB9_C3",0,0,0,1,1,2.58312734257234e-47
"viral release from host cell17","viral release from host cell","MMEB9_C3",0,0,0,1,1,4.80959976302845e-53
"exit from host cell17","exit from host cell","MMEB9_C3",0,0,0,1,1,4.80959976302845e-53
"neurotransmitter secretion17","neurotransmitter secretion","MMEB9_C3",0,0,0,1,1,3.06316536171354e-46
"signal release from synapse17","signal release from synapse","MMEB9_C3",0,0,0,1,1,3.06316536171354e-46
"antigen processing and presentation of endogenous peptide antigen via MHC class I17","antigen processing and presentation of endogenous peptide antigen via MHC class I","MMEB9_C3",0,0,0,1,1,7.30986064786942e-54
"cellular response to dsRNA17","cellular response to dsRNA","MMEB9_C3",0,0,0,1,1,2.35742415083244e-52
"cellular response to heat17","cellular response to heat","MMEB9_C3",0,0,0,1,1,4.13097439418681e-50
"body morphogenesis17","body morphogenesis","MMEB9_C3",0,0,0,1,1,2.09812850430302e-49
"sulfur amino acid metabolic process17","sulfur amino acid metabolic process","MMEB9_C3",0,0,0,1,1,9.1082410611569e-53
"response to fluid shear stress17","response to fluid shear stress","MMEB9_C3",0,0,0,1,1,8.89892150502484e-51
"cellular response to leukemia inhibitory factor17","cellular response to leukemia inhibitory factor","MMEB9_C3",0,0,0,1,1,9.61839019648359e-48
"regulation of type I interferon-mediated signaling pathway17","regulation of type I interferon-mediated signaling pathway","MMEB9_C3",0,0,0,1,1,5.13564594954798e-50
"ribosomal subunit export from nucleus17","ribosomal subunit export from nucleus","MMEB9_C3",0,0,0,1,1,2.03875153734587e-53
"ribosome localization17","ribosome localization","MMEB9_C3",0,0,0,1,1,2.03875153734587e-53
"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway17","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","MMEB9_C3",0,0,0,1,1,8.70127249824012e-54
"actin filament severing17","actin filament severing","MMEB9_C3",0,0,0,1,1,7.0290352551957e-53
"seminiferous tubule development17","seminiferous tubule development","MMEB9_C3",0,0,0,1,1,1.75161919210292e-53
"lamellipodium assembly17","lamellipodium assembly","MMEB9_C3",0,0,0,1,1,9.24867974040915e-48
"positive regulation of protein autophosphorylation17","positive regulation of protein autophosphorylation","MMEB9_C3",0,0,0,1,1,7.72836870737781e-52
"RIG-I signaling pathway17","RIG-I signaling pathway","MMEB9_C3",0,0,0,1,1,4.16732661671743e-53
"cellular modified amino acid biosynthetic process17","cellular modified amino acid biosynthetic process","MMEB9_C3",0,0,0,1,1,1.02890470232313e-53
"spindle localization17","spindle localization","MMEB9_C3",1,0,1,0.106,1,3.53847183528769e-50
"trabecula morphogenesis17","trabecula morphogenesis","MMEB9_C3",0,0,0,1,1,4.16401172319073e-48
"branched-chain amino acid catabolic process17","branched-chain amino acid catabolic process","MMEB9_C3",0,0,0,1,1,1.85234900003722e-53
"diol biosynthetic process17","diol biosynthetic process","MMEB9_C3",0,0,0,1,1,7.30986064786942e-54
"morphogenesis of a branching structure17","morphogenesis of a branching structure","MMEB9_C3",0,0,0,1,1,1.61021826602499e-38
"ruffle assembly17","ruffle assembly","MMEB9_C3",0,0,0,1,1,7.17507141352003e-51
"roof of mouth development17","roof of mouth development","MMEB9_C3",0,0,0,1,1,7.68738523345933e-45
"Schwann cell differentiation17","Schwann cell differentiation","MMEB9_C3",0,0,0,1,1,1.34574535885375e-51
"regulation of cellular response to oxidative stress17","regulation of cellular response to oxidative stress","MMEB9_C3",0,0,0,1,1,1.5898275054324e-49
"regulation of oxidative stress-induced cell death17","regulation of oxidative stress-induced cell death","MMEB9_C3",0,0,0,1,1,6.72462367260644e-50
"glycogen metabolic process17","glycogen metabolic process","MMEB9_C3",0,0,0,1,1,1.5898275054324e-49
"organelle inheritance17","organelle inheritance","MMEB9_C3",0,0,0,1,1,7.30986064786942e-54
"Golgi localization17","Golgi localization","MMEB9_C3",0,0,0,1,1,7.30986064786942e-54
"mammary gland epithelial cell proliferation17","mammary gland epithelial cell proliferation","MMEB9_C3",0,0,0,1,1,4.01154507314053e-51
"dicarboxylic acid metabolic process17","dicarboxylic acid metabolic process","MMEB9_C3",0,0,0,1,1,3.00394678292451e-48
"regulation of defense response to virus17","regulation of defense response to virus","MMEB9_C3",0,0,0,1,1,2.52157428415073e-49
"positive regulation of cartilage development17","positive regulation of cartilage development","MMEB9_C3",0,0,0,1,1,2.81593819050368e-49
"neurotrophin signaling pathway17","neurotrophin signaling pathway","MMEB9_C3",0,0,0,1,1,1.86889685684112e-51
"ceramide biosynthetic process17","ceramide biosynthetic process","MMEB9_C3",0,0,0,1,1,1.12072968864535e-49
"plasma membrane tubulation17","plasma membrane tubulation","MMEB9_C3",0,0,0,1,1,6.97615963231213e-53
"membrane protein proteolysis17","membrane protein proteolysis","MMEB9_C3",0,0,0,1,1,1.06383583897149e-49
"regulation of ATP metabolic process17","regulation of ATP metabolic process","MMEB9_C3",0,0,0,1,1,2.10571717621175e-46
"regulation of carbohydrate metabolic process17","regulation of carbohydrate metabolic process","MMEB9_C3",0,0,0,1,1,1.98309466460981e-42
"positive regulation of kinase activity17","positive regulation of kinase activity","MMEB9_C3",0,1,-1,0.531,1,1.86095555904699e-31
"biological process involved in interaction with host17","biological process involved in interaction with host","MMEB9_C3",0,0,0,1,1,3.01389241362102e-42
"cellular response to ketone17","cellular response to ketone","MMEB9_C3",0,0,0,1,1,5.14931119487673e-45
"cell redox homeostasis17","cell redox homeostasis","MMEB9_C3",0,0,0,1,1,1.61381807912198e-52
"melanosome localization17","melanosome localization","MMEB9_C3",0,0,0,1,1,4.99484411367143e-53
"fibroblast apoptotic process17","fibroblast apoptotic process","MMEB9_C3",0,0,0,1,1,4.7599255731438e-52
"antigen processing and presentation of peptide antigen via MHC class I17","antigen processing and presentation of peptide antigen via MHC class I","MMEB9_C3",0,0,0,1,1,2.22011312282445e-53
"ubiquitin recycling17","ubiquitin recycling","MMEB9_C3",0,0,0,1,1,7.30986064786942e-54
"adherens junction assembly17","adherens junction assembly","MMEB9_C3",0,0,0,1,1,3.60216042066221e-53
"regulation of sulfur metabolic process17","regulation of sulfur metabolic process","MMEB9_C3",0,0,0,1,1,7.30986064786942e-54
"UV-damage excision repair17","UV-damage excision repair","MMEB9_C3",0,0,0,1,1,1.75161919210292e-53
"mitochondrion localization17","mitochondrion localization","MMEB9_C3",0,0,0,1,1,2.49985780534586e-50
"execution phase of apoptosis17","execution phase of apoptosis","MMEB9_C3",0,0,0,1,1,1.61857496400411e-47
"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process17","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","MMEB9_C3",0,0,0,1,1,9.01145709014594e-48
"pentose-phosphate shunt17","pentose-phosphate shunt","MMEB9_C3",0,0,0,1,1,6.87980044279923e-53
"hepatocyte apoptotic process17","hepatocyte apoptotic process","MMEB9_C3",0,0,0,1,1,1.6456100245454e-51
"lysosomal protein catabolic process17","lysosomal protein catabolic process","MMEB9_C3",0,0,0,1,1,8.79916592611212e-54
"pyruvate metabolic process17","pyruvate metabolic process","MMEB9_C3",0,0,0,1,1,1.31269179979809e-44
"substantia nigra development17","substantia nigra development","MMEB9_C3",0,0,0,1,1,9.84074449259931e-52
"response to amino acid17","response to amino acid","MMEB9_C3",0,0,0,1,1,1.36098148116036e-44
"movement in host17","movement in host","MMEB9_C3",0,0,0,1,1,2.6869835672951e-43
"carbohydrate derivative catabolic process17","carbohydrate derivative catabolic process","MMEB9_C3",0,0,0,1,1,2.74605945906217e-46
"small molecule catabolic process17","small molecule catabolic process","MMEB9_C3",1,0,1,0.424,1,2.77969452985591e-39
"ribonucleoprotein complex biogenesis18","ribonucleoprotein complex biogenesis","MMEB9_E1",19,29,-0.584962500721156,0.039,0.179493975903614,0.0053146060295539
"ncRNA processing18","ncRNA processing","MMEB9_E1",19,29,-0.584962500721156,0.043,0.184561797752809,0.00259976022336316
"proteasome-mediated ubiquitin-dependent protein catabolic process18","proteasome-mediated ubiquitin-dependent protein catabolic process","MMEB9_E1",14,36,-1.30256277002043,0.001,0.0224705882352941,0.0036208914979958
"rRNA metabolic process18","rRNA metabolic process","MMEB9_E1",13,18,-0.440572591385981,0.266,0.505532338308458,7.37236549440732e-07
"macroautophagy18","macroautophagy","MMEB9_E1",25,26,-0.0544477840223765,0.878,0.976098837209302,1.5515508227887e-06
"regulation of response to DNA damage stimulus18","regulation of response to DNA damage stimulus","MMEB9_E1",30,28,0.096215315259303,0.812,0.923166666666667,2.8402281696324e-06
"establishment of protein localization to organelle18","establishment of protein localization to organelle","MMEB9_E1",24,35,-0.526068811667588,0.048,0.195063829787234,2.34257963220193e-05
"regulation of chromosome organization18","regulation of chromosome organization","MMEB9_E1",10,22,-1.06413033741972,0.009,0.079953488372093,7.8344972150188e-07
"chromosome segregation18","chromosome segregation","MMEB9_E1",16,34.5,-1.06228427825434,0.002,0.0272857142857143,0.00108236888339633
"mitochondrial gene expression18","mitochondrial gene expression","MMEB9_E1",4,10,-1.13750352374993,0.039,0.179493975903614,2.69753093992606e-10
"cellular component disassembly18","cellular component disassembly","MMEB9_E1",31,47,-0.584962500721156,0.017,0.104741935483871,0.00308161255114416
"Golgi vesicle transport18","Golgi vesicle transport","MMEB9_E1",16,24,-0.556393348524385,0.121,0.338028776978417,2.67551266949889e-06
"DNA replication18","DNA replication","MMEB9_E1",14,23,-0.678071905112638,0.043,0.184561797752809,2.74838489113076e-06
"sister chromatid segregation18","sister chromatid segregation","MMEB9_E1",8,21,-1.28950661719498,0.003,0.0347272727272727,8.29757805276167e-09
"histone modification18","histone modification","MMEB9_E1",31,36,-0.20945336562895,0.463,0.693592156862745,4.77490416783332e-06
"nucleocytoplasmic transport18","nucleocytoplasmic transport","MMEB9_E1",16,27,-0.719892080807265,0.015,0.100526315789474,1.29903897699279e-06
"nuclear transport18","nuclear transport","MMEB9_E1",16,27,-0.719892080807265,0.015,0.100526315789474,1.29903897699279e-06
"double-strand break repair18","double-strand break repair","MMEB9_E1",21,23,-0.125530882083859,0.67,0.849447368421053,2.96686157906014e-07
