"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"Alzheimer disease","Alzheimer disease","C1_05_24",2,1,0.584962500721156,0.706775700934579,1,1.32307186131192e-30
"Non-alcoholic fatty liver disease","Non-alcoholic fatty liver disease","C1_05_24",1,0,1,0.293224299065421,1,5.56100980044079e-41
"Nucleocytoplasmic transport","Nucleocytoplasmic transport","C1_05_24",0,0,0,1,1,3.5074918640767e-43
"Human T-cell leukemia virus 1 infection","Human T-cell leukemia virus 1 infection","C1_05_24",0,0,0,1,1,1.74235950473014e-36
"Nucleotide excision repair","Nucleotide excision repair","C1_05_24",0,0,0,1,1,3.85233367286983e-45
"Oxidative phosphorylation","Oxidative phosphorylation","C1_05_24",0,0,0,1,1,1.11888674457766e-39
"Renal cell carcinoma","Renal cell carcinoma","C1_05_24",0,0,0,1,1,8.36306168415028e-46
"Axon guidance","Axon guidance","C1_05_24",0,0,0,1,1,2.49387175677211e-38
"Endometrial cancer","Endometrial cancer","C1_05_24",0,0,0,1,1,6.51794855641245e-47
"mRNA surveillance pathway","mRNA surveillance pathway","C1_05_24",0,0,0,1,1,3.23548562529275e-43
"Focal adhesion","Focal adhesion","C1_05_24",2,0,1.58496250072116,0.141355140186916,1,2.18796740146459e-37
"Adherens junction","Adherens junction","C1_05_24",0,0,0,1,1,2.00264107507578e-44
"Prion disease","Prion disease","C1_05_24",0,1,-1,0.573598130841122,1,1.10981711796564e-32
"Lysosome","Lysosome","C1_05_24",0,0,0,1,1,6.06274667924844e-39
"MAPK signaling pathway","MAPK signaling pathway","C1_05_24",0,0,0,1,1,1.61250117225651e-35
"Sphingolipid signaling pathway","Sphingolipid signaling pathway","C1_05_24",1,0,1,0.257009345794392,1,4.93665307668002e-42
"Fanconi anemia pathway","Fanconi anemia pathway","C1_05_24",0,0,0,1,1,1.70240437903438e-45
"Neurotrophin signaling pathway","Neurotrophin signaling pathway","C1_05_24",0,0,0,1,1,5.84927722865492e-40
"Phosphatidylinositol signaling system","Phosphatidylinositol signaling system","C1_05_24",0,0,0,1,1,5.10605219747947e-44
"Prostate cancer","Prostate cancer","C1_05_24",0,0,0,1,1,9.26929006766735e-44
"Aminoacyl-tRNA biosynthesis","Aminoacyl-tRNA biosynthesis","C1_05_24",0,0,0,1,1,1.40639427979549e-47
"Base excision repair","Base excision repair","C1_05_24",0,0,0,1,1,1.40639427979549e-47
"p53 signaling pathway","p53 signaling pathway","C1_05_24",0,0,0,1,1,1.73645533620807e-44
"EGFR tyrosine kinase inhibitor resistance","EGFR tyrosine kinase inhibitor resistance","C1_05_24",0,0,0,1,1,2.52791282009693e-43
"Small cell lung cancer","Small cell lung cancer","C1_05_24",0,0,0,1,1,3.89351622236826e-43
"RNA degradation","RNA degradation","C1_05_24",0,0,0,1,1,3.67481306464091e-45
"mTOR signaling pathway","mTOR signaling pathway","C1_05_24",0,0,0,1,1,5.69541829915512e-39
"Endocrine resistance","Endocrine resistance","C1_05_24",0,0,0,1,1,6.24687640278188e-43
"Lysine degradation","Lysine degradation","C1_05_24",0,0,0,1,1,2.16606695137465e-46
"Viral life cycle - HIV-1","Viral life cycle - HIV-1","C1_05_24",1,0,1,0.123831775700935,1,7.49582690346578e-47
"Longevity regulating pathway","Longevity regulating pathway","C1_05_24",0,0,0,1,1,8.13089636066652e-45
"Insulin resistance","Insulin resistance","C1_05_24",0,0,0,1,1,1.28697439891881e-42
"Inositol phosphate metabolism","Inositol phosphate metabolism","C1_05_24",1,0,1,0.151869158878505,1,1.90875305578318e-45
"Platinum drug resistance","Platinum drug resistance","C1_05_24",0,0,0,1,1,2.51225668035151e-43
"Bacterial invasion of epithelial cells","Bacterial invasion of epithelial cells","C1_05_24",0,0,0,1,1,4.36563484508198e-43
"Hepatocellular carcinoma","Hepatocellular carcinoma","C1_05_24",0,0,0,1,1,1.54107461335237e-38
"Insulin signaling pathway","Insulin signaling pathway","C1_05_24",2,0,1.58496250072116,0.0817757009345794,1,5.27853096199374e-41
"Human cytomegalovirus infection","Human cytomegalovirus infection","C1_05_24",0,0,0,1,1,6.82138211229137e-39
"Human papillomavirus infection","Human papillomavirus infection","C1_05_24",0,1,-1,0.523364485981308,1,3.18846796545889e-32
"Proteoglycans in cancer","Proteoglycans in cancer","C1_05_24",0,0,0,1,1,9.91156674465322e-36
"TGF-beta signaling pathway","TGF-beta signaling pathway","C1_05_24",0,0,0,1,1,7.16388835377794e-43
"RNA polymerase","RNA polymerase","C1_05_24",0,0,0,1,1,1.45904453446927e-49
"FoxO signaling pathway","FoxO signaling pathway","C1_05_24",0,0,0,1,1,5.66887633162684e-41
"AGE-RAGE signaling pathway in diabetic complications","AGE-RAGE signaling pathway in diabetic complications","C1_05_24",0,0,0,1,1,1.27829788825507e-43
"Hepatitis B","Hepatitis B","C1_05_24",0,0,0,1,1,8.1108455809543e-40
"Longevity regulating pathway - multiple species","Longevity regulating pathway - multiple species","C1_05_24",0,0,0,1,1,9.52654502324216e-47
"Yersinia infection","Yersinia infection","C1_05_24",0,0,0,1,1,7.07355622398387e-40
"N-Glycan biosynthesis","N-Glycan biosynthesis","C1_05_24",1,0,1,0.101635514018692,1,1.09598082736487e-47
"Non-small cell lung cancer","Non-small cell lung cancer","C1_05_24",0,0,0,1,1,5.18840331287315e-46
"Rap1 signaling pathway","Rap1 signaling pathway","C1_05_24",0,0,0,1,1,7.23742045165478e-38
"Choline metabolism in cancer","Choline metabolism in cancer","C1_05_24",1,0,1,0.224299065420561,1,1.833651982356e-42
"TNF signaling pathway","TNF signaling pathway","C1_05_24",0,0,0,1,1,4.14128225778856e-44
"Glioma","Glioma","C1_05_24",0,0,0,1,1,4.92690911274377e-44
"Human immunodeficiency virus 1 infection","Human immunodeficiency virus 1 infection","C1_05_24",0,0,0,1,1,5.96362660414462e-36
"Apoptosis","Apoptosis","C1_05_24",0,0,0,1,1,2.48626842325568e-41
"AMPK signaling pathway","AMPK signaling pathway","C1_05_24",0,0,0,1,1,1.18476931496471e-40
"Fatty acid metabolism","Fatty acid metabolism","C1_05_24",1,0,1,0.142523364485981,1,8.51535745173887e-46
"DNA replication","DNA replication","C1_05_24",0,0,0,1,1,2.26882369911527e-49
"Pathogenic Escherichia coli infection","Pathogenic Escherichia coli infection","C1_05_24",0,0,0,1,1,4.43576814209248e-37
"PD-L1 expression and PD-1 checkpoint pathway in cancer","PD-L1 expression and PD-1 checkpoint pathway in cancer","C1_05_24",0,0,0,1,1,2.53072355012465e-44
"Hippo signaling pathway","Hippo signaling pathway","C1_05_24",2,0,1.58496250072116,0.0735981308411215,1,2.60260745719297e-41
"Valine, leucine and isoleucine degradation","Valine, leucine and isoleucine degradation","C1_05_24",0,0,0,1,1,2.2111683122756e-46
"Peroxisome","Peroxisome","C1_05_24",0,0,0,1,1,6.02578882656406e-43
"Homologous recombination","Homologous recombination","C1_05_24",0,0,0,1,1,6.67016961737232e-47
"Bladder cancer","Bladder cancer","C1_05_24",0,0,0,1,1,3.98762790030945e-47
"Fluid shear stress and atherosclerosis","Fluid shear stress and atherosclerosis","C1_05_24",0,0,0,1,1,2.38411508849865e-41
"SNARE interactions in vesicular transport","SNARE interactions in vesicular transport","C1_05_24",0,0,0,1,1,8.89360545418587e-48
"Autophagy - other","Autophagy - other","C1_05_24",0,0,0,1,1,1.21217559494015e-48
"Proteasome","Proteasome","C1_05_24",0,0,0,1,1,2.89562113313843e-47
"Protein export","Protein export","C1_05_24",2,0,1.58496250072116,0.0151869158878505,1,2.79083517906958e-48
"Thyroid hormone signaling pathway","Thyroid hormone signaling pathway","C1_05_24",2,0,1.58496250072116,0.066588785046729,1,6.54857814735139e-43
"Amino sugar and nucleotide sugar metabolism","Amino sugar and nucleotide sugar metabolism","C1_05_24",0,0,0,1,1,1.60874253252186e-45
"Nucleotide metabolism","Nucleotide metabolism","C1_05_24",0,0,0,1,1,1.09711372544577e-46
"ErbB signaling pathway","ErbB signaling pathway","C1_05_24",0,0,0,1,1,1.41501290793234e-45
"Thyroid cancer","Thyroid cancer","C1_05_24",0,0,0,1,1,2.58372954324445e-48
"Various types of N-glycan biosynthesis","Various types of N-glycan biosynthesis","C1_05_24",0,0,0,1,1,1.01782599960667e-48
"Spinocerebellar ataxia","Spinocerebellar ataxia","C1_05_24",1,0,1,0.252336448598131,1,1.18179015774495e-41
"Basal transcription factors","Basal transcription factors","C1_05_24",0,0,0,1,1,7.61211855310359e-47
"Regulation of actin cytoskeleton","Regulation of actin cytoskeleton","C1_05_24",0,0,0,1,1,3.59824619452503e-38
"Melanoma","Melanoma","C1_05_24",0,0,0,1,1,4.85972324000783e-45
"Tight junction","Tight junction","C1_05_24",0,0,0,1,1,1.1124224046777e-39
"Apoptosis - multiple species","Apoptosis - multiple species","C1_05_24",0,0,0,1,1,7.56235514138022e-49
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","C1_05_24",0,0,0,1,1,3.25092945948556e-48
"Biosynthesis of nucleotide sugars","Biosynthesis of nucleotide sugars","C1_05_24",0,0,0,1,1,5.58898224137741e-49
"Epithelial cell signaling in Helicobacter pylori infection","Epithelial cell signaling in Helicobacter pylori infection","C1_05_24",0,0,0,1,1,6.28479410755165e-46
"Epstein-Barr virus infection","Epstein-Barr virus infection","C1_05_24",0,0,0,1,1,6.6803212567015e-39
"Selenocompound metabolism","Selenocompound metabolism","C1_05_24",0,0,0,1,1,1.19274818579121e-49
"Other types of O-glycan biosynthesis","Other types of O-glycan biosynthesis","C1_05_24",0,0,0,1,1,5.61590132222241e-47
"Notch signaling pathway","Notch signaling pathway","C1_05_24",0,0,0,1,1,1.37842151047063e-45
"Fc gamma R-mediated phagocytosis","Fc gamma R-mediated phagocytosis","C1_05_24",0,0,0,1,1,6.1318255728803e-43
"Citrate cycle (TCA cycle)","Citrate cycle (TCA cycle)","C1_05_24",0,0,0,1,1,2.6877275795952e-48
"Apelin signaling pathway","Apelin signaling pathway","C1_05_24",0,0,0,1,1,2.76563480368669e-39
"Mismatch repair","Mismatch repair","C1_05_24",0,0,0,1,1,5.11656358646747e-49
"Carbon metabolism","Carbon metabolism","C1_05_24",0,0,0,1,1,1.9183434668257e-41
"Hedgehog signaling pathway","Hedgehog signaling pathway","C1_05_24",0,0,0,1,1,6.48807890586618e-48
"Chagas disease","Chagas disease","C1_05_24",1,0,1,0.178738317757009,1,7.63549691184526e-45
"Growth hormone synthesis, secretion and action","Growth hormone synthesis, secretion and action","C1_05_24",0,0,0,1,1,1.05704218974126e-41
"Kaposi sarcoma-associated herpesvirus infection","Kaposi sarcoma-associated herpesvirus infection","C1_05_24",0,0,0,1,1,6.45727014130307e-36
"Hippo signaling pathway - multiple species","Hippo signaling pathway - multiple species","C1_05_24",0,0,0,1,1,1.880828515105e-47
"VEGF signaling pathway","VEGF signaling pathway","C1_05_24",0,0,0,1,1,6.8274538646158e-47
"Gap junction","Gap junction","C1_05_24",0,0,0,1,1,8.27283806369556e-47
"Vasopressin-regulated water reabsorption","Vasopressin-regulated water reabsorption","C1_05_24",0,0,0,1,1,1.37322255609452e-47
"Progesterone-mediated oocyte maturation","Progesterone-mediated oocyte maturation","C1_05_24",0,0,0,1,1,7.90534896151778e-44
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","C1_05_24",0,0,0,1,1,1.63744645774728e-49
"T cell receptor signaling pathway","T cell receptor signaling pathway","C1_05_24",0,0,0,1,1,2.65101974972244e-42
"Oocyte meiosis","Oocyte meiosis","C1_05_24",1,0,1,0.257009345794392,1,1.03466755392589e-41
"Phospholipase D signaling pathway","Phospholipase D signaling pathway","C1_05_24",0,0,0,1,1,6.17022753219981e-43
"Acute myeloid leukemia","Acute myeloid leukemia","C1_05_24",1,0,1,0.162383177570093,1,2.71835012264359e-45
"One carbon pool by folate","One carbon pool by folate","C1_05_24",0,0,0,1,1,6.13426491880078e-50
"Propanoate metabolism","Propanoate metabolism","C1_05_24",0,0,0,1,1,1.68966652491238e-48
"Wnt signaling pathway","Wnt signaling pathway","C1_05_24",1,0,1,0.315420560747664,1,2.96305673049565e-40
"Breast cancer","Breast cancer","C1_05_24",2,0,1.58496250072116,0.0852803738317757,1,5.53819535339917e-41
"Adipocytokine signaling pathway","Adipocytokine signaling pathway","C1_05_24",0,0,0,1,1,2.29645442525746e-46
"Central carbon metabolism in cancer","Central carbon metabolism in cancer","C1_05_24",0,0,0,1,1,7.33684155642637e-47
"Glyoxylate and dicarboxylate metabolism","Glyoxylate and dicarboxylate metabolism","C1_05_24",1,0,1,0.0514018691588785,1,1.40440541505613e-49
"Relaxin signaling pathway","Relaxin signaling pathway","C1_05_24",0,0,0,1,1,5.50584150593041e-41
"Ferroptosis","Ferroptosis","C1_05_24",0,0,0,1,1,6.0995212970803e-48
"Sphingolipid metabolism","Sphingolipid metabolism","C1_05_24",0,0,0,1,1,4.51371864435278e-47
"Toxoplasmosis","Toxoplasmosis","C1_05_24",0,0,0,1,1,7.28024599562889e-44
"Ras signaling pathway","Ras signaling pathway","C1_05_24",0,0,0,1,1,5.15823746152248e-37
"Pyrimidine metabolism","Pyrimidine metabolism","C1_05_24",1,0,1,0.139018691588785,1,7.13457433282385e-46
"GnRH signaling pathway","GnRH signaling pathway","C1_05_24",0,0,0,1,1,3.68297116367909e-43
"Coronavirus disease - COVID-19","Coronavirus disease - COVID-19","C1_05_24",0,0,0,1,1,1.90757792079431e-38
"Mannose type O-glycan biosynthesis","Mannose type O-glycan biosynthesis","C1_05_24",0,0,0,1,1,1.18010316531914e-50
"Terpenoid backbone biosynthesis","Terpenoid backbone biosynthesis","C1_05_24",0,0,0,1,1,1.4626678996383e-48
"Cysteine and methionine metabolism","Cysteine and methionine metabolism","C1_05_24",0,0,0,1,1,2.06187306084262e-47
"Circadian rhythm","Circadian rhythm","C1_05_24",0,0,0,1,1,3.54498708363093e-47
"Fatty acid elongation","Fatty acid elongation","C1_05_24",0,0,0,1,1,3.53877503421762e-49
"Biosynthesis of unsaturated fatty acids","Biosynthesis of unsaturated fatty acids","C1_05_24",0,0,0,1,1,1.92961270988093e-49
"Inflammatory mediator regulation of TRP channels","Inflammatory mediator regulation of TRP channels","C1_05_24",1,0,1,0.192757009345794,1,2.53072355012465e-44
"Parathyroid hormone synthesis, secretion and action","Parathyroid hormone synthesis, secretion and action","C1_05_24",0,0,0,1,1,2.43643807358491e-44
"Sulfur metabolism","Sulfur metabolism","C1_05_24",0,0,0,1,1,9.9323581776129e-51
"Vibrio cholerae infection","Vibrio cholerae infection","C1_05_24",0,0,0,1,1,4.26048485496426e-46
"Signaling pathways regulating pluripotency of stem cells","Signaling pathways regulating pluripotency of stem cells","C1_05_24",0,0,0,1,1,4.00444108743106e-41
"HIF-1 signaling pathway","HIF-1 signaling pathway","C1_05_24",0,0,0,1,1,2.4918807856348e-44
"Purine metabolism","Purine metabolism","C1_05_24",0,0,0,1,1,2.92571227881462e-42
"Fatty acid degradation","Fatty acid degradation","C1_05_24",0,0,0,1,1,6.69487960072003e-48
"Glutathione metabolism","Glutathione metabolism","C1_05_24",0,0,0,1,1,2.98179676250425e-46
"Transcriptional misregulation in cancer","Transcriptional misregulation in cancer","C1_05_24",1,0,1,0.309579439252336,1,9.66905949568896e-40
"2-Oxocarboxylic acid metabolism","2-Oxocarboxylic acid metabolism","C1_05_24",0,0,0,1,1,3.77701003603313e-48
"Adrenergic signaling in cardiomyocytes","Adrenergic signaling in cardiomyocytes","C1_05_24",0,0,0,1,1,1.39724126270368e-41
"Gastric cancer","Gastric cancer","C1_05_24",1,0,1,0.233644859813084,1,2.72408721310958e-42
"Long-term potentiation","Long-term potentiation","C1_05_24",0,0,0,1,1,2.79083517906958e-48
"Motor proteins","Motor proteins","C1_05_24",0,0,0,1,1,1.02892412950731e-40
"Biosynthesis of amino acids","Biosynthesis of amino acids","C1_05_24",0,0,0,1,1,1.62157522661058e-45
"Other glycan degradation","Other glycan degradation","C1_05_24",0,0,0,1,1,1.18010316531914e-50
"Non-homologous end-joining","Non-homologous end-joining","C1_05_24",0,0,0,1,1,5.4219887224339e-50
"Glycerophospholipid metabolism","Glycerophospholipid metabolism","C1_05_24",0,0,0,1,1,3.47283675426521e-44
"C-type lectin receptor signaling pathway","C-type lectin receptor signaling pathway","C1_05_24",0,0,0,1,1,9.72692226084104e-44
"Lipid and atherosclerosis","Lipid and atherosclerosis","C1_05_24",2,0,1.58496250072116,0.0981308411214953,1,1.13512272518081e-39
"Hepatitis C","Hepatitis C","C1_05_24",0,0,0,1,1,1.97557098318726e-40
"PI3K-Akt signaling pathway","PI3K-Akt signaling pathway","C1_05_24",0,1,-1,0.571261682242991,1,1.57573710318482e-32
"Long-term depression","Long-term depression","C1_05_24",0,0,0,1,1,2.75838848310855e-46
"Arrhythmogenic right ventricular cardiomyopathy","Arrhythmogenic right ventricular cardiomyopathy","C1_05_24",0,0,0,1,1,2.59925211185277e-45
"Necroptosis","Necroptosis","C1_05_24",0,0,0,1,1,1.48116612772713e-40
"Retrograde endocannabinoid signaling","Retrograde endocannabinoid signaling","C1_05_24",1,0,1,0.289719626168224,1,1.03676094713342e-40
"Pantothenate and CoA biosynthesis","Pantothenate and CoA biosynthesis","C1_05_24",0,0,0,1,1,3.8332468966241e-50
"Cushing syndrome","Cushing syndrome","C1_05_24",0,0,0,1,1,3.66114733789894e-41
"Fructose and mannose metabolism","Fructose and mannose metabolism","C1_05_24",0,0,0,1,1,8.31719962092917e-49
"Platelet activation","Platelet activation","C1_05_24",0,0,0,1,1,3.83686764310388e-43
"Efferocytosis","Efferocytosis","C1_05_24",0,0,0,1,1,5.60966753187765e-40
"Antifolate resistance","Antifolate resistance","C1_05_24",0,0,0,1,1,9.43380148345403e-50
"Alcoholism","Alcoholism","C1_05_24",0,0,0,1,1,1.0771854306052e-40
"Melanogenesis","Melanogenesis","C1_05_24",0,0,0,1,1,8.15287804161341e-45
"Prolactin signaling pathway","Prolactin signaling pathway","C1_05_24",0,0,0,1,1,2.1654007690254e-46
"Glycerolipid metabolism","Glycerolipid metabolism","C1_05_24",0,0,0,1,1,1.39480768471571e-47
"Dopaminergic synapse","Dopaminergic synapse","C1_05_24",0,0,0,1,1,3.85182391435583e-41
"Glycosphingolipid biosynthesis - ganglio series","Glycosphingolipid biosynthesis - ganglio series","C1_05_24",0,0,0,1,1,7.06177346783113e-51
"Mucin type O-glycan biosynthesis","Mucin type O-glycan biosynthesis","C1_05_24",0,0,0,1,1,1.40440541505613e-49
"Lipoic acid metabolism","Lipoic acid metabolism","C1_05_24",0,0,0,1,1,1.14818339068725e-50
"NF-kappa B signaling pathway","NF-kappa B signaling pathway","C1_05_24",0,0,0,1,1,7.81614012098016e-44
"Oxytocin signaling pathway","Oxytocin signaling pathway","C1_05_24",1,0,1,0.252336448598131,1,1.44364938668911e-41
"Basal cell carcinoma","Basal cell carcinoma","C1_05_24",0,0,0,1,1,5.18349693012067e-48
"Legionellosis","Legionellosis","C1_05_24",0,0,0,1,1,5.97760430034243e-47
"Measles","Measles","C1_05_24",0,0,0,1,1,1.44477397824613e-40
"Biosynthesis of cofactors","Biosynthesis of cofactors","C1_05_24",2,0,1.58496250072116,0.0759345794392523,1,4.93665307668002e-42
"Glycosaminoglycan biosynthesis - keratan sulfate","Glycosaminoglycan biosynthesis - keratan sulfate","C1_05_24",0,0,0,1,1,1.90885126754752e-50
"Alanine, aspartate and glutamate metabolism","Alanine, aspartate and glutamate metabolism","C1_05_24",0,0,0,1,1,7.68438307874764e-48
"Fatty acid biosynthesis","Fatty acid biosynthesis","C1_05_24",0,0,0,1,1,1.10528095934245e-50
"Hypertrophic cardiomyopathy","Hypertrophic cardiomyopathy","C1_05_24",0,0,0,1,1,1.03095863684706e-43
"Glucagon signaling pathway","Glucagon signaling pathway","C1_05_24",0,0,0,1,1,1.72872100444876e-43
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","C1_05_24",0,0,0,1,1,9.43380148345403e-50
"Steroid biosynthesis","Steroid biosynthesis","C1_05_24",0,0,0,1,1,6.09312752836478e-50
"cGMP-PKG signaling pathway","cGMP-PKG signaling pathway","C1_05_24",0,0,0,1,1,8.13797436217288e-42
"Phagosome","Phagosome","C1_05_24",1,0,1,0.247663551401869,1,1.48322705354389e-41
"Arginine and proline metabolism","Arginine and proline metabolism","C1_05_24",0,0,0,1,1,7.75851122967025e-47
"Pyruvate metabolism","Pyruvate metabolism","C1_05_24",0,0,0,1,1,3.97004916395543e-48
"Type II diabetes mellitus","Type II diabetes mellitus","C1_05_24",0,0,0,1,1,3.53877503421762e-49
"Dilated cardiomyopathy","Dilated cardiomyopathy","C1_05_24",0,0,0,1,1,7.92396192800288e-44
"Alcoholic liver disease","Alcoholic liver disease","C1_05_24",0,0,0,1,1,1.30235896856421e-41
"Leukocyte transendothelial migration","Leukocyte transendothelial migration","C1_05_24",0,0,0,1,1,4.01893328524125e-43
"Glycosaminoglycan degradation","Glycosaminoglycan degradation","C1_05_24",0,0,0,1,1,1.94271588335949e-50
"Endocrine and other factor-regulated calcium reabsorption","Endocrine and other factor-regulated calcium reabsorption","C1_05_24",0,0,0,1,1,5.52429370946916e-48
"Ubiquinone and other terpenoid-quinone biosynthesis","Ubiquinone and other terpenoid-quinone biosynthesis","C1_05_24",0,0,0,1,1,4.77055593670606e-51
"Fc epsilon RI signaling pathway","Fc epsilon RI signaling pathway","C1_05_24",0,0,0,1,1,1.62157522661058e-45
"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism","C1_05_24",0,0,0,1,1,2.2961720954809e-47
"Pertussis","Pertussis","C1_05_24",0,0,0,1,1,3.92457498389596e-45
"Aldosterone synthesis and secretion","Aldosterone synthesis and secretion","C1_05_24",0,0,0,1,1,1.54647704337695e-44
"Regulation of lipolysis in adipocytes","Regulation of lipolysis in adipocytes","C1_05_24",0,0,0,1,1,2.40109824991146e-49
"Cholinergic synapse","Cholinergic synapse","C1_05_24",0,0,0,1,1,1.03698902657366e-44
"Osteoclast differentiation","Osteoclast differentiation","C1_05_24",0,0,0,1,1,1.70696209717955e-41
"Pentose phosphate pathway","Pentose phosphate pathway","C1_05_24",0,0,0,1,1,8.31719962092917e-49
"beta-Alanine metabolism","beta-Alanine metabolism","C1_05_24",0,0,0,1,1,5.84471293149694e-50
"PPAR signaling pathway","PPAR signaling pathway","C1_05_24",0,0,0,1,1,2.25807565774413e-46
"Folate biosynthesis","Folate biosynthesis","C1_05_24",0,0,0,1,1,3.56974771404868e-49
"Influenza A","Influenza A","C1_05_24",0,0,0,1,1,1.34428670045225e-40
"Th17 cell differentiation","Th17 cell differentiation","C1_05_24",0,0,0,1,1,2.58548435129847e-42
"Cardiac muscle contraction","Cardiac muscle contraction","C1_05_24",0,0,0,1,1,5.52182654124026e-44
"Nicotinate and nicotinamide metabolism","Nicotinate and nicotinamide metabolism","C1_05_24",0,0,0,1,1,2.11203159001469e-47
"Aldosterone-regulated sodium reabsorption","Aldosterone-regulated sodium reabsorption","C1_05_24",0,0,0,1,1,5.59464740201712e-49
"Neutrophil extracellular trap formation","Neutrophil extracellular trap formation","C1_05_24",0,0,0,1,1,6.92750542354101e-41
"Th1 and Th2 cell differentiation","Th1 and Th2 cell differentiation","C1_05_24",0,0,0,1,1,2.68630412556146e-45
"NOD-like receptor signaling pathway","NOD-like receptor signaling pathway","C1_05_24",0,0,0,1,1,4.85570486089204e-41
"Cortisol synthesis and secretion","Cortisol synthesis and secretion","C1_05_24",0,0,0,1,1,9.02680214167895e-47
"GnRH secretion","GnRH secretion","C1_05_24",0,0,0,1,1,4.12313437687202e-47
"Vascular smooth muscle contraction","Vascular smooth muscle contraction","C1_05_24",0,0,0,1,1,4.93665307668002e-42
"Estrogen signaling pathway","Estrogen signaling pathway","C1_05_24",0,0,0,1,1,4.47401071067469e-43
"RIG-I-like receptor signaling pathway","RIG-I-like receptor signaling pathway","C1_05_24",0,0,0,1,1,5.59986653822117e-46
"Amoebiasis","Amoebiasis","C1_05_24",1,0,1,0.167056074766355,1,8.32789917329541e-45
"ECM-receptor interaction","ECM-receptor interaction","C1_05_24",0,0,0,1,1,4.37862203631917e-43
"Renin secretion","Renin secretion","C1_05_24",0,0,0,1,1,1.55358503670255e-47
"Collecting duct acid secretion","Collecting duct acid secretion","C1_05_24",0,0,0,1,1,5.94160355189093e-49
"Viral myocarditis","Viral myocarditis","C1_05_24",0,0,0,1,1,9.25877387535106e-46
"B cell receptor signaling pathway","B cell receptor signaling pathway","C1_05_24",0,0,0,1,1,1.84447526166511e-45
"Glutamatergic synapse","Glutamatergic synapse","C1_05_24",0,0,0,1,1,1.05880477925636e-43
