"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"Purine metabolism17","Purine metabolism","MMEB9_C3",1,0,1,0.218,1,1.21251652353107e-45
"Fatty acid degradation17","Fatty acid degradation","MMEB9_C3",0,0,0,1,1,4.34232191427478e-51
"Glutathione metabolism17","Glutathione metabolism","MMEB9_C3",0,0,0,1,1,2.005559859681e-50
"Transcriptional misregulation in cancer17","Transcriptional misregulation in cancer","MMEB9_C3",0,0,0,1,1,5.27990604866101e-44
"2-Oxocarboxylic acid metabolism17","2-Oxocarboxylic acid metabolism","MMEB9_C3",0,0,0,1,1,7.18466820913445e-52
"Adrenergic signaling in cardiomyocytes17","Adrenergic signaling in cardiomyocytes","MMEB9_C3",0,0,0,1,1,1.82014004539253e-46
"Gastric cancer17","Gastric cancer","MMEB9_C3",0,0,0,1,1,1.72424205463706e-44
"Long-term potentiation17","Long-term potentiation","MMEB9_C3",0,0,0,1,1,5.45410088508313e-50
"Motor proteins17","Motor proteins","MMEB9_C3",0,0,0,1,1,8.71661044164994e-43
"Biosynthesis of amino acids17","Biosynthesis of amino acids","MMEB9_C3",0,0,0,1,1,4.04552850402496e-50
"Other glycan degradation17","Other glycan degradation","MMEB9_C3",0,0,0,1,1,3.04977063218859e-53
"Non-homologous end-joining17","Non-homologous end-joining","MMEB9_C3",0,0,0,1,1,2.12618641340179e-53
"Glycerophospholipid metabolism17","Glycerophospholipid metabolism","MMEB9_C3",0,0,0,1,1,3.52463676353769e-48
"C-type lectin receptor signaling pathway17","C-type lectin receptor signaling pathway","MMEB9_C3",0,0,0,1,1,1.54833495911666e-47
"Lipid and atherosclerosis17","Lipid and atherosclerosis","MMEB9_C3",0,0,0,1,1,5.57255025085246e-43
"Hepatitis C17","Hepatitis C","MMEB9_C3",0,0,0,1,1,9.6810813902695e-46
"PI3K-Akt signaling pathway17","PI3K-Akt signaling pathway","MMEB9_C3",0,0,0,1,1,2.74435724112078e-37
"Long-term depression17","Long-term depression","MMEB9_C3",0,0,0,1,1,6.48775643252091e-51
"Arrhythmogenic right ventricular cardiomyopathy17","Arrhythmogenic right ventricular cardiomyopathy","MMEB9_C3",0,0,0,1,1,9.49896194206272e-48
"Necroptosis17","Necroptosis","MMEB9_C3",1,0,1,0.215,1,8.67129952124075e-46
"Retrograde endocannabinoid signaling17","Retrograde endocannabinoid signaling","MMEB9_C3",1,0,1,0.224,1,1.93300162589361e-45
"Pantothenate and CoA biosynthesis17","Pantothenate and CoA biosynthesis","MMEB9_C3",0,0,0,1,1,3.35403369684347e-53
"Cushing syndrome17","Cushing syndrome","MMEB9_C3",0,0,0,1,1,1.72272225025414e-44
"Fructose and mannose metabolism17","Fructose and mannose metabolism","MMEB9_C3",0,0,0,1,1,4.06107794080013e-53
"Platelet activation17","Platelet activation","MMEB9_C3",0,0,0,1,1,4.06223744241176e-46
"Efferocytosis17","Efferocytosis","MMEB9_C3",0,0,0,1,1,5.00569421281854e-46
"Antifolate resistance17","Antifolate resistance","MMEB9_C3",0,0,0,1,1,1.96552855263718e-53
"Alcoholism17","Alcoholism","MMEB9_C3",0,0,0,1,1,1.73075891834443e-44
"Melanogenesis17","Melanogenesis","MMEB9_C3",0,0,0,1,1,6.66651417528774e-49
"Prolactin signaling pathway17","Prolactin signaling pathway","MMEB9_C3",0,0,0,1,1,1.16108789192402e-49
"Glycerolipid metabolism17","Glycerolipid metabolism","MMEB9_C3",0,0,0,1,1,3.15539349819134e-51
"Dopaminergic synapse17","Dopaminergic synapse","MMEB9_C3",0,0,0,1,1,1.09291009568975e-46
"Glycosphingolipid biosynthesis - ganglio series17","Glycosphingolipid biosynthesis - ganglio series","MMEB9_C3",0,0,0,1,1,1.35144833304987e-53
"Mucin type O-glycan biosynthesis17","Mucin type O-glycan biosynthesis","MMEB9_C3",0,0,0,1,1,1.12538322116884e-51
"Lipoic acid metabolism17","Lipoic acid metabolism","MMEB9_C3",0,0,0,1,1,1.56296766026905e-53
"NF-kappa B signaling pathway17","NF-kappa B signaling pathway","MMEB9_C3",0,0,0,1,1,2.7624316422702e-48
"Oxytocin signaling pathway17","Oxytocin signaling pathway","MMEB9_C3",0,0,0,1,1,1.760551108329e-45
"Basal cell carcinoma17","Basal cell carcinoma","MMEB9_C3",0,0,0,1,1,5.99467407882381e-51
"Legionellosis17","Legionellosis","MMEB9_C3",0,0,0,1,1,1.21045065040527e-51
"Measles17","Measles","MMEB9_C3",1,0,1,0.231,1,3.35631367348875e-45
"Biosynthesis of cofactors17","Biosynthesis of cofactors","MMEB9_C3",0,0,0,1,1,1.16109084345275e-45
"Glycosaminoglycan biosynthesis - keratan sulfate17","Glycosaminoglycan biosynthesis - keratan sulfate","MMEB9_C3",0,0,0,1,1,4.16779113917732e-54
"Alanine, aspartate and glutamate metabolism17","Alanine, aspartate and glutamate metabolism","MMEB9_C3",0,0,0,1,1,1.12538322116884e-51
"Fatty acid biosynthesis17","Fatty acid biosynthesis","MMEB9_C3",0,0,0,1,1,1.8275049860541e-54
"Hypertrophic cardiomyopathy17","Hypertrophic cardiomyopathy","MMEB9_C3",0,0,0,1,1,1.04963369566394e-48
"Glucagon signaling pathway17","Glucagon signaling pathway","MMEB9_C3",0,0,0,1,1,1.75524546448461e-48
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin17","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","MMEB9_C3",0,0,0,1,1,4.69410729664803e-53
"Steroid biosynthesis17","Steroid biosynthesis","MMEB9_C3",0,0,0,1,1,6.01452799909329e-54
"cGMP-PKG signaling pathway17","cGMP-PKG signaling pathway","MMEB9_C3",0,0,0,1,1,3.33209839158382e-45
"Phagosome17","Phagosome","MMEB9_C3",0,0,0,1,1,8.67129952124075e-46
"Arginine and proline metabolism17","Arginine and proline metabolism","MMEB9_C3",0,0,0,1,1,3.15539349819134e-51
"Pyruvate metabolism17","Pyruvate metabolism","MMEB9_C3",1,0,1,0.051,1,7.9811259613484e-53
"Type II diabetes mellitus17","Type II diabetes mellitus","MMEB9_C3",0,0,0,1,1,4.96368690431972e-52
"Dilated cardiomyopathy17","Dilated cardiomyopathy","MMEB9_C3",0,0,0,1,1,2.40215619819682e-48
"Alcoholic liver disease17","Alcoholic liver disease","MMEB9_C3",0,0,0,1,1,1.88282522743213e-44
"Leukocyte transendothelial migration17","Leukocyte transendothelial migration","MMEB9_C3",0,0,0,1,1,1.04966390609887e-46
"Glycosaminoglycan degradation17","Glycosaminoglycan degradation","MMEB9_C3",0,0,0,1,1,2.61396949032443e-53
"Endocrine and other factor-regulated calcium reabsorption17","Endocrine and other factor-regulated calcium reabsorption","MMEB9_C3",0,0,0,1,1,5.6002294030494e-51
"Ubiquinone and other terpenoid-quinone biosynthesis17","Ubiquinone and other terpenoid-quinone biosynthesis","MMEB9_C3",0,0,0,1,1,3.59475594208152e-54
"Fc epsilon RI signaling pathway17","Fc epsilon RI signaling pathway","MMEB9_C3",0,0,0,1,1,1.13780422436247e-49
"Glycine, serine and threonine metabolism17","Glycine, serine and threonine metabolism","MMEB9_C3",0,0,0,1,1,7.27350606077132e-51
"Pertussis17","Pertussis","MMEB9_C3",1,0,1,0.134,1,5.44492183773142e-49
"Aldosterone synthesis and secretion17","Aldosterone synthesis and secretion","MMEB9_C3",0,0,0,1,1,3.24669220020291e-49
"Regulation of lipolysis in adipocytes17","Regulation of lipolysis in adipocytes","MMEB9_C3",0,0,0,1,1,1.08434511210788e-51
"Cholinergic synapse17","Cholinergic synapse","MMEB9_C3",0,0,0,1,1,1.22006025464034e-48
"Osteoclast differentiation17","Osteoclast differentiation","MMEB9_C3",0,0,0,1,1,5.15565360722874e-46
"Pentose phosphate pathway17","Pentose phosphate pathway","MMEB9_C3",0,0,0,1,1,4.06107794080013e-53
"beta-Alanine metabolism17","beta-Alanine metabolism","MMEB9_C3",0,0,0,1,1,3.26212860711297e-53
"PPAR signaling pathway17","PPAR signaling pathway","MMEB9_C3",0,0,0,1,1,9.24420241799438e-50
"Folate biosynthesis17","Folate biosynthesis","MMEB9_C3",0,0,0,1,1,1.05197058017626e-52
"Influenza A17","Influenza A","MMEB9_C3",0,0,0,1,1,1.21494784507822e-45
"Th17 cell differentiation17","Th17 cell differentiation","MMEB9_C3",0,0,0,1,1,6.70959813488659e-49
"Cardiac muscle contraction17","Cardiac muscle contraction","MMEB9_C3",0,0,0,1,1,3.82451377645681e-48
"Nicotinate and nicotinamide metabolism17","Nicotinate and nicotinamide metabolism","MMEB9_C3",0,0,0,1,1,1.73105978018285e-52
"Aldosterone-regulated sodium reabsorption17","Aldosterone-regulated sodium reabsorption","MMEB9_C3",0,0,0,1,1,9.86816561154873e-52
"Neutrophil extracellular trap formation17","Neutrophil extracellular trap formation","MMEB9_C3",0,0,0,1,1,3.83894750525052e-46
"Th1 and Th2 cell differentiation17","Th1 and Th2 cell differentiation","MMEB9_C3",0,0,0,1,1,2.9884144972511e-49
"NOD-like receptor signaling pathway17","NOD-like receptor signaling pathway","MMEB9_C3",0,0,0,1,1,5.59212336452545e-44
"Cortisol synthesis and secretion17","Cortisol synthesis and secretion","MMEB9_C3",0,0,0,1,1,1.99834368804023e-51
"GnRH secretion17","GnRH secretion","MMEB9_C3",0,0,0,1,1,6.06197012160728e-50
"Vascular smooth muscle contraction17","Vascular smooth muscle contraction","MMEB9_C3",0,0,0,1,1,2.79176247733077e-46
"Estrogen signaling pathway17","Estrogen signaling pathway","MMEB9_C3",0,0,0,1,1,2.65552814852669e-47
"RIG-I-like receptor signaling pathway17","RIG-I-like receptor signaling pathway","MMEB9_C3",0,0,0,1,1,2.44354180289254e-50
"Amoebiasis17","Amoebiasis","MMEB9_C3",1,0,1,0.162,1,1.81361162066345e-48
"ECM-receptor interaction17","ECM-receptor interaction","MMEB9_C3",0,0,0,1,1,8.71097266953267e-48
"Renin secretion17","Renin secretion","MMEB9_C3",0,0,0,1,1,2.11788391130137e-51
"Collecting duct acid secretion17","Collecting duct acid secretion","MMEB9_C3",0,0,0,1,1,6.35475608462796e-53
"Viral myocarditis17","Viral myocarditis","MMEB9_C3",0,0,0,1,1,4.98602876759959e-49
"B cell receptor signaling pathway17","B cell receptor signaling pathway","MMEB9_C3",0,0,0,1,1,3.10940454324069e-49
"Glutamatergic synapse17","Glutamatergic synapse","MMEB9_C3",0,0,0,1,1,1.94776382474223e-47
"Cytosolic DNA-sensing pathway17","Cytosolic DNA-sensing pathway","MMEB9_C3",0,0,0,1,1,1.73692245113966e-48
"Glycosphingolipid biosynthesis - globo and isoglobo series17","Glycosphingolipid biosynthesis - globo and isoglobo series","MMEB9_C3",1,0,1,0.01,1,1.8275049860541e-54
"Galactose metabolism17","Galactose metabolism","MMEB9_C3",0,0,0,1,1,3.86606135652707e-53
"Arginine biosynthesis17","Arginine biosynthesis","MMEB9_C3",0,0,0,1,1,4.4673730160411e-54
"Toll-like receptor signaling pathway17","Toll-like receptor signaling pathway","MMEB9_C3",0,0,0,1,1,5.2672965008555e-50
"Thiamine metabolism17","Thiamine metabolism","MMEB9_C3",0,0,0,1,1,2.6260442082944e-54
"Circadian entrainment17","Circadian entrainment","MMEB9_C3",0,0,0,1,1,2.09870837863549e-50
"Morphine addiction17","Morphine addiction","MMEB9_C3",1,0,1,0.132,1,3.9579996995795e-49
"Ether lipid metabolism17","Ether lipid metabolism","MMEB9_C3",0,0,0,1,1,6.01240506308629e-52
"Ribosome biogenesis in eukaryotes17","Ribosome biogenesis in eukaryotes","MMEB9_C3",1,0,1,0.171,1,1.55506583965491e-47
"Synaptic vesicle cycle17","Synaptic vesicle cycle","MMEB9_C3",0,0,0,1,1,3.49548603217141e-50
"Tryptophan metabolism17","Tryptophan metabolism","MMEB9_C3",0,0,0,1,1,1.99834368804023e-51
"Proximal tubule bicarbonate reclamation17","Proximal tubule bicarbonate reclamation","MMEB9_C3",0,0,0,1,1,2.12618641340179e-53
"Chemical carcinogenesis - receptor activation17","Chemical carcinogenesis - receptor activation","MMEB9_C3",0,0,0,1,1,9.86726785461788e-45
"Leishmaniasis17","Leishmaniasis","MMEB9_C3",0,0,0,1,1,2.42033752411066e-48
"Glycosphingolipid biosynthesis - lacto and neolacto series17","Glycosphingolipid biosynthesis - lacto and neolacto series","MMEB9_C3",0,0,0,1,1,1.16175578554634e-53
"Amphetamine addiction17","Amphetamine addiction","MMEB9_C3",0,0,0,1,1,6.82271467542739e-49
"Thyroid hormone synthesis17","Thyroid hormone synthesis","MMEB9_C3",0,0,0,1,1,1.07568137679626e-51
"Butanoate metabolism17","Butanoate metabolism","MMEB9_C3",0,0,0,1,1,6.09893979605887e-53
"ABC transporters17","ABC transporters","MMEB9_C3",0,0,0,1,1,2.58177703137545e-51
"Antigen processing and presentation17","Antigen processing and presentation","MMEB9_C3",0,0,0,1,1,2.42909515165012e-49
"Ovarian steroidogenesis17","Ovarian steroidogenesis","MMEB9_C3",0,0,0,1,1,2.35519810965548e-50
"Rheumatoid arthritis17","Rheumatoid arthritis","MMEB9_C3",0,0,0,1,1,2.80062185576295e-49
"IL-17 signaling pathway17","IL-17 signaling pathway","MMEB9_C3",0,0,0,1,1,8.73070931263288e-50
"Renin-angiotensin system17","Renin-angiotensin system","MMEB9_C3",0,0,0,1,1,3.59475594208152e-54
"Nitrogen metabolism17","Nitrogen metabolism","MMEB9_C3",0,0,0,1,1,2.24290087044456e-54
"Tuberculosis17","Tuberculosis","MMEB9_C3",0,0,0,1,1,1.09695152453742e-45
"Drug metabolism - other enzymes17","Drug metabolism - other enzymes","MMEB9_C3",0,0,0,1,1,7.67873410470159e-50
"Glycolysis / Gluconeogenesis17","Glycolysis / Gluconeogenesis","MMEB9_C3",0,0,0,1,1,1.74194577695102e-50
"Gastric acid secretion17","Gastric acid secretion","MMEB9_C3",0,0,0,1,1,4.41759587348618e-50
"Cholesterol metabolism17","Cholesterol metabolism","MMEB9_C3",0,0,0,1,1,3.30258600998466e-52
"African trypanosomiasis17","African trypanosomiasis","MMEB9_C3",0,0,0,1,1,7.89707919870728e-53
"GABAergic synapse17","GABAergic synapse","MMEB9_C3",0,0,0,1,1,3.40698822451194e-48
"Chemokine signaling pathway17","Chemokine signaling pathway","MMEB9_C3",0,0,0,1,1,7.54607113634249e-46
"Insulin secretion17","Insulin secretion","MMEB9_C3",0,0,0,1,1,4.72481802131322e-52
"Cocaine addiction17","Cocaine addiction","MMEB9_C3",0,0,0,1,1,7.88827459108502e-53
"Mineral absorption17","Mineral absorption","MMEB9_C3",0,0,0,1,1,2.09870837863549e-50
"Histidine metabolism17","Histidine metabolism","MMEB9_C3",0,0,0,1,1,6.01452799909329e-54
"Vitamin digestion and absorption17","Vitamin digestion and absorption","MMEB9_C3",0,0,0,1,1,1.07779194292548e-52
"Systemic lupus erythematosus17","Systemic lupus erythematosus","MMEB9_C3",0,0,0,1,1,1.98238955915877e-49
"Phenylalanine metabolism17","Phenylalanine metabolism","MMEB9_C3",0,0,0,1,1,2.24290087044456e-54
"Taurine and hypotaurine metabolism17","Taurine and hypotaurine metabolism","MMEB9_C3",0,0,0,1,1,3.27436919167343e-54
"Starch and sucrose metabolism17","Starch and sucrose metabolism","MMEB9_C3",0,0,0,1,1,7.63308252207074e-53
"cAMP signaling pathway17","cAMP signaling pathway","MMEB9_C3",0,0,0,1,1,1.21994555164552e-44
"Protein digestion and absorption17","Protein digestion and absorption","MMEB9_C3",0,0,0,1,1,1.20505315303575e-49
"Primary bile acid biosynthesis17","Primary bile acid biosynthesis","MMEB9_C3",0,0,0,1,1,2.59020729164161e-54
"Calcium signaling pathway17","Calcium signaling pathway","MMEB9_C3",0,0,0,1,1,2.59615971634325e-43
"Porphyrin metabolism17","Porphyrin metabolism","MMEB9_C3",0,0,0,1,1,1.96552855263718e-53
"Malaria17","Malaria","MMEB9_C3",0,0,0,1,1,6.42800377767562e-52
"alpha-Linolenic acid metabolism17","alpha-Linolenic acid metabolism","MMEB9_C3",0,0,0,1,1,4.03334490165823e-54
"Cell adhesion molecules17","Cell adhesion molecules","MMEB9_C3",0,0,0,1,1,8.05002652670249e-48
"Carbohydrate digestion and absorption17","Carbohydrate digestion and absorption","MMEB9_C3",0,0,0,1,1,7.9811259613484e-53
"Serotonergic synapse17","Serotonergic synapse","MMEB9_C3",0,0,0,1,1,2.24295055389216e-51
"JAK-STAT signaling pathway17","JAK-STAT signaling pathway","MMEB9_C3",0,0,0,1,1,2.68628105106675e-46
"Type I diabetes mellitus17","Type I diabetes mellitus","MMEB9_C3",0,0,0,1,1,8.21565002408355e-53
"Arachidonic acid metabolism17","Arachidonic acid metabolism","MMEB9_C3",0,0,0,1,1,5.24875952596102e-53
"Salivary secretion17","Salivary secretion","MMEB9_C3",0,0,0,1,1,9.28606229324665e-51
"Inflammatory bowel disease17","Inflammatory bowel disease","MMEB9_C3",0,0,0,1,1,3.29050649830276e-52
"Natural killer cell mediated cytotoxicity17","Natural killer cell mediated cytotoxicity","MMEB9_C3",0,0,0,1,1,7.67864745947961e-49
"Tyrosine metabolism17","Tyrosine metabolism","MMEB9_C3",0,0,0,1,1,1.0422760713979e-53
"Allograft rejection17","Allograft rejection","MMEB9_C3",0,0,0,1,1,6.01452799909329e-54
"Phototransduction17","Phototransduction","MMEB9_C3",0,0,0,1,1,3.59475594208152e-54
"Primary immunodeficiency17","Primary immunodeficiency","MMEB9_C3",0,0,0,1,1,2.61396949032443e-53
"Linoleic acid metabolism17","Linoleic acid metabolism","MMEB9_C3",0,0,0,1,1,3.86065101793396e-54
"Pentose and glucuronate interconversions17","Pentose and glucuronate interconversions","MMEB9_C3",0,0,0,1,1,1.21049333550773e-53
"Graft-versus-host disease17","Graft-versus-host disease","MMEB9_C3",0,0,0,1,1,1.0422760713979e-53
"Intestinal immune network for IgA production17","Intestinal immune network for IgA production","MMEB9_C3",0,0,0,1,1,8.21565002408355e-53
"Pancreatic secretion17","Pancreatic secretion","MMEB9_C3",0,0,0,1,1,4.44663043806157e-49
"Complement and coagulation cascades17","Complement and coagulation cascades","MMEB9_C3",0,0,0,1,1,6.10836552398873e-50
"Fat digestion and absorption17","Fat digestion and absorption","MMEB9_C3",0,0,0,1,1,2.15382229041834e-53
"Ascorbate and aldarate metabolism17","Ascorbate and aldarate metabolism","MMEB9_C3",0,0,0,1,1,2.6260442082944e-54
"MicroRNAs in cancer17","MicroRNAs in cancer","MMEB9_C3",0,0,0,1,1,1.49905354170125e-44
"Asthma17","Asthma","MMEB9_C3",0,0,0,1,1,1.05197058017626e-52
"Maturity onset diabetes of the young17","Maturity onset diabetes of the young","MMEB9_C3",0,0,0,1,1,1.8275049860541e-54
"Chemical carcinogenesis - DNA adducts17","Chemical carcinogenesis - DNA adducts","MMEB9_C3",0,0,0,1,1,4.06107794080013e-53
"Bile secretion17","Bile secretion","MMEB9_C3",0,0,0,1,1,5.67167182390562e-51
"Metabolism of xenobiotics by cytochrome P45017","Metabolism of xenobiotics by cytochrome P450","MMEB9_C3",0,0,0,1,1,1.4975110906208e-52
"Nicotine addiction17","Nicotine addiction","MMEB9_C3",0,0,0,1,1,1.60568961051451e-53
"Hematopoietic cell lineage17","Hematopoietic cell lineage","MMEB9_C3",0,0,0,1,1,5.62103957778439e-51
"Taste transduction17","Taste transduction","MMEB9_C3",0,0,0,1,1,1.45771834661704e-51
"Drug metabolism - cytochrome P45017","Drug metabolism - cytochrome P450","MMEB9_C3",0,0,0,1,1,2.38315941568714e-51
"Autoimmune thyroid disease17","Autoimmune thyroid disease","MMEB9_C3",0,0,0,1,1,4.373779770228e-54
"Steroid hormone biosynthesis17","Steroid hormone biosynthesis","MMEB9_C3",0,0,0,1,1,5.24875952596102e-53
"Retinol metabolism17","Retinol metabolism","MMEB9_C3",2,0,1.58496250072116,0.011,1,7.61060966989711e-53
"Viral protein interaction with cytokine and cytokine receptor17","Viral protein interaction with cytokine and cytokine receptor","MMEB9_C3",0,0,0,1,1,7.9811259613484e-53
"Staphylococcus aureus infection17","Staphylococcus aureus infection","MMEB9_C3",0,0,0,1,1,9.70702968146608e-53
"Cytokine-cytokine receptor interaction17","Cytokine-cytokine receptor interaction","MMEB9_C3",0,0,0,1,1,1.27946956641976e-46
"Neuroactive ligand-receptor interaction17","Neuroactive ligand-receptor interaction","MMEB9_C3",0,0,0,1,1,1.27228949673187e-44
"Olfactory transduction17","Olfactory transduction","MMEB9_C3",0,0,0,1,1,2.31077694448947e-53
"Herpes simplex virus 1 infection18","Herpes simplex virus 1 infection","MMEB9_E1",33,45,-0.436099114806674,0.1,0.5296875,0.000473593192980981
"Cell cycle18","Cell cycle","MMEB9_E1",20,14,0.485426827170242,0.263,0.760408839779006,6.67820274764009e-08
"Endocytosis18","Endocytosis","MMEB9_E1",21,21,0,1,1,8.65053356995654e-07
"Ribosome18","Ribosome","MMEB9_E1",8,14,-0.736965594166206,0.114,0.561904109589041,2.52101456518013e-09
"Autophagy - animal18","Autophagy - animal","MMEB9_E1",13,17,-0.362570079384708,0.374,0.760408839779006,5.96258952314487e-09
"Protein processing in endoplasmic reticulum18","Protein processing in endoplasmic reticulum","MMEB9_E1",20,16,0.304854581528421,0.412,0.766918032786885,4.66054487371352e-10
"Huntington disease18","Huntington disease","MMEB9_E1",22,27,-0.283792966000591,0.39,0.760408839779006,2.01862870348689e-07
"Ubiquitin mediated proteolysis18","Ubiquitin mediated proteolysis","MMEB9_E1",11,13,-0.222392421336448,0.671,0.885302158273381,9.64416947062434e-09
"Shigellosis18","Shigellosis","MMEB9_E1",13,23,-0.777607578663552,0.054,0.396702127659574,0.000102328235178375
"Thermogenesis18","Thermogenesis","MMEB9_E1",10,18,-0.788495894806288,0.049,0.369133333333333,2.79582117806752e-06
"Mitophagy - animal18","Mitophagy - animal","MMEB9_E1",6,10,-0.652076696579693,0.197,0.68817,1.44892708937787e-09
"Parkinson disease18","Parkinson disease","MMEB9_E1",6,24,-1.83650126771712,0,0,3.07514557467712e-09
"Amyotrophic lateral sclerosis18","Amyotrophic lateral sclerosis","MMEB9_E1",20,29,-0.514573172829758,0.061,0.42036,0.000833867823977369
"Cellular senescence18","Cellular senescence","MMEB9_E1",10,13,-0.347923303420307,0.39,0.760408839779006,2.04354125917914e-08
"Chemical carcinogenesis - reactive oxygen species18","Chemical carcinogenesis - reactive oxygen species","MMEB9_E1",14,20,-0.485426827170242,0.142,0.587048780487805,2.1682106006413e-07
"Colorectal cancer18","Colorectal cancer","MMEB9_E1",4,7,-0.678071905112638,0.288,0.760408839779006,1.94174259002941e-11
"Salmonella infection18","Salmonella infection","MMEB9_E1",15,24,-0.643856189774725,0.07,0.447964285714286,5.0005141401242e-05
"ATP-dependent chromatin remodeling18","ATP-dependent chromatin remodeling","MMEB9_E1",10,12,-0.241008099503795,0.619,0.879414225941423,8.58083813360855e-09
"Diabetic cardiomyopathy18","Diabetic cardiomyopathy","MMEB9_E1",7,17,-1.16992500144231,0.008,0.230035714285714,1.51102844529624e-05
"Spliceosome18","Spliceosome","MMEB9_E1",12,13,-0.106915203916512,0.693,0.885302158273381,2.29469328958177e-08
"Viral carcinogenesis18","Viral carcinogenesis","MMEB9_E1",15,18,-0.247927513443586,0.518,0.828490654205607,1.00285506712078e-05
"Pathways of neurodegeneration - multiple diseases18","Pathways of neurodegeneration - multiple diseases","MMEB9_E1",33,37,-0.160464672193246,0.572,0.839428571428571,1.49001083365647e-05
"Pancreatic cancer18","Pancreatic cancer","MMEB9_E1",2,7,-1.41503749927884,0.023,0.236272727272727,3.40198906542173e-13
"Chronic myeloid leukemia18","Chronic myeloid leukemia","MMEB9_E1",10,8,0.289506617194985,0.55,0.839428571428571,5.67531874563543e-11
"Polycomb repressive complex18","Polycomb repressive complex","MMEB9_E1",2,9,-1.73696559416621,0.019,0.230035714285714,6.92601892402906e-11
"Alzheimer disease18","Alzheimer disease","MMEB9_E1",29,35,-0.263034405833794,0.358,0.760408839779006,4.16750313467329e-05
"Non-alcoholic fatty liver disease18","Non-alcoholic fatty liver disease","MMEB9_E1",9,14,-0.584962500721156,0.191,0.68817,6.50562168195182e-08
"Nucleocytoplasmic transport18","Nucleocytoplasmic transport","MMEB9_E1",5,10,-0.874469117916141,0.043,0.339,2.08798854186736e-12
"Human T-cell leukemia virus 1 infection18","Human T-cell leukemia virus 1 infection","MMEB9_E1",9,19,-1,0.018,0.230035714285714,6.82666072536982e-05
"Nucleotide excision repair18","Nucleotide excision repair","MMEB9_E1",4,5,-0.263034405833794,0.721,0.885302158273381,1.99537774466182e-13
"Oxidative phosphorylation18","Oxidative phosphorylation","MMEB9_E1",19,12,0.62148837674627,0.202,0.68817,2.63947502994918e-10
"Renal cell carcinoma18","Renal cell carcinoma","MMEB9_E1",3,5,-0.584962500721156,0.297,0.760408839779006,9.43673215478179e-15
"Axon guidance18","Axon guidance","MMEB9_E1",24,17,0.473931188332412,0.213,0.704076923076923,1.97150697615894e-08
"Endometrial cancer18","Endometrial cancer","MMEB9_E1",1,5,-1.58496250072116,0.007,0.230035714285714,7.61617114669736e-16
"mRNA surveillance pathway18","mRNA surveillance pathway","MMEB9_E1",5,8,-0.584962500721156,0.254,0.760408839779006,8.79729917594488e-12
"Focal adhesion18","Focal adhesion","MMEB9_E1",10,19,-0.862496476250065,0.026,0.251828571428571,1.20187412861197e-09
"Adherens junction18","Adherens junction","MMEB9_E1",6,8,-0.362570079384708,0.549,0.839428571428571,2.64462538933776e-11
"Prion disease18","Prion disease","MMEB9_E1",10,25,-1.24100809950379,0.001,0.08475,0.00101788456117964
"Lysosome18","Lysosome","MMEB9_E1",11,14,-0.321928094887362,0.514,0.828490654205607,1.92722398430422e-10
"MAPK signaling pathway18","MAPK signaling pathway","MMEB9_E1",15,24,-0.643856189774725,0.055,0.396702127659574,9.91585426889043e-07
"Sphingolipid signaling pathway18","Sphingolipid signaling pathway","MMEB9_E1",4,11,-1.26303440583379,0.021,0.2330625,4.75069643893822e-11
"Fanconi anemia pathway18","Fanconi anemia pathway","MMEB9_E1",4,5,-0.263034405833794,0.712,0.885302158273381,6.62559992487623e-16
"Neurotrophin signaling pathway18","Neurotrophin signaling pathway","MMEB9_E1",12,13,-0.106915203916512,0.723,0.885302158273381,1.69551531950905e-07
"Phosphatidylinositol signaling system18","Phosphatidylinositol signaling system","MMEB9_E1",11,9,0.263034405833794,0.654,0.885302158273381,1.04232351072572e-09
"Prostate cancer18","Prostate cancer","MMEB9_E1",3,8,-1.16992500144231,0.074,0.447964285714286,8.63510245589364e-12
"Aminoacyl-tRNA biosynthesis18","Aminoacyl-tRNA biosynthesis","MMEB9_E1",4,3,0.321928094887362,0.633,0.885302158273381,2.52018424562969e-19
"Base excision repair18","Base excision repair","MMEB9_E1",1,4,-1.32192809488736,0.119,0.561904109589041,3.15767908676946e-16
"p53 signaling pathway18","p53 signaling pathway","MMEB9_E1",5,6,-0.222392421336448,0.742,0.891978723404255,4.65156119434884e-13
"EGFR tyrosine kinase inhibitor resistance18","EGFR tyrosine kinase inhibitor resistance","MMEB9_E1",2,7,-1.41503749927884,0.022,0.2330625,1.01908269698404e-10
"Small cell lung cancer18","Small cell lung cancer","MMEB9_E1",4,8,-0.84799690655495,0.155,0.618176470588235,5.02761962735344e-11
"RNA degradation18","RNA degradation","MMEB9_E1",3,6,-0.807354922057604,0.142,0.587048780487805,3.39454315982307e-13
"mTOR signaling pathway18","mTOR signaling pathway","MMEB9_E1",11,15,-0.415037499278844,0.266,0.760408839779006,2.17676586852856e-07
"Endocrine resistance18","Endocrine resistance","MMEB9_E1",12,8,0.53051471669878,0.38,0.760408839779006,6.71611283259040e-13
"Lysine degradation18","Lysine degradation","MMEB9_E1",4,5,-0.263034405833794,0.711,0.885302158273381,4.60366832685989e-15
