"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"regulation of protein catabolic process","regulation of protein catabolic process","C1_05_24",2,1,0.584962500721156,0.732476635514019,1,8.68940134179463e-32
"protein targeting","protein targeting","C1_05_24",1,0,1,0.498831775700935,1,1.4372003739012e-33
"protein polyubiquitination","protein polyubiquitination","C1_05_24",0,0,0,1,1,1.29232402566153e-37
"vesicle organization","vesicle organization","C1_05_24",3,1,1,0.552570093457944,1,5.41184902946174e-32
"regulation of protein modification by small protein conjugation or removal","regulation of protein modification by small protein conjugation or removal","C1_05_24",0,0,0,1,1,1.8676610293081e-36
"ribonucleoprotein complex assembly","ribonucleoprotein complex assembly","C1_05_24",1,0,1,0.304906542056075,1,2.70443273067159e-40
"cellular respiration","cellular respiration","C1_05_24",0,0,0,1,1,2.33058139489352e-40
"telomere organization","telomere organization","C1_05_24",1,0,1,0.310747663551402,1,8.69572164795306e-41
"regulation of autophagy","regulation of autophagy","C1_05_24",0,1,-1,0.564252336448598,1,9.63740379137749e-33
"regulation of protein stability","regulation of protein stability","C1_05_24",1,1,0,1,1,1.11619008405594e-32
"RNA localization","RNA localization","C1_05_24",1,0,1,0.324766355140187,1,1.56225746191444e-39
"regulation of intracellular transport","regulation of intracellular transport","C1_05_24",2,1,0.584962500721156,0.705607476635514,1,3.49168282655797e-33
"regulation of cell cycle phase transition","regulation of cell cycle phase transition","C1_05_24",1,1,0,1,1,1.54069416512615e-30
"nuclear chromosome segregation","nuclear chromosome segregation","C1_05_24",0,1,-1,0.580607476635514,1,2.43670515172158e-35
"small GTPase mediated signal transduction","small GTPase mediated signal transduction","C1_05_24",4,1,1.32192809488736,0.0642523364485981,1,4.82598009034344e-26
"protein localization to nucleus","protein localization to nucleus","C1_05_24",0,1,-1,0.580607476635514,1,3.58558232546439e-32
"mitochondrial transport","mitochondrial transport","C1_05_24",0,0,0,1,1,3.6613645219435e-39
"chromatin remodeling","chromatin remodeling","C1_05_24",0,1,-1,0.551401869158878,1,1.2532305942178e-31
"cell cycle checkpoint signaling","cell cycle checkpoint signaling","C1_05_24",0,0,0,1,1,3.05756148335691e-39
"microtubule cytoskeleton organization involved in mitosis","microtubule cytoskeleton organization involved in mitosis","C1_05_24",0,0,0,1,1,2.70443273067159e-40
"establishment of organelle localization","establishment of organelle localization","C1_05_24",0,1,-1,0.51518691588785,1,1.97353894604632e-29
"telomere maintenance","telomere maintenance","C1_05_24",1,0,1,0.295560747663551,1,3.12467466874005e-41
"methylation","methylation","C1_05_24",1,1,0,1,1,1.58624528473759e-33
"DNA-templated transcription elongation","DNA-templated transcription elongation","C1_05_24",0,0,0,1,1,2.13430389915258e-43
"mitochondrial respiratory chain complex assembly","mitochondrial respiratory chain complex assembly","C1_05_24",0,0,0,1,1,3.44933470706246e-47
"nucleic acid transport","nucleic acid transport","C1_05_24",1,0,1,0.281542056074766,1,6.94884116495059e-41
"RNA transport","RNA transport","C1_05_24",1,0,1,0.281542056074766,1,6.94884116495059e-41
"in utero embryonic development","in utero embryonic development","C1_05_24",0,1,-1,0.522196261682243,1,6.66918519011929e-29
"vacuole organization","vacuole organization","C1_05_24",1,0,1,0.375,1,4.31432495417175e-37
"vesicle localization","vesicle localization","C1_05_24",0,0,0,1,1,2.10482412525561e-37
"protein folding","protein folding","C1_05_24",0,0,0,1,1,3.6803169873165e-40
"protein-DNA complex subunit organization","protein-DNA complex subunit organization","C1_05_24",0,0,0,1,1,1.226787415268e-40
"oxidative phosphorylation","oxidative phosphorylation","C1_05_24",0,0,0,1,1,2.95632483355646e-44
"cellular response to chemical stress","cellular response to chemical stress","C1_05_24",1,1,0,1,1,5.81171700436086e-31
"response to topologically incorrect protein","response to topologically incorrect protein","C1_05_24",0,0,0,1,1,5.03929760761053e-40
"mitochondrial membrane organization","mitochondrial membrane organization","C1_05_24",0,0,0,1,1,1.28402437666917e-41
"organelle fission","organelle fission","C1_05_24",1,1,0,1,1,1.03775689775568e-29
"negative regulation of phosphorus metabolic process","negative regulation of phosphorus metabolic process","C1_05_24",1,1,0,1,1,8.33680656000725e-28
"regulation of intracellular protein transport","regulation of intracellular protein transport","C1_05_24",0,0,0,1,1,8.52452101117568e-36
"cell growth","cell growth","C1_05_24",2,2,0,1,1,1.28558576235422e-23
"ribose phosphate biosynthetic process","ribose phosphate biosynthetic process","C1_05_24",1,0,1,0.33411214953271,1,2.43224582750854e-38
"negative regulation of transferase activity","negative regulation of transferase activity","C1_05_24",0,1,-1,0.559579439252336,1,8.81101376854073e-34
"regulation of supramolecular fiber organization","regulation of supramolecular fiber organization","C1_05_24",1,1,0,1,1,5.3518457117287e-27
"response to endoplasmic reticulum stress","response to endoplasmic reticulum stress","C1_05_24",0,0,0,1,1,2.19004483521827e-35
"ribonucleotide biosynthetic process","ribonucleotide biosynthetic process","C1_05_24",1,0,1,0.330607476635514,1,1.44710519033502e-38
"regulation of binding","regulation of binding","C1_05_24",2,1,0.584962500721156,0.706775700934579,1,7.17265625386337e-31
"autophagy of mitochondrion","autophagy of mitochondrion","C1_05_24",0,0,0,1,1,1.87303361496334e-43
"phospholipid biosynthetic process","phospholipid biosynthetic process","C1_05_24",3,0,2,0.0549065420560748,1,1.57516122958452e-35
"actin filament organization","actin filament organization","C1_05_24",2,1,0.584962500721156,0.72196261682243,1,1.29458662054908e-25
"response to UV","response to UV","C1_05_24",0,0,0,1,1,8.53226045474712e-41
"protein-DNA complex assembly","protein-DNA complex assembly","C1_05_24",0,0,0,1,1,3.26402554648028e-42
"positive regulation of protein localization","positive regulation of protein localization","C1_05_24",0,1,-1,0.518691588785047,1,7.09203226489757e-29
"vacuolar transport","vacuolar transport","C1_05_24",1,0,1,0.349299065420561,1,2.10501130329371e-38
"regulation of DNA replication","regulation of DNA replication","C1_05_24",0,0,0,1,1,1.50153298006038e-42
"protein localization to plasma membrane","protein localization to plasma membrane","C1_05_24",2,1,0.584962500721156,0.700934579439252,1,1.35080675178657e-31
"Wnt signaling pathway","Wnt signaling pathway","C1_05_24",4,2,0.736965594166206,0.406542056074766,1,4.56761773871885e-24
"cytoskeleton-dependent cytokinesis","cytoskeleton-dependent cytokinesis","C1_05_24",0,0,0,1,1,1.67357941965783e-42
"regulation of cell growth","regulation of cell growth","C1_05_24",2,1,0.584962500721156,0.757009345794392,1,1.70522975745483e-25
"viral gene expression","viral gene expression","C1_05_24",1,0,1,0.185747663551402,1,4.00224872779014e-44
"cell-cell signaling by wnt","cell-cell signaling by wnt","C1_05_24",4,2,0.736965594166206,0.405373831775701,1,4.86170244580346e-24
"nuclear-transcribed mRNA catabolic process","nuclear-transcribed mRNA catabolic process","C1_05_24",0,0,0,1,1,4.13283169208143e-42
"regulation of chromosome segregation","regulation of chromosome segregation","C1_05_24",0,0,0,1,1,7.60811857736218e-41
"DNA conformation change","DNA conformation change","C1_05_24",1,0,1,0.168224299065421,1,2.46341504433514e-45
"cell cycle G2/M phase transition","cell cycle G2/M phase transition","C1_05_24",0,0,0,1,1,5.27863754326531e-40
"Golgi organization","Golgi organization","C1_05_24",0,0,0,1,1,1.55107512356173e-39
"positive regulation of cell projection organization","positive regulation of cell projection organization","C1_05_24",1,1,0,1,1,5.29424589682192e-30
"cellular response to topologically incorrect protein","cellular response to topologically incorrect protein","C1_05_24",0,0,0,1,1,5.49677645265425e-43
"regulation of apoptotic signaling pathway","regulation of apoptotic signaling pathway","C1_05_24",0,1,-1,0.519859813084112,1,9.81769451296919e-30
"regulation of GTPase activity","regulation of GTPase activity","C1_05_24",2,1,0.584962500721156,0.700934579439252,1,2.13107762041755e-31
"response to oxidative stress","response to oxidative stress","C1_05_24",1,1,0,1,1,2.94139770455728e-29
"regulation of cell morphogenesis","regulation of cell morphogenesis","C1_05_24",2,1,0.584962500721156,0.70911214953271,1,3.50922580421599e-31
"regulation of microtubule cytoskeleton organization","regulation of microtubule cytoskeleton organization","C1_05_24",0,0,0,1,1,7.35607511323054e-41
"tube closure","tube closure","C1_05_24",0,0,0,1,1,1.42946050276981e-40
"regulation of cellular component size","regulation of cellular component size","C1_05_24",0,1,-1,0.488317757009346,1,2.73579225293653e-27
"response to ionizing radiation","response to ionizing radiation","C1_05_24",0,0,0,1,1,8.37286724558689e-40
"neural tube formation","neural tube formation","C1_05_24",0,0,0,1,1,2.47035904456914e-39
"regulation of neuron projection development","regulation of neuron projection development","C1_05_24",0,1,-1,0.497663551401869,1,9.51549512058592e-27
"ATP metabolic process","ATP metabolic process","C1_05_24",0,0,0,1,1,5.77759556798595e-39
"regulation of protein-containing complex assembly","regulation of protein-containing complex assembly","C1_05_24",0,1,-1,0.52803738317757,1,6.06931145719459e-29
"regulation of actin filament-based process","regulation of actin filament-based process","C1_05_24",1,1,0,1,1,2.57341838486578e-25
"heterocycle catabolic process","heterocycle catabolic process","C1_05_24",0,1,-1,0.522196261682243,1,6.00890914229917e-30
"organelle fusion","organelle fusion","C1_05_24",1,0,1,0.276869158878505,1,1.57826666639468e-40
"regulation of actin filament organization","regulation of actin filament organization","C1_05_24",1,1,0,1,1,3.14735777126891e-30
"cellular nitrogen compound catabolic process","cellular nitrogen compound catabolic process","C1_05_24",0,1,-1,0.521028037383178,1,4.53462632436921e-30
"glycosylation","glycosylation","C1_05_24",0,0,0,1,1,2.14178615368862e-36
"cellular response to UV","cellular response to UV","C1_05_24",0,0,0,1,1,4.89102466218633e-44
"developmental growth involved in morphogenesis","developmental growth involved in morphogenesis","C1_05_24",3,1,1,0.553738317757009,1,1.8016378818457e-31
"regulation of axonogenesis","regulation of axonogenesis","C1_05_24",0,0,0,1,1,4.61770898856616e-36
"membrane docking","membrane docking","C1_05_24",0,0,0,1,1,3.37324338212147e-43
"protein glycosylation","protein glycosylation","C1_05_24",0,0,0,1,1,1.98774593592247e-37
"macromolecule glycosylation","macromolecule glycosylation","C1_05_24",0,0,0,1,1,1.98774593592247e-37
"dephosphorylation","dephosphorylation","C1_05_24",2,1,0.584962500721156,0.677570093457944,1,4.96036166724467e-31
"aromatic compound catabolic process","aromatic compound catabolic process","C1_05_24",0,1,-1,0.518691588785047,1,1.34613581081218e-29
"cellular response to external stimulus","cellular response to external stimulus","C1_05_24",3,1,1,0.553738317757009,1,4.49368342863933e-31
"regulation of vacuole organization","regulation of vacuole organization","C1_05_24",1,0,1,0.0747663551401869,1,9.33567345706131e-49
"cell-substrate junction organization","cell-substrate junction organization","C1_05_24",1,0,1,0.401869158878505,1,1.92958398939126e-37
"epigenetic regulation of gene expression","epigenetic regulation of gene expression","C1_05_24",0,0,0,1,1,2.39103664811849e-37
"ribosome assembly","ribosome assembly","C1_05_24",0,0,0,1,1,6.37757719810296e-47
"mRNA export from nucleus","mRNA export from nucleus","C1_05_24",0,0,0,1,1,7.35900665835133e-47
"cell cycle G1/S phase transition","cell cycle G1/S phase transition","C1_05_24",1,1,0,1,1,4.73014314805483e-34
"developmental cell growth","developmental cell growth","C1_05_24",2,1,0.584962500721156,0.679906542056075,1,1.1424311270088e-32
"stem cell population maintenance","stem cell population maintenance","C1_05_24",0,0,0,1,1,6.82176224421663e-37
"organelle localization by membrane tethering","organelle localization by membrane tethering","C1_05_24",0,0,0,1,1,2.8022237365238e-44
"maintenance of cell number","maintenance of cell number","C1_05_24",0,0,0,1,1,1.10506116711772e-36
"response to amino acid starvation","response to amino acid starvation","C1_05_24",0,0,0,1,1,7.13845872320362e-46
"establishment or maintenance of cell polarity","establishment or maintenance of cell polarity","C1_05_24",0,1,-1,0.588785046728972,1,3.56966506889863e-33
"chromosome localization","chromosome localization","C1_05_24",0,0,0,1,1,1.36746749794456e-43
"protein-containing complex localization","protein-containing complex localization","C1_05_24",0,0,0,1,1,5.61139348220997e-39
"cellular response to extracellular stimulus","cellular response to extracellular stimulus","C1_05_24",1,0,1,0.457943925233645,1,1.63178222024878e-34
"cell-substrate junction assembly","cell-substrate junction assembly","C1_05_24",1,0,1,0.392523364485981,1,1.39970394310494e-37
"positive regulation of establishment of protein localization","positive regulation of establishment of protein localization","C1_05_24",0,1,-1,0.571261682242991,1,9.24912631407315e-33
"regulation of cell projection assembly","regulation of cell projection assembly","C1_05_24",1,0,1,0.38785046728972,1,7.61687384526272e-37
"regulation of microtubule-based process","regulation of microtubule-based process","C1_05_24",0,0,0,1,1,7.34759087851833e-37
"neuron projection extension","neuron projection extension","C1_05_24",2,0,1.58496250072116,0.148364485981308,1,9.29380421433668e-36
"cellular response to amino acid starvation","cellular response to amino acid starvation","C1_05_24",0,0,0,1,1,5.09834695793153e-46
"activation of GTPase activity","activation of GTPase activity","C1_05_24",1,0,1,0.23481308411215,1,1.49788235999212e-42
"negative regulation of mitotic nuclear division","negative regulation of mitotic nuclear division","C1_05_24",0,0,0,1,1,7.80820624962904e-46
"macromolecule deacylation","macromolecule deacylation","C1_05_24",0,0,0,1,1,2.1407973238773e-41
"microtubule polymerization","microtubule polymerization","C1_05_24",0,0,0,1,1,2.37752030396613e-44
"negative regulation of catabolic process","negative regulation of catabolic process","C1_05_24",1,1,0,1,1,6.76737208447804e-32
"cilium assembly","cilium assembly","C1_05_24",0,1,-1,0.563084112149533,1,1.8300301709172e-33
"fibroblast migration","fibroblast migration","C1_05_24",3,0,2,0.0210280373831776,1,1.87341558023556e-43
"actin nucleation","actin nucleation","C1_05_24",0,0,0,1,1,2.32688695734973e-46
"mesenchymal cell differentiation","mesenchymal cell differentiation","C1_05_24",1,1,0,1,1,2.86696378321393e-32
"mitochondrial transmembrane transport","mitochondrial transmembrane transport","C1_05_24",0,0,0,1,1,2.38938176783148e-45
"apoptotic mitochondrial changes","apoptotic mitochondrial changes","C1_05_24",0,0,0,1,1,7.63595015854197e-43
"regulation of neurogenesis","regulation of neurogenesis","C1_05_24",3,1,1,0.545560747663551,1,3.23991136816236e-30
"morphogenesis of a polarized epithelium","morphogenesis of a polarized epithelium","C1_05_24",0,0,0,1,1,1.32945705020007e-43
"cellular response to insulin stimulus","cellular response to insulin stimulus","C1_05_24",1,0,1,0.421728971962617,1,6.51980527042736e-36
"cellular pigmentation","cellular pigmentation","C1_05_24",2,0,1.58496250072116,0.0408878504672897,1,3.32075226386092e-44
"receptor metabolic process","receptor metabolic process","C1_05_24",2,0,1.58496250072116,0.0373831775700935,1,3.96275525870483e-45
"negative regulation of cell projection organization","negative regulation of cell projection organization","C1_05_24",0,0,0,1,1,2.05975440410243e-36
"nuclear envelope organization","nuclear envelope organization","C1_05_24",0,0,0,1,1,4.53905880013032e-46
"cellular response to environmental stimulus","cellular response to environmental stimulus","C1_05_24",2,1,0.584962500721156,0.723130841121495,1,6.21362652700642e-30
"membrane fission","membrane fission","C1_05_24",0,0,0,1,1,2.46997167998644e-48
"membrane biogenesis","membrane biogenesis","C1_05_24",1,0,1,0.171728971962617,1,1.62932649653175e-44
"regulation of mitochondrial membrane permeability","regulation of mitochondrial membrane permeability","C1_05_24",0,0,0,1,1,3.17461512753892e-46
"autophagosome maturation","autophagosome maturation","C1_05_24",0,0,0,1,1,6.26140113188047e-47
"neuron death","neuron death","C1_05_24",2,1,0.584962500721156,0.724299065420561,1,5.68660874235119e-30
"fibroblast proliferation","fibroblast proliferation","C1_05_24",0,0,0,1,1,1.49971997846272e-40
"cilium organization","cilium organization","C1_05_24",0,1,-1,0.54088785046729,1,1.20387445888819e-32
"sulfur compound metabolic process","sulfur compound metabolic process","C1_05_24",1,0,1,0.474299065420561,1,1.93808537341539e-36
"positive regulation of amide metabolic process","positive regulation of amide metabolic process","C1_05_24",0,0,0,1,1,6.69256585340023e-40
"cortical cytoskeleton organization","cortical cytoskeleton organization","C1_05_24",0,0,0,1,1,3.96275525870483e-45
"regulation of generation of precursor metabolites and energy","regulation of generation of precursor metabolites and energy","C1_05_24",0,0,0,1,1,2.51486648329366e-42
"stem cell differentiation","stem cell differentiation","C1_05_24",2,1,0.584962500721156,0.705607476635514,1,1.69981898782849e-31
"nucleus organization","nucleus organization","C1_05_24",0,0,0,1,1,1.10498480327587e-40
"miRNA processing","miRNA processing","C1_05_24",0,0,0,1,1,5.81633745115632e-45
"intraciliary transport","intraciliary transport","C1_05_24",0,0,0,1,1,1.83935643609003e-48
"cellular response to oxygen levels","cellular response to oxygen levels","C1_05_24",1,0,1,0.360981308411215,1,2.13449432641465e-38
"membrane assembly","membrane assembly","C1_05_24",1,0,1,0.158878504672897,1,3.9531171736291e-45
"nucleosome organization","nucleosome organization","C1_05_24",0,0,0,1,1,4.99183962639388e-46
"iron-sulfur cluster assembly","iron-sulfur cluster assembly","C1_05_24",0,0,0,1,1,6.79853181792925e-50
"metallo-sulfur cluster assembly","metallo-sulfur cluster assembly","C1_05_24",0,0,0,1,1,6.79853181792925e-50
"Golgi to plasma membrane protein transport","Golgi to plasma membrane protein transport","C1_05_24",0,0,0,1,1,1.43679556692033e-46
"regulation of fibroblast proliferation","regulation of fibroblast proliferation","C1_05_24",0,0,0,1,1,8.13630276987207e-41
"peroxisome organization","peroxisome organization","C1_05_24",0,0,0,1,1,3.81004489244888e-48
"regulation of stem cell differentiation","regulation of stem cell differentiation","C1_05_24",2,0,1.58496250072116,0.0677570093457944,1,4.15237468371941e-42
"substrate adhesion-dependent cell spreading","substrate adhesion-dependent cell spreading","C1_05_24",0,0,0,1,1,8.71455846192681e-40
"presynaptic endocytosis","presynaptic endocytosis","C1_05_24",0,0,0,1,1,8.19503834189603e-46
"cellular response to epidermal growth factor stimulus","cellular response to epidermal growth factor stimulus","C1_05_24",0,0,0,1,1,4.76516877739749e-46
"intracellular lipid transport","intracellular lipid transport","C1_05_24",3,0,2,0.00116822429906542,0.446261682242991,1.12985165573404e-46
"neuron apoptotic process","neuron apoptotic process","C1_05_24",1,0,1,0.45911214953271,1,1.24298039662334e-34
"regulation of nervous system development","regulation of nervous system development","C1_05_24",3,1,1,0.516355140186916,1,1.0117260645911e-28
"response to hydrogen peroxide","response to hydrogen peroxide","C1_05_24",0,0,0,1,1,1.13919047230123e-39
"cellular senescence","cellular senescence","C1_05_24",0,0,0,1,1,1.64441482599904e-41
"fatty acid beta-oxidation","fatty acid beta-oxidation","C1_05_24",0,0,0,1,1,1.39486140569872e-44
"maintenance of protein location","maintenance of protein location","C1_05_24",0,0,0,1,1,3.42919408757454e-42
"regulation of microtubule polymerization","regulation of microtubule polymerization","C1_05_24",0,0,0,1,1,1.8593081069403e-46
"regulation of embryonic development","regulation of embryonic development","C1_05_24",0,0,0,1,1,1.8577214688196e-43
"regulation of ubiquitin-protein transferase activity","regulation of ubiquitin-protein transferase activity","C1_05_24",0,0,0,1,1,2.17984622183315e-47
"regulation of developmental growth","regulation of developmental growth","C1_05_24",5,1,1.58496250072116,0.0175233644859813,1,3.40100549261914e-31
"maintenance of protein location in cell","maintenance of protein location in cell","C1_05_24",0,0,0,1,1,7.12847434896188e-44
"positive regulation of mitotic cell cycle","positive regulation of mitotic cell cycle","C1_05_24",1,0,1,0.259345794392523,1,8.77328405618528e-43
"response to epidermal growth factor","response to epidermal growth factor","C1_05_24",0,0,0,1,1,5.45195769195383e-46
"heterochromatin formation","heterochromatin formation","C1_05_24",0,0,0,1,1,1.0415527371484e-41
"regulation of cell-substrate junction organization","regulation of cell-substrate junction organization","C1_05_24",0,0,0,1,1,1.0319409436434e-40
"alpha-amino acid biosynthetic process","alpha-amino acid biosynthetic process","C1_05_24",0,0,0,1,1,5.63063633281143e-46
"establishment of tissue polarity","establishment of tissue polarity","C1_05_24",0,0,0,1,1,1.78103600433183e-44
"nucleotide catabolic process","nucleotide catabolic process","C1_05_24",0,0,0,1,1,1.33166720347899e-45
"regulation of extracellular matrix organization","regulation of extracellular matrix organization","C1_05_24",1,0,1,0.255841121495327,1,8.66830801041136e-42
"positive regulation of viral process","positive regulation of viral process","C1_05_24",0,0,0,1,1,3.472736762163e-46
"cell-substrate adhesion","cell-substrate adhesion","C1_05_24",2,1,0.584962500721156,0.695093457943925,1,3.76417665696812e-28
"clathrin-dependent endocytosis","clathrin-dependent endocytosis","C1_05_24",0,0,0,1,1,1.02269511885771e-47
"response to oxygen levels","response to oxygen levels","C1_05_24",1,1,0,1,1,3.74608433441124e-30
"lamellipodium organization","lamellipodium organization","C1_05_24",0,0,0,1,1,2.82790432132537e-41
"postsynapse organization","postsynapse organization","C1_05_24",0,0,0,1,1,2.43323080938043e-35
"placenta development","placenta development","C1_05_24",0,0,0,1,1,2.06876752783307e-39
"protein maturation","protein maturation","C1_05_24",3,1,1,0.559579439252336,1,8.48142915141108e-33
"regulation of fibroblast migration","regulation of fibroblast migration","C1_05_24",2,0,1.58496250072116,0.0327102803738318,1,8.70379139577669e-46
"G0 to G1 transition","G0 to G1 transition","C1_05_24",0,0,0,1,1,3.07557343457379e-47
"negative regulation of growth","negative regulation of growth","C1_05_24",0,1,-1,0.550233644859813,1,2.44220901734159e-33
"regulation of intracellular steroid hormone receptor signaling pathway","regulation of intracellular steroid hormone receptor signaling pathway","C1_05_24",0,0,0,1,1,3.95249448029964e-45
"regulation of cysteine-type endopeptidase activity involved in apoptotic process","regulation of cysteine-type endopeptidase activity involved in apoptotic process","C1_05_24",0,0,0,1,1,2.97873604021905e-37
"pteridine-containing compound metabolic process","pteridine-containing compound metabolic process","C1_05_24",0,0,0,1,1,4.2288386831579e-49
"response to arsenic-containing substance","response to arsenic-containing substance","C1_05_24",0,0,0,1,1,5.97322998528363e-49
"regulation of stem cell population maintenance","regulation of stem cell population maintenance","C1_05_24",0,0,0,1,1,1.8488180169139e-43
"chondrocyte differentiation","chondrocyte differentiation","C1_05_24",0,0,0,1,1,7.61797791330523e-38
"regulation of G0 to G1 transition","regulation of G0 to G1 transition","C1_05_24",0,0,0,1,1,3.33621251976954e-47
"regulation of focal adhesion assembly","regulation of focal adhesion assembly","C1_05_24",0,0,0,1,1,6.32760697807589e-41
"regulation of cell-substrate junction assembly","regulation of cell-substrate junction assembly","C1_05_24",0,0,0,1,1,6.32760697807589e-41
"regulation of mitochondrial membrane potential","regulation of mitochondrial membrane potential","C1_05_24",0,0,0,1,1,8.59798409976654e-47
"regulation of membrane permeability","regulation of membrane permeability","C1_05_24",0,0,0,1,1,3.68015812753219e-45
"mitochondrial genome maintenance","mitochondrial genome maintenance","C1_05_24",0,0,0,1,1,1.3481602998543e-48
"regulation of microtubule depolymerization","regulation of microtubule depolymerization","C1_05_24",0,0,0,1,1,3.43564237343559e-47
"Wnt signaling pathway, planar cell polarity pathway","Wnt signaling pathway, planar cell polarity pathway","C1_05_24",0,0,0,1,1,2.36609388815674e-45
"response to insulin","response to insulin","C1_05_24",1,1,0,1,1,6.80080308621674e-33
"kinetochore organization","kinetochore organization","C1_05_24",0,0,0,1,1,1.11066474040406e-50
"lung morphogenesis","lung morphogenesis","C1_05_24",0,0,0,1,1,1.94564375247695e-45
"regulation of chromatin organization","regulation of chromatin organization","C1_05_24",0,0,0,1,1,3.99576520365469e-49
"release of cytochrome c from mitochondria","release of cytochrome c from mitochondria","C1_05_24",0,0,0,1,1,5.14101477578176e-46
"regulation of neuron death","regulation of neuron death","C1_05_24",2,1,0.584962500721156,0.724299065420561,1,5.81171700436086e-31
"oligosaccharide-lipid intermediate biosynthetic process","oligosaccharide-lipid intermediate biosynthetic process","C1_05_24",0,0,0,1,1,4.39056600249622e-50
"lysosomal lumen acidification","lysosomal lumen acidification","C1_05_24",0,0,0,1,1,1.11066474040406e-50
"P-body assembly","P-body assembly","C1_05_24",0,0,0,1,1,1.30780355700165e-49
"mitochondrion morphogenesis","mitochondrion morphogenesis","C1_05_24",0,0,0,1,1,5.93590301262254e-50
"positive regulation of mitochondrial fission","positive regulation of mitochondrial fission","C1_05_24",0,0,0,1,1,5.16911376023257e-50
"kidney development","kidney development","C1_05_24",3,1,1,0.544392523364486,1,1.47040014441155e-30
"regulation of anatomical structure size","regulation of anatomical structure size","C1_05_24",0,1,-1,0.498831775700935,1,8.0123903400844e-25
"respiratory system development","respiratory system development","C1_05_24",0,0,0,1,1,8.51474766227525e-35
"regulation of cell-substrate adhesion","regulation of cell-substrate adhesion","C1_05_24",1,1,0,1,1,1.48112375245923e-32
"protein neddylation","protein neddylation","C1_05_24",0,0,0,1,1,9.14424746091612e-50
"nucleosome assembly","nucleosome assembly","C1_05_24",0,0,0,1,1,8.46540493428667e-48
"platelet-derived growth factor receptor signaling pathway","platelet-derived growth factor receptor signaling pathway","C1_05_24",0,0,0,1,1,1.33177707898751e-43
"connective tissue development","connective tissue development","C1_05_24",3,1,1,0.522196261682243,1,1.40636638975475e-30
"circadian regulation of gene expression","circadian regulation of gene expression","C1_05_24",0,0,0,1,1,3.92511314456037e-44
"organophosphate catabolic process","organophosphate catabolic process","C1_05_24",0,0,0,1,1,2.51486648329366e-42
"positive regulation by host of viral process","positive regulation by host of viral process","C1_05_24",0,0,0,1,1,2.52823222274504e-49
"pore complex assembly","pore complex assembly","C1_05_24",0,0,0,1,1,1.19229564007469e-49
