"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"Cell cycle19","Cell cycle","MMEB9_E2",3,5,-0.584962500721156,0.369,1,6.03554286267174e-16
"Endocytosis19","Endocytosis","MMEB9_E2",7,10,-0.459431618637297,0.364,1,2.46592257640938e-09
"Ribosome19","Ribosome","MMEB9_E2",0,3,-2,0.061,0.96276,2.36885442693555e-18
"Autophagy - animal19","Autophagy - animal","MMEB9_E2",9,7,0.321928094887362,0.516,1,2.40669660120665e-13
"Protein processing in endoplasmic reticulum19","Protein processing in endoplasmic reticulum","MMEB9_E2",6,6,0,1,1,1.7175683913958e-13
"Huntington disease19","Huntington disease","MMEB9_E2",8,9,-0.15200309344505,0.786,1,3.21264254955876e-09
"Ubiquitin mediated proteolysis19","Ubiquitin mediated proteolysis","MMEB9_E2",2,4,-0.736965594166206,0.33,1,3.36543561551341e-14
"Shigellosis19","Shigellosis","MMEB9_E2",5,11,-1,0.08,1,1.26650420811393e-09
"Thermogenesis19","Thermogenesis","MMEB9_E2",8,6,0.362570079384708,0.484,1,8.82840151306221e-15
"Mitophagy - animal19","Mitophagy - animal","MMEB9_E2",1,3,-1,0.274,1,2.8605997040121e-19
"Parkinson disease19","Parkinson disease","MMEB9_E2",8,7,0.169925001442312,0.857,1,2.42673077558593e-13
"Amyotrophic lateral sclerosis19","Amyotrophic lateral sclerosis","MMEB9_E2",8,9,-0.15200309344505,0.761,1,1.47805946036591e-11
"Cellular senescence19","Cellular senescence","MMEB9_E2",5,6,-0.222392421336448,0.746,1,9.51604599778444e-13
"Chemical carcinogenesis - reactive oxygen species19","Chemical carcinogenesis - reactive oxygen species","MMEB9_E2",5,6,-0.222392421336448,0.737,1,1.09089211029956e-13
"Colorectal cancer19","Colorectal cancer","MMEB9_E2",3,4,-0.321928094887362,0.702,1,5.21955239106206e-18
"Salmonella infection19","Salmonella infection","MMEB9_E2",7,8,-0.169925001442312,0.674,1,1.52800851724459e-12
"ATP-dependent chromatin remodeling19","ATP-dependent chromatin remodeling","MMEB9_E2",2,3,-0.415037499278844,0.468,1,1.31831772534048e-17
"Diabetic cardiomyopathy19","Diabetic cardiomyopathy","MMEB9_E2",8,6,0.362570079384708,0.508,1,8.2521727675893e-14
"Spliceosome19","Spliceosome","MMEB9_E2",2,4,-0.736965594166206,0.35,1,7.35268994575652e-17
"Viral carcinogenesis19","Viral carcinogenesis","MMEB9_E2",3,6,-0.807354922057604,0.142,1,4.84393002600653e-15
"Pathways of neurodegeneration - multiple diseases19","Pathways of neurodegeneration - multiple diseases","MMEB9_E2",12,14,-0.206450877467426,0.574,1,6.29397826746355e-07
"Pancreatic cancer19","Pancreatic cancer","MMEB9_E2",6,4,0.485426827170242,0.511,1,3.13430950193408e-16
"Chronic myeloid leukemia19","Chronic myeloid leukemia","MMEB9_E2",5,3,0.584962500721156,0.483,1,4.13083649518844e-19
"Polycomb repressive complex19","Polycomb repressive complex","MMEB9_E2",2,2,0,1,1,2.72971957792865e-20
"Alzheimer disease19","Alzheimer disease","MMEB9_E2",12,11,0.115477217419936,0.895,1,1.19017645316977e-07
"Non-alcoholic fatty liver disease19","Non-alcoholic fatty liver disease","MMEB9_E2",8,4,0.84799690655495,0.221,1,9.41668557960769e-16
"Nucleocytoplasmic transport19","Nucleocytoplasmic transport","MMEB9_E2",1,3,-1,0.263,1,1.39841324152053e-17
"Human T-cell leukemia virus 1 infection19","Human T-cell leukemia virus 1 infection","MMEB9_E2",9,9,0,1,1,7.66990281532505e-10
"Nucleotide excision repair19","Nucleotide excision repair","MMEB9_E2",0,2,-1.58496250072116,0.007,0.5085,3.73745256867788e-26
"Oxidative phosphorylation19","Oxidative phosphorylation","MMEB9_E2",3,3,0,1,1,5.35754658883295e-21
"Renal cell carcinoma19","Renal cell carcinoma","MMEB9_E2",4,3,0.321928094887362,0.658,1,8.50915066093856e-20
"Axon guidance19","Axon guidance","MMEB9_E2",8,9,-0.15200309344505,0.767,1,1.02978787772303e-08
"Endometrial cancer19","Endometrial cancer","MMEB9_E2",0,2,-1.58496250072116,0.008,0.5085,3.01941576615037e-23
"mRNA surveillance pathway19","mRNA surveillance pathway","MMEB9_E2",2,3,-0.415037499278844,0.46,1,3.21726998891864e-19
"Focal adhesion19","Focal adhesion","MMEB9_E2",10,11,-0.125530882083859,0.737,1,5.21175371956792e-11
"Adherens junction19","Adherens junction","MMEB9_E2",2,5,-1,0.147,1,1.93333654692341e-15
"Prion disease19","Prion disease","MMEB9_E2",8,7,0.169925001442312,0.865,1,3.3659499134436e-10
"Lysosome19","Lysosome","MMEB9_E2",8,4,0.84799690655495,0.218,1,2.81713753756389e-15
"MAPK signaling pathway19","MAPK signaling pathway","MMEB9_E2",11,11,0,1,1,6.38250050295977e-11
"Sphingolipid signaling pathway19","Sphingolipid signaling pathway","MMEB9_E2",1,4,-1.32192809488736,0.114,1,8.23843144404532e-18
"Fanconi anemia pathway19","Fanconi anemia pathway","MMEB9_E2",1,1,0,1,1,1.18904789262889e-27
"Neurotrophin signaling pathway19","Neurotrophin signaling pathway","MMEB9_E2",5,4,0.263034405833794,0.834,1,8.84404785296327e-18
"Phosphatidylinositol signaling system19","Phosphatidylinositol signaling system","MMEB9_E2",2,5,-1,0.163,1,2.16890371463242e-12
"Prostate cancer19","Prostate cancer","MMEB9_E2",3,4,-0.321928094887362,0.682,1,1.26672964422949e-18
"Aminoacyl-tRNA biosynthesis19","Aminoacyl-tRNA biosynthesis","MMEB9_E2",1,1,0,1,1,8.28718482608607e-31
"Base excision repair19","Base excision repair","MMEB9_E2",0,1,-1,0.492,1,1.77994296549808e-28
"p53 signaling pathway19","p53 signaling pathway","MMEB9_E2",0,3,-2,0.059,0.96276,3.01290508640179e-19
"EGFR tyrosine kinase inhibitor resistance19","EGFR tyrosine kinase inhibitor resistance","MMEB9_E2",1,4,-1.32192809488736,0.114,1,2.97820417587162e-16
"Small cell lung cancer19","Small cell lung cancer","MMEB9_E2",5,4,0.263034405833794,0.864,1,2.32497473064188e-20
"RNA degradation19","RNA degradation","MMEB9_E2",5,2,1,0.26,1,1.1047536974668e-22
"mTOR signaling pathway19","mTOR signaling pathway","MMEB9_E2",10,6,0.652076696579693,0.318,1,3.43619241628663e-16
"Endocrine resistance19","Endocrine resistance","MMEB9_E2",2,4,-0.736965594166206,0.343,1,6.65844438146062e-16
"Lysine degradation19","Lysine degradation","MMEB9_E2",0,2,-1.58496250072116,0.014,0.59325,3.44083862256543e-23
"Viral life cycle - HIV-119","Viral life cycle - HIV-1","MMEB9_E2",2,2,0,1,1,3.32391204234549e-24
"Longevity regulating pathway19","Longevity regulating pathway","MMEB9_E2",4,3,0.321928094887362,0.663,1,7.63403194060932e-20
"Insulin resistance19","Insulin resistance","MMEB9_E2",5,5,0,1,1,2.8369541258307e-14
"Inositol phosphate metabolism19","Inositol phosphate metabolism","MMEB9_E2",0,4,-2.32192809488736,0.036,0.8588,4.7465680208975e-15
"Platinum drug resistance19","Platinum drug resistance","MMEB9_E2",0,3,-2,0.091,1,4.06538964251825e-20
"Bacterial invasion of epithelial cells19","Bacterial invasion of epithelial cells","MMEB9_E2",1,3,-1,0.272,1,1.43180006891021e-17
"Hepatocellular carcinoma19","Hepatocellular carcinoma","MMEB9_E2",4,7,-0.678071905112638,0.28,1,3.87418124913388e-11
"Insulin signaling pathway19","Insulin signaling pathway","MMEB9_E2",7,5,0.415037499278844,0.562,1,1.89601057412399e-15
"Human cytomegalovirus infection19","Human cytomegalovirus infection","MMEB9_E2",6,9,-0.514573172829758,0.278,1,1.95476690411421e-09
"Human papillomavirus infection19","Human papillomavirus infection","MMEB9_E2",13,15,-0.192645077942396,0.606,1,6.90989465994422e-10
"Proteoglycans in cancer19","Proteoglycans in cancer","MMEB9_E2",10,11,-0.125530882083859,0.733,1,1.99285167762913e-10
"TGF-beta signaling pathway19","TGF-beta signaling pathway","MMEB9_E2",6,6,0,1,1,7.19661561264712e-16
"RNA polymerase19","RNA polymerase","MMEB9_E2",0,1,-1,0.504,1,1.39617498613727e-29
"FoxO signaling pathway19","FoxO signaling pathway","MMEB9_E2",6,5,0.222392421336448,0.855,1,2.19215594798383e-15
"AGE-RAGE signaling pathway in diabetic complications19","AGE-RAGE signaling pathway in diabetic complications","MMEB9_E2",8,6,0.362570079384708,0.589,1,1.52217734894427e-16
"Hepatitis B19","Hepatitis B","MMEB9_E2",9,6,0.514573172829758,0.401,1,7.07040493126219e-15
"Longevity regulating pathway - multiple species19","Longevity regulating pathway - multiple species","MMEB9_E2",3,2,0.415037499278844,0.785,1,1.03279519464462e-21
"Yersinia infection19","Yersinia infection","MMEB9_E2",3,5,-0.584962500721156,0.352,1,2.90488636797394e-13
"N-Glycan biosynthesis19","N-Glycan biosynthesis","MMEB9_E2",3,2,0.415037499278844,0.788,1,3.00929062026016e-26
"Non-small cell lung cancer19","Non-small cell lung cancer","MMEB9_E2",1,2,-0.584962500721156,0.423,1,8.7907120696963e-22
"Rap1 signaling pathway19","Rap1 signaling pathway","MMEB9_E2",12,10,0.241008099503795,0.6,1,1.32781902215075e-11
"Choline metabolism in cancer19","Choline metabolism in cancer","MMEB9_E2",0,3,-2,0.046,0.917294117647059,3.33670704308716e-16
"TNF signaling pathway19","TNF signaling pathway","MMEB9_E2",6,5,0.222392421336448,0.841,1,1.22495173079993e-15
"Glioma19","Glioma","MMEB9_E2",2,3,-0.415037499278844,0.442,1,1.83555174081237e-19
"Human immunodeficiency virus 1 infection19","Human immunodeficiency virus 1 infection","MMEB9_E2",5,6,-0.222392421336448,0.754,1,2.27698388338851e-11
"Apoptosis19","Apoptosis","MMEB9_E2",6,5,0.222392421336448,0.867,1,1.93833375204984e-15
"AMPK signaling pathway19","AMPK signaling pathway","MMEB9_E2",3,5,-0.584962500721156,0.334,1,3.23306121185433e-16
"Fatty acid metabolism19","Fatty acid metabolism","MMEB9_E2",2,2,0,1,1,5.2740796120688e-25
"DNA replication19","DNA replication","MMEB9_E2",0,1,-1,0.546,1,1.90533042961197e-34
"Pathogenic Escherichia coli infection19","Pathogenic Escherichia coli infection","MMEB9_E2",4,7,-0.678071905112638,0.313,1,2.25950816290425e-13
"PD-L1 expression and PD-1 checkpoint pathway in cancer19","PD-L1 expression and PD-1 checkpoint pathway in cancer","MMEB9_E2",5,3,0.584962500721156,0.452,1,2.96280846581862e-19
"Hippo signaling pathway19","Hippo signaling pathway","MMEB9_E2",8,9,-0.15200309344505,0.793,1,2.25852971294918e-13
"Valine, leucine and isoleucine degradation19","Valine, leucine and isoleucine degradation","MMEB9_E2",0,1,-1,0.436,1,4.53611364529486e-28
"Peroxisome19","Peroxisome","MMEB9_E2",2,2,0,1,1,1.29499001746474e-24
"Homologous recombination19","Homologous recombination","MMEB9_E2",1,1,0,1,1,7.39800733312151e-32
"Bladder cancer19","Bladder cancer","MMEB9_E2",0,2,-1.58496250072116,0.009,0.5085,5.07051661886932e-23
"Fluid shear stress and atherosclerosis19","Fluid shear stress and atherosclerosis","MMEB9_E2",6,5,0.222392421336448,0.846,1,5.26246734917503e-14
"SNARE interactions in vesicular transport19","SNARE interactions in vesicular transport","MMEB9_E2",3,0,2,0.071,0.96276,6.38038796014917e-36
"Autophagy - other19","Autophagy - other","MMEB9_E2",0,1,-1,0.513,1,3.34166499333733e-33
"Proteasome19","Proteasome","MMEB9_E2",1,1,0,1,1,9.2406526959099e-28
"Protein export19","Protein export","MMEB9_E2",3,1,1,0.527,1,4.21571172071802e-34
"Thyroid hormone signaling pathway19","Thyroid hormone signaling pathway","MMEB9_E2",2,5,-1,0.171,1,2.01972766155774e-12
"Amino sugar and nucleotide sugar metabolism19","Amino sugar and nucleotide sugar metabolism","MMEB9_E2",5,1,1.58496250072116,0.043,0.9110625,6.1636507933809e-28
"Nucleotide metabolism19","Nucleotide metabolism","MMEB9_E2",2,3,-0.415037499278844,0.477,1,1.13039934544066e-21
"ErbB signaling pathway19","ErbB signaling pathway","MMEB9_E2",2,3,-0.415037499278844,0.492,1,4.58650217811002e-19
"Thyroid cancer19","Thyroid cancer","MMEB9_E2",1,1,0,1,1,1.60671353526389e-32
"Various types of N-glycan biosynthesis19","Various types of N-glycan biosynthesis","MMEB9_E2",2,1,0.584962500721156,0.695,1,1.52447590744693e-26
"Spinocerebellar ataxia19","Spinocerebellar ataxia","MMEB9_E2",2,4,-0.736965594166206,0.379,1,5.25621116980043e-16
"Basal transcription factors19","Basal transcription factors","MMEB9_E2",0,1,-1,0.519,1,9.44524478774691e-33
"Regulation of actin cytoskeleton19","Regulation of actin cytoskeleton","MMEB9_E2",4,9,-1,0.069,0.96276,1.61783366272496e-09
"Melanoma19","Melanoma","MMEB9_E2",2,3,-0.415037499278844,0.455,1,4.53404145014817e-20
"Tight junction19","Tight junction","MMEB9_E2",5,7,-0.415037499278844,0.418,1,1.05178547962548e-13
"Apoptosis - multiple species19","Apoptosis - multiple species","MMEB9_E2",0,1,-1,0.527,1,1.0449260602326e-28
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis19","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","MMEB9_E2",0,0,0,1,1,3.0396745667411e-36
"Biosynthesis of nucleotide sugars19","Biosynthesis of nucleotide sugars","MMEB9_E2",3,1,1,0.509,1,9.77075493314381e-31
"Epithelial cell signaling in Helicobacter pylori infection19","Epithelial cell signaling in Helicobacter pylori infection","MMEB9_E2",2,2,0,1,1,5.78504587065112e-22
"Epstein-Barr virus infection19","Epstein-Barr virus infection","MMEB9_E2",5,6,-0.222392421336448,0.741,1,2.75643616336588e-15
"Selenocompound metabolism19","Selenocompound metabolism","MMEB9_E2",0,0,0,1,1,1.73529378642437e-39
"Other types of O-glycan biosynthesis19","Other types of O-glycan biosynthesis","MMEB9_E2",4,2,0.736965594166206,0.348,1,3.17017038421644e-26
"Notch signaling pathway19","Notch signaling pathway","MMEB9_E2",1,1,0,1,1,9.44331050221329e-26
"Fc gamma R-mediated phagocytosis19","Fc gamma R-mediated phagocytosis","MMEB9_E2",0,3,-2,0.07,0.96276,4.49929040901839e-21
"Citrate cycle (TCA cycle)19","Citrate cycle (TCA cycle)","MMEB9_E2",1,1,0,1,1,9.25056526979271e-32
"Apelin signaling pathway19","Apelin signaling pathway","MMEB9_E2",6,5,0.222392421336448,0.848,1,3.86926907368193e-15
"Mismatch repair19","Mismatch repair","MMEB9_E2",0,0,0,1,1,2.64058007604585e-37
"Carbon metabolism19","Carbon metabolism","MMEB9_E2",1,3,-1,0.26,1,5.42421710531506e-19
"Hedgehog signaling pathway19","Hedgehog signaling pathway","MMEB9_E2",1,2,-0.584962500721156,0.389,1,9.57666770066455e-22
"Chagas disease19","Chagas disease","MMEB9_E2",6,4,0.485426827170242,0.534,1,1.53291076205964e-17
"Growth hormone synthesis, secretion and action19","Growth hormone synthesis, secretion and action","MMEB9_E2",4,4,0,1,1,1.40449459026662e-17
"Kaposi sarcoma-associated herpesvirus infection19","Kaposi sarcoma-associated herpesvirus infection","MMEB9_E2",6,7,-0.192645077942396,0.619,1,1.14050016232943e-12
"Hippo signaling pathway - multiple species19","Hippo signaling pathway - multiple species","MMEB9_E2",3,2,0.415037499278844,0.794,1,7.87305596094786e-25
"VEGF signaling pathway19","VEGF signaling pathway","MMEB9_E2",1,1,0,1,1,6.67996997760095e-26
"Gap junction19","Gap junction","MMEB9_E2",3,3,0,1,1,1.26672964422949e-18
"Vasopressin-regulated water reabsorption19","Vasopressin-regulated water reabsorption","MMEB9_E2",0,1,-1,0.454,1,7.73505953505496e-28
"Progesterone-mediated oocyte maturation19","Progesterone-mediated oocyte maturation","MMEB9_E2",2,3,-0.415037499278844,0.431,1,2.48628230633603e-21
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate19","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","MMEB9_E2",0,0,0,1,1,1.12957746779356e-36
"T cell receptor signaling pathway19","T cell receptor signaling pathway","MMEB9_E2",3,4,-0.321928094887362,0.696,1,5.60292017701852e-16
"Oocyte meiosis19","Oocyte meiosis","MMEB9_E2",3,3,0,1,1,3.67480678834946e-16
"Phospholipase D signaling pathway19","Phospholipase D signaling pathway","MMEB9_E2",1,6,-1.8073549220576,0.028,0.8588,1.22410256437045e-13
"Acute myeloid leukemia19","Acute myeloid leukemia","MMEB9_E2",3,3,0,1,1,5.98742444202542e-22
"One carbon pool by folate19","One carbon pool by folate","MMEB9_E2",0,0,0,1,1,4.33725504029539e-41
"Propanoate metabolism19","Propanoate metabolism","MMEB9_E2",0,1,-1,0.482,1,1.55024410023495e-30
"Wnt signaling pathway19","Wnt signaling pathway","MMEB9_E2",3,8,-1.16992500144231,0.066,0.96276,4.22853930995379e-10
"Breast cancer19","Breast cancer","MMEB9_E2",3,6,-0.807354922057604,0.137,1,8.62926396216786e-14
"Adipocytokine signaling pathway19","Adipocytokine signaling pathway","MMEB9_E2",6,2,1.22239242133645,0.177,1,2.26917436138373e-22
"Central carbon metabolism in cancer19","Central carbon metabolism in cancer","MMEB9_E2",3,3,0,1,1,6.21880638188478e-18
"Glyoxylate and dicarboxylate metabolism19","Glyoxylate and dicarboxylate metabolism","MMEB9_E2",0,1,-1,0.539,1,3.87752696881212e-33
"Relaxin signaling pathway19","Relaxin signaling pathway","MMEB9_E2",5,6,-0.222392421336448,0.793,1,2.56397040944064e-16
"Ferroptosis19","Ferroptosis","MMEB9_E2",1,2,-0.584962500721156,0.361,1,3.00929062026016e-26
"Sphingolipid metabolism19","Sphingolipid metabolism","MMEB9_E2",1,2,-0.584962500721156,0.345,1,5.11348134634193e-23
"Toxoplasmosis19","Toxoplasmosis","MMEB9_E2",7,3,1,0.29,1,6.217264258657e-21
"Ras signaling pathway19","Ras signaling pathway","MMEB9_E2",7,8,-0.169925001442312,0.65,1,2.40427554120832e-10
"Pyrimidine metabolism19","Pyrimidine metabolism","MMEB9_E2",1,2,-0.584962500721156,0.324,1,3.3607826333129e-27
"GnRH signaling pathway19","GnRH signaling pathway","MMEB9_E2",2,3,-0.415037499278844,0.454,1,5.35485648975351e-18
"Coronavirus disease - COVID-1919","Coronavirus disease - COVID-19","MMEB9_E2",4,6,-0.485426827170242,0.399,1,1.59293373934528e-15
"Mannose type O-glycan biosynthesis19","Mannose type O-glycan biosynthesis","MMEB9_E2",1,0.5,0.415037499278844,1,1,1.10333094795547e-35
"Terpenoid backbone biosynthesis19","Terpenoid backbone biosynthesis","MMEB9_E2",0,0,0,1,1,3.99232469144533e-41
"Cysteine and methionine metabolism19","Cysteine and methionine metabolism","MMEB9_E2",0,2,-1.58496250072116,0.005,0.5085,1.25614875506315e-25
"Circadian rhythm19","Circadian rhythm","MMEB9_E2",1,1,0,1,1,2.59139671049876e-30
"Fatty acid elongation19","Fatty acid elongation","MMEB9_E2",0,1,-1,0.525,1,4.31294761148975e-33
"Biosynthesis of unsaturated fatty acids19","Biosynthesis of unsaturated fatty acids","MMEB9_E2",0,1,-1,0.531,1,2.82858345462481e-31
"Inflammatory mediator regulation of TRP channels19","Inflammatory mediator regulation of TRP channels","MMEB9_E2",3,4,-0.321928094887362,0.691,1,2.76058349304529e-17
"Parathyroid hormone synthesis, secretion and action19","Parathyroid hormone synthesis, secretion and action","MMEB9_E2",2,4,-0.736965594166206,0.316,1,1.11840900853923e-15
"Sulfur metabolism19","Sulfur metabolism","MMEB9_E2",0,0,0,1,1,1.82455348104665e-39
"Vibrio cholerae infection19","Vibrio cholerae infection","MMEB9_E2",0,1,-1,0.458,1,4.80472635240421e-27
"Signaling pathways regulating pluripotency of stem cells19","Signaling pathways regulating pluripotency of stem cells","MMEB9_E2",8,7,0.169925001442312,0.885,1,4.40368808100046e-12
"HIF-1 signaling pathway19","HIF-1 signaling pathway","MMEB9_E2",1,5,-1.58496250072116,0.009,0.5085,1.28745783626753e-15
"Purine metabolism19","Purine metabolism","MMEB9_E2",6,4,0.485426827170242,0.522,1,1.62121694092441e-17
"Fatty acid degradation19","Fatty acid degradation","MMEB9_E2",4,1,1.32192809488736,0.03,0.8588,1.99414653938206e-29
"Glutathione metabolism19","Glutathione metabolism","MMEB9_E2",1,2,-0.584962500721156,0.379,1,8.28858344000251e-27
"Transcriptional misregulation in cancer19","Transcriptional misregulation in cancer","MMEB9_E2",6,7,-0.192645077942396,0.663,1,2.34336455886386e-13
"2-Oxocarboxylic acid metabolism19","2-Oxocarboxylic acid metabolism","MMEB9_E2",1,1,0,1,1,6.94932245537904e-35
"Adrenergic signaling in cardiomyocytes19","Adrenergic signaling in cardiomyocytes","MMEB9_E2",3,5,-0.584962500721156,0.327,1,8.85715994352615e-13
"Gastric cancer19","Gastric cancer","MMEB9_E2",4,6,-0.485426827170242,0.404,1,1.14773937051211e-13
"Long-term potentiation19","Long-term potentiation","MMEB9_E2",2,2,0,1,1,1.89500070048568e-22
"Motor proteins19","Motor proteins","MMEB9_E2",6,6,0,1,1,2.65995819134974e-12
"Biosynthesis of amino acids19","Biosynthesis of amino acids","MMEB9_E2",1,2,-0.584962500721156,0.381,1,1.84976643527934e-25
"Other glycan degradation19","Other glycan degradation","MMEB9_E2",0,0,0,1,1,2.90757054495406e-40
"Non-homologous end-joining19","Non-homologous end-joining","MMEB9_E2",0,0,0,1,1,4.33725504029539e-41
"Glycerophospholipid metabolism19","Glycerophospholipid metabolism","MMEB9_E2",0,3,-2,0.057,0.96276,3.21726998891864e-19
"C-type lectin receptor signaling pathway19","C-type lectin receptor signaling pathway","MMEB9_E2",6,4,0.485426827170242,0.504,1,4.29706653854378e-15
"Lipid and atherosclerosis19","Lipid and atherosclerosis","MMEB9_E2",6,6,0,1,1,4.59275618456596e-13
"Hepatitis C19","Hepatitis C","MMEB9_E2",8,5,0.584962500721156,0.497,1,4.81494606216822e-16
"PI3K-Akt signaling pathway19","PI3K-Akt signaling pathway","MMEB9_E2",14,15,-0.0931094043914815,0.743,1,2.86706012061621e-07
"Long-term depression19","Long-term depression","MMEB9_E2",2,1,0.584962500721156,0.702,1,2.06423162284082e-27
"Arrhythmogenic right ventricular cardiomyopathy19","Arrhythmogenic right ventricular cardiomyopathy","MMEB9_E2",4,4,0,1,1,1.51497681667746e-18
"Necroptosis19","Necroptosis","MMEB9_E2",6,5,0.222392421336448,0.878,1,7.68353886845182e-17
"Retrograde endocannabinoid signaling19","Retrograde endocannabinoid signaling","MMEB9_E2",4,3,0.321928094887362,0.609,1,7.68353886845182e-17
"Pantothenate and CoA biosynthesis19","Pantothenate and CoA biosynthesis","MMEB9_E2",0,0,0,1,1,2.36560234559017e-39
"Cushing syndrome19","Cushing syndrome","MMEB9_E2",3,6,-0.807354922057604,0.151,1,9.61585432226477e-13
"Fructose and mannose metabolism19","Fructose and mannose metabolism","MMEB9_E2",1,1,0,1,1,6.62979351000333e-30
"Platelet activation19","Platelet activation","MMEB9_E2",6,5,0.222392421336448,0.852,1,2.5372124778855e-16
"Efferocytosis19","Efferocytosis","MMEB9_E2",3,6,-0.807354922057604,0.154,1,1.06393219034948e-13
"Antifolate resistance19","Antifolate resistance","MMEB9_E2",3,1,1,0.545,1,2.12219887083123e-30
"Alcoholism19","Alcoholism","MMEB9_E2",4,4,0,1,1,6.14629193708447e-17
"Melanogenesis19","Melanogenesis","MMEB9_E2",3,4,-0.321928094887362,0.691,1,4.18831244151162e-15
"Prolactin signaling pathway19","Prolactin signaling pathway","MMEB9_E2",4,2,0.736965594166206,0.381,1,1.76467061280849e-26
"Glycerolipid metabolism19","Glycerolipid metabolism","MMEB9_E2",0,2,-1.58496250072116,0.016,0.602666666666667,1.31794804430664e-23
"Dopaminergic synapse19","Dopaminergic synapse","MMEB9_E2",1,4,-1.32192809488736,0.143,1,3.3587744345087e-17
"Glycosphingolipid biosynthesis - ganglio series19","Glycosphingolipid biosynthesis - ganglio series","MMEB9_E2",0,0,0,1,1,1.04002370442111e-36
"Mucin type O-glycan biosynthesis19","Mucin type O-glycan biosynthesis","MMEB9_E2",0,1,-1,0.46,1,6.37604824287368e-27
"Lipoic acid metabolism19","Lipoic acid metabolism","MMEB9_E2",0,0,0,1,1,1.45342676380787e-39
"NF-kappa B signaling pathway19","NF-kappa B signaling pathway","MMEB9_E2",4,3,0.321928094887362,0.671,1,5.35754658883295e-21
"Oxytocin signaling pathway19","Oxytocin signaling pathway","MMEB9_E2",5,5,0,1,1,1.69961962862808e-15
"Basal cell carcinoma19","Basal cell carcinoma","MMEB9_E2",2,3,-0.415037499278844,0.488,1,4.58650217811002e-19
"Legionellosis19","Legionellosis","MMEB9_E2",0,1,-1,0.534,1,2.03737796619442e-31
"Measles19","Measles","MMEB9_E2",6,4,0.485426827170242,0.582,1,1.02525041401621e-18
"Biosynthesis of cofactors19","Biosynthesis of cofactors","MMEB9_E2",1,4,-1.32192809488736,0.128,1,1.93673127986391e-16
"Glycosaminoglycan biosynthesis - keratan sulfate19","Glycosaminoglycan biosynthesis - keratan sulfate","MMEB9_E2",1,0,1,0.499,1,4.65024672880696e-35
"Alanine, aspartate and glutamate metabolism19","Alanine, aspartate and glutamate metabolism","MMEB9_E2",1,1,0,1,1,1.90618154291119e-31
"Fatty acid biosynthesis19","Fatty acid biosynthesis","MMEB9_E2",1,0,1,0.299,1,1.43430032354937e-41
"Hypertrophic cardiomyopathy19","Hypertrophic cardiomyopathy","MMEB9_E2",7,4,0.678071905112638,0.323,1,6.14427538244707e-16
"Glucagon signaling pathway19","Glucagon signaling pathway","MMEB9_E2",3,3,0,1,1,4.12595941320935e-19
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin19","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","MMEB9_E2",4,2,0.736965594166206,0.373,1,1.10652377954749e-26
"Steroid biosynthesis19","Steroid biosynthesis","MMEB9_E2",0,0,0,1,1,1.6345883866328e-40
"cGMP-PKG signaling pathway19","cGMP-PKG signaling pathway","MMEB9_E2",9,6,0.514573172829758,0.392,1,4.48525917966584e-12
"Phagosome19","Phagosome","MMEB9_E2",7,4,0.678071905112638,0.357,1,6.72148935420584e-17
"Arginine and proline metabolism19","Arginine and proline metabolism","MMEB9_E2",2,2,0,1,1,1.47867950348024e-27
"Pyruvate metabolism19","Pyruvate metabolism","MMEB9_E2",0,1,-1,0.494,1,4.39815952366709e-29
"Type II diabetes mellitus19","Type II diabetes mellitus","MMEB9_E2",3,2,0.415037499278844,0.763,1,2.87251169916053e-24
"Dilated cardiomyopathy19","Dilated cardiomyopathy","MMEB9_E2",7,4,0.678071905112638,0.324,1,3.33670704308716e-16
"Alcoholic liver disease19","Alcoholic liver disease","MMEB9_E2",5,4,0.263034405833794,0.86,1,1.08504151212404e-15
"Leukocyte transendothelial migration19","Leukocyte transendothelial migration","MMEB9_E2",2,4,-0.736965594166206,0.365,1,2.375772875637e-17
"Glycosaminoglycan degradation19","Glycosaminoglycan degradation","MMEB9_E2",1,0,1,0.354,1,2.18271260319008e-39
"Endocrine and other factor-regulated calcium reabsorption19","Endocrine and other factor-regulated calcium reabsorption","MMEB9_E2",1,2,-0.584962500721156,0.362,1,3.83064588559871e-22
"Ubiquinone and other terpenoid-quinone biosynthesis19","Ubiquinone and other terpenoid-quinone biosynthesis","MMEB9_E2",0,0,0,1,1,1.04426502986209e-44
"Fc epsilon RI signaling pathway19","Fc epsilon RI signaling pathway","MMEB9_E2",0,1,-1,0.46,1,9.2406526959099e-28
"Glycine, serine and threonine metabolism19","Glycine, serine and threonine metabolism","MMEB9_E2",0,1,-1,0.468,1,6.69962732515848e-29
"Pertussis19","Pertussis","MMEB9_E2",1,1,0,1,1,5.21624916628073e-27
"Aldosterone synthesis and secretion19","Aldosterone synthesis and secretion","MMEB9_E2",2,3,-0.415037499278844,0.444,1,8.04043525229112e-20
