CTL_A ENU_A CTL_B ENU_B CTL_C ENU_C
ENSG00000146700 10 18 16 13 6 4
ENSG00000146701 3160 2459 3880 2764 2536 2980
ENSG00000146707 105 66 120 83 72 55
ENSG00000146729 662 505 671 531 638 861
ENSG00000146731 1866 1485 2255 1434 3161 3962
ENSG00000146733 146 132 131 80 484 617
ENSG00000146757 94 73 135 86 63 90
ENSG00000146776 138 73 171 148 110 154
ENSG00000146802 815 790 1009 666 463 733
ENSG00000146826 189 135 221 110 229 262
ENSG00000146828 567 466 766 524 645 764
ENSG00000146830 449 459 578 456 753 1011
ENSG00000146833 781 627 1029 803 404 713
ENSG00000146834 434 382 554 455 451 475
ENSG00000146842 202 165 284 186 232 280
ENSG00000146858 114 86 108 69 65 89
ENSG00000146859 54 48 80 53 51 81
ENSG00000146872 630 520 764 629 674 918
ENSG00000146909 325 260 320 240 395 518
ENSG00000146918 471 438 707 461 506 863
ENSG00000146950 437 444 281 143 617 819
ENSG00000146963 876 687 929 656 995 1467
ENSG00000146966 6105 4762 8172 6166 1911 3391
ENSG00000147003 4 3 2 2 1 4
ENSG00000147010 690 595 675 577 889 1278
ENSG00000147027 3348 3101 4195 3631 2846 3503
ENSG00000147044 975 736 1091 792 974 1388
ENSG00000147050 406 360 556 395 368 537
ENSG00000147065 8211 7084 9643 6123 10459 13292
ENSG00000147099 225 176 265 170 250 305
ENSG00000147100 923 655 884 647 1368 1542
ENSG00000147118 86 60 118 107 74 116
ENSG00000147119 125 91 135 114 112 140
ENSG00000147121 152 120 198 131 154 207
ENSG00000147123 759 572 856 649 730 774
ENSG00000147124 134 110 156 128 120 149
ENSG00000147130 1167 917 1485 1076 899 1157
ENSG00000147133 698 523 797 591 607 911
ENSG00000147140 5103 4100 6727 4729 5388 7104
ENSG00000147144 87 70 107 59 74 73
ENSG00000147155 189 98 234 148 145 204
ENSG00000147162 1637 1480 1928 1316 3177 4929
ENSG00000147164 912 661 974 700 1023 1112
ENSG00000147166 4 1 2 0 3 8
ENSG00000147174 6 24 11 10 12 11
ENSG00000147202 453 360 515 353 397 621
ENSG00000147224 1186 1031 1173 725 1220 1395
ENSG00000147251 801 572 925 743 524 925
ENSG00000147274 2251 1808 2707 2067 2203 3182
ENSG00000147316 244 172 285 176 212 255
ENSG00000147324 534 463 697 583 422 522
ENSG00000147364 275 237 292 245 284 290
ENSG00000147382 247 188 284 167 195 183
ENSG00000147383 223 211 343 238 313 366
ENSG00000147394 75 97 120 105 51 44
ENSG00000147400 359 264 445 331 418 445
ENSG00000147403 33184 25961 39020 29327 17910 21116
ENSG00000147408 1149 1110 1007 978 1776 1755
ENSG00000147416 1053 858 1334 1039 806 1207
ENSG00000147419 677 502 954 650 602 771
ENSG00000147421 114 114 182 145 124 187
ENSG00000147437 15 11 25 24 28 39
ENSG00000147439 425 334 499 346 337 476
ENSG00000147454 599 491 727 507 629 875
ENSG00000147457 779 591 918 670 693 947
ENSG00000147459 628 559 834 671 550 869
ENSG00000147471 311 247 396 380 301 385
ENSG00000147475 1497 1258 1692 1343 1296 1846
ENSG00000147509 481 358 636 425 131 165
ENSG00000147526 7021 6150 9938 7368 3082 5357
ENSG00000147533 955 746 1039 910 745 906
ENSG00000147535 744 575 836 682 597 842
ENSG00000147536 86 91 138 72 158 261
ENSG00000147548 1623 1280 2040 1534 1217 1817
ENSG00000147573 73 66 165 56 33 46
ENSG00000147576 65 69 90 83 64 80
ENSG00000147586 94 87 74 78 145 191
ENSG00000147592 147 127 204 133 300 382
ENSG00000147601 342 222 380 220 348 454
ENSG00000147604 11405 9322 13219 10598 11959 13649
ENSG00000147649 2021 1747 2367 1861 2139 3058
ENSG00000147650 546 444 557 357 842 1073
ENSG00000147654 114 129 173 145 121 168
ENSG00000147655 17 19 13 10 1 10
ENSG00000147669 310 274 395 229 333 325
ENSG00000147677 3785 3133 4650 3732 2439 3063
ENSG00000147679 289 209 304 232 201 279
ENSG00000147684 731 586 936 664 827 1050
ENSG00000147687 168 148 194 169 247 298
ENSG00000147789 232 251 350 198 245 335
ENSG00000147799 45 51 62 29 87 137
ENSG00000147804 38 41 17 17 36 43
ENSG00000147813 683 516 856 626 475 650
ENSG00000147852 3087 2210 3130 3082 1351 2269
ENSG00000147853 1598 1221 1728 1396 1309 1616
ENSG00000147854 805 593 919 729 744 1109
ENSG00000147862 20 24 26 18 133 113
ENSG00000147872 1185 969 1227 1297 728 974
ENSG00000147874 461 353 570 331 325 488
ENSG00000147883 188 173 268 128 209 197
ENSG00000147889 250 221 269 182 371 379
ENSG00000147894 64 52 80 75 57 82
ENSG00000147905 286 288 431 365 304 377
ENSG00000147912 130 71 117 64 147 170
ENSG00000147955 972 833 1157 769 851 1060
ENSG00000147996 30 19 19 12 37 42
ENSG00000148019 297 198 289 170 210 329
ENSG00000148057 34 26 39 25 27 30
ENSG00000148082 749 628 651 530 323 361
ENSG00000148090 221 193 262 241 219 232
ENSG00000148110 843 751 989 581 894 1249
ENSG00000148120 196 186 205 124 314 330
ENSG00000148143 219 162 242 192 223 332
ENSG00000148153 310 256 394 275 211 300
ENSG00000148154 6535 5349 8727 6778 3626 5177
ENSG00000148158 377 331 349 276 622 691
ENSG00000148175 9870 8060 13168 10650 6607 9909
ENSG00000148180 11962 10167 16069 11763 6838 9364
ENSG00000148187 142 118 154 137 172 291
ENSG00000148218 717 603 960 669 735 963
ENSG00000148219 46 42 33 33 142 200
ENSG00000148225 20 9 18 29 15 22
ENSG00000148229 461 362 418 440 353 504
ENSG00000148248 7452 6129 8578 6357 6941 9228
ENSG00000148288 26 29 41 21 40 60
ENSG00000148290 285 231 297 218 310 297
ENSG00000148291 32 23 28 12 83 68
ENSG00000148296 252 222 261 144 383 435
ENSG00000148297 436 362 453 229 517 665
ENSG00000148300 437 365 560 438 447 562
ENSG00000148303 19167 15564 23351 17790 13639 15029
ENSG00000148308 564 514 737 517 543 684
ENSG00000148331 445 360 518 405 409 482
ENSG00000148334 444 326 455 272 606 681
ENSG00000148335 664 510 713 531 648 877
ENSG00000148337 1982 1683 2706 2261 1406 1757
ENSG00000148339 229 200 273 178 294 319
ENSG00000148341 981 721 1136 851 886 1018
ENSG00000148343 364 332 507 331 419 477
ENSG00000148344 335 182 332 205 198 247
ENSG00000148356 548 487 725 537 414 554
ENSG00000148358 3229 2653 4120 3459 2539 3458
ENSG00000148362 96 124 127 93 116 133
ENSG00000148377 14 3 16 6 4 14
ENSG00000148384 208 157 231 140 216 221
ENSG00000148396 2879 2541 3339 2594 2425 3339
ENSG00000148399 176 168 195 156 230 313
ENSG00000148400 728 564 780 607 497 732
ENSG00000148411 770 670 978 626 1017 1015
ENSG00000148426 531 417 977 1005 98 180
ENSG00000148429 291 198 297 254 291 398
ENSG00000148444 261 249 379 220 296 394
ENSG00000148450 238 209 254 233 282 276
ENSG00000148459 29 35 41 14 45 54
ENSG00000148468 394 363 448 280 442 529
ENSG00000148481 502 351 554 401 418 552
ENSG00000148484 1811 1397 2156 1333 2146 2808
ENSG00000148498 762 623 1058 754 775 903
ENSG00000148516 5994 4698 7751 4900 3734 6012
ENSG00000148572 428 360 605 391 466 559
ENSG00000148606 489 393 483 384 449 595
ENSG00000148634 2373 1922 3157 2087 3408 4259
ENSG00000148660 646 568 812 640 661 801
ENSG00000148671 10 9 13 29 19 56
ENSG00000148672 3197 2644 4535 3767 2472 3466
ENSG00000148677 34 49 17 13 73 96
ENSG00000148680 14 11 9 2 12 19
ENSG00000148688 193 167 233 163 221 280
ENSG00000148690 336 208 312 264 324 471
ENSG00000148700 2302 1900 2675 1961 2254 3051
ENSG00000148719 726 554 785 630 667 887
ENSG00000148730 1308 1238 1463 1114 792 1024
ENSG00000148737 209 206 211 152 363 380
ENSG00000148773 648 620 905 610 1013 2178
ENSG00000148798 19 27 33 23 38 59
ENSG00000148803 150 108 179 132 82 121
ENSG00000148814 77 67 104 94 93 95
ENSG00000148824 253 176 220 142 329 483
ENSG00000148832 126 87 179 80 60 93
ENSG00000148834 1553 1331 1759 1260 1123 1353
ENSG00000148835 64 53 63 76 63 71
ENSG00000148840 697 622 720 529 789 1034
ENSG00000148841 729 643 748 612 1000 1220
ENSG00000148842 519 387 647 543 420 582
ENSG00000148843 478 404 489 278 718 972
ENSG00000148848 391 415 484 318 210 314
ENSG00000148908 866 630 916 780 543 695
ENSG00000148925 787 589 998 690 664 870
ENSG00000148926 10308 8049 12756 10846 5211 8072
ENSG00000148943 437 317 530 337 343 472
ENSG00000148950 15 10 9 20 19 31
ENSG00000148985 87 110 146 125 123 137
ENSG00000149016 202 226 291 257 258 254
ENSG00000149050 19 21 21 7 27 45
ENSG00000149054 82 56 108 117 59 96
ENSG00000149084 1238 963 1588 1075 1039 1446
ENSG00000149089 315 204 279 208 282 361
ENSG00000149090 4135 3703 5117 4391 2123 3537
ENSG00000149091 971 735 1047 753 823 1100
ENSG00000149100 1745 1289 2128 1576 1697 2127
ENSG00000149115 4547 3769 5179 3733 5710 7563
ENSG00000149131 5457 4233 6240 5341 1148 1607
ENSG00000149136 1530 1235 1854 1397 1970 2658
ENSG00000149150 326 292 402 362 253 291
ENSG00000149177 690 534 944 680 545 748
ENSG00000149179 382 279 464 306 330 443
ENSG00000149182 776 616 1035 654 822 1077
ENSG00000149187 1206 993 1473 1022 1316 1883
ENSG00000149196 477 359 581 381 430 607
ENSG00000149201 58 66 65 25 83 113
ENSG00000149212 25 33 12 9 24 46
ENSG00000149218 17 34 34 46 126 141
ENSG00000149231 380 359 455 314 415 670
ENSG00000149243 31 45 60 31 41 41
ENSG00000149256 139 150 55 32 100 142
ENSG00000149257 18741 15579 18437 12625 25415 33377
ENSG00000149260 624 464 747 458 632 804
ENSG00000149262 290 327 408 314 341 470
ENSG00000149269 649 579 891 600 463 588
ENSG00000149273 15090 12693 17715 13402 14426 15785
ENSG00000149289 398 316 452 307 300 477
ENSG00000149292 86 101 137 94 148 196
ENSG00000149300 1 1 14 4 2 7
ENSG00000149308 246 195 299 228 142 246
ENSG00000149311 1182 981 1364 1051 1007 1515
ENSG00000149313 655 506 734 499 708 914
ENSG00000149357 981 793 1135 831 963 1102
ENSG00000149380 101 97 76 48 147 150
ENSG00000149428 2184 1738 2082 1015 3032 3893
ENSG00000149451 68 49 123 59 36 57
ENSG00000149474 220 149 240 158 251 273
ENSG00000149476 292 254 414 257 339 361
ENSG00000149480 1404 1037 1575 957 1596 2017
ENSG00000149483 281 265 376 218 283 395
ENSG00000149485 1379 1005 2020 1094 1138 1742
ENSG00000149489 25 40 13 16 40 38
ENSG00000149499 686 530 775 516 721 882
ENSG00000149503 313 246 377 233 283 485
ENSG00000149506 50 29 89 38 23 44
ENSG00000149531 70 56 74 47 49 74
ENSG00000149532 1200 978 1504 966 1074 1462
ENSG00000149541 531 486 693 296 441 555
ENSG00000149547 1835 1395 2265 1529 1246 1560
ENSG00000149548 25 33 59 27 18 31
ENSG00000149554 277 209 272 202 225 397
ENSG00000149557 429 381 601 404 480 597
ENSG00000149571 1527 1276 2049 1515 331 445
ENSG00000149577 1226 1055 1427 1218 780 1008
ENSG00000149582 407 327 505 418 263 288
ENSG00000149591 20925 16550 20021 11752 26652 29806
ENSG00000149596 26 23 34 8 55 64
ENSG00000149600 711 548 1003 655 572 738
ENSG00000149609 5 4 5 0 6 7
ENSG00000149633 388 207 406 254 229 243
ENSG00000149634 4 1 3 3 6 6
ENSG00000149636 187 166 263 201 103 231
ENSG00000149639 1544 1276 1749 1232 1209 1662
ENSG00000149657 716 582 922 686 664 806
ENSG00000149658 828 659 836 657 674 835
ENSG00000149679 105 104 153 90 90 131
ENSG00000149716 198 152 225 115 242 325
ENSG00000149743 434 317 447 312 273 247
ENSG00000149761 432 380 518 316 342 342
ENSG00000149781 17 21 20 9 22 28
ENSG00000149782 864 682 1072 696 821 1028
ENSG00000149792 852 671 1117 819 606 779
ENSG00000149798 816 597 985 549 711 826
ENSG00000149806 2790 2292 3134 2429 2272 2435
ENSG00000149809 101 102 193 126 98 81
ENSG00000149823 1995 1546 2472 1796 1259 1394
ENSG00000149923 1615 1269 1928 1285 1653 1820
ENSG00000149925 47287 37313 60971 46493 28686 35099
ENSG00000149929 125 78 121 91 149 210
ENSG00000149930 1438 1173 1634 1076 1281 1532
ENSG00000149932 1047 872 1271 1078 553 739
ENSG00000149948 3477 3151 3978 2683 1157 1748
ENSG00000149968 0 5 1 1 5 10
ENSG00000150054 25 19 91 33 11 23
ENSG00000150093 69338 56821 79891 63824 82618 99064
ENSG00000150165 7 1 11 7 4 2
ENSG00000150281 225 165 253 177 145 143
ENSG00000150316 321 211 485 231 397 456
ENSG00000150347 5539 4449 6683 4818 5303 7110
ENSG00000150401 277 242 369 266 209 219
ENSG00000150403 3720 3189 4379 3203 2663 3691
ENSG00000150433 137 154 193 129 162 235
ENSG00000150455 93 85 101 100 95 111
ENSG00000150456 68 53 112 52 68 121
ENSG00000150457 2454 2014 3040 2319 1686 2130
ENSG00000150459 1285 1060 1507 1201 1359 1699
ENSG00000150471 41 54 9 5 225 301
ENSG00000150477 62 57 90 73 48 73
ENSG00000150510 26 31 32 31 17 23
ENSG00000150527 233 186 310 228 221 359
ENSG00000150540 137 101 154 80 361 506
ENSG00000150551 969 615 1347 876 699 942
ENSG00000150593 1494 1190 1769 1261 1636 2050
ENSG00000150630 1720 1372 2063 1751 713 1033
ENSG00000150636 10 5 10 7 22 13
ENSG00000150681 69 74 34 72 27 41
ENSG00000150687 3657 3251 4860 3566 3691 6016
ENSG00000150712 516 404 604 527 458 535
ENSG00000150753 2278 1762 2528 1629 3448 4719
ENSG00000150756 116 56 121 70 141 193
ENSG00000150760 2227 1950 2704 1827 2164 2793
ENSG00000150764 575 471 675 500 381 516
ENSG00000150768 740 576 796 631 741 951
ENSG00000150773 5 7 1 3 2 11
ENSG00000150776 480 382 546 438 466 584
ENSG00000150779 172 185 196 99 394 411
ENSG00000150782 12 3 6 0 7 14
ENSG00000150787 411 349 491 377 425 495
ENSG00000150867 433 374 506 408 401 484
ENSG00000150938 17295 15055 24928 17705 10385 14040
ENSG00000150961 5319 4245 6228 4716 4535 6020
ENSG00000150967 77 98 129 88 87 100
ENSG00000150977 59 58 74 83 109 126
ENSG00000150990 388 339 476 318 439 599
ENSG00000150991 12661 10472 16478 12997 12264 15473
ENSG00000150995 163 153 261 204 294 427
ENSG00000151006 62 46 97 76 123 136
ENSG00000151012 605 477 463 340 3318 4583
ENSG00000151014 56 54 70 38 62 88
ENSG00000151065 326 335 409 371 208 268
ENSG00000151067 298 228 300 163 265 251
ENSG00000151092 394 301 413 322 299 440
ENSG00000151093 61 63 86 55 59 112
ENSG00000151116 578 485 719 413 499 661
ENSG00000151117 12 13 19 6 8 15
ENSG00000151135 3473 2698 4163 3106 2486 3288
ENSG00000151136 29 12 7 2 35 22
ENSG00000151148 1258 1094 1643 1308 1032 1286
ENSG00000151151 265 234 342 353 172 217
ENSG00000151176 1538 1289 1944 1384 1382 1630
ENSG00000151208 2698 2266 3623 2771 2190 3044
ENSG00000151229 56 67 41 40 155 238
ENSG00000151233 485 462 545 492 403 619
ENSG00000151239 2622 2126 3163 2257 2444 3208
ENSG00000151240 1249 1107 1492 1129 1041 1287
ENSG00000151247 531 374 620 360 528 671
ENSG00000151276 438 461 608 460 370 495
ENSG00000151287 92 60 115 70 66 95
ENSG00000151292 784 651 901 604 701 967
ENSG00000151304 93 69 73 51 102 122
ENSG00000151320 72 70 146 111 7 53
ENSG00000151327 1028 798 1085 834 908 1094
ENSG00000151332 294 192 322 314 203 299
ENSG00000151338 129 83 136 108 124 159
ENSG00000151348 3056 2964 3936 3288 2912 3949
ENSG00000151353 341 244 418 328 323 383
ENSG00000151364 9 8 6 1 1 3
ENSG00000151366 1059 872 1141 909 1101 1202
ENSG00000151376 222 192 432 270 152 198
ENSG00000151388 854 775 665 359 1198 1336
ENSG00000151413 226 148 212 123 194 274
ENSG00000151414 1854 1470 1713 1394 2217 2847
ENSG00000151422 567 488 657 405 521 670
ENSG00000151445 462 309 425 388 344 440
ENSG00000151458 812 694 891 682 885 1130
ENSG00000151461 708 566 869 739 576 818
ENSG00000151465 671 519 800 573 1055 1234
ENSG00000151466 223 186 338 148 214 271
ENSG00000151468 25 9 352 118 71 67
ENSG00000151470 76 55 63 50 46 100
ENSG00000151474 976 958 1027 835 628 747
ENSG00000151491 812 621 785 588 605 837
ENSG00000151498 324 285 359 241 365 428
ENSG00000151500 362 288 486 342 343 407
ENSG00000151502 1107 1057 1484 1136 908 987
ENSG00000151503 269 317 360 262 325 616
ENSG00000151532 229 231 287 197 289 487
ENSG00000151552 228 206 304 255 272 411
ENSG00000151553 1022 892 1299 1236 896 1334
ENSG00000151572 1035 524 1390 621 844 1084
ENSG00000151576 224 209 271 160 268 331
ENSG00000151611 120 88 143 99 100 126
ENSG00000151612 335 312 317 284 425 453
ENSG00000151617 479 374 528 303 534 1020
ENSG00000151623 21 21 15 14 8 10
ENSG00000151632 40 19 50 26 43 60
ENSG00000151640 81 59 62 24 335 340
ENSG00000151651 17 8 14 31 6 8
ENSG00000151657 217 143 284 143 167 224
ENSG00000151665 406 345 520 376 233 422
ENSG00000151687 29 15 19 13 11 29
ENSG00000151689 423 386 594 418 321 441
ENSG00000151690 586 579 714 660 594 609
ENSG00000151693 2349 1799 3076 2079 1087 1541
ENSG00000151694 791 659 969 659 737 984
ENSG00000151702 136 116 137 71 197 269
ENSG00000151718 5355 4225 6124 4138 3778 5456
ENSG00000151725 84 72 103 65 91 191
ENSG00000151726 371 263 464 284 455 625
ENSG00000151729 391 307 503 291 327 398
ENSG00000151743 71 74 112 50 72 53
ENSG00000151746 397 277 342 280 611 602
ENSG00000151748 803 724 1141 898 605 814
ENSG00000151773 18 17 16 23 34 53
ENSG00000151778 8 5 10 8 7 18
ENSG00000151779 1854 1586 2499 2033 1435 1731
ENSG00000151806 297 279 356 304 355 520
ENSG00000151835 4088 3269 4249 2759 2478 3162
ENSG00000151849 286 247 384 258 158 296
ENSG00000151876 62 46 61 79 72 95
ENSG00000151881 160 93 144 106 222 326
ENSG00000151883 172 141 244 146 110 141
ENSG00000151892 1868 1894 1925 1540 1589 2675
ENSG00000151893 752 586 914 684 585 774
ENSG00000151914 9257 7802 11485 7480 7340 11426
ENSG00000151917 189 170 233 162 192 231
ENSG00000151923 1252 913 1415 1073 1242 1838
ENSG00000151929 1056 878 1260 935 1080 1400
ENSG00000151967 70 40 86 81 75 74
ENSG00000152022 747 642 951 616 583 657
ENSG00000152042 27 39 40 16 23 24
ENSG00000152049 378 370 377 271 263 378
ENSG00000152056 31 21 24 2 40 29
ENSG00000152061 324 288 376 323 344 459
ENSG00000152076 1 12 8 3 18 20
ENSG00000152078 20 18 29 20 60 117
ENSG00000152082 1738 1584 2170 1730 1304 1248
ENSG00000152102 2352 1976 2460 1794 2413 3006
ENSG00000152104 2489 2281 2644 2243 2107 2759
ENSG00000152117 121 127 156 124 124 205
ENSG00000152127 6588 6138 9151 6580 4653 7507
ENSG00000152133 264 217 334 246 193 256
ENSG00000152137 30 32 38 29 219 245
ENSG00000152147 67 62 48 61 79 80
ENSG00000152154 108 107 164 145 53 92
ENSG00000152193 188 172 207 156 171 245
ENSG00000152219 182 176 235 161 190 260
ENSG00000152223 8673 5893 13113 8604 3341 4931
ENSG00000152229 788 542 906 628 356 485
ENSG00000152234 6852 5254 8225 5830 6231 7509
ENSG00000152240 206 158 222 169 236 288
ENSG00000152242 648 438 685 470 508 704
ENSG00000152253 17 13 26 12 37 73
ENSG00000152256 926 685 821 606 836 1077
ENSG00000152284 309 294 291 278 305 353
ENSG00000152291 9501 8000 11699 9598 7988 12103
ENSG00000152332 3706 2905 4399 2894 2202 2957
ENSG00000152348 122 75 94 74 115 121
ENSG00000152359 52 59 93 36 68 79
ENSG00000152377 2788 2722 2342 1994 2245 2523
ENSG00000152380 14 9 13 8 14 19
ENSG00000152382 101 48 107 92 74 126
ENSG00000152404 279 166 357 312 153 245
ENSG00000152409 30 35 21 20 337 386
ENSG00000152413 48 40 43 37 127 157
ENSG00000152422 89 68 111 76 92 123
ENSG00000152433 11 9 15 6 21 25
ENSG00000152439 70 63 96 84 118 142
ENSG00000152443 164 152 191 150 145 250
ENSG00000152454 47 51 72 37 42 71
ENSG00000152455 117 93 160 96 67 119
ENSG00000152457 144 123 185 128 91 149
ENSG00000152464 115 101 166 88 107 140
ENSG00000152465 699 609 1142 841 434 600
ENSG00000152475 50 44 59 61 20 17
ENSG00000152484 685 540 709 615 552 670
ENSG00000152492 3130 2617 3302 2351 2357 3053
ENSG00000152495 46 33 35 33 55 115
ENSG00000152518 1446 1206 1382 1004 1024 1230
ENSG00000152520 421 262 552 425 382 502
ENSG00000152527 421 304 478 370 383 717
ENSG00000152556 1011 806 1230 870 1153 1450
ENSG00000152558 6478 4748 8249 5991 4006 6203
ENSG00000152578 12 11 20 9 7 21
ENSG00000152582 95 55 126 92 39 59
ENSG00000152601 2725 2176 3018 2123 3674 4465
ENSG00000152611 6 5 1 7 0 1
ENSG00000152620 265 231 296 265 311 418
ENSG00000152642 54 41 23 12 78 130
ENSG00000152661 4830 3873 4344 2929 10086 13049
ENSG00000152683 622 574 724 541 531 693
ENSG00000152684 1232 1131 1321 870 1443 1795
ENSG00000152689 23 17 14 16 23 17
ENSG00000152700 765 688 972 676 791 1021
ENSG00000152726 126 126 146 112 150 206
ENSG00000152749 636 566 819 597 282 398
ENSG00000152763 23 26 23 21 14 12
ENSG00000152767 11434 8753 14550 10623 5824 7794
ENSG00000152778 319 262 346 245 314 455
ENSG00000152779 250 291 346 281 16 35
ENSG00000152782 109 67 130 96 48 53
ENSG00000152784 387 341 510 379 221 403
ENSG00000152795 2605 1997 2911 2182 4086 5934
ENSG00000152804 190 180 235 130 205 288
ENSG00000152818 2085 1819 2479 1738 2076 2857
ENSG00000152894 3185 2626 4465 3343 2873 4719
ENSG00000152904 628 446 722 466 446 540
ENSG00000152926 48 54 66 46 92 146
ENSG00000152939 19 4 17 8 9 13
ENSG00000152942 415 343 480 389 352 466
ENSG00000152944 315 279 320 284 252 330
ENSG00000152952 15104 12154 15311 10082 11104 14712
ENSG00000152953 158 98 90 70 396 502
ENSG00000152990 827 625 987 589 798 902
ENSG00000153006 395 370 517 357 283 369
ENSG00000153015 302 241 515 303 398 525
ENSG00000153029 399 302 548 419 217 357
ENSG00000153037 372 257 387 214 470 548
ENSG00000153044 71 91 175 116 127 184
ENSG00000153046 441 367 435 371 617 844
ENSG00000153048 1437 1153 1988 1197 777 920
ENSG00000153064 50 33 9 12 6 39
ENSG00000153066 978 773 1103 875 652 885
ENSG00000153071 5457 4532 7374 5637 4932 6897
ENSG00000153094 81 59 62 76 52 55
ENSG00000153107 433 438 557 431 465 716
ENSG00000153113 5574 4444 6864 5332 3977 5349
ENSG00000153130 1106 747 1176 786 853 986
ENSG00000153132 10 6 15 5 24 17
ENSG00000153140 155 140 177 126 225 250
ENSG00000153147 1479 1247 1701 1319 1619 2139
ENSG00000153162 9 10 1 1 28 24
ENSG00000153179 1466 1071 1641 1223 1041 1282
ENSG00000153187 4664 3755 5303 3229 7476 10517
ENSG00000153201 1431 1242 1633 1241 1693 2342
ENSG00000153207 1048 780 1153 870 1051 1442
ENSG00000153214 1265 1147 1624 1136 735 1097
ENSG00000153234 69 49 37 38 69 84
ENSG00000153246 40 46 53 41 54 83
ENSG00000153250 2424 1828 2600 2279 2012 2890
ENSG00000153253 2 30 10 8 52 59
ENSG00000153310 412 303 374 271 428 589
ENSG00000153317 3361 2750 4481 3111 2558 4298
ENSG00000153339 851 663 1175 862 697 952
ENSG00000153363 17 17 24 12 33 27
ENSG00000153391 84 61 84 48 82 89
ENSG00000153395 1288 1078 1372 1183 931 1582
ENSG00000153406 367 272 425 245 277 297
ENSG00000153443 329 278 400 269 283 316
ENSG00000153485 53 28 62 24 55 71
ENSG00000153487 327 252 386 272 358 354
ENSG00000153495 8 8 22 10 5 1
ENSG00000153551 134 93 157 132 111 167
ENSG00000153558 249 211 349 199 155 214
ENSG00000153560 1086 986 1326 876 1310 1844
ENSG00000153561 260 215 235 169 192 298
ENSG00000153574 99 71 93 81 128 131
ENSG00000153575 296 233 287 194 276 454
ENSG00000153714 120 127 92 111 391 361
ENSG00000153721 229 163 281 189 229 275
ENSG00000153767 106 93 144 88 174 240
ENSG00000153774 855 634 929 649 715 826
ENSG00000153786 3745 3199 5309 4127 2296 3247
ENSG00000153790 66 87 73 94 69 94
ENSG00000153814 1517 1017 2005 1321 887 1379
ENSG00000153815 691 573 753 569 801 967
ENSG00000153823 1207 865 2364 1500 130 172
ENSG00000153827 4322 3385 5439 3493 4123 5316
ENSG00000153832 130 117 134 110 81 88
ENSG00000153879 312 248 296 224 670 841
ENSG00000153885 19 29 4 4 336 311
ENSG00000153896 89 78 121 69 90 104
ENSG00000153902 7 13 17 7 5 3
ENSG00000153904 2484 1997 3108 2158 1424 1939
ENSG00000153914 660 551 783 461 1079 1456
ENSG00000153922 350 286 374 288 450 606
ENSG00000153933 140 142 168 150 175 264
ENSG00000153936 626 569 640 472 724 955
ENSG00000153944 599 446 719 441 605 777
ENSG00000153956 1209 1072 1097 895 1443 2204
ENSG00000153975 118 124 184 120 155 180
ENSG00000153976 199 161 205 170 159 207
ENSG00000153982 20 17 19 26 19 19
ENSG00000153989 813 716 848 567 823 1042
ENSG00000154001 838 639 965 714 786 970
ENSG00000154027 1125 840 1336 1066 427 640
ENSG00000154035 590 574 857 685 272 282
ENSG00000154040 107 94 114 112 69 93
ENSG00000154059 721 517 814 643 647 841
ENSG00000154065 32 12 31 28 43 40
ENSG00000154079 67 60 65 62 55 66
ENSG00000154096 5674 4987 5125 4361 8366 10832
ENSG00000154102 146 87 165 192 48 69
ENSG00000154114 334 245 285 191 439 547
ENSG00000154122 458 441 482 324 819 1005
ENSG00000154124 461 354 498 321 323 458
ENSG00000154127 822 625 752 417 746 893
ENSG00000154133 86 74 129 81 19 53
ENSG00000154134 350 225 408 252 386 633
ENSG00000154144 735 559 781 463 647 835
ENSG00000154146 73 56 72 64 120 116
ENSG00000154174 918 846 1015 896 1006 1235
ENSG00000154175 84 101 159 99 117 111
ENSG00000154188 1155 1119 847 716 1453 1843
ENSG00000154217 164 108 188 135 112 125
ENSG00000154222 434 393 534 389 561 749
ENSG00000154229 2160 1961 2385 1900 2257 3016
ENSG00000154237 1044 853 1283 975 568 722
ENSG00000154240 140 107 182 138 189 250
ENSG00000154265 4 16 9 13 45 46
ENSG00000154277 3239 3036 3067 2550 8171 8529
ENSG00000154305 1290 976 1699 1153 1412 1924
ENSG00000154309 71 62 85 60 64 71
ENSG00000154310 45 42 26 5 266 266
ENSG00000154319 518 422 462 522 268 254
ENSG00000154328 226 138 197 177 205 255
ENSG00000154330 435 403 593 486 297 284
ENSG00000154358 1119 1040 1264 852 820 1310
ENSG00000154359 148 140 197 174 142 231
ENSG00000154370 364 288 385 280 403 492
ENSG00000154380 2105 1563 2551 1637 2568 2994
ENSG00000154429 304 282 439 301 226 365
ENSG00000154447 602 561 481 387 604 758
ENSG00000154473 1483 1202 1773 1191 1368 1916
ENSG00000154511 1263 964 1712 1315 700 1254
ENSG00000154518 1355 995 1578 985 1380 1637
ENSG00000154553 19 23 14 14 43 74
ENSG00000154582 740 614 894 597 744 901
ENSG00000154589 60 57 68 69 47 64
ENSG00000154608 10 8 11 8 13 21
ENSG00000154640 1046 872 1227 981 423 541
ENSG00000154642 123 81 133 78 145 195
ENSG00000154654 184 186 84 86 126 216
ENSG00000154678 690 584 1249 811 1113 1432
ENSG00000154710 508 486 427 485 360 512
ENSG00000154719 193 123 201 145 211 241
ENSG00000154721 412 265 229 164 44 81
ENSG00000154723 702 578 758 538 780 853
