CTL_A ENU_A CTL_B ENU_B CTL_C ENU_C
ENSG00000224413 11 7 18 6 22 20
ENSG00000224420 1 1 2 0 3 2
ENSG00000224424 15 6 13 12 11 15
ENSG00000224452 2 0 1 1 1 0
ENSG00000224470 497 379 514 409 546 694
ENSG00000224505 17 8 14 11 2 4
ENSG00000224531 661 540 715 501 491 682
ENSG00000224543 17 15 19 5 15 24
ENSG00000224578 20 15 25 13 37 38
ENSG00000224594 6 4 7 5 3 5
ENSG00000224596 6 11 16 18 15 14
ENSG00000224597 434 369 533 377 359 408
ENSG00000224631 12 8 7 5 7 17
ENSG00000224660 39 37 26 55 81 73
ENSG00000224680 1 1 0 1 1 2
ENSG00000224687 7 7 8 9 22 20
ENSG00000224689 22 9 22 14 16 7
ENSG00000224713 33 27 33 13 30 38
ENSG00000224729 8 2 4 4 8 14
ENSG00000224818 14 11 11 8 14 12
ENSG00000224831 1 6 4 6 3 3
ENSG00000224858 2 0 1 1 1 1
ENSG00000224861 5 1 9 7 8 12
ENSG00000224870 99 87 168 82 205 245
ENSG00000224877 217 183 262 175 325 292
ENSG00000224886 5 3 8 5 14 10
ENSG00000224888 16 15 19 24 9 17
ENSG00000224892 13 9 11 5 2 3
ENSG00000224897 17 18 14 12 14 30
ENSG00000224905 1 4 4 5 9 7
ENSG00000224914 41 38 37 21 39 59
ENSG00000224945 50 26 43 44 51 44
ENSG00000224956 2 5 4 5 6 4
ENSG00000224975 1 0 7 2 10 12
ENSG00000225032 6 5 7 2 13 9
ENSG00000225051 1 1 1 4 0 1
ENSG00000225135 26 19 20 23 22 30
ENSG00000225137 3 1 7 3 3 7
ENSG00000225138 242 225 298 260 311 323
ENSG00000225151 50 53 83 86 62 56
ENSG00000225177 49 41 51 56 37 50
ENSG00000225190 690 639 933 664 453 616
ENSG00000225205 21 17 32 16 27 31
ENSG00000225206 20 32 50 22 15 26
ENSG00000225234 3 4 2 2 4 6
ENSG00000225241 346 308 464 265 408 558
ENSG00000225265 6 4 3 4 6 15
ENSG00000225313 2 3 10 1 8 34
ENSG00000225339 537 458 637 454 303 501
ENSG00000225373 18 10 11 9 34 32
ENSG00000225377 38 33 44 36 26 23
ENSG00000225383 22 16 25 11 3 4
ENSG00000225439 80 44 69 45 68 58
ENSG00000225470 148 84 146 94 154 145
ENSG00000225484 58 62 64 37 45 44
ENSG00000225485 3850 3182 5013 3432 3350 4319
ENSG00000225507 5 4 4 1 2 4
ENSG00000225511 306 287 225 170 309 389
ENSG00000225614 3614 3056 3177 1536 3448 4484
ENSG00000225630 4 4 5 1 3 8
ENSG00000225648 335 313 430 332 387 598
ENSG00000225655 7 5 5 4 6 8
ENSG00000225663 1201 1102 1429 777 840 973
ENSG00000225693 1 0 1 0 1 2
ENSG00000225697 547 408 496 326 484 742
ENSG00000225733 1614 1350 1872 1277 1451 1852
ENSG00000225746 4 7 6 10 16 23
ENSG00000225756 4 4 9 3 25 20
ENSG00000225783 61 51 129 77 85 90
ENSG00000225791 45 35 29 21 71 71
ENSG00000225828 60 42 68 72 55 78
ENSG00000225830 97 110 94 77 118 141
ENSG00000225855 22 18 23 18 44 67
ENSG00000225880 11 4 6 5 12 13
ENSG00000225892 55 23 49 30 23 39
ENSG00000225921 484 381 556 365 708 839
ENSG00000225950 10 8 7 12 4 5
ENSG00000225968 191 190 229 177 12 30
ENSG00000225969 3 6 5 8 6 9
ENSG00000225973 75 66 90 79 80 115
ENSG00000225996 5 0 7 3 16 12
ENSG00000226015 5 2 2 0 11 6
ENSG00000226029 7 7 14 5 12 17
ENSG00000226054 5 2 2 1 3 5
ENSG00000226067 3 1 7 3 4 2
ENSG00000226084 9 4 13 12 7 13
ENSG00000226085 2 2 2 3 15 11
ENSG00000226137 488 389 547 401 457 575
ENSG00000226210 199 159 239 189 161 172
ENSG00000226221 4 4 5 4 4 6
ENSG00000226232 5 9 4 24 16 21
ENSG00000226259 31 15 51 23 35 58
ENSG00000226287 13 10 14 4 17 4
ENSG00000226314 10 10 11 8 7 18
ENSG00000226318 1 4 2 3 8 7
ENSG00000226328 47 37 51 34 37 51
ENSG00000226360 3 5 6 1 0 7
ENSG00000226380 37 25 28 26 30 62
ENSG00000226381 48 21 44 28 27 34
ENSG00000226396 0 1 0 1 0 1
ENSG00000226415 8 2 3 0 4 8
ENSG00000226419 24 18 13 10 51 44
ENSG00000226471 2 1 3 1 1 4
ENSG00000226479 337 278 324 260 341 453
ENSG00000226516 2 2 9 8 1 4
ENSG00000226525 0 2 1 1 0 1
ENSG00000226564 2 0 1 1 1 2
ENSG00000226608 8 1 6 4 1 2
ENSG00000226696 4 4 4 12 16 18
ENSG00000226711 27 19 20 14 21 19
ENSG00000226742 178 143 299 191 145 166
ENSG00000226752 116 95 141 94 157 211
ENSG00000226757 4 5 4 2 7 4
ENSG00000226800 15 6 16 13 6 5
ENSG00000226853 3 0 3 4 2 1
ENSG00000226864 6 4 7 1 7 4
ENSG00000226937 60 33 34 38 23 40
ENSG00000226950 298 185 302 202 349 395
ENSG00000226953 8 13 9 12 12 17
ENSG00000226965 4 1 6 5 2 5
ENSG00000226976 1 0 3 0 1 2
ENSG00000227001 24 21 25 23 24 26
ENSG00000227028 200 125 117 113 24 14
ENSG00000227036 28 25 34 22 53 73
ENSG00000227051 1239 1062 1240 948 1083 1294
ENSG00000227053 3 3 4 4 13 8
ENSG00000227057 654 482 639 481 837 954
ENSG00000227063 129 130 141 112 95 118
ENSG00000227081 17 8 13 12 8 10
ENSG00000227097 6 6 6 3 4 1
ENSG00000227124 33 33 41 22 28 35
ENSG00000227198 2 4 1 5 3 11
ENSG00000227199 28 17 30 17 41 45
ENSG00000227212 0 2 2 2 4 5
ENSG00000227220 7 7 8 5 8 9
ENSG00000227230 5 0 3 1 7 7
ENSG00000227232 207 197 232 216 199 222
ENSG00000227242 6 7 7 2 7 9
ENSG00000227285 5 8 3 3 10 11
ENSG00000227345 157 147 154 127 178 201
ENSG00000227354 9 9 6 6 3 23
ENSG00000227372 474 466 545 458 356 560
ENSG00000227398 57 40 69 58 34 67
ENSG00000227438 4 6 5 2 6 6
ENSG00000227449 8 0 2 1 1 0
ENSG00000227500 1151 909 1343 1027 823 1181
ENSG00000227518 8 7 3 5 10 15
ENSG00000227533 64 53 87 69 32 45
ENSG00000227540 9 0 6 2 18 7
ENSG00000227542 1 1 2 4 3 5
ENSG00000227543 3 3 4 10 11 10
ENSG00000227544 5 15 8 2 5 15
ENSG00000227558 38 28 42 31 36 55
ENSG00000227615 5 3 3 5 6 6
ENSG00000227619 24 25 37 39 16 20
ENSG00000227671 95 80 89 76 137 253
ENSG00000227740 7 5 8 6 10 16
ENSG00000227741 1 2 8 0 5 6
ENSG00000227766 18 18 26 20 30 16
ENSG00000227775 22 15 18 17 18 29
ENSG00000227799 4 1 4 2 9 8
ENSG00000227811 18 22 21 17 8 10
ENSG00000227825 3 7 5 2 20 14
ENSG00000227827 119 103 112 96 97 120
ENSG00000227946 25 21 22 22 26 28
ENSG00000228049 27 10 25 18 1 3
ENSG00000228106 14 13 22 13 16 15
ENSG00000228109 6 6 4 6 10 3
ENSG00000228126 1 1 1 2 3 1
ENSG00000228158 9 3 10 2 5 7
ENSG00000228223 232 184 265 198 124 147
ENSG00000228232 1 2 2 2 2 2
ENSG00000228253 106 92 101 55 433 584
ENSG00000228265 10 7 7 5 3 16
ENSG00000228274 10 10 10 10 19 14
ENSG00000228275 0 2 0 2 0 1
ENSG00000228288 75 71 86 52 36 34
ENSG00000228300 253 220 254 200 209 226
ENSG00000228314 1 1 3 3 3 9
ENSG00000228315 135 101 163 97 248 367
ENSG00000228327 2 2 4 7 11 15
ENSG00000228384 1 1 1 0 1 1
ENSG00000228395 7 6 2 4 5 6
ENSG00000228409 15 10 25 14 23 42
ENSG00000228439 9 17 16 13 27 24
ENSG00000228451 60 55 66 52 48 74
ENSG00000228463 8 7 6 10 12 10
ENSG00000228474 1874 1559 2116 1506 1316 1479
ENSG00000228486 4 2 2 0 4 11
ENSG00000228492 23 9 22 15 20 22
ENSG00000228506 17 10 18 7 23 30
ENSG00000228532 2 1 0 2 3 4
ENSG00000228544 5 8 4 7 10 6
ENSG00000228589 5 2 1 2 1 4
ENSG00000228594 50 36 53 25 102 91
ENSG00000228606 1 4 4 4 2 4
ENSG00000228609 12 5 10 10 12 8
ENSG00000228623 40 25 39 28 13 26
ENSG00000228624 4 3 6 2 4 5
ENSG00000228638 7 3 14 5 11 13
ENSG00000228649 25 20 25 19 30 31
ENSG00000228672 29 28 33 32 15 11
ENSG00000228703 1 0 4 0 9 11
ENSG00000228707 9 4 7 4 0 1
ENSG00000228716 169 139 229 108 258 500
ENSG00000228727 2 1 5 9 13 12
ENSG00000228748 4 5 9 3 5 8
ENSG00000228782 7 8 9 5 16 12
ENSG00000228794 106 103 147 85 146 149
ENSG00000228801 11 11 14 10 16 17
ENSG00000228830 97 87 94 82 110 71
ENSG00000228839 1 3 0 1 1 2
ENSG00000228843 0 7 2 3 2 13
ENSG00000228903 4 3 13 6 1 1
ENSG00000228914 2 2 7 0 1 0
ENSG00000228989 10 4 7 5 23 16
ENSG00000228998 73 71 77 48 87 97
ENSG00000229018 2 6 3 2 9 5
ENSG00000229043 5 8 5 4 32 34
ENSG00000229056 9 8 16 10 7 3
ENSG00000229117 6253 5411 6908 5489 4720 5244
ENSG00000229119 6 1 2 5 20 12
ENSG00000229124 3 0 8 5 13 9
ENSG00000229180 26 24 31 24 62 77
ENSG00000229186 18 14 16 8 30 30
ENSG00000229212 15 8 13 6 11 16
ENSG00000229214 6 0 6 4 7 7
ENSG00000229320 3 3 4 3 35 39
ENSG00000229334 10 15 12 12 16 12
ENSG00000229372 1 6 2 1 5 5
ENSG00000229373 4 2 7 5 6 5
ENSG00000229387 9 12 14 1 10 15
ENSG00000229589 4 3 6 1 5 2
ENSG00000229638 47 41 68 64 65 63
ENSG00000229645 28 14 25 16 74 103
ENSG00000229647 10 10 9 9 29 41
ENSG00000229689 8 19 14 6 6 24
ENSG00000229692 2 0 12 3 9 10
ENSG00000229694 23 26 24 23 0 6
ENSG00000229715 5 2 5 2 1 3
ENSG00000229729 46 37 37 33 37 62
ENSG00000229807 3909 3591 4148 2784 6901 10196
ENSG00000229808 1 0 2 2 2 4
ENSG00000229809 84 70 100 75 91 91
ENSG00000229833 72 71 78 54 168 167
ENSG00000229848 3 4 2 2 1 3
ENSG00000229851 1 7 13 2 2 22
ENSG00000229852 27 21 30 21 17 37
ENSG00000229874 30 34 51 44 32 42
ENSG00000229917 9 6 8 5 8 19
ENSG00000229931 4 2 3 7 15 15
ENSG00000229950 5 0 2 3 4 2
ENSG00000229951 26 42 48 58 9 9
ENSG00000229980 2 7 7 7 4 6
ENSG00000229988 1379 903 1205 996 68 97
ENSG00000230055 248 189 311 162 325 343
ENSG00000230069 3 8 6 7 3 8
ENSG00000230071 3 3 2 3 5 2
ENSG00000230074 17 19 20 21 12 11
ENSG00000230082 3 3 1 2 2 0
ENSG00000230124 18 23 10 17 69 88
ENSG00000230148 15 14 29 27 25 21
ENSG00000230183 2 7 0 7 3 4
ENSG00000230202 2 0 6 4 5 3
ENSG00000230224 0 1 1 4 2 5
ENSG00000230325 2 0 1 1 3 3
ENSG00000230371 4 3 2 4 0 3
ENSG00000230373 22 18 19 19 58 76
ENSG00000230409 4 2 2 1 4 2
ENSG00000230415 2 3 1 2 8 14
ENSG00000230424 7 5 8 3 3 2
ENSG00000230438 13 7 9 8 1 0
ENSG00000230453 71 59 57 71 64 64
ENSG00000230454 12 10 5 3 15 15
ENSG00000230479 1 2 3 2 2 7
ENSG00000230487 59 81 53 51 167 178
ENSG00000230499 1 1 2 1 3 2
ENSG00000230510 8 7 3 1 5 4
ENSG00000230513 10 3 8 11 21 20
ENSG00000230530 196 147 268 223 115 226
ENSG00000230551 766 570 962 864 471 994
ENSG00000230565 2 3 1 2 6 9
ENSG00000230590 81 45 75 45 43 68
ENSG00000230596 28 38 39 33 1 12
ENSG00000230606 3 12 13 3 35 63
ENSG00000230629 4 8 8 3 8 5
ENSG00000230630 5 1 4 5 10 9
ENSG00000230699 10 3 2 3 24 17
ENSG00000230715 7 1 6 3 11 10
ENSG00000230724 10 6 14 15 11 9
ENSG00000230733 132 142 144 95 202 193
ENSG00000230749 2 3 9 4 2 5
ENSG00000230797 8 14 24 11 30 34
ENSG00000230836 5 9 3 4 4 12
ENSG00000230844 16 18 29 16 29 40
ENSG00000230847 6 1 3 1 3 0
ENSG00000230896 1 1 1 1 2 3
ENSG00000230982 1 3 5 3 6 10
ENSG00000230989 1128 901 1192 727 1314 1610
ENSG00000230992 0 2 2 1 0 1
ENSG00000231007 2 7 1 6 12 18
ENSG00000231025 39 24 24 16 38 51
ENSG00000231064 6 9 14 7 4 2
ENSG00000231074 399 340 460 318 429 597
ENSG00000231084 1 0 2 1 3 2
ENSG00000231187 9 23 17 10 13 24
ENSG00000231242 5 4 7 3 8 17
ENSG00000231259 55 45 64 69 34 69
ENSG00000231290 258 199 363 180 101 87
ENSG00000231312 334 280 379 385 110 174
ENSG00000231327 2 0 5 1 1 0
ENSG00000231340 3 5 3 7 11 11
ENSG00000231345 12 10 6 2 75 58
ENSG00000231365 31 28 36 22 37 57
ENSG00000231500 14713 12945 17246 13404 12269 13627
ENSG00000231579 11 13 12 12 17 17
ENSG00000231584 19 19 14 13 9 4
ENSG00000231607 8 8 12 8 12 19
ENSG00000231632 31 29 36 16 18 28
ENSG00000231672 35 18 26 16 54 66
ENSG00000231711 11 14 23 13 19 19
ENSG00000231721 46 27 38 52 37 56
ENSG00000231734 2 3 5 4 4 4
ENSG00000231767 3 1 4 5 3 2
ENSG00000231770 5 8 9 4 6 16
ENSG00000231784 7 3 5 9 12 7
ENSG00000231789 14 16 17 9 7 9
ENSG00000231864 0 2 2 6 0 7
ENSG00000231889 26 32 37 17 20 31
ENSG00000231890 5 0 8 0 19 15
ENSG00000231924 1146 1064 1773 1585 36 59
ENSG00000231925 3284 2724 4304 2798 1965 2577
ENSG00000231943 23 23 30 18 7 10
ENSG00000231948 1 1 1 1 2 2
ENSG00000231955 25 22 24 15 35 36
ENSG00000231991 27 34 25 24 38 62
ENSG00000231995 2 1 1 3 2 5
ENSG00000232013 12 9 6 6 1 3
ENSG00000232024 0 1 1 1 0 1
ENSG00000232098 194 110 171 143 98 125
ENSG00000232112 567 451 694 452 840 913
ENSG00000232119 308 217 360 239 361 408
ENSG00000232133 22 9 26 6 27 26
ENSG00000232150 1 0 3 1 3 2
ENSG00000232160 10 17 21 8 24 40
ENSG00000232229 11 6 10 6 12 28
ENSG00000232320 2 2 4 1 1 2
ENSG00000232386 19 15 19 20 0 6
ENSG00000232388 197 153 194 166 216 206
ENSG00000232434 38 53 54 33 36 33
ENSG00000232439 4 3 1 2 2 1
ENSG00000232442 23 7 24 21 18 12
ENSG00000232450 5 5 4 2 8 6
ENSG00000232453 3 2 5 3 2 3
ENSG00000232472 9 4 4 5 6 12
ENSG00000232527 102 80 137 89 85 90
ENSG00000232533 67 50 113 69 50 46
ENSG00000232559 22 19 28 8 39 48
ENSG00000232561 50 30 57 44 31 29
ENSG00000232573 8 10 6 8 14 17
ENSG00000232586 13 0 17 0 3 8
ENSG00000232637 117 115 143 91 150 248
ENSG00000232671 3 5 2 5 2 1
ENSG00000232677 75 77 117 79 49 94
ENSG00000232729 33 21 114 72 17 23
ENSG00000232748 26 0 32 0 7 10
ENSG00000232759 10 4 31 8 5 9
ENSG00000232767 13 0 8 6 4 2
ENSG00000232788 2 2 3 1 2 2
ENSG00000232807 14 17 16 9 5 3
ENSG00000232811 6 11 9 8 5 13
ENSG00000232815 3 2 6 4 15 7
ENSG00000232818 4 5 2 2 4 9
ENSG00000232821 3 4 1 1 4 5
ENSG00000232838 73 46 71 63 68 81
ENSG00000232859 79 95 93 76 71 96
ENSG00000232871 5 3 3 3 4 0
ENSG00000232888 0 4 1 2 0 3
ENSG00000232926 2 1 3 0 1 7
ENSG00000232931 11 6 4 5 31 54
ENSG00000232938 3 0 3 2 1 4
ENSG00000232940 22 23 7 15 2 0
ENSG00000232941 97 98 108 119 71 95
ENSG00000232956 72 65 67 57 61 104
ENSG00000232977 46 37 37 18 56 36
ENSG00000232995 1 4 2 4 8 14
ENSG00000233016 310 299 388 348 287 344
ENSG00000233024 36 11 6 11 7 13
ENSG00000233101 123 99 132 73 80 115
ENSG00000233137 825 720 1005 933 786 1058
ENSG00000233170 2 3 3 0 1 2
ENSG00000233184 22 37 42 31 47 59
ENSG00000233223 10 19 14 11 22 25
ENSG00000233225 5 2 5 2 7 6
ENSG00000233276 3766 2867 4724 3147 3061 3224
ENSG00000233280 217 174 193 164 150 246
ENSG00000233297 22 20 27 20 5 3
ENSG00000233308 1 2 3 3 2 4
ENSG00000233327 119 79 123 90 64 85
ENSG00000233369 344 253 450 397 145 187
ENSG00000233382 2 0 4 0 4 6
ENSG00000233404 413 321 508 405 230 283
ENSG00000233426 2 1 9 8 4 4
ENSG00000233429 74 84 112 83 194 205
ENSG00000233452 10 14 13 19 30 18
ENSG00000233461 12 9 19 6 7 9
ENSG00000233476 29 15 29 33 14 15
ENSG00000233491 74 24 81 35 7 14
ENSG00000233493 4 6 2 7 3 4
ENSG00000233527 21 20 23 13 24 22
ENSG00000233608 146 83 144 103 162 193
ENSG00000233621 43 36 62 29 45 43
ENSG00000233762 1 3 4 1 3 6
ENSG00000233818 3 1 6 4 3 1
ENSG00000233822 3 8 11 10 1 9
ENSG00000233830 5 4 9 5 10 11
ENSG00000233895 8 6 3 6 4 7
ENSG00000233899 7 4 10 8 12 10
ENSG00000233901 28 28 44 33 12 19
ENSG00000233913 8 6 6 7 9 5
ENSG00000233927 1672 1504 1855 1411 1371 1311
ENSG00000233937 24 22 38 29 20 26
ENSG00000233954 39 37 53 30 38 40
ENSG00000233984 0 2 1 1 0 1
ENSG00000234028 21 14 27 33 18 24
ENSG00000234062 2 2 0 5 3 3
ENSG00000234072 21 23 29 17 37 49
ENSG00000234127 493 344 519 316 572 723
ENSG00000234155 6 5 6 2 11 5
ENSG00000234171 31 18 25 12 90 78
ENSG00000234231 107 89 119 102 65 77
ENSG00000234284 20 18 15 15 27 23
ENSG00000234327 4 14 11 4 13 9
ENSG00000234336 10 9 11 8 6 5
ENSG00000234338 4 1 3 2 9 3
ENSG00000234373 3 3 3 1 4 5
ENSG00000234377 12 14 16 12 10 24
ENSG00000234380 8 6 8 4 13 21
ENSG00000234420 72 52 54 42 91 98
ENSG00000234431 5 5 11 9 9 19
ENSG00000234432 3 5 1 5 6 9
ENSG00000234444 16 12 27 15 23 30
ENSG00000234449 25 21 14 4 39 37
ENSG00000234456 1521 1099 1721 1140 1161 1618
ENSG00000234460 11 3 16 10 9 18
ENSG00000234494 5 7 41 18 12 25
ENSG00000234498 11 19 46 15 18 25
ENSG00000234518 0 3 2 2 1 5
ENSG00000234537 4 0 2 0 16 13
ENSG00000234545 225 147 268 219 190 279
ENSG00000234546 39 37 60 52 16 26
ENSG00000234585 12 23 9 16 18 24
ENSG00000234608 262 207 343 262 176 193
ENSG00000234616 260 267 365 250 284 359
ENSG00000234618 2 2 2 1 2 2
ENSG00000234630 0 2 0 1 1 1
ENSG00000234631 37 30 60 10 29 56
ENSG00000234635 12 12 11 4 13 9
ENSG00000234636 6 6 3 6 12 5
ENSG00000234664 4 3 4 3 27 28
ENSG00000234684 5 6 13 10 10 15
ENSG00000234693 2 13 9 6 5 14
ENSG00000234719 12 5 14 7 14 11
ENSG00000234741 1956 1765 2127 1713 2320 2959
ENSG00000234745 8399 6222 10897 7351 4802 5663
ENSG00000234769 83 68 120 101 49 72
ENSG00000234797 32 19 28 36 24 46
ENSG00000234851 20 18 43 18 31 35
ENSG00000234857 1437 1180 1771 1275 1580 2122
ENSG00000234882 8 4 7 7 6 7
ENSG00000234883 9 14 5 5 22 24
ENSG00000234912 16 19 15 16 30 63
ENSG00000234961 1 3 6 7 6 17
ENSG00000235016 7 4 4 2 10 16
ENSG00000235027 3 1 3 4 4 6
ENSG00000235106 790 655 976 658 435 576
ENSG00000235109 27 8 29 26 24 40
ENSG00000235162 2781 2341 3131 2349 2071 2296
ENSG00000235169 37 26 34 16 8 7
ENSG00000235173 29 14 20 9 32 42
ENSG00000235194 35 24 26 33 34 44
ENSG00000235217 110 80 168 98 61 48
ENSG00000235241 1 2 1 2 3 1
ENSG00000235245 3 1 6 0 6 7
ENSG00000235257 25 10 31 15 17 21
ENSG00000235261 1 7 13 1 15 0
ENSG00000235298 0 1 2 1 0 6
ENSG00000235314 24 26 45 43 9 10
ENSG00000235316 13 8 17 10 12 22
ENSG00000235370 1 2 17 6 5 18
ENSG00000235374 19 14 11 6 15 18
ENSG00000235381 2 3 8 2 13 17
ENSG00000235387 6 3 3 3 3 4
ENSG00000235423 48 33 70 25 36 71
ENSG00000235453 39 26 52 46 42 47
ENSG00000235477 18 24 53 26 27 39
ENSG00000235499 1 1 1 1 1 0
ENSG00000235501 9 7 13 12 13 9
ENSG00000235505 7 5 3 3 2 6
ENSG00000235513 22 21 16 5 55 77
ENSG00000235531 637 522 790 639 370 512
ENSG00000235552 53 43 75 36 38 43
ENSG00000235560 2 4 5 1 5 3
ENSG00000235563 8 9 17 7 10 9
ENSG00000235565 2 9 10 2 5 6
ENSG00000235609 88 70 112 82 47 57
ENSG00000235649 70 67 80 46 25 61
ENSG00000235652 59 45 41 54 16 26
ENSG00000235655 302 228 322 220 211 269
ENSG00000235663 1 0 1 0 4 0
ENSG00000235703 27 17 32 23 37 46
ENSG00000235706 8 8 15 10 13 29
ENSG00000235781 1 4 1 3 3 2
ENSG00000235823 19 18 23 16 17 36
ENSG00000235852 45 39 62 17 0 13
ENSG00000235863 138 110 181 124 52 55
ENSG00000235865 18 17 13 6 16 41
ENSG00000235872 13 4 17 3 5 13
ENSG00000235883 15 13 6 3 33 28
ENSG00000235884 20 13 15 13 32 15
ENSG00000235919 5 10 11 7 11 18
ENSG00000235927 49 41 60 26 76 77
ENSG00000235944 4 6 11 6 13 7
ENSG00000235954 265 190 361 271 123 274
ENSG00000235989 19 9 12 12 37 53
ENSG00000235997 6 5 9 8 4 5
ENSG00000235999 45 30 64 43 27 34
ENSG00000236015 5 6 8 2 4 6
ENSG00000236017 3 1 13 3 29 25
ENSG00000236088 50 44 42 41 63 102
ENSG00000236104 448 403 568 433 416 491
ENSG00000236144 44 35 65 48 119 142
ENSG00000236200 10 3 14 8 18 5
ENSG00000236204 5 1 2 8 7 4
ENSG00000236287 567 403 657 429 492 682
ENSG00000236296 8 11 12 4 3 6
ENSG00000236333 301 266 454 356 209 324
ENSG00000236338 980 781 1294 862 633 1156
ENSG00000236397 9 2 3 0 8 8
ENSG00000236404 25 16 15 24 19 24
ENSG00000236438 0 2 1 1 5 4
ENSG00000236453 5 1 2 6 0 3
ENSG00000236455 5 4 4 3 10 15
ENSG00000236498 1 3 1 1 4 2
ENSG00000236514 1 4 3 0 4 3
ENSG00000236528 77 60 74 65 36 25
ENSG00000236548 14 7 14 6 18 22
ENSG00000236552 45 23 55 28 49 55
ENSG00000236609 21 13 8 2 164 110
ENSG00000236618 20 18 16 23 9 16
ENSG00000236624 19 21 16 11 11 22
ENSG00000236723 2 9 1 7 0 7
ENSG00000236778 5 9 5 4 6 22
ENSG00000236810 30 12 55 27 16 43
ENSG00000236829 3 3 4 2 0 5
ENSG00000236830 9 23 30 17 9 21
ENSG00000236841 12 11 8 7 16 23
ENSG00000236850 83 77 91 67 144 149
ENSG00000236859 35 28 44 18 47 47
ENSG00000236933 6 2 5 3 15 14
ENSG00000236943 20 16 16 13 26 18
ENSG00000237013 0 2 2 2 0 1
ENSG00000237036 45 41 52 39 88 122
ENSG00000237125 62 59 147 70 0 11
ENSG00000237149 34 11 17 13 40 41
ENSG00000237172 759 720 953 677 505 599
ENSG00000237187 255 219 334 190 288 331
ENSG00000237188 12 11 13 13 23 44
ENSG00000237190 153 170 204 133 161 197
ENSG00000237214 1 1 5 2 0 2
ENSG00000237238 1 4 2 7 4 9
ENSG00000237278 8 14 32 20 1 23
ENSG00000237296 22 19 24 23 24 31
ENSG00000237298 73 53 56 24 110 132
ENSG00000237310 3 3 5 3 5 8
ENSG00000237399 8 16 9 6 18 31
ENSG00000237424 7 5 4 5 28 28
ENSG00000237440 69 35 62 25 23 50
ENSG00000237441 805 628 1146 917 513 656
ENSG00000237493 2 1 3 1 1 5
ENSG00000237506 2 2 2 2 4 4
ENSG00000237512 0 4 0 4 4 2
ENSG00000237522 2 1 4 3 5 5
ENSG00000237523 30 27 39 12 69 57
ENSG00000237543 1 5 0 1 3 7
ENSG00000237575 1 0 1 0 1 4
ENSG00000237595 1 4 2 3 6 1
ENSG00000237624 9 16 15 9 4 12
ENSG00000237649 116 100 129 96 169 299
ENSG00000237651 28 18 6 28 94 85
ENSG00000237669 0 3 1 3 0 2
ENSG00000237683 18 16 28 20 16 18
ENSG00000237686 9 3 12 9 5 5
ENSG00000237697 7 9 10 8 15 9
ENSG00000237714 25 21 27 10 3 6
ENSG00000237753 17 19 29 20 22 30
ENSG00000237765 334 273 409 315 338 353
ENSG00000237813 2 1 1 4 2 1
ENSG00000237819 2 2 2 1 2 2
ENSG00000237854 6 5 5 6 12 12
ENSG00000237886 2 3 7 2 3 6
ENSG00000237973 143 120 154 140 448 507
ENSG00000237984 2 3 3 3 7 8
ENSG00000237989 22 11 20 11 22 23
ENSG00000238000 2 2 3 0 7 4
ENSG00000238018 1 3 0 1 0 6
ENSG00000238045 47 34 36 27 38 43
ENSG00000238083 61 36 72 67 37 48
ENSG00000238105 2 8 7 2 1 6
ENSG00000238142 14 11 13 2 8 2
ENSG00000238184 4 4 10 5 0 3
ENSG00000238206 8 6 11 6 20 18
ENSG00000238227 648 614 770 576 558 662
ENSG00000238228 6 4 5 1 1 4
ENSG00000238243 14 14 18 16 38 37
ENSG00000238258 4 4 2 1 6 6
ENSG00000238266 5 2 12 3 14 19
ENSG00000238271 32 22 19 24 8 14
ENSG00000238273 5 7 16 7 29 55
ENSG00000238286 3 3 1 3 2 4
ENSG00000239213 93 41 83 45 35 41
ENSG00000239218 7 9 2 3 7 10
ENSG00000239264 5016 4306 5807 4655 4286 5491
ENSG00000239282 172 99 171 135 105 100
ENSG00000239305 627 540 806 646 468 645
ENSG00000239306 379 309 486 279 538 673
ENSG00000239332 36 23 32 35 17 12
ENSG00000239382 292 183 227 196 218 206
ENSG00000239407 13 11 10 9 8 11
ENSG00000239521 92 104 167 66 101 105
ENSG00000239552 10 9 8 3 8 13
ENSG00000239557 4 3 0 3 2 3
ENSG00000239569 2 0 3 2 1 3
ENSG00000239590 8 4 8 6 2 2
ENSG00000239617 6 3 9 3 0 3
ENSG00000239626 1 2 1 1 3 10
ENSG00000239650 2 1 1 3 1 4
ENSG00000239653 3 6 8 4 13 15
ENSG00000239665 13 17 26 25 33 41
ENSG00000239672 608 522 692 353 1230 1473
ENSG00000239697 453 375 613 456 223 248
ENSG00000239704 81 41 84 80 64 104
ENSG00000239713 62 48 70 48 57 58
ENSG00000239732 14 11 11 0 9 9
ENSG00000239775 9 0 15 4 7 2
ENSG00000239779 977 784 1232 812 679 777
ENSG00000239789 109 104 120 80 138 126
ENSG00000239827 1 0 1 0 1 1
ENSG00000239857 379 341 443 362 439 483
ENSG00000239887 11 13 31 27 3 6
ENSG00000239900 726 593 918 656 838 946
ENSG00000239969 0 6 2 2 19 11
ENSG00000240024 40 33 44 42 42 49
ENSG00000240032 1 3 2 1 2 2
ENSG00000240038 7 7 7 14 5 46
ENSG00000240053 34 49 51 67 148 277
ENSG00000240065 153 133 259 135 94 118
ENSG00000240069 3 8 5 2 0 1
