CTL_A ENU_A CTL_B ENU_B CTL_C ENU_C
ENSG00000213277 0 0 1 0 0 0
ENSG00000213281 51 50 51 42 56 54
ENSG00000213283 2 1 1 1 2 2
ENSG00000213297 3 5 2 2 4 4
ENSG00000213300 1 0 0 1 2 2
ENSG00000213304 0 0 0 0 0 0
ENSG00000213326 0 0 1 1 0 1
ENSG00000213337 3 2 3 3 3 3
ENSG00000213339 16 12 16 14 30 37
ENSG00000213341 12 14 12 10 16 16
ENSG00000213347 7 6 8 7 8 11
ENSG00000213366 31 29 30 32 28 29
ENSG00000213380 18 20 16 23 19 21
ENSG00000213390 8 8 6 8 8 10
ENSG00000213397 16 17 15 12 20 21
ENSG00000213398 28 30 28 31 27 33
ENSG00000213399 0 0 0 1 0 1
ENSG00000213402 0 0 0 0 0 0
ENSG00000213412 1 0 0 0 0 2
ENSG00000213420 3 2 1 0 7 5
ENSG00000213433 1 2 2 1 1 1
ENSG00000213435 2 1 1 2 0 1
ENSG00000213442 10 11 9 8 6 8
ENSG00000213443 1 0 1 0 2 2
ENSG00000213445 56 52 73 64 32 33
ENSG00000213462 3 3 4 2 8 9
ENSG00000213463 5 5 5 5 6 6
ENSG00000213465 92 104 121 113 122 107
ENSG00000213516 8 7 8 7 7 9
ENSG00000213523 57 60 53 52 69 63
ENSG00000213533 13 17 14 13 17 17
ENSG00000213551 15 16 14 15 27 28
ENSG00000213553 6 5 7 5 8 9
ENSG00000213563 40 39 37 38 27 26
ENSG00000213585 442 420 439 394 437 442
ENSG00000213588 6 6 6 5 8 6
ENSG00000213593 88 97 98 91 110 128
ENSG00000213599 1 1 1 2 1 2
ENSG00000213614 55 57 50 57 55 56
ENSG00000213619 23 22 23 25 28 29
ENSG00000213625 84 86 85 85 77 90
ENSG00000213626 1157 1100 1256 1115 1076 1125
ENSG00000213638 4 3 5 6 1 2
ENSG00000213639 128 121 130 143 140 145
ENSG00000213654 45 42 38 40 24 22
ENSG00000213658 1 0 0 1 6 4
ENSG00000213672 70 57 74 82 41 49
ENSG00000213676 77 76 86 92 113 131
ENSG00000213689 11 10 10 10 15 16
ENSG00000213693 1 1 0 0 1 2
ENSG00000213694 33 27 24 16 49 39
ENSG00000213699 43 42 50 40 41 52
ENSG00000213700 1 0 0 0 2 1
ENSG00000213702 3 1 2 2 2 2
ENSG00000213713 8 11 11 14 11 12
ENSG00000213719 614 615 651 688 644 693
ENSG00000213722 89 80 90 82 97 95
ENSG00000213741 16 18 15 15 19 16
ENSG00000213742 1 1 1 1 1 1
ENSG00000213753 178 190 200 164 176 175
ENSG00000213760 1 0 1 2 5 5
ENSG00000213762 6 7 7 6 9 9
ENSG00000213780 20 23 24 16 35 38
ENSG00000213782 58 59 55 51 81 80
ENSG00000213799 4 4 6 5 4 4
ENSG00000213801 4 1 2 1 5 0
ENSG00000213839 6 7 6 3 8 9
ENSG00000213846 2 0 1 1 2 2
ENSG00000213853 16 19 19 20 11 16
ENSG00000213859 30 34 27 25 33 34
ENSG00000213865 1 2 1 1 3 2
ENSG00000213866 1 1 2 3 5 3
ENSG00000213888 1 2 1 1 2 2
ENSG00000213889 0 1 0 0 2 2
ENSG00000213901 0 1 0 0 1 1
ENSG00000213903 0 0 0 0 2 2
ENSG00000213904 1 1 1 1 2 2
ENSG00000213906 0 0 0 0 2 2
ENSG00000213918 5 5 5 6 4 4
ENSG00000213920 10 14 8 11 13 14
ENSG00000213923 182 185 182 189 180 167
ENSG00000213928 21 21 21 19 21 24
ENSG00000213930 17 17 20 19 18 19
ENSG00000213931 8 11 14 23 3 52
ENSG00000213934 14 17 9 6 0 3
ENSG00000213949 174 156 164 150 163 189
ENSG00000213963 1 1 1 1 1 1
ENSG00000213965 7 8 7 7 9 7
ENSG00000213967 1 1 1 1 0 1
ENSG00000213971 1 2 1 1 1 1
ENSG00000213977 290 273 291 220 321 278
ENSG00000213983 10 15 10 13 12 12
ENSG00000213988 0 1 0 1 0 1
ENSG00000213995 56 56 58 58 62 59
ENSG00000213996 3 5 5 3 2 3
ENSG00000213999 2 1 4 4 5 5
ENSG00000214013 5 4 4 4 7 8
ENSG00000214021 13 14 15 14 27 30
ENSG00000214022 91 80 88 80 75 75
ENSG00000214026 160 145 174 146 135 127
ENSG00000214046 55 49 44 46 58 66
ENSG00000214063 173 202 183 199 158 162
ENSG00000214078 253 237 287 305 234 250
ENSG00000214087 31 30 30 30 38 37
ENSG00000214106 1 1 1 1 1 1
ENSG00000214113 30 32 31 28 29 28
ENSG00000214114 14 18 15 15 14 13
ENSG00000214135 22 24 23 22 41 38
ENSG00000214140 0 1 1 1 1 0
ENSG00000214160 54 60 55 58 46 54
ENSG00000214174 18 17 13 18 23 18
ENSG00000214176 8 10 7 10 18 20
ENSG00000214182 1 0 2 1 3 3
ENSG00000214188 1 1 1 0 2 1
ENSG00000214189 4 3 5 5 2 5
ENSG00000214193 14 15 12 11 10 14
ENSG00000214194 82 82 109 88 74 73
ENSG00000214212 1 1 2 2 0 0
ENSG00000214226 3 1 3 2 2 2
ENSG00000214248 0 1 1 2 1 1
ENSG00000214253 112 131 114 117 186 168
ENSG00000214262 20 15 18 14 19 19
ENSG00000214265 376 348 374 334 282 279
ENSG00000214274 21 24 26 34 10 12
ENSG00000214279 1 2 2 2 2 2
ENSG00000214293 2 3 3 3 3 4
ENSG00000214300 1 2 1 1 1 1
ENSG00000214309 3 6 2 2 6 4
ENSG00000214331 2 4 3 2 5 5
ENSG00000214338 0 1 1 1 1 1
ENSG00000214357 7 7 13 13 3 3
ENSG00000214367 6 5 6 6 7 9
ENSG00000214376 0 0 0 0 0 1
ENSG00000214389 2 1 0 3 2 2
ENSG00000214397 1 0 1 0 1 1
ENSG00000214401 1 1 0 1 1 0
ENSG00000214413 8 7 9 9 8 8
ENSG00000214435 2 3 3 2 5 4
ENSG00000214447 1 2 1 1 1 1
ENSG00000214455 2 0 1 1 3 4
ENSG00000214485 2 3 3 2 4 4
ENSG00000214517 66 67 68 57 75 81
ENSG00000214530 33 30 38 44 12 10
ENSG00000214548 73 81 68 72 162 205
ENSG00000214562 1 0 1 0 0 1
ENSG00000214575 1 0 0 0 1 1
ENSG00000214654 1 1 0 0 1 1
ENSG00000214655 55 58 58 51 55 57
ENSG00000214706 36 38 40 38 44 46
ENSG00000214717 28 29 35 28 33 32
ENSG00000214719 11 10 15 11 9 12
ENSG00000214736 160 171 183 199 187 178
ENSG00000214753 48 50 50 44 101 97
ENSG00000214756 2 3 3 3 3 4
ENSG00000214765 14 16 16 14 31 33
ENSG00000214783 1 1 1 1 2 2
ENSG00000214814 8 4 9 5 0 0
ENSG00000214820 0 1 0 0 0 1
ENSG00000214826 1 1 0 0 1 2
ENSG00000214827 6 2 5 3 4 2
ENSG00000214867 0 0 0 1 0 1
ENSG00000214922 1 1 1 0 1 1
ENSG00000214940 5 3 5 6 2 4
ENSG00000214941 5 3 6 4 8 9
ENSG00000214944 21 21 26 22 12 18
ENSG00000214955 0 0 5 3 0 1
ENSG00000214960 0 0 0 0 1 1
ENSG00000214982 5 4 4 4 6 5
ENSG00000215012 20 20 22 23 17 16
ENSG00000215021 158 147 153 162 146 142
ENSG00000215030 5 2 3 2 4 2
ENSG00000215032 1 0 1 1 1 1
ENSG00000215039 6 8 9 8 16 15
ENSG00000215041 15 17 15 16 21 18
ENSG00000215067 1 1 1 1 3 2
ENSG00000215068 2 1 2 2 3 3
ENSG00000215114 4 6 4 4 8 8
ENSG00000215154 21 15 12 16 20 15
ENSG00000215158 6 9 7 7 7 10
ENSG00000215183 0 0 1 0 1 2
ENSG00000215190 45 54 28 15 95 89
ENSG00000215193 5 5 5 5 6 5
ENSG00000215196 1 1 0 0 1 1
ENSG00000215221 0 0 0 1 1 0
ENSG00000215251 4 4 4 3 6 6
ENSG00000215252 4 5 3 3 6 8
ENSG00000215256 9 9 10 11 11 10
ENSG00000215262 0 0 0 1 0 0
ENSG00000215271 19 19 18 21 13 13
ENSG00000215298 15 9 9 7 12 12
ENSG00000215301 169 156 167 168 144 157
ENSG00000215302 5 5 4 6 5 7
ENSG00000215305 54 59 65 58 63 63
ENSG00000215375 3 5 3 3 6 6
ENSG00000215421 9 10 10 7 10 11
ENSG00000215424 1 2 1 1 3 3
ENSG00000215440 27 26 28 24 34 30
ENSG00000215447 10 12 11 9 16 14
ENSG00000215472 10 5 9 9 10 11
ENSG00000215492 3 1 3 1 4 5
ENSG00000215493 0 0 0 1 1 1
ENSG00000215513 3 4 4 5 4 5
ENSG00000215548 1 1 0 0 1 1
ENSG00000215621 2 1 1 1 5 1
ENSG00000215630 2 2 2 1 2 3
ENSG00000215695 2 3 2 5 4 5
ENSG00000215699 3 5 4 3 7 6
ENSG00000215700 0 0 0 0 0 1
ENSG00000215712 7 9 7 7 13 11
ENSG00000215717 85 86 77 97 71 76
ENSG00000215769 3 3 3 3 5 8
ENSG00000215781 21 25 19 17 39 39
ENSG00000215784 1 1 1 1 1 1
ENSG00000215788 3 3 3 3 3 3
ENSG00000215790 9 10 12 12 12 10
ENSG00000215791 1 1 1 2 2 1
ENSG00000215883 1 2 1 2 1 2
ENSG00000215908 9 9 8 9 14 15
ENSG00000215910 0 0 0 1 0 0
ENSG00000216285 1 1 1 1 2 0
ENSG00000216588 0 0 1 0 0 0
ENSG00000216775 29 34 22 18 32 43
ENSG00000216809 0 0 0 0 1 1
ENSG00000216895 0 1 1 0 2 3
ENSG00000217128 17 13 17 20 14 17
ENSG00000217165 2 1 1 2 2 2
ENSG00000217241 1 0 1 0 1 0
ENSG00000217555 51 43 42 50 40 43
ENSG00000217648 0 0 0 0 0 1
ENSG00000217801 4 4 4 6 2 2
ENSG00000217930 26 28 23 22 22 27
ENSG00000218175 1 1 1 1 2 1
ENSG00000218226 1 1 0 0 2 3
ENSG00000218227 1 0 1 0 0 0
ENSG00000218283 29 36 32 32 48 50
ENSG00000218336 17 20 15 15 22 22
ENSG00000218426 12 9 8 10 11 15
ENSG00000218510 5 4 6 8 9 8
ENSG00000218537 7 6 4 6 2 1
ENSG00000218739 44 45 40 41 38 39
ENSG00000218891 17 19 19 18 14 14
ENSG00000219200 303 272 277 286 240 202
ENSG00000219201 0 1 0 1 0 1
ENSG00000219470 0 0 0 0 0 1
ENSG00000219481 15 16 14 12 26 28
ENSG00000219507 1 0 0 0 0 0
ENSG00000219545 8 7 9 10 10 8
ENSG00000219607 3 5 3 3 1 1
ENSG00000219626 5 3 2 4 5 6
ENSG00000219665 1 2 1 1 2 1
ENSG00000219747 1 2 3 0 1 0
ENSG00000219755 6 7 6 5 6 4
ENSG00000219891 2 4 3 4 5 3
ENSG00000219992 0 1 0 1 0 1
ENSG00000220023 10 10 11 11 15 11
ENSG00000220201 1 1 1 2 2 2
ENSG00000220205 49 52 41 47 58 55
ENSG00000220563 0 0 0 0 1 0
ENSG00000220749 17 21 15 18 9 8
ENSG00000220785 9 7 11 12 10 9
ENSG00000220793 1 1 1 2 0 0
ENSG00000220804 5 4 8 4 10 10
ENSG00000220842 6 5 7 6 4 2
ENSG00000220848 2 1 3 2 5 6
ENSG00000221817 1 1 1 1 2 2
ENSG00000221821 5 5 4 6 8 9
ENSG00000221823 73 69 67 69 90 96
ENSG00000221829 4 4 4 4 5 5
ENSG00000221838 16 18 18 19 16 17
ENSG00000221852 26 24 9 11 26 21
ENSG00000221869 555 602 536 686 449 380
ENSG00000221878 0 1 1 2 0 0
ENSG00000221883 1 1 0 1 2 4
ENSG00000221886 4 5 5 5 7 6
ENSG00000221887 1 2 1 2 1 1
ENSG00000221890 0 1 0 0 2 2
ENSG00000221909 10 9 8 8 8 8
ENSG00000221914 48 43 45 41 43 48
ENSG00000221923 10 13 11 11 12 10
ENSG00000221926 33 27 39 29 42 42
ENSG00000221930 1 1 1 1 0 0
ENSG00000221944 1 1 0 0 1 1
ENSG00000221949 1 0 0 1 1 0
ENSG00000221955 20 20 22 21 23 25
ENSG00000221963 1 2 1 1 5 5
ENSG00000221968 70 68 91 90 47 55
ENSG00000221978 101 103 109 90 195 213
ENSG00000221983 334 345 334 360 269 225
ENSG00000221988 20 19 18 21 24 19
ENSG00000221990 2 1 1 2 4 4
ENSG00000221994 2 2 1 1 1 0
ENSG00000221995 2 3 1 2 4 3
ENSG00000222009 10 10 7 7 15 13
ENSG00000222011 3 2 2 1 3 4
ENSG00000222019 2 2 3 2 5 6
ENSG00000222032 0 0 0 0 0 1
ENSG00000222041 12 14 12 13 14 14
ENSG00000222047 2 1 1 1 2 3
ENSG00000223380 183 193 173 197 218 182
ENSG00000223390 1 4 2 4 2 1
ENSG00000223396 2 4 4 5 4 2
ENSG00000223403 2 2 1 1 6 9
ENSG00000223414 1 1 0 0 5 2
ENSG00000223459 8 11 8 10 14 12
ENSG00000223474 1 1 1 0 2 2
ENSG00000223477 3 3 2 1 6 5
ENSG00000223478 5 6 6 7 8 4
ENSG00000223482 5 4 4 4 4 4
ENSG00000223485 4 4 5 6 1 1
ENSG00000223496 4 3 3 2 5 5
ENSG00000223501 27 27 32 31 47 46
ENSG00000223508 10 6 7 10 13 7
ENSG00000223509 5 6 5 8 6 9
ENSG00000223546 0 1 1 2 1 1
ENSG00000223547 2 1 3 3 3 3
ENSG00000223609 47 36 35 38 28 22
ENSG00000223612 1 0 1 1 1 0
ENSG00000223658 0 2 2 0 1 1
ENSG00000223705 27 33 30 30 45 56
ENSG00000223745 6 7 7 8 9 10
ENSG00000223749 3 4 2 2 18 27
ENSG00000223768 1 1 1 2 2 2
ENSG00000223770 2 1 1 1 0 0
ENSG00000223773 9 7 11 9 9 9
ENSG00000223797 1 1 1 1 1 1
ENSG00000223799 6 4 4 3 3 6
ENSG00000223802 0 0 0 0 1 1
ENSG00000223804 3 4 2 0 1 1
ENSG00000223820 2 1 1 1 1 0
ENSG00000223865 2 2 1 1 5 3
ENSG00000223891 2 1 1 3 1 1
ENSG00000223953 15 15 21 20 22 29
ENSG00000223959 4 3 4 3 10 10
ENSG00000223960 1 2 2 1 2 2
ENSG00000224020 3 3 2 2 2 3
ENSG00000224032 8 8 8 10 9 9
ENSG00000224043 0 0 0 0 0 0
ENSG00000224051 26 25 22 27 22 17
ENSG00000224066 0 0 0 0 1 0
ENSG00000224078 5 5 5 4 8 10
ENSG00000224080 1 0 0 0 0 0
ENSG00000224081 5 3 2 1 4 3
ENSG00000224113 6 3 3 5 6 6
ENSG00000224152 1 1 1 1 1 1
ENSG00000224167 0 1 1 0 1 1
ENSG00000224183 1 0 1 0 1 0
ENSG00000224186 2 2 1 1 4 4
ENSG00000224287 11 13 12 15 6 6
ENSG00000224376 0 1 1 0 0 1
ENSG00000224389 1 1 2 2 1 1
ENSG00000224413 1 1 1 1 2 2
ENSG00000224420 0 0 0 0 1 0
ENSG00000224424 1 0 1 1 1 1
ENSG00000224452 1 0 0 1 1 0
ENSG00000224470 11 10 9 10 14 14
ENSG00000224505 2 1 2 2 0 1
ENSG00000224531 24 24 23 22 21 24
ENSG00000224543 14 15 13 5 14 18
ENSG00000224578 2 2 2 1 4 3
ENSG00000224594 2 2 2 2 1 2
ENSG00000224596 0 1 1 1 1 1
ENSG00000224597 644 666 677 658 627 569
ENSG00000224631 5 4 2 2 3 6
ENSG00000224660 1 1 1 2 3 2
ENSG00000224680 0 0 0 0 0 1
ENSG00000224687 0 1 0 1 2 1
ENSG00000224689 2 1 2 2 2 1
ENSG00000224713 3 3 2 1 3 3
ENSG00000224729 1 0 0 0 1 1
ENSG00000224818 4 4 3 3 5 3
ENSG00000224831 0 1 1 1 1 0
ENSG00000224858 1 0 0 0 0 0
ENSG00000224861 1 0 1 2 2 2
ENSG00000224870 7 8 10 7 17 16
ENSG00000224877 53 54 55 50 93 67
ENSG00000224886 2 1 3 2 6 3
ENSG00000224888 1 1 1 1 0 1
ENSG00000224892 3 3 2 1 1 1
ENSG00000224897 1 1 1 1 1 2
ENSG00000224905 0 1 0 1 1 1
ENSG00000224914 2 3 2 1 3 3
ENSG00000224945 15 10 11 16 19 13
ENSG00000224956 0 1 0 1 1 0
ENSG00000224975 0 0 1 0 2 2
ENSG00000225032 1 1 1 0 1 1
ENSG00000225051 0 0 0 1 0 0
ENSG00000225135 2 2 1 2 2 2
ENSG00000225137 0 0 1 0 0 1
ENSG00000225138 16 18 17 20 24 20
ENSG00000225151 12 16 17 25 18 13
ENSG00000225177 4 4 4 5 4 4
ENSG00000225190 24 27 28 27 18 20
ENSG00000225205 3 3 4 3 4 4
ENSG00000225206 1 2 2 1 1 1
ENSG00000225234 1 1 0 0 1 1
ENSG00000225241 30 33 35 27 42 46
ENSG00000225265 1 0 0 0 1 1
ENSG00000225313 0 0 1 0 1 4
ENSG00000225339 14 14 14 14 9 12
ENSG00000225373 2 1 1 1 3 3
ENSG00000225377 2 2 2 2 1 1
ENSG00000225383 2 1 2 1 0 0
ENSG00000225439 4 3 3 3 4 3
ENSG00000225470 3 2 2 2 3 3
ENSG00000225484 1 2 1 1 1 1
ENSG00000225485 336 338 374 352 344 354
ENSG00000225507 2 2 1 0 1 1
ENSG00000225511 260 297 164 170 309 310
ENSG00000225614 48 49 36 24 53 55
ENSG00000225630 1 1 1 0 1 1
ENSG00000225648 82 94 90 96 112 138
ENSG00000225655 2 2 1 1 2 2
ENSG00000225663 73 82 74 56 60 56
ENSG00000225693 0 0 0 0 0 1
ENSG00000225697 17 16 14 12 18 22
ENSG00000225733 77 78 76 71 81 82
ENSG00000225746 0 0 0 0 1 1
ENSG00000225756 0 0 1 0 2 2
ENSG00000225783 1 1 2 2 2 2
ENSG00000225791 2 2 1 1 4 3
ENSG00000225828 4 3 4 6 4 5
ENSG00000225830 2 2 1 1 2 2
ENSG00000225855 2 2 2 2 5 6
ENSG00000225880 1 0 0 0 1 1
ENSG00000225892 5 2 4 3 2 3
ENSG00000225921 52 50 51 46 90 85
ENSG00000225950 1 1 0 1 0 0
ENSG00000225968 8 10 8 9 1 1
ENSG00000225969 2 4 2 5 4 4
ENSG00000225973 14 15 15 18 18 21
ENSG00000225996 0 0 1 0 2 1
ENSG00000226015 1 0 0 0 1 1
ENSG00000226029 0 1 1 0 1 1
ENSG00000226054 1 0 0 0 1 1
ENSG00000226067 0 0 1 1 1 0
ENSG00000226084 3 2 4 5 3 4
ENSG00000226085 0 1 0 1 4 2
ENSG00000226137 20 19 19 19 22 22
ENSG00000226210 20 19 20 22 19 16
ENSG00000226221 2 2 2 2 2 2
ENSG00000226232 1 2 1 5 3 4
ENSG00000226259 4 2 6 3 5 7
ENSG00000226287 2 2 2 1 3 1
ENSG00000226314 1 1 1 1 1 2
ENSG00000226318 0 1 0 1 2 2
ENSG00000226328 4 4 4 3 4 4
ENSG00000226360 1 2 1 0 0 2
ENSG00000226380 3 3 2 3 3 5
ENSG00000226381 4 2 3 3 3 3
ENSG00000226396 0 0 0 0 0 0
ENSG00000226415 2 1 1 0 1 2
ENSG00000226419 0 0 0 0 1 1
ENSG00000226471 0 0 0 0 0 1
ENSG00000226479 10 10 8 9 12 13
ENSG00000226516 0 0 1 1 0 1
ENSG00000226525 0 1 0 0 0 0
ENSG00000226564 1 0 0 0 0 1
ENSG00000226608 3 0 2 2 0 1
ENSG00000226696 1 1 0 2 3 2
ENSG00000226711 2 2 1 1 2 1
ENSG00000226742 30 30 44 38 29 27
ENSG00000226752 102 102 107 98 163 175
ENSG00000226757 0 1 0 0 1 0
ENSG00000226800 1 1 1 1 1 0
ENSG00000226853 1 0 1 2 1 0
ENSG00000226864 2 2 2 0 3 1
ENSG00000226937 26 18 13 19 12 16
ENSG00000226950 9 7 8 7 12 11
ENSG00000226953 1 2 1 2 2 2
ENSG00000226965 1 0 1 1 0 1
ENSG00000226976 1 0 1 0 1 1
ENSG00000227001 7 7 6 7 8 7
ENSG00000227028 38 29 19 25 5 2
ENSG00000227036 1 1 1 1 3 3
ENSG00000227051 29 31 25 26 30 29
ENSG00000227053 1 1 1 2 6 3
ENSG00000227057 57 51 48 49 86 78
ENSG00000227063 288 354 270 294 250 248
ENSG00000227081 12 7 8 10 7 7
ENSG00000227097 5 6 4 3 4 1
ENSG00000227124 2 2 2 1 2 2
ENSG00000227198 0 1 0 2 1 3
ENSG00000227199 3 2 2 2 5 4
ENSG00000227212 0 1 1 1 2 2
ENSG00000227220 1 1 1 1 1 1
ENSG00000227230 1 0 1 0 2 2
ENSG00000227232 27 31 26 33 31 27
ENSG00000227242 1 1 1 0 1 1
ENSG00000227285 0 1 0 0 1 1
ENSG00000227345 7 8 6 6 9 8
ENSG00000227354 0 0 0 0 0 1
ENSG00000227372 59 71 58 67 52 65
ENSG00000227398 2 2 2 3 1 2
ENSG00000227438 1 2 1 1 2 2
ENSG00000227449 5 0 1 1 1 0
ENSG00000227500 70 67 70 74 59 68
ENSG00000227518 0 1 0 0 1 1
ENSG00000227533 4 4 4 5 2 2
ENSG00000227540 2 0 1 1 5 2
ENSG00000227542 0 0 0 1 1 1
ENSG00000227543 0 0 0 1 1 1
ENSG00000227544 0 1 0 0 0 1
ENSG00000227558 3 3 3 3 4 5
ENSG00000227615 2 2 1 3 3 3
ENSG00000227619 2 2 2 3 1 1
ENSG00000227671 12 12 9 11 20 29
ENSG00000227740 1 1 1 1 2 2
ENSG00000227741 0 0 1 0 1 1
ENSG00000227766 3 4 4 4 6 3
ENSG00000227775 8 7 6 7 8 10
ENSG00000227799 1 0 0 0 1 1
ENSG00000227811 1 2 1 2 1 1
ENSG00000227825 0 1 0 0 2 1
ENSG00000227827 2 2 2 2 2 2
ENSG00000227946 5 5 4 5 6 5
ENSG00000228049 2 1 2 2 0 0
ENSG00000228106 1 1 2 1 2 1
ENSG00000228109 1 1 1 1 2 1
ENSG00000228126 0 0 0 1 1 0
ENSG00000228158 3 1 3 1 2 2
ENSG00000228223 7 7 7 7 5 4
ENSG00000228232 0 0 0 0 0 0
ENSG00000228253 93 98 76 57 445 480
ENSG00000228265 1 1 1 1 0 1
ENSG00000228274 1 1 1 1 2 1
ENSG00000228275 0 1 0 1 0 0
ENSG00000228288 8 10 8 7 5 4
ENSG00000228300 27 29 23 25 27 23
ENSG00000228314 0 0 1 1 1 3
ENSG00000228315 4 4 4 4 9 11
ENSG00000228327 1 1 1 4 6 6
ENSG00000228384 0 0 0 0 0 0
ENSG00000228395 1 1 0 0 1 0
ENSG00000228409 2 1 3 2 3 5
ENSG00000228439 1 2 1 1 3 2
ENSG00000228451 5 6 5 5 5 6
ENSG00000228463 3 3 2 5 6 4
ENSG00000228474 607 615 586 573 501 450
ENSG00000228486 1 0 0 0 1 1
ENSG00000228492 2 1 2 2 2 2
ENSG00000228506 1 1 1 1 2 2
ENSG00000228532 1 1 0 1 2 2
ENSG00000228544 0 1 0 1 1 0
ENSG00000228589 1 1 0 1 0 1
ENSG00000228594 4 4 4 3 10 7
ENSG00000228606 0 1 1 1 0 1
ENSG00000228609 1 1 1 1 1 1
ENSG00000228623 1 0 1 1 0 0
ENSG00000228624 0 0 0 0 0 0
ENSG00000228638 2 1 4 2 4 4
ENSG00000228649 1 1 1 1 2 2
ENSG00000228672 1 1 1 2 1 0
ENSG00000228703 0 0 1 0 3 3
ENSG00000228707 3 2 2 2 0 0
ENSG00000228716 8 8 9 6 14 22
ENSG00000228727 0 0 1 2 2 2
ENSG00000228748 0 1 1 0 1 1
ENSG00000228782 3 4 3 2 7 4
ENSG00000228794 2 3 3 2 4 3
ENSG00000228801 0 1 1 1 1 1
ENSG00000228830 25 28 21 25 34 17
ENSG00000228839 0 1 0 0 0 1
ENSG00000228843 0 2 1 1 1 3
ENSG00000228903 1 0 1 1 0 0
ENSG00000228914 0 0 1 0 0 0
ENSG00000228989 1 0 1 1 2 1
ENSG00000228998 22 27 20 17 31 28
ENSG00000229018 0 1 0 0 1 1
ENSG00000229043 0 0 0 0 2 1
ENSG00000229056 1 1 2 2 1 0
ENSG00000229117 1674 1764 1583 1728 1486 1319
ENSG00000229119 4 1 1 4 14 7
ENSG00000229124 0 0 1 1 1 1
ENSG00000229180 8 9 8 9 23 23
ENSG00000229186 2 1 1 1 3 2
ENSG00000229212 3 2 3 2 3 3
ENSG00000229214 0 0 0 0 1 0
ENSG00000229320 0 0 0 0 5 5
ENSG00000229334 2 3 2 3 3 2
ENSG00000229372 0 2 1 0 1 1
ENSG00000229373 0 0 0 0 0 0
ENSG00000229387 1 1 1 0 1 1
ENSG00000229589 0 0 0 0 0 0
ENSG00000229638 7 7 8 11 11 8
ENSG00000229645 2 1 2 2 8 8
ENSG00000229647 1 1 1 1 3 3
ENSG00000229689 1 3 2 1 1 3
ENSG00000229692 0 0 2 1 2 1
ENSG00000229694 5 6 4 5 0 1
ENSG00000229715 1 1 1 1 0 1
ENSG00000229729 4 4 3 3 4 5
ENSG00000229807 37 41 33 31 76 90
ENSG00000229808 0 0 0 1 1 1
ENSG00000229809 10 10 10 11 13 10
ENSG00000229833 7 9 7 6 20 16
ENSG00000229848 1 1 0 1 0 1
ENSG00000229851 0 2 2 0 1 5
ENSG00000229852 1 1 1 1 1 1
ENSG00000229874 3 4 4 5 3 3
ENSG00000229917 2 2 2 1 2 4
ENSG00000229931 0 0 0 1 2 1
ENSG00000229950 1 0 0 0 1 0
ENSG00000229951 2 3 2 4 1 1
ENSG00000229980 0 1 0 1 0 0
ENSG00000229988 569 453 425 483 33 38
ENSG00000230055 22 20 23 17 33 28
ENSG00000230069 0 1 1 1 0 1
ENSG00000230071 0 1 0 0 1 0
ENSG00000230074 2 3 2 3 2 1
ENSG00000230082 1 1 0 1 1 0
ENSG00000230124 1 1 0 1 3 3
ENSG00000230148 3 4 6 7 7 5
ENSG00000230183 0 1 0 1 0 0
ENSG00000230202 1 0 2 2 2 1
ENSG00000230224 0 0 0 1 1 1
ENSG00000230325 1 0 0 0 1 1
ENSG00000230371 0 0 0 1 0 0
ENSG00000230373 2 2 2 2 7 7
ENSG00000230409 1 0 0 0 1 0
ENSG00000230415 1 2 0 1 4 6
ENSG00000230424 2 2 2 1 1 0
ENSG00000230438 1 0 0 0 0 0
ENSG00000230453 3 3 2 4 3 3
ENSG00000230454 1 1 0 0 1 1
ENSG00000230479 0 0 1 0 0 1
ENSG00000230487 2 3 1 2 6 5
ENSG00000230499 0 1 1 1 2 1
ENSG00000230510 5 6 2 1 4 3
ENSG00000230513 1 0 1 1 2 1
ENSG00000230530 8 7 9 11 5 9
ENSG00000230551 16 15 17 21 12 20
ENSG00000230565 0 1 0 0 1 2
ENSG00000230590 1 1 1 1 1 1
ENSG00000230596 6 9 6 8 0 2
ENSG00000230606 0 1 1 0 3 4
ENSG00000230629 2 5 4 2 5 3
ENSG00000230630 0 0 0 0 1 1
ENSG00000230699 1 0 0 0 2 1
ENSG00000230715 3 1 2 2 6 4
ENSG00000230724 1 1 1 1 1 1
ENSG00000230733 7 10 7 6 13 10
ENSG00000230749 0 0 1 1 0 0
ENSG00000230797 1 1 1 1 2 2
ENSG00000230836 1 2 0 1 1 2
ENSG00000230844 1 2 2 1 2 3
ENSG00000230847 2 0 1 0 1 0
ENSG00000230896 0 0 0 0 1 1
ENSG00000230982 0 1 2 1 3 4
ENSG00000230989 24 23 21 18 32 32
ENSG00000230992 0 1 1 0 0 0
ENSG00000231007 0 1 0 1 2 2
ENSG00000231025 3 3 2 2 4 4
ENSG00000231064 1 1 1 1 1 0
ENSG00000231074 10 10 10 9 13 14
ENSG00000231084 0 0 1 1 2 1
ENSG00000231187 1 2 1 1 1 1
ENSG00000231242 0 0 1 0 1 1
ENSG00000231259 7 7 7 11 5 9
ENSG00000231290 18 17 21 15 8 6
ENSG00000231312 14 15 14 20 6 7
ENSG00000231327 1 0 1 0 0 0
ENSG00000231340 1 1 0 1 2 2
ENSG00000231345 1 1 0 0 8 5
ENSG00000231365 1 1 1 1 1 2
