"region","condition.x","median_log2fc","median.obs.mut","condition.y","pvalue","pvalue_symbol","GO.ID","genes","gene_length","pvalue.adjust"
"protein localization to nucleus","enu",1,1,"enu",0.920571356763639,NA,"GO:0034504","26022/54623/2534/23649/84220/727851/25937/23633/999/1495/7175/10758/55726/4804/23534/10347/3843/1994/6672/8692/25885/55746/602/7037/10979/5743/51548/5663/3320/2932/7514/3842/51194/55696/57506/114882/10762/23511/3717/29775/25777/5905/51804/4792/6789/655/55612/55916/2254/3839/10204/9688/23568/7249/80208/6788/51366/7040/29997/30000/5296/10049/2737/7016/1855/51684/3837/80279/4927/1277/7531/29098/8882/4928/57122/1432/51715/1871/705/55374/4001/6500/9631/3836/1894/868/200576/10575/1386/7341/11315/9670/27042/6794/9913/6950/51569/51307/23435/1408/1434/1026/9972/652/6662/79902/5469/9349/84662/6495/8021/5300/3976/6608/84268/10155/83667/1736/23345/9113/5901/29107/9201/10526/10542/948/29969/55122/10574/4193/183/2752/55198/11143/7295/27348/1861/7507/26953/129685/10413/580/83666/5910/53371/5530/144165/9818/585/5371/55135/7157/207/6135/3068/26092/4931/142/5295/908/56257/9258/25792/4851/6934/51501/26524/22948/26272/9531/3087/3192/5903/3621/84897/284/201163/55027/10694/6396/26060/9478/23515/23400/4000/8878/2634/129401/4487/7203/81788/151636/80149/5580/23353/1020/7486/83860/9221/10576/5347/4088/6774/11142/51068/10073/25942/163590/983/166614/26108/5569/81603/5356/8841/94103/9451/54971/3728/152877/51574/23399/84823/55929/51341/23212/811/9500/3059/785/3838/3985/729540/754/5587/56478/1812/6612/729857/3840/4771/11261/400966/10445/120892/27341/9679/9883/79711/4763/64771/3841/2316/6714/84154/10210/55035/23607/55705/503542/84455/5514/64901/10527/255919/23636/402/11331/5534/400916/54984",271,1
"protein polyubiquitination","enu",1,1,"enu",0.904376123789782,NA,"GO:0000209","54467/996/9690/54476/672/9604/25897/8452/1161/23327/29945/8454/7185/54542/10758/6047/865/4734/55658/7321/55743/23291/23609/27252/9618/29089/7319/3093/83737/51619/7188/57531/10075/57542/51433/78990/79594/55072/25831/117584/10013/8697/997/23759/9978/54941/331/23295/8312/10273/51283/9810/55284/51366/51343/54926/80351/27338/26001/642/26118/7323/23321/27339/10612/329/9354/867/55626/23328/9025/10475/4012/6500/7337/127544/55223/90025/7128/81847/7320/22954/9870/84078/8405/117854/9111/164781/55905/10616/7186/6049/25847/8881/79016/10277/7187/7322/90379/6737/85363/10346/7326/2874/23608/1643/7174/4193/149041/64844/9373/2295/255488/580/91445/57161/92912/9520/51529/494470/51514/23219/10299/6502/64839/81545/26249/154214/257218/6872/90678/89910/9781/26272/64682/64795/9320/56254/9246/54778/115992/267/118424/55585/23623/84447/25893/151636/165918/10393/285671/143279/220972/89890/3429/8945/25820/54765/26263/55128/55611/1499/149603/92305/7336/81844/10477/7324/11337/26145/80196/596/7064/143941/148203/8658/79102/57674/246330/11065/92369/7189/63893/29882/246184/220441/55884/10425/7334/84875/7681/81858/223082/1728/84282/10193/7325/7267/23194/7327/22888/5071/7332/84937/7328/80829/378884/387921/5478/51434/57162/10210/54708/11060/57154/51465/9666/6048/5987/131405/1654/342931/729974/171222/7335/53840",226,1
"regulation of binding","enu",0,1,"enu",0.971029842579746,NA,"GO:0051098","889/26073/23129/23028/54972/5310/3077/5329/1663/3479/84062/51773/2296/23063/50937/28996/53339/6672/6093/9759/22933/64710/602/7049/998/5566/2011/1400/489/6717/119/4140/60/5909/23032/4133/5663/6604/2932/10269/22924/581/118/6790/79822/2280/7023/8487/9044/25805/3717/25/8829/24144/3162/5155/8664/2033/4792/4776/6789/23394/1522/57761/22919/1869/2332/8874/1203/5595/65057/10273/8767/6788/3646/5516/3191/2068/84444/166/81857/7040/857/4233/3955/7046/8721/1855/5599/23560/22943/10014/25979/55294/9693/65981/9750/9532/51053/4188/4015/10923/5515/1452/27031/7474/3280/868/1981/57669/3676/5334/7341/2043/11315/10459/3925/4751/9270/3416/3433/4488/8600/117854/7291/4035/55355/8239/1026/652/2962/8189/650/3397/55906/5300/148022/3976/6608/146057/23639/54552/348/10155/9026/22927/5914/6737/5468/8864/5901/54496/10763/1965/8932/8536/10542/4803/84893/22873/23493/1660/3300/1025/7295/9314/64855/4686/79139/26206/10211/6653/2959/83666/51176/1950/5530/6996/7009/5925/2622/93649/409/9775/4089/351/207/10498/5195/6135/51042/5792/8751/23557/4931/142/805/5899/56257/6872/79618/203228/58499/6934/8091/1601/1054/84959/284/285381/23228/1193/7074/114991/121665/6497/26119/129531/2035/267/1636/808/26086/5824/27185/4487/90780/3428/151636/59343/5580/4043/401152/3148/9464/3673/23462/1020/115908/51339/64324/55323/6881/567/5347/4088/64400/2801/1398/81620/1499/165904/255738/51068/154/25942/5986/5028/84525/143941/5499/80011/8658/124857/488/1488/7189/1649/4087/2072/627/6664/3725/56998/51341/9212/161882/64388/7262/56963/23641/302/9802/9241/8663/340061/6612/146198/3297/5071/3434/5465/55182/120892/3005/3146/3066/64771/6714/171392/6281/65992/6815/801/177/114769/1460/10399/7114/407019/1454/8904/4830/3078/54984/9236",316,1
"regulation of cell growth","enu",0,1,"enu",0.99142086542504,NA,"GO:0001558","6405/3475/51265/5048/54879/6792/728642/9043/56920/672/7869/2137/3479/22902/56981/2273/999/65078/3371/23338/23327/9564/1535/23105/131566/9150/11054/56848/9423/5588/57609/26153/387/6857/8692/51447/10235/998/7224/51009/9175/7251/2023/10371/10512/79960/4133/1906/83737/634/1785/22999/23011/6595/54437/2932/9706/2017/9962/84678/393/8425/6548/79594/4897/57556/7042/10013/57715/23411/25/8829/84861/1399/10668/623/7528/57446/23394/1457/22850/4092/5716/5931/9767/58189/4682/51760/23678/6422/8725/7040/5802/1954/5518/59284/54555/57817/3249/2931/136319/221927/3984/7046/6387/81621/7473/84687/8153/27346/1410/1982/65981/1027/8437/51147/56994/5467/6722/10591/7422/9037/1839/5515/604/7474/1154/27086/1981/150465/57142/2335/3488/60676/28956/10459/5997/5999/8643/6195/6794/9928/6446/6696/22954/79109/53335/8835/51193/7852/3624/1031/5393/1026/23499/6597/6049/54617/1032/10038/2258/23677/348/684/23025/10439/10298/23404/83667/55558/5538/4131/3021/9826/6860/23111/694/84722/4803/79577/85004/91/10505/183/5270/3300/11143/4686/4856/9373/9856/6386/84259/10413/5607/102/80031/51196/8482/84162/9746/84260/94/5925/10516/5371/29948/93649/7157/57521/114804/4089/2064/3487/207/1382/10500/8751/127833/151835/9686/2803/185/55840/9353/817/6423/1956/3486/9166/1029/5795/55004/9538/9344/9472/6868/6695/2697/1601/3621/223117/9868/201163/118813/29104/6832/4323/221481/978/57805/51094/2539/58191/374946/27185/2487/3020/4487/27302/3490/80128/6259/64769/8314/253260/734/1020/2395/26585/4088/5245/29946/84717/10501/64223/2786/84879/84289/55602/54910/25942/55031/9723/203245/23566/22883/84275/596/10201/10276/11007/2810/8877/29882/51379/9699/627/8408/6197/54512/1002/9792/9798/64061/6586/1946/3009/10509/10519/5071/51079/55615/5465/7003/57698/1630/51616/51393/10507/116224/123879/440093/340719/64218/147906/5167/55210/50618/57154/2475/3897/2664/659/3304/3303/780/10399/10071/84258/11116/6494/4722/55384/1654/11344/984/112398",348,1
"regulation of cellular component size","enu",0,1,"enu",0.498066156509056,NA,"GO:0032535","6405/57679/23028/55971/10344/3475/85477/51265/5048/6792/56920/1185/7869/22902/9821/9168/999/65078/822/2006/51474/23105/26999/10787/6558/9423/57609/10565/387/5217/57704/8440/9948/7224/9175/8301/1207/6557/10371/10512/119/1739/5063/88/832/4133/1906/55604/1785/23011/3320/54437/2932/9706/54434/2017/23645/118/79822/5027/393/64857/4897/57556/7430/10013/57715/25/8829/23616/11078/79890/394/23394/11151/23406/29108/8766/3783/92960/5802/1954/5296/79036/136319/3984/23189/6387/7473/5216/8153/9368/57482/1182/59341/10094/2784/6722/7422/9037/10723/7474/150465/6711/57142/2335/51652/5341/829/10000/1385/6696/54942/5357/5290/11113/6560/57403/7408/8195/11034/50809/23499/7429/6049/29767/2258/348/51429/10439/9026/55558/9113/4131/8799/23108/23111/51520/23075/10451/10542/4803/80206/10677/2647/10505/50853/5879/274/56262/7111/81873/9856/9873/5962/80031/51332/29766/8482/9990/585/85464/57521/7409/23038/1382/10500/23557/10456/5868/2803/9353/5921/23500/93663/56996/4478/2934/120/90952/10435/5756/2241/2059/130271/114908/51571/223117/118813/64798/3778/9530/4690/11013/286527/23400/146206/2909/7410/57731/1173/374946/10092/27185/29765/56203/25802/80128/10109/6259/5580/79714/2150/253260/1020/9897/538/1073/382/7248/118426/5979/119032/8800/148170/10501/83547/64223/3575/54910/5865/25942/9723/80131/5581/23566/5728/361/5499/253725/5916/54961/6712/10458/29882/627/196527/8408/2314/2885/1002/91663/3059/9798/2055/55243/128239/6900/1946/51334/10509/256949/57698/1630/51393/10507/389541/1201/282991/64218/51466/54785/65267/11194/6840/6709/81553/89848/57154/2475/830/3897/2664/659/84335/1874/7114/84561/358/57026/11344/342184/85358/729991/55845",295,1
"regulation of neuron apoptotic process","enu",1,1,"enu",0.822154087762342,NA,"GO:0043523","2729/23098/23129/2730/2896/28996/2065/6416/387/6093/5609/5063/5663/4208/581/84678/16/7301/7042/4436/3717/25/8829/997/50487/3162/5641/8846/51804/3091/4776/4605/23394/80331/11151/27324/9466/2821/2931/2901/835/5803/6505/219699/6347/7466/23321/55294/10891/8882/595/4192/55626/2908/80315/2632/10314/1386/11315/9928/2309/6418/7043/5290/10617/8200/5582/6495/3791/135/468/58533/112399/348/9040/5538/10763/128434/842/3845/10752/4803/3572/6733/116986/6812/7020/7786/409/7157/6647/3068/4170/142/51542/1745/6622/5921/4841/10280/4915/472/10525/101/2895/10018/4929/54463/284/51643/9131/673/100528062/65018/7832/8883/2539/374946/5584/836/94234/2898/2020/55074/1020/26012/558/1499/57215/2668/4204/255738/9723/598/596/5621/27023/1051/4296/3981/3265/1649/23529/26471/627/666/8851/3725/2629/1728/2149/2055/340371/5071/4908/2558/23621/1201/8326/7516/4763/8831/80823/84335/3672/5098/56097/56098/1270/4671/112398",171,1
"regulation of neuron death","enu",1,1,"enu",0.94941756168702,NA,"GO:1901214","2729/572/23098/23129/2534/2730/7133/2896/84062/841/28996/2065/6416/387/6093/3632/55737/8301/5609/5063/57103/5663/4208/2932/5978/581/9962/84678/16/4345/7301/7042/10013/4436/23411/3717/25/8829/997/50487/25793/3162/5641/8846/1113/51804/3091/5700/4776/4605/23394/80331/1522/128866/11151/27324/9466/2821/2931/2901/835/5803/7965/6505/219699/22943/6347/7466/23321/55294/10891/8882/595/867/4192/55626/2026/135112/2690/2908/80315/7474/2632/1981/27429/10314/1386/1718/11315/8934/29937/9928/2309/6418/8013/7043/10936/1958/1191/5290/10617/1948/8200/5582/2002/6495/7186/2671/3791/135/468/10038/58533/112399/348/9040/5538/5176/10763/128434/842/3845/22800/1965/10752/4803/3572/6733/116986/54583/10457/6812/7099/7020/6653/7786/57707/409/7157/6647/207/3068/4170/142/51542/1745/6622/5921/4841/10280/4915/84280/472/10525/23657/101/2895/10018/4929/54463/284/51643/9131/8321/673/100528062/65018/23400/7832/8883/2539/57465/374946/4921/824/134/5584/836/94234/2898/2020/55074/1020/7248/26012/558/1499/54541/57215/2668/4204/255738/7314/2353/9723/598/596/5621/27023/1051/6623/4296/64802/10333/3981/3265/1649/23529/26471/627/666/8851/3725/2629/1728/2149/155061/91304/2055/29110/1435/3297/340371/5071/4908/2558/23621/5465/1630/11261/353116/1201/8326/120892/7516/4763/8831/4217/80823/1616/10399/3134/84335/445329/3672/5098/56097/56098/1270/4671/29082/6818/112398",253,1
"regulation of protein modification by small protein conjugation or removal","enu",1,1,"enu",0.715953488813982,NA,"GO:1903320","2729/23028/23077/1407/6224/83932/2534/672/23376/330/8554/8452/79142/54165/3309/5601/9709/9474/11338/10362/9759/7321/55743/9733/83737/54472/5663/3320/8555/3301/10075/2280/78990/79594/825/3326/25/706/9978/3091/57761/4092/5716/331/54602/9683/8312/10273/7329/9810/8767/51366/51588/51343/29997/2931/857/7965/3984/7046/23560/27338/57178/5414/80279/5193/23142/7466/55294/329/1027/50813/23328/26271/9532/57561/6500/7337/7375/868/57599/6209/2034/11315/26232/10459/10625/991/7128/84930/1958/10987/6125/25950/9111/6659/9349/10054/5582/5300/148022/54552/80758/80762/10401/6737/8864/2874/23640/29979/3300/84101/10253/64844/10010/79139/9373/2295/408/84259/51138/144165/10363/91947/55215/6187/8533/409/207/10055/6135/8915/405/339745/64708/6167/6502/10318/51256/107080638/55869/6872/8473/6188/55208/26272/9320/284/9184/153769/701/22976/54778/65018/51160/8878/51035/553115/55765/25898/151636/80149/59343/26354/4085/54726/285671/819/1020/7415/254170/8945/9529/9318/54838/54765/5347/64359/55611/1499/10980/648/7336/201254/2873/11337/7314/5581/8841/5728/6201/27085/10892/143941/150678/5970/150684/165324/11146/11065/92369/7189/378708/8877/374969/7334/84875/85453/100287171/6478/9112/754/139285/56160/10196/5071/7332/11261/51547/378884/9636/57697/123879/120892/5478/57162/10210/10920/1616/3304/3303/1654/7335/10016/54984/101929977",236,1
"response to oxygen levels","enu",1,1,"enu",0.846494587007895,NA,"GO:0070482","572/8837/1387/355/5291/1535/2983/28996/51167/387/5165/22933/139341/6095/7049/5423/537/7037/7515/5743/2023/57103/1906/3776/5351/5978/4313/6548/54890/23256/7042/23411/9463/3162/54471/25828/2033/3091/6547/655/9777/1869/6839/5230/28984/64428/8140/10273/29904/3163/6422/5327/10397/665/29997/857/51142/26608/6505/9124/6387/1277/6649/1410/329/867/4891/1027/5467/6722/7422/2030/5159/8614/80315/26355/523/22937/1386/2034/4780/2043/6513/1490/5228/7043/1788/1958/317/847/7852/25950/7291/5328/3709/84292/5740/650/8678/5300/50809/468/84962/112399/81/3727/5468/5562/4017/7428/9475/29979/29923/4193/54583/83990/6326/84317/29988/9550/4609/132864/84709/7057/94/7009/663/5371/8996/93649/9520/2627/7157/57521/4089/5366/207/126374/481/405/8751/5313/5664/8994/890/5066/210/4851/133/472/10525/7424/2308/3708/1909/101/6868/5163/79723/5352/4929/23576/56776/3778/9131/4323/7391/65018/4720/6781/3099/1636/9114/875/102724560/4000/114757/205/10630/7412/4921/824/2071/134/7048/3673/836/10370/538/360/7248/55662/7184/4088/4824/2021/10449/51129/64223/114990/54541/3516/4204/2353/5581/596/10869/9915/7423/1263/7352/7351/664/4524/57085/5021/6517/84890/6546/18/3654/3751/10587/3297/23545/5034/677/5465/84069/9361/3066/4763/100/6714/1735/5154/10533/1803/30001/1902/4194/6262/4540/2475/4538/4508/177/6392/114769/283/64506/11331/158/358/147007/112398",256,1
"ribonucleoprotein complex biogenesis","enu",0,1,"enu",0.999958681396232,NA,"GO:0022613","81887/10181/6936/113000/55692/115939/51096/11171/51106/51121/23517/55341/54960/51491/10659/23223/51154/51602/57602/55781/6433/11218/10885/57418/54505/51018/114049/54475/1207/9733/23016/56949/56915/7520/1653/3320/29093/25929/7514/22894/26747/6193/91746/51729/8668/54700/27292/8602/10992/8886/22803/6128/51575/6175/8487/26523/6732/3326/10291/6634/23481/51386/4809/10521/8664/84844/10419/6430/1983/23405/51550/24148/26164/51340/10528/56853/79863/8780/100101490/6839/27336/5303/8669/3646/90459/55011/2068/8175/10775/6217/2091/55702/6223/29997/83743/26121/54555/85865/8662/23064/51010/8661/10360/23560/4927/708/117246/55813/51747/54433/2483/27339/10728/11052/11103/4839/8683/55003/23195/705/29102/55299/8850/7375/9136/51639/6209/84128/23451/79954/79084/54955/80135/54680/9129/10969/79033/387338/58155/27042/6230/22868/55127/51077/10171/54853/11340/27340/8161/64282/2971/130916/51116/6125/29960/79039/5393/27161/6431/55661/10199/88745/6631/83732/10799/51081/64794/6633/6628/6629/8894/192669/51119/10436/79066/65095/25983/54552/55695/25804/23404/1968/56342/8666/1736/25926/25980/6155/84231/6627/22907/23378/5901/10514/57050/26284/54496/51388/22889/54663/79577/51634/29889/192670/134430/6733/55226/84946/10200/9816/2752/6041/1660/65080/11137/54606/6426/92856/4686/11224/6194/96764/84811/51187/6229/29081/55759/9169/6636/6895/8562/8451/60677/79631/8996/84916/28987/27043/9775/10907/9875/79760/23521/6135/51042/6202/51093/81875/10262/1939/4931/163859/6637/23020/5433/55164/83939/55646/166378/92345/9879/55651/29777/285855/64434/51631/6134/6129/8667/84294/6838/57109/10556/22984/10480/10658/472/79869/220064/120379/57647/121053/153443/79833/10557/135295/55027/84365/51001/10813/115416/8450/90121/85395/103/60680/6154/79707/64216/23160/79753/6059/11157/84135/10412/6208/10569/25879/11168/65083/8559/7248/9188/9790/64745/27079/9221/11051/6632/55720/3921/7536/29063/10713/10421/8233/51068/196074/83640/83443/5036/84864/6203/55006/51013/55636/64979/79029/92342/5394/6227/55178/6201/6607/6606/3669/10248/10978/6169/51504/90441/10594/9416/545/8665/9092/8607/401466/6232/55272/1662/63899/54913/54512/27335/23212/50628/22827/255308/4869/64963/6635/55505/54059/26609/51335/6218/55794/6165/10856/10946/51118/10607/8663/728689/10078/79050/51065/317781/55015/51547/10772/9045/79979/26155/23450/27341/112479/161424/10438/84154/55035/84549/6147/55153/51441/55319/7919/131870/26831/26832/26835/101954276/26834/57819/26827/101954267/6060/101954266/101954271/51202/1654/100151684/118460/155400/9277/105378616/28985/6234/57461/5822/3692/55052/5591/9724/84769/91893/100151683/404672",439,1
"ribose phosphate biosynthetic process","enu",1,1,"enu",0.861756873561111,NA,"GO:0046390","204/4706/5166/10165/5164/60481/4719/159/56474/2983/56848/4710/64834/5165/80347/2182/6389/2023/38/9605/32/108/790/4708/1738/11332/513/4713/9524/6576/5836/4522/5634/6901/1723/4832/23417/4833/65990/23205/7040/2639/3614/51422/203/4717/10891/8050/4728/506/7372/523/1716/374291/8604/271/515/6390/6785/4709/4702/83401/79646/113/8034/2181/514/4694/27109/80025/79717/10606/5471/4698/196883/4705/83549/55902/5538/47/4695/5160/272/55312/517/4711/109/471/60490/9061/4704/11001/4716/5636/29922/7371/6391/5313/142/6622/4726/4594/54539/5631/4715/50808/51144/226/134145/1737/4718/2180/498/5163/53354/55022/26289/518/522/201163/84532/221264/114/132/1633/9556/55229/978/65018/4720/2618/516/4882/4731/2539/23181/5635/115/51727/205/8833/7086/4724/23305/107/318/4712/7415/30968/509/3251/9200/4714/10632/4723/10476/5162/4725/521/79071/4696/1503/10201/79877/111/84833/112/126328/84277/197322/3615/4729/5198/4707/7378/55967/4700/122622/527/51079/5465/100/51703/54898/54963/9060/4541/4513/4536/4540/4537/4538/4535/4508/353/6392/790955/7114/201562/4539/4722/9374/4509/4830/158/9551/539/4831/267020/4701",210,1
"small GTPase mediated signal transduction","enu",0,1,"enu",0.999232846262502,NA,"GO:0007264","889/57679/115703/3675/5898/9855/9912/9265/55200/23221/11188/440193/3479/10928/50619/51306/57514/8452/7204/79567/65078/80243/395/4254/7984/5291/2665/5662/10787/10188/4804/50937/8625/9170/9423/25791/10565/4649/387/6093/11186/10235/4925/2255/998/9448/79658/9886/51495/55160/9620/5337/5909/9138/2782/117/10411/4983/1785/23011/57531/23348/79822/8550/8315/51291/393/11069/7042/25/84144/22931/8829/4650/1399/8216/27128/23616/10633/3162/9402/27352/6655/394/55738/2245/7249/9093/171177/5516/9639/4924/23370/85360/22898/9266/54922/23094/199731/10156/5294/4233/6009/3984/23189/2889/23268/8729/57584/8036/28964/51195/3837/9267/8153/29098/7126/9693/9828/867/8567/83892/2305/8437/397/11021/9750/8936/57221/5924/5159/604/1894/6242/1796/55704/6654/390/1718/55103/11315/5906/58480/9181/85440/9927/64121/57568/117178/3925/9928/8727/79109/57706/23433/10672/57480/440073/84078/29899/64333/1017/9367/57826/23682/57580/10564/23096/10617/1026/55715/5911/10045/154796/23263/57381/26030/55288/5908/9732/1123/58504/84952/5338/9754/57572/348/54869/23229/5894/23647/23108/54453/9826/90627/2048/3845/23075/10451/4853/4803/10971/9475/1794/85004/9363/9743/9290/55619/50649/10253/9771/5879/28988/153090/84253/55667/10211/408/27314/6386/5962/57569/8412/9411/403/51196/10152/3685/9101/83478/10144/2247/9908/8615/121512/9815/10161/5925/54509/376267/8477/55114/1012/89941/8844/7157/396/7409/128272/27/23179/6016/3707/388/5899/9922/285282/185/9353/890/10769/23092/10146/84249/79930/93663/26230/2768/8473/139818/80005/80728/1029/4851/3688/1793/2059/25780/51571/153478/10750/84033/27342/152273/201163/389/5922/23362/7074/22808/10163/26053/50848/56990/51735/201176/29/2909/8997/5900/7410/8878/29127/10630/9938/50650/10252/26269/2151/2150/1278/10395/19/94134/382/89890/55701/143872/79933/9710/6236/10982/1398/53916/5867/28511/1281/5881/6091/11337/57148/100271927/11214/57449/10287/115727/85442/83452/10125/27289/1072/29984/1600/286205/57493/10276/253959/10260/3265/253980/392/80230/391/64787/2885/54734/23526/2149/5912/6478/221178/5877/202243/128239/1435/22821/116985/613/57698/11261/81848/1121/57186/5649/25894/9901/4763/23365/6714/25959/8831/50861/26037/56882/28512/23607/1902/9824/9909/221002/7052/1122/2664/65979/8859/199/9289/57139/6453/220164/201475/23636/4893/84986/6494/55333/27040/30851/64283/5863/115557/23779/398/55845",415,1
